Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
Agricultural,1700 sq.m.,Kotayk › Jrvezh,"$53,000",USD,"Land for sale in Jrvezh. There are 15 square meters and 60 square meters, the front part is 65 meters.Code HA-001Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16078611
For Residential Development,2493 sq.m.,Kotayk › Katnaghbyur,"$60,000",USD,"Հողատարածքը գտնվում է քաղաք Աբովյանի Կաթնաղբյուր գյուղում, ունի 2490քմ. Տարածք, հողատարածքը տնամերձ է։ Земельный участок расположен в селе Катнахпюр Котайкского района, имеет площадь 2490 квадратных метров. Район, земля рядом с домом.",Nov-25-2022_00-35,,https://list.am/en/item/17554789
Agricultural,2950 sq.m.,Kotayk › Dzoraghbyur,"$24,000",USD,"Վաձառվում է հողատարածք, 0.295մ2, Կոտայքի մարզ, Ձորաղբյուր գյուղում",Nov-25-2022_00-35,,https://list.am/en/item/16013125
For Public Buildings,100 sq.m.,"1-ին փողոց 15/1, Արզնի","$9,500",USD,"A plot of land is urgently for sale in Arzni, in a very busy area, Arzni-Byureghavan-Arzni recreation areas, at the crossroads entering the village. There is gas, electricity, water. Everything is available. The area is suitable for building different types of business, it is also possible to build a house.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18116874
For Residential Development,1000 sq.m.,Kotayk › Abovian,"5,300,000 ֏",AMD,"There is water, gas and electricity in the area of the house. Call for questionsTranslated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17591055
For Residential Development,2500 sq.m.,Kotayk › Aragyugh,"$22,000",USD,"A plot of land near the house is for sale urgently... For details, call the indicated numberTranslated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18010294
Agricultural,4633 sq.m.,Kotayk › Dzoraghbyur,"$60,000",USD,"Village land is for sale. It is very suitable for a garden. There is a possibility of gas, electricity, water.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17550264
Agricultural,"18,000 sq.m.",Kotayk › Dzoraghbyur,"$150,000",USD,"It has the possibility of gas, water and electricity. Very suitable for garden or greenhouse.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17551914
For Residential Development,480 sq.m.,Kotayk › Hrazdan,"3,000,000 ֏",AMD,"A plot of land is for sale on the left side of the road going from Kentron town to Vanatur town, there are residential houses in the area.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18288395
For Residential Development,1000 sq.m.,Kotayk › Proshyan,"$25,000",USD,"Վաճառվում է հողատարածք Պռոշյան Սովխոզում, հնարավոր է փոխանակում մեքենայի հետ ձեր կողմից հավելավճարով։",Nov-25-2022_00-35,,https://list.am/en/item/15991859
Agricultural,2000 sq.m.,Kotayk › Dzoraghbyur,"2,300 ֏",AMD,On the Abovyan-Dzoraghbyur roadAdjacent to AREVALANTS district.Possibility of electricity and gas.Translated from Armenian,Nov-25-2022_00-35,,https://list.am/en/item/14404063
Agricultural,1400 sq.m.,Kotayk › Zovuni,"$49,000",USD,"1400 sq. M. For sale. M of agricultural land1 q. M $35Near the military unit of the internal troops in ZovuniThere are residential houses nearbyDrinking water and e. Power is nearFor more information callVery, very urgent saleTranslated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18008352
Agricultural,"10,270 sq.m.",Kotayk › Nurnus,"8,000,000 ֏",AMD,"A newly planted garden in Nurnus village is for sale. One thousand three hundred saplings were planted, of which one thousand are apple (golden, simerenko) The remaining three hundred are cherries, pears, plums, apricots. The saplings were planted in October 2021. There is permanent water. Water is brought from a distance of three hundred meters with a two-inch plasma pipe. The pipe is buried underground. The irrigation system, with plasma pipes, supplies water to every tree. Similar to drip irrigation, but watering faster. Alfalfa was sown between the trees. A grass watering system (shower) equipped with a 50 cm pipe for watering the grass. Four sides of the plot are fenced. There are doors on three paths. The land is located behind the barns of Nurnus village, two hundred meters from the asphalt. Possible exchange with real estate or other valuable goods. I am waiting for offers.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18282108
For Residential Development,1000 sq.m.,Kotayk › Kasagh,"$65,000",USD,"Realty Consult ID:A plot of land for residential construction is for sale.Kotayk, G. KazakhPRICE: $60,000.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17920121
For Residential Development,400 sq.m.,Kotayk › Arinj,"$35,000",USD,"Land of 400 square meters for sale in Arinj village, Kotayk region. It has fruit trees, drinking water, sewerage, electricity, gas, double-sided stone fence. There is a garage with living opportunities, 1 bedroom, living room, kitchen, bathroom. It will be exchanged for a 2-room apartment in Abovyan or Yerevan.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16136929
For Residential Development,1055 sq.m.,Kotayk › Proshyan,"$23,000",USD,"Realty Consult ID: R 3149A plot of land for residential construction is for sale.• Kotayk, Proshyan Street.• Land plot: 1055 square meters, 2 fronts available: 10m, 35m• PRICE: $23,000.• The land is flat.• The road adjacent to the plot is unpaved, transport accessibility is sufficient.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17406125
For Residential Development,1640 sq.m.,Kotayk › Balahovit,"$26,000",USD,"• Realty Consult ID`:• 2 residential plots for sale.• Kotayk, village Balahovit, 4 str. , 1 line• Each Land - 800 square meters, front - 20 meters• Together 1600 square meters, front: 41• THE PRICE OF EACH IS $ 26,000.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17793117
For General Purpose,1222 sq.m.,Kotayk › Nor Gyugh,"$48,000",USD,"Vachaarvruma is 1222 meters of land, 150 meters of barn with everything, call for questions.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16351262
For Residential Development,600 sq.m.,Kotayk › Dzoraghbyur,"$13,500",USD,"The plot of land is located in one of the most beautiful places in Armenia, 2 km from the center of Dzoraghbyur village, Kotayk region, and 6 km from Yerevan city, on the bank of the Kotayk (irrigation) canal (address: JRVEZHI MAYNK, village DZORAGHBYUR, HORTICULTURAL DISTRICT 3rd DISTRICT NUMBER 5) The plot of land is 600 square meters on a flat area and has a rectangular shape, three sides of which are fenced with stone walls. Earthworks related to the construction of the foundation of the residential house have been carried out on the plot. There is an approved project for the construction of a residential house.As far as the plot is located on the first line, open garden fields can be seen in front, and on the horizon are the mountains of Aragats, Ara and Hadis. The land is located not far from the central highway. The road is paved. There ispossibility to draw electricity, natural gas, drinking and irrigation water.There are plots of land with inhabited houses nearby.The price of the land is negotiable.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16194624
For Residential Development,400 sq.m.,Kotayk › Abovian,"11,500,000 ֏",AMD,"Land for a residential building. It is 400 square meters. It has no problem with documents. We have a beautiful house project, construction. Permission.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16379441
For Residential Development,700 sq.m.,Kotayk › Nor Geghi,"$18,000",USD,"Business areaOn the main roadA plot of land near the house is for sale, Kotayk marz G. Nor Geghi um.1st line 14 meters frontIt is a flat landSuitable for any activity.all communications are close.Gas, electricity, drinking water. Irrigation water. Sewerage.It is possible to exchange the car for an additional fee.Yerevan 15 minutesResidential development...Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17596913
For Residential Development,2200 sq.m.,Kotayk › Hrazdan,"$27,000",USD,150 птхату тарер хар@. Авели кан 25 тарва. Тараткум ка кари брушаткаи артадрамас. Арка э ерафаз. Джур. Газ. Фоханакум манрамаснери амар ерахосов...,Nov-25-2022_00-35,,https://list.am/en/item/16393382
For Residential Development,2200 sq.m.,Kotayk › Abovian,"$27,000",USD,"Վաճառվում է 2100 մ2 տնամերձ հողամաս Կաթնաղբյուր գյուղում։ Պտղատու ծառեր, խմելու և ոռոգման ջուր:Կաթնաղբյուր, Katnaxbyur",Nov-25-2022_00-35,,https://list.am/en/item/14948760
Agricultural,1400 sq.m.,Kotayk › Abovian,$55,USD,"Land - garden on the Abovyan-Arzni road on the first line before reaching the intersection of Armbakalea1400 m2, about 25 m frontage, partially fencedthere is a caravan, garage, water yards in the parkirrigation water, electric current 220 voltsfruit trees, bushes - almonds, apricots, peaches, pears, apples, plums, cherries, cherries, walnuts, quinces, grapes, mulberries, maracuya, thorny and thornless blackberries, black and red currants, strawberries...decorative trees, shrubs - thuja, yucca, pavlovnia, cataipa, chestnut, jasmine, roses, pradina, lavender...1 m2 - $55Land, Abovyan, garden, Arzni, first line. Dispensary, MicrobiologyTranslated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17439481
For General Purpose,600 sq.m.,Kotayk › Kotayk,"$11,500",USD,"The land is located in Yeghvard, Kotayk region, in Zoravan village.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18284199
For Residential Development,1200 sq.m.,Kotayk › Tsakhkadzor,"$65,000",USD,"Urgent sale1200 square meters of land for sale in Tsaghkadzor. The purpose of the land is for residential buildings.The land is corner and has 2 fronts1st front - 41 m2nd front - 25.5 mthe plot has a 2-storey semi-detached building in itthe land is suitable for building cottageswould also be interested in an exchange, water and gas drawnTranslated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18128914
Agricultural,800 sq.m.,"27-րդ փողոց, Զովունի","$24,000",USD,"Գտնվում է Զորամասի մոտակայքում, հարթ հողատարածք, կոմունիկացիաները հողատարածքի մոտ, ճակատային հատվածը` 16մ, խորությունը` 50մ:",Nov-25-2022_00-35,,https://list.am/en/item/18166648
Agricultural,5000 sq.m.,Kotayk › Yeghvard,"$8,000",USD,5000 sq / m land is for sale near the bridge leading to Yeghvard-Nor Geghi road to Ashtarak. Exchange with a car is also possible.Translated from Armenian,Nov-25-2022_00-35,,https://list.am/en/item/16803100
For General Purpose,"20,000 sq.m.",Kotayk › Dzoraghbyur,"2,000 ֏",AMD,"The land is in a geographical position, from where the Armenian world is beautiful. Masis, Aragats and beautiful mountains, Yerevan and Abovyan city with its villages. The land is very suitable for establishing a farm. There is a separate land plot with a design of 3000 sq. M.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/12049357
For General Purpose,1000 sq.m.,Kotayk › Hrazdan,"$16,000",USD,"The land is located on the 38 km section of the Yerevan-Sevan highway (not reaching the former Gai post office)There are 3 properties (cottages) on the land.The area has electricity and water500 square meters of the land area is forestedPossible exchange with Mercedes-Benz G-class, Toyota, BMW, Range Rover and other high-class cars, with an additional fee from meTranslated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16383889
For Residential Development,525 sq.m.,Kotayk › Nurnus,"$5,000",USD,"Վաճառվում է տնամերձ հողատարածք Կոտայքի մարզի Նուռնուս համայնքում,Արզնի-10 այգետարածք 11 թաղամաս 11 հողամաս հասցեում: Մանրամասների համար զանգահարել կամ ուղարկել նամակ:",Nov-25-2022_00-35,,https://list.am/en/item/11813928
Agricultural,3190 sq.m.,"Kentronakan street, Akunk","15,000,000 ֏",AMD,"Suitable for building a house, a greenhouse and a garden.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17392307
Agricultural,9000 sq.m.,Kotayk › Jrvezh,"$650,000",USD,"2,500 sq. M. Greenhouse, 500 sq. M. Dryer, refrigerator 20 t, 300 fruit trees, solar station (180,000 sq. M.), high pressure gas, 90 sq. M. Open recreation area summer kitchen, the whole area is monitored.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17610872
Agricultural,2205 sq.m.,Kotayk › Ptghni,"$25,000",USD,"The land is located in Nerkin Ptghni, water and gas are nearby, the price is negotiable, those interested should call.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18166913
Agricultural,3800 sq.m.,Kotayk › Zovuni,"$37,000",USD,"Land for sale in Zovuni, call for detailed questionsTranslated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18328730
Agricultural,6000 sq.m.,Kotayk › Kanakeravan,"$55,900",USD,"Վաճառվում է հողատարածք, 6000 ք. Մ, որից 2000 ք. Մ. Տարածքում անփուշ մոշ է տնկված, որը պիտանի է վաճառքի (1500 դր. 1 կգ-ի համար), առկա է կաթիլային ոռոգում:Հողատարածքի վրա առկա է քարե տնակ, հոսանքը անցկացված է: Նաև առկա է ոռոգման ջուր և 70տ տարողությամբ լողավազան: Գազն ու խմելու ջուրը հարևանությամբ:Տարածքը գտվում է Քանաքեռավանի առաջին բրիգադի տարածքում բնակելի տների անմիջապես հարևանությամբ:Շատ շտապ է այդ պատճառով է նման գին:Հարցերի դեպքում կարող եք զանգահարել: Ռեալ գնորդին հնարավոր է սակարկում:Продается земельный участок, 6000 кв. М. На участке имеется каменное сооружение, проведено электричество. Также имеется поливная вода и бассейн на 70т. Газ и питьевая вода рядом.Участок расположен в районе первой бригады Канакеравана, в непосредственной близости от жилых домов. По вопросам звонить. Возможен торг реальному покупателю.QanaqeravanКанакераванTranslated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17187137
For Residential Development,1200 sq.m.,Kotayk › Proshyan,"$18,000",USD,"URGENT!A plot of land with an area of 1200 sq/m is for sale in Proshyan community in Gevorg Chaush district at a cheaper than market price. In line 6 from the highway, the road is paved, 50 meters to a dirt road. 24 meters entrance length, 50 meters depth. It is a plot of land with a beautiful open view. Communications are available, it is a fast growing district. For more information call:Code 0600187Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18294594
Agricultural,1650 sq.m.,Kotayk › Zovuni,"$83,000",USD,"In the Zovun community, in the left part before the Ani milk factory, a 1650 sq. M. Plot of land for village purposes is for sale. Just 150 meters from the main road. It is a flat land with a frontage of 30 meters and a depth of 55 meters. Communications are nearby, there are private houses in the neighborhood. For more information call:Code 0600185Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18293704
For Residential Development,700 sq.m.,Kotayk › Zovuni,"$70,000",USD,"A plot of land with an area of 700 square meters is for sale in Zovun, in front of the monument. It is a flat plot of land with a frontal length of 18.5 meters and a depth of 38 meters. The neighborhood is fully established, with very little vacant land. All communications directly attached to the ground, sewer central. The road to the ground is completely paved. For more information call:Code 0600183Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18293681
For Residential Development,500 sq.m.,Kotayk › Kanakeravan,"$25,000",USD,"At the beginning of Kanakeravan, 300 meters from the central road, a plot of land with an area of 500 square meters is for sale. It is a corner plot with 2 facades of 40 meters and 20 meters, two streets are wide streets. It is a flat land, communications are directly attached to the ground. The neighborhood is developing very fast, there are beautiful private houses in the neighborhood. For more information call:Code 0600175Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17408577
For Residential Development,600 sq.m.,"Ազատության փողոց 1, Ձորաղբյուր","$35,000",USD,"Urgent land near the house in the beginning of Dzoraghbyur.It is located in a very convenient position, next to the main road.All the utilities are available on the land.The front part is 20 m, 20 × 30 = 600 square metersCode 78078Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17333126
For Residential Development,500 sq.m.,Kotayk › Jrvezh,"$22,000",USD,"Land for sale in Jrvezh summer houses, residential district not reached Zontikner,Near the house, fence on 2 sides,flat area,Call for more detailsCode 00015Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16407357
Agricultural,"15,000 sq.m.",Kotayk › Dzoraghbyur,"$65,000",USD,"Land for sale in Dzoraghbyur near Sport BaseAgriculture,Communications are closeCall for more detailsCode 00010Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16401355
For General Purpose,2800 sq.m.,"Ջրվեժ թաղամաս 10, Երևան","$120,000",USD,"Urgently for sale fully fenced business land in Jrvezh. The land is flat, has a 30 m front, is located directly on the main highway, on the 1st line. Suitable for any activity.Code 00999Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16864668
For Residential Development,500 sq.m.,Kotayk › Jrvezh,"$35,000",USD,"Corner land near Jrvezh, 20X25, flat land for sale, utilities are provided near the land.It has a 60 square meter semi-basement building.2nd line from the main roadCall for more details.Code 00027Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16438525
Agricultural,8500 sq.m.,Kotayk › Dzoraghbyur,"$119,000",USD,"8560 sq. M. Land is for sale in Dzoraghbyur, first line, near Nor districtsIt has 3 side roads,Front 32 meters,Suitable for any activityCall for more detailsCode 00045Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/14699564
Agricultural,"16,000 sq.m.","Բանակի փողոց 1, Ձորաղբյուր","$135,000",USD,"A flat, 90 m front land is for sale in a newly built district of Dzoraghbyur.All the utilities are available on the land.Suitable for any activity.The fee for making the land close to the house is 4400 AMD for 1 square meter.Code 88088Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17333110
For Residential Development,1400 sq.m.,Kotayk › Jrvezh,"$55,000",USD,1400 sq. M. Land for sale in JrvezhFence:Equipped with all utilitiesCall for more detailsCode 0009Translated from Armenian,Nov-25-2022_00-35,,https://list.am/en/item/16401343
For Residential Development,1000 sq.m.,Kotayk › Jrvezh,"$120,000",USD,"Land near the house for sale in BagrandFence, water, gas, electricity,Orchard, smooth,3rd lineCall for more detailsCode 00012Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16403593
Agricultural,1450 sq.m.,Kotayk › Jrvezh,"$70,000",USD,"The land is fenced.20X 70, communications are close, the land is flat,the importance of the land in terms of agricultural,Call for other details.If you do not know the Armenian language, please contact us only if an Armenian translator is available.Code 0004Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/15403414
For Residential Development,500 sq.m.,"Ջրվեժ թաղամաս 2, Երևան","$25,000",USD,"Land near the house for sale in Jrvezh, in front of the national park, flat, corner landWith the possibility of utilities,Call for more detailsCode 0008Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/16401218
For Residential Development,1000 sq.m.,Kotayk › Abovian,"$35,000",USD,"0100383Land 1000 square meters in Mayakovsky community, fenced, corner25m frontage40m frontageTranslated from Armenian",Nov-25-2022_00-35,"ELectricity, water supply, natural gas",https://list.am/en/item/18273747
Agricultural,800 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$15,000",USD,"An agricultural land with a total area of 800 square meters is for sale in Dzoraghbyur.The front part of the land is 20 meters, 20 × 40 = 800 square meters.Utilities are in the neighborhood.Code 559990Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17834030
For Residential Development,1000 sq.m.,Kotayk › Proshyan,"$40,000",USD,"A fenced plot of land with an area of 1000 sq/m is for sale in a newly built district in Proshyan community. It is flat land, 20 meters of frontage, 50 meters of depth, communications are available. For more information call:Code 0600164Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18273920
For Residential Development,1000 sq.m.,Kotayk › Proshyan,"$18,000,000",USD,"In Proshyan community, on the right side of the Yerevan-Ashtarak highway, a plot of land with an area of 1000 square meters is for sale. It is a neighborhood of private houses, very fast developing, there are built luxury private houses in the neighborhood, as well as newly built houses. The importance of the land is for residential construction (near the house) Communications pass directly by the ground. Frontage 20 meters, depth 50 meters. For more information call:Code 0600161Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18273776
Agricultural,4500 sq.m.,"Երևանյան փողոց 3, Երևան","$90,000",USD,"Urgently for sale agricultural land in Garni, on the main road.It has a natural source of drinking water.Suitable for building a recreation area.For more information call.Code 11111Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17423499
For Residential Development,1000 sq.m.,Kotayk › Proshyan,"$52,000",USD,"In Proshyan community, on the right side of the Yerevan-Ashtarak highway, in the neighborhood of newly built private houses, a 1000 sq. M. Residential construction plot is for sale. The road is completely paved with asphalt, the length of the front is 20 meters, the depth is 50 meters. All communications directly grounded. The neighborhood is developing very fast. For more information call:Code 0600160Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18273882
Agricultural,2620 sq.m.,Kotayk › Proshyan,"$45,000",USD,"In Proshyan community, in the rear of the former Ministry of Defense, a 2620 sq. M. Plot of land of village significance is for sale. It is possible to make it next to the house, it is located 200 meters from the newly built district. Frontage 30 meters on both sides, depth 88 meters. It is a plot of land with an open view. For more information call:Code 0600158Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18272963
For Residential Development,1000 sq.m.,Kotayk › Proshyan,"$37,000",USD,"A plot of land with an area of 1000 sq/m is for sale in Proshyan community, Gevorg Chaush district. Close to the highway, very fast developing neighborhood, newly built private houses in the neighborhood. Communications nearby. 20 meters frontage, 50 meters depth. For more information call:Code 0600154Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18120645
For Residential Development,1100 sq.m.,Kotayk › Proshyan,"$85,000",USD,"In Proshyan, 1st line, a 980 sq/m fenced residential development plot (close to the house) and a commercial area of 130 sq/m directly on the side of the highway are for sale. The front length of 980 is 23 meters, the depth is 42 meters, and the front part of the commercial space is 23 meters, the depth is 6 meters. Drinking water, irrigation water and El. Power is available. Gas nearby. For more information call.Code 0600153Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18122503
For Residential Development,615 sq.m.,Kotayk › Kasagh,"$36,000",USD,"A plot of land with an area of 615 sq/m is for sale in the Kazakh community, in the neighborhood of newly built private houses, near the red school. High position, with a beautiful view, frontage 15 meters, depth 41 meters. Communications nearby.Code 0600152Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18120635
For Residential Development,1200 sq.m.,Kotayk › Proshyan,"$80,000",USD,"A plot of land with an area of 1200 square meters is for sale in Proshyan community. The plot of land is in Gevorg Čauš salt flat, 2nd row from the highway. 21 meters of frontage, communications nearby. The road is completely paved. For more information call:Code 0600150Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18120628
For Residential Development,1000 sq.m.,Kotayk › Proshyan,"$50,000",USD,"In the Proshyan community, a land for residential construction with an area of 1140 sq/m is for sale. There is an asphalt road up to the plot. Communications nearby. 20 meter frontage length, one side fenced. For more information call:Code 0600148Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/18120601
For Residential Development,1000 sq.m.,Kotayk › Arinj,"$120,000",USD,"02001701000 square meters of land for sale, Duryan 3rd row, 25*40 facade, elite district.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17608855
Agricultural,1500 sq.m.,Kotayk › Kasagh,"$30,000",USD,An agricultural plot of 1500 square meters is for sale in the back of Karmir Khach. 61 meters and 67 meters on both sides of the front. For more information call:Code 0600143Translated from Armenian,Nov-25-2022_00-35,,https://list.am/en/item/18119949
For Residential Development,1000 sq.m.,Kotayk › Proshyan,"$50,000",USD,"0600138250 meters from the Yerevan-Ashtarak highway, a plot of land with an area of 1000 square meters is for sale. It is a flat land, all communications are located directly near the land, the frontage is 20 meters, the depth is 50 meters. The road is paved, the neighborhood is well-maintained, there are newly built private houses in the neighborhood. For more information call:Code 0600138Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17424073
For Residential Development,950 sq.m.,"Geghard Highway, Garni","$10,000",USD,The land is located 2 km away from the highway to Geghard.Translated from Armenian,Nov-25-2022_00-35,,https://list.am/en/item/18038632
For Residential Development,450 sq.m.,Kotayk › Kasagh,"$45,000",USD,"A 450 sq / m land is for sale behind the Red Cross, in the central part of the district. The plot is privatized, 12.5 meters front, 36 meters deep. There is a construction permit with an approved design (if desired, the plot will be transferred to the purchaser) It is a high position land, all communications are nearby. Nearby are newly built private houses, construction works are underway. For more information call:Code 0600128Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17573882
For Residential Development,800 sq.m.,Kotayk › Kasagh,"$60,000",USD,"A plot of land with an area of 800 square meters is for sale in the Mush district of Karmir Khach. 17 meters frontage, 47 meters depth. In the central part of Mush district. Fast growing area, all communications nearby. Can be negotiated. For more information call:Code 0600127Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17408580
For Residential Development,800 sq.m.,Kotayk › Kasagh,"$60,000",USD,"An 800 square meter land is for sale behind the Red Cross, in Mush district. The land is located in the central part of the district, adjacent to newly built private houses. Near the asphalt road. 17 meters front 47 meters deep. Price is negotiable. For more information call:Code 0600126Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17396541
For Residential Development,600 sq.m.,Kotayk › Kasagh,"$55,000",USD,"A half-built house with an area of 220 square meters is for sale in the Mush district of the Red Cross, with a total land area of 600 square meters. High position with open view. Active construction is underway. Nearby communications. Most of the road is asphalted, only 50-100 meters away from the asphalt. The walls of the first floor are built. For more information call:Code 0600125Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17394011
For Residential Development,1180 sq.m.,Kotayk › Kasagh,"$70,000",USD,"Behind the Red Cross, in Mush district, very close to Davitashen, a land with an area of 1180 sq. M. Is for sale. 23 meters front, 53 meters deep. Open view to Mount Aragats. Communications available. For more information call:Code 0600124Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17400768
Agricultural,3700 sq.m.,Kotayk › Kasagh,"$150,000",USD,"An agricultural land with an area of 3700 sq. M. Is for sale in Proshyan community, near Prosyan community, near the Yerevan-Ashtarak highway. Distance from the highway 200-250 meters, 2nd line, with two fronts: 40 meters and 42 meters, 94 meters deep. It is possible to change the meaning of the land. For more information call:Code 0600118Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17561701
For Residential Development,500 sq.m.,Kotayk › Kasagh,"$52,000",USD,"A 500 sq / m fenced, corner land is for sale in Kasakh community, 22 meters from one side of the road, 23 meters from the other. Communications conducted (gas, light, water), flat land, with a beautiful view. It is a newly built district, there are beautiful private houses next door. If you wish, you can also build according to the plan of your favorite house. For more information call:Code 0600117Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17424667
For Residential Development,600 sq.m.,Kotayk › Kasagh,"$60,000",USD,"A 600 sq. M. Land is for sale in Kasakh community, near the Red School. Fencing works are in the final stage, water, gas, electricity. Electricity in the ground. Access from both sides (2 fronts), 20 meters on one side and 30 meters on the other. High position, flat land. Open view to Mount Ararat. It is also possible for sale for 250-300m. For more information call:Code 0600115Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17393616
For Residential Development,1000 sq.m.,Kotayk › Kasagh,"$55,000",USD,"A 1000 sq. M. Residential land is for sale on the asphalt road from Kasakh to Davitashen, behind the Red Cross. 20 meters front, 50 meters depth. The road to the land is completely asphalted. High position, communications available. Call for details.Code 0600107Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17852105
For Residential Development,1000 sq.m.,Kotayk › Kasagh,"$40,000",USD,"A 1000 square meter land is for sale in Kasakh community, near the Red School. 20 m front 50 m depth. Communications are very close. The district is newly built, rapidly developing. For more information call:Code 0600103Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17851402
For Residential Development,1320 sq.m.,Kotayk › Kasagh,"$100,000",USD,"A 1320 sq / m land is for sale in Mush district of the Red Cross, near the cottages. All communications are very close to the ground. The entrance length (front) is 54 meters. The road to the plot is paved. For more information call:Code 0600102Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17726026
For Residential Development,1250 sq.m.,Kotayk › Kasagh,"$140,000",USD,"A 1250 sq / m land with a 170 sq / m building is for sale in the Mush district of the Red Cross, in one of the improved sections. All communications (gas, electricity, water, sewerage) are available. The front is 25 meters, the depth is 50 meters. Fenced land, gate installed. For more information call:Code 0600100Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17448351
For Residential Development,1260 sq.m.,Kotayk › Kasagh,"$95,000",USD,"A 1260 sq / m land is for sale in Mush district, behind the Red Cross. Front length 30 meters, depth 42 meters. It is a flat land, the water and el. The electricity was cut off and the gas was directly connected to the ground. Nearby are newly built private houses, the road to the plot is completely asphalted. Partial sale with 630 sq. M. Is possible. For more information call:Code 0600099Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/17525917
For Residential Development,800 sq.m.,Kotayk › Yeghvard,"3,000,000 ֏",AMD,"The land is located in Yeghvard city. In the newly built district. The land is intended for residential construction. The land area is 800 square meters. There are conditions of communal electricity, water, gas. You need about 120 meters to draw the gas. There is a road on both sides.Translated from Armenian",Nov-25-2022_00-35,,https://list.am/en/item/15958882
