Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Service Lines,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Appliances,Links
House,Stone,133 sq.m.,1,4,1,Not available,Not available,Old Renovation,,1000 sq.m.,Ararat › Masis,"$40,000",USD,"A house is for sale in the village of Hayanist, it has electricity, constant water, it is near the bus stop. NO RENT DO NOT CALLTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17336919
House,Stone,222 sq.m.,1,3,1,,,Partial Renovation,,1000 sq.m.,Ararat › Mkhchyan,"$42,000",USD,Gortsoglu greenhouse has natural gas. The garage also has waterPrice negotiableTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/18112956
House,Stone,750 sq.m.,2,8+,3+,,,Major Renovation,,480 sq.m.,Ararat › Argavand,"$250,000",USD,"Existing area with separate entrance on the ground floor which can be used for COMMERCIAL activities. Basement: 40 sq. M. M, garage - 60 sq. M. M, yard - 480 sq. M. M, winter garden, 60 sq. M. M (second floor), open balcony, 45 sq. M. M:For details, please call (only real buyers), the price is negotiableTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16122815
House,Panels,135 sq.m.,2,2,1,,,No Renovation,,,Ararat › Masis,"$29,000",USD,"It is located in Masisu, in the village of Sayat-Nova, on the street crossing the Echmiktsin-Masis-Yerjan highway. It is possible to exchange with a car up to $ 10,000 for an additional fee. The land area is 900 square meters, but in reality it is bigger.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/14678020
Country House,Stone,130 sq.m.,1,4,1,Available,3 or more spots,Euro Renovation,,2000 sq.m.,"Masis-Vagharshapat Roadway, Dashtavan","$65,000",USD,"The house is in good condition, has large, comfortable, bright rooms.The location of the house is very convenient.It is provided with constant water, gas and electricity. It has 2 entrances, it is fenced.The land is 2000 square meters, it is arable, there are fruit trees.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/11295077
House,Stone,95 sq.m.,1,4,1,,,Major Renovation,,250 sq.m.,Ararat › Ayntap,"$54,000",USD,"Land area is 300 square meters. For details, call 95 square meters. I will exchange it with a tractor.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16375122
House,Stone,120 sq.m.,2,4,2,,1 spot,Euro Renovation,,400 sq.m.,Ararat › Geghanist,"$120,000",USD,"A two-story private house is for sale in the Geghanist community of Ararat marz. The area of the building is 120 square meters, and the total area of the land is 400 square meters.The first floor consists of:living roomkitchenlaundry roombathroomThe second floor consists of:3 bedroomsbathroomopen balconyThe floor is laminated, the bathrooms are tiled and equipped with the necessary plumbing equipment, the corridor floor is heated. There is an outdoor parking space for cars. The house is sold with furniture and appliances.Selling price: 120,000 USDCode: AH-T23Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16631285
House,Stone,105 sq.m.,1,5,1,Available,2 spots,Old Renovation,,1400 sq.m.,"5-րդ փողոց 17, Մասիս","$68,000",USD,"Masis city, 5th street, near the Francophonie park, fruit trees, all communications are available, water, gas, electricity, heating, bathroom, toilet renovatedTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18267802
House,Stone,3000 sq.m.,1,4,1,Available,2 spots,Old Renovation,,3000 sq.m.,Ararat › Ranchpar,"$40,000",USD,"Land for sale in Ranchpar village of Masis city, located 22 km from Yerevan,water on the river bank, beautiful view to the part of me, the area is fenced, there is permanent water, house foundation 60 sq. M., swimming pool, as well as two swimming pools for fish breeding 100 sq. M., residential renovated part 30 sq. M., more than 30 fruit trees.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16306814
House,Stone,480 sq.m.,2,3,1,,,No Renovation,,360 sq.m.,Ararat › Ararat,"$26,000",USD,"A two-storey stone house with 120 sq. M. Stone building with 360 sq. M. Land near the house is for sale in Taperakan village. Separate bathroom. Garage with iron gates on the 1st floor with shelves, 35 sq. M. Potato barn. On the 2nd floor, a large hall, 2 bedrooms, living room, kitchen. There is a busy bright section with a beautiful open view. We will consider the option of paying in installments.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/14891342
House,Stone,250 sq.m.,2,6,2,,,Partial Renovation,,2200 sq.m.,"Գրիգոր Նարեկացու փողոց 8, Հնաբերդ","$52,000",USD,"2-storey stone house + garage for sale. Artashat city, Hnaberd village. There is water, gas, electricity + three-phase.1st floor: 2 rooms, 2 fruit refrigerators, kitchen.On the 2nd floor: 4 rooms, kitchen, bathroom (bathroom - toilet)House area - 250 m/sqLand area - 2200 m/sqThe price is negotiable.For more information call:Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18234887
House,Stone,72 sq.m.,1,3,1,,,Major Renovation,,180 sq.m.,"10-րդ փողոց 19, Մասիս","$60,000",USD,Very good house. OverhauledTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/17546556
House,Stone,560 sq.m.,2,8+,3+,,,No Renovation,,300 sq.m.,Ararat › Artashat,"$57,000",USD,"Private house c. Artashat, Atabekyan 1, to the left of the end of Mghchyan street, next to the lines. Architectural style, sculptures, polished tuff-monolithic concrete, capital galvanized roof, fence, iron swimming pool, external iron doors Let me mention that all the communicators are in immediate contact, without any problems. For additional questions, write to WhatsApp and I will contact you. Price is negotiable. Urgent. Write to Viber or WhatsApp for questions, I will contact you.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17409243
House,Stone,70 sq.m.,1,3,1,Not available,2 spots,Major Renovation,,145 sq.m.,Ararat › Ayntap,"$56,000",USD,"A 3-room apartment is for sale in the village of Aintap, 300m up from Inessa, 30m of clay, the interior decoration will be done with German wallpaper, the bathroom will be tiled with Italian and Spanish tiles. Baxi pipes will be installed in the house. The entrance door is iron and strong.We also have apartments without interior decoration (furnished)Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17222718
House,Stone,120 sq.m.,1,5,1,Not available,Not available,Old Renovation,,1800 sq.m.,Ararat › Sis,"$20,500",USD,Private house in Sis village.Sis:Masis:Translated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/17086795
House,Stone,608 sq.m.,3,8+,2,,1 spot,Old Renovation,,1000 sq.m.,"Улица Касяна 26/1, Веди","$90,000",USD,"Three-storey apartment in Vedi city.The roof is a metal structure, half of the 2nd floor and the 3rd floor are unfinished. Swimming pool, sewer, three-phase electricity,There is a well in the park. URGENT SALE, PRICE NEGOTIABLE!Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16620708
House,Monolith,178 sq.m.,1,4,1,Not available,2 spots,Partial Renovation,,178 sq.m.,"Ներսիսյան փողոց 7, Արտաշատ","$58,000",USD,"Production area for sale, three-phase electricity, artisanal water, all amenities, currently there is a furniture factory, address Nersisyan 5Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17876745
House,Stone,300 sq.m.,3,6,2,Not available,1 spot,No Renovation,,710 sq.m.,Ararat › Ararat,"$35,000",USD,"C. Ararat M. Melkonyan 17 Two floors + attic, each floor is 100 square meters, there are various productive treesThere is a small storage roomWater well, drinking water and gas in front of the house, call for other questions and picturesTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18257271
House,Stone,550 sq.m.,1,8+,1,Not available,Not available,Partial Renovation,,180 sq.m.,Ararat › Artashat,"$59,000",USD,"Aygestan village, the front part of which is used for business purposes. Currently operating businesses are a car wash, butchery and clothing outlets. The building type is intended for public service. The rear part of the building can be used as a residential house. It has an orchard, the whole plot is fenced. The building is electrified, gasified, there is a water supply system.The entire surface of the stone building is 364 square meters. Any activity can be organized in different parts of the building.The building is located on the central road leading to Agestan-Dvin, in the center of the village.The building is monitored by cameras.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/14361691
House,Stone,108 sq.m.,1,4,1,,,Old Renovation,,7 sq.m.,Ararat › Sayat-Nova,"$35,000",USD,"Продам дом в центре село Саят - Нова. Подъезд к дому асфальтирован. Все находится близко, остановка во дворе, магазины, салоны красоты, садик, школа, все рядом, до Масиса 5 минут на машине, до Еревана 15 минут на машине, расположение дома очень удобное. В доме старый ремонт, газ, вода проведено. Имеется гараж, растут плодовые деревья и кустарники. Небольшой торг реальному покупателю.",Nov-24-2022_23-41,,,https://list.am/en/item/18332844
House,Stone,201 sq.m.,2,4,1,,,Cosmetic Renovation,,880 sq.m.,"Майская улица 60, Востан","$32,000",USD,"Half of a two-story private house with a separate gate is for sale, in a separate staircase, in the village of Vostan, Artashat region. It is gasified, has permanent water, BAXI. It has 1 dining room, 2 bedrooms, 1 kitchen. There is a small room for clothes. On the 1st floor there is a basement, a well. The price is with kitchen furniture. The rest of the furniture is sold separately.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17777375
House,Stone,300 sq.m.,3,5,3+,,,Major Renovation,,100 sq.m.,"Kentronakan street, Argavand","$200,000",USD,"The house is fully renovated, all the amenities are available.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16100479
House,Stone,70 sq.m.,1,4,1,,,No Renovation,,800 sq.m.,Ararat › Hayanist,"$31,000",USD,"Newly built house with 4 rooms needs renovation, we will talk in detailTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17431503
House,Stone,1000 sq.m.,1,4,2,,,Major Renovation,,500 sq.m.,Ararat › Urtsadzor,"$55,000",USD,"The house is newly built, it is capitally renovated. It has a basement of 50 sq. M., a large garage and other auxiliary structures that can serve any purpose. There is three-phase electricity. An adequate surcharge in case of leaving the property.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17438569
House,Stone,100 sq.m.,1,5,2,,,Major Renovation,,300 sq.m.,Ararat › Geghanist,"$79,000",USD,"Newly built luxury house for sale in Geganist community, call for details.There is an income tax refund law.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17521145
House,Stone,250 sq.m.,2,8+,1,By agreement,Not available,Cosmetic Renovation,,2000 sq.m.,Ararat › Ayntap,"$85,000",USD,"The house is built with high quality, with 2 floors of stone, 2.5m high foundation, 2.9m ceiling height, very solid structure, no better quality house is built, surrounded by fruit trees. 1st floor 250 m/sq. , 2nd floor attic 200 m/sq. , there is a basement under the house. Land, constant water, gasified.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16756700
House,Stone,276 sq.m.,1,5,1,,1 spot,No Renovation,,1045 sq.m.,Ararat › Avshar,"$60,000",USD,"There is a basement with the whole area of the house above the ground, the roof is inside, there is a punishment from the kitchen at the back of the house, a land, a garage.If you have any questions, call the mentioned phone numberTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17657400
House,Stone,100 sq.m.,1,4,1,Available,Not available,Euro Renovation,,900 sq.m.,"G. Tonoyan Street, Dashtavan","$70,000",USD,"It is a very good house, call urgently for details! Gas light waterTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/15668917
House,Monolith,64 sq.m.,1,3,1,By agreement,Not available,Designer Renovation,,1200 sq.m.,Ararat › Geghanist,"$58,000",USD,"Be sure to read the new call, make an appointment in advance, then come only with cash. It is not an agency, the pictures are the pictures of the house. The house is located in argavand argavandi near Argavand village, in geghanist geghanist geghanistum geghanisti in the second row from the central street, the land is 1200 sq. M., the land is privatized, it is arable land, more than 50 different types of orchards Armenian-American company with high sound insulation, epicemically stable, windows euro, entrance door iron, walls are made of three-layer 3D panels, now elite buildings are built in the same way, the roof is attic, there is a possibility to add two rooms, the roof, the walls are very flat and smooth It is very suitable for businesses: Furniture factory, greenhouses, etc.There is permanent drinking water, electricity, there is irrigation water, the gas passes directly in front. The heating system is installed in a catholic version, it has a small basement that has not been repaired, the street is not asphalt. See construction details on YouTube: 3D Panel Megerian Shin I will exchange it with an apartment only in Yerevan.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16794731
House,Stone,57 sq.m.,1,3,1,,,Major Renovation,,500 sq.m.,"14-րդ փողոց, նոր Խարբերդ","18,500,000 ֏",AMD,"РусскийՀՀ, Երևան, Շենգավիթ վարչական շրջանՏունը վաճառվում է առանց միջնորդի (անմիջապես սեփականատիրոջից)Հյուրասենյակ - 1Ննջասենյակ - 2Խոհանոց, բաղնիք, զուգարանՆոր Խարբերդ (դաչաներում) 14-րդ փողոց, տուն 26Վաճառվում է 3 սենյականոց քարե (կրկնակի ջերմամեկուսացված) տուն՝ 57 ք/մ, հողի մակերեսը՝ 500 ք/մ, սեփականաշնորված է։Դուռը և դարպասը երկաթյա են, պատուհանները փայտյա (վանդակապատ), ջրամատակարարում (խմելու և ոռոգման)Պտղատու այգի՝ խաղող, ծիրան, բալ, կեռաս, նուռ և այլն պտղատու ծառեր։Տունը գտնվում է կենտրոնական փողոցի վրա, քաղաքային տրանսպորտ 33 համարի ավտոբուս։Հարմարավետ է արևային համակարգ տեղադրելու համար։Դեպի տուն տանող ճանապարհն ասֆալտապատ է (վերջին նկար), տունը գտնվում է գլխավոր ճանապարհից 10մ հեռավորության վրա։Կարևոր տեղեկություններ!1․ Տունը գրավադրված չէ, ոչ բանկերում և ոչ էլ վարկային կազմակերպությունում;2․ ԴԱՀԿ-ի կողմից արգելանք չկա։3․ Առկա են բոլոր անհրաժեշտ փաստաթղթերը։#առանձնատուն #նորակառույցДом продается без посредника (напрямую от собственника)Гостиная - 1:Спальня - 2:Кухня, ванная, туалетНор Харберд (в Дачный) улица 14, дом 26Продается 3-х комнатный каменный (двойной утепленный) дом 57 кв. М, земельный участок 500 кв. М, приватизирован.Дверь и ворота железные, окна деревянные (решетка), водопровод (питьевой и поливной)Фруктовый сад: Виноград, абрикосы, вишни, вишни, гранаты и др. Фруктовые деревья.Дом расположен на центральной улице, остановка городского транспорта №33.Удобно для установки солнечной системы.Дорога, ведущая к дому, асфальтирована (последнее фото), дом находится в 10 м от главной дороги.Важная информация!1 ․ Дом не заложен ни в банках, ни в кредитных организациях;2 ․ Служба принудительного исполнения судебных актов не производит ареста.3 ․ Все необходимые документы имеются.#дом #новострой",Nov-24-2022_23-41,,,https://list.am/en/item/12500311
Country House,Stone,669 sq.m.,1,1,1,,,No Renovation,,600 sq.m.,Ararat › Nor Kharberd,"$17,000",USD,"The house has one room, a pantry, and the possibility to garden the 2nd floor, a garage and productive trees.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18151449
House,Stone,154 sq.m.,2,3,1,,,Cosmetic Renovation,,1000 sq.m.,"Բարեկամության փողոց 17, Նոր Կյանք","15,000,000 ֏",AMD,"For sale without a broker, it has never been inhabited, There is light, water, fruit trees, the fence needs cosmetic repairs on 3 sides, at the end of the land there is a cattle barn 100 sq. M.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17638293
House,Stone,96 sq.m.,1,3,1,Available,2 spots,Euro Renovation,,400 sq.m.,Ararat › Masis,"$37,000",USD,"Own house for sale in the city of Masis, near the main street.The house can also serve as a summer house, all the conditions have been created, the total area is 400 square meters, the number of buildings is 2, the total area is 96 square meters, one building is 36 square meters, which currently serves as a house, we have the opportunity to add another 35 square meters, the area of the other building is 60 square meters. , of which 20 square meters are residential, the remaining 40 square meters are used as a garage, and there is also a basement floor under the entire building. There are fruit trees on the land. It is also possible to exchange or exchange with a house of the same price or a lower price with an additional fee from you, do not bid for houses better than the specified price. If you have any questions or for more detailed information, call the numbers in the pictures.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18032040
House,Stone,100 sq.m.,1,3,1,Not available,Not available,Major Renovation,,205 sq.m.,"22-րդ փողոց 28, Նոր Խարբերդ","$60,000",USD,"Նորակառույց, տուն, կապիտալ վերանորոգված... Գազ, լույս, ջուր 24 ժամ։Կանգառին մոտ է, հարմար է 57,33,38,44,6 տրանսպորտին։Մոտակայքում կա դպրոց, մանկապարտեզ։Նոր Խարբերդ, Զոնալ, փողոց 22,տուն 27",Nov-24-2022_23-41,,,https://list.am/en/item/15853633
House,Stone,220 sq.m.,2,5,1,By agreement,Not available,Major Renovation,,1200 sq.m.,"Masis highway 1, Sipanik","$60,000",USD,"A two-story house is for sale in Sipanik community of Ararat region.The 2nd floor of the house has 5 rooms. Two bedrooms, living room, separate computer room, large hall. All utilities are available. The floor is laminated, the house is gasified, a heating system has been installed, it has been fully renovated, the entrance door is made of iron. There is constant drinking and irrigation water.The first floor has three large rooms and one corridor, the rooms are plastered and the floor is concrete.The entrances to the first and second floors are separate.The land is fenced,There are fruit trees in the yard.Livestock building.The roads of the community are paved with gravel and lit by daylight lights.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16901118
House,Stone,155 sq.m.,1,5,1,,1 spot,Old Renovation,,1450 sq.m.,Ararat › Mrgavan,"$26,000",USD,Normal condition Call for detailsTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/17462094
House,Stone,100 sq.m.,2,5,1,,,Partial Renovation,,960 sq.m.,Ararat › Ayntap,"$85,000",USD,Սեփական Տուն Այնթապում. Տան դիրքը անկյունաին է. Հնարավորություն ունի 2-րդ ՏՈՒՆ ԿԱՌՈՒՑԵԼՈՒ. ՈՒնի բոլոր կոմունալ հնարավորությունները. 2 հարկում ունի ընդարձակ պատշկամբ գեղեցիկ տեսարանով դեպի Արարատ լեռը։,Nov-24-2022_23-41,,,https://list.am/en/item/17848113
House,Stone,350 sq.m.,2,7,2,,,Cosmetic Renovation,,1606 sq.m.,"Улица Зоравара Андраника 10/7, Ереван","$160,000",USD,"Продается двухэтажный частный дом, в непосредственной близости от Еревана. На первом этаже: Две комнаты, гараж большой с ямой, кладовка. На втором этаже 5 комнат, кухня, зал, 2 санузла большой балкон- тераса. На территории участка: Скважина, газ, баня, туалет, садовые деревья.Мы находимся в России, пишите или звоните на watsapp.",Nov-24-2022_23-41,,,https://list.am/en/item/17900770
House,Stone,120 sq.m.,1,5,1,,,Cosmetic Renovation,,700 sq.m.,Ararat › Vedi,"$30,000",USD,"Urgent sale of a private house at 45 Saza Nikoghosyan Street.The land is replenished with fruit trees and meadows.At the end of the plot there is a cattle barn near the ground,With all utilities. Only real buyers will call.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/15974536
House,Stone,200 sq.m.,2,5,1,,Not available,Partial Renovation,,1500 sq.m.,"16-я улица 3, Хачпар","$85,000",USD,"Two-storey house for sale. It is located on the central street, close to the city of Yerevan. It is also very convenient for business. There is water, gas, fruit trees.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18112399
House,Stone,100 sq.m.,1,4,1,,3 or more spots,Major Renovation,,300 sq.m.,Ararat › Geghanist,"$79,000",USD,1-storey uninhabited private house in Geganistthe land area is 300 square metersresidential 100 square metersthoroughly reconstructediron doorEuropean citizensthe bathroom is tiledbeautiful yardwrought iron gate and railingsfenced...Beautiful wombWorks with income tax. H. The lawTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/16701274
House,Stone,120 sq.m.,3,3,2,,,Partial Renovation,,1600 sq.m.,"12-րդ փողոց 34, Խաչփար","$75,000",USD,"A three-storey private house is for sale in Khachpar village. The first floor is a basement, a garage, it can also serve as a warehouse or workshop. The second floor is residential, the living room and 2 bedrooms are capitally renovated. The third floor is unfinished. The windows are of European production. Iron entrance door. The land area with fruit trees is 1600 square meters. It has permanent drinking and irrigation water, three-phase electricity. The house is built on very solid foundations with double stone. There is a well in the yard. It is a newly built building.You can call naberber at 099.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16192186
House,Stone,70 sq.m.,1,3,1,,,No Renovation,,200 sq.m.,Ararat › Nor Kharberd,"$35,000",USD,A three room private house is for sale in Nor Kharberd.Translated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/17334946
House,Stone,175 sq.m.,1,3,1,,,No Renovation,,2300 sq.m.,Ararat › Vanashen,"$21,500",USD,Urgent sale of a half-built 2300 square meters near the houseTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/17311082
House,Stone,1200 sq.m.,1,3,1,,,Cosmetic Renovation,,1100 sq.m.,"Yerevan street, Marmarashen","$55,000",USD,"URGENT House for sale in Marmarashen, stone area, house area 100m2, land 1100m2, permanent water, three-phase electricity, gas, has a half-built 2-storey building next to the house, with a house plan, to get acquainted with the range, call. Price is negotiable.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/12647382
House,Stone,107 sq.m.,2,4,2,Available,Not available,Major Renovation,,300 sq.m.,Ararat › Geghanist,"$75,000",USD,"A two-storey private house is for sale in Geghanist community of Masis region (3 km away from the south-western district), next to the newly opened BIG supermarket, 2010. Built in 2010-2011. It is fully repaired, it is gasified, has individual heating, constant hot and cold water. The total area is 300 square meters, of which the house is 107 square meters. It is possible to sell property and equipment.Translated from Armenian",Nov-24-2022_23-41,BArbecue oven,,https://list.am/en/item/17788085
House,Stone,270 sq.m.,2,4,1,,,Partial Renovation,,170 sq.m.,"1st Street, Nor Kharberd","$54,000",USD,"It is located 50 meters from the main street. The house is built with high quality building materials. It has all the communal facilities. All the supermarkets, the beauty salon and the school are very close to the house. It is very close to the bus stop. Which is also very close to home.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17213108
House,Stone,220 sq.m.,2,8+,3+,,,Euro Renovation,,350 sq.m.,"Kentronakan street, Argavand","$140,000",USD,URGENTLY FOR SALE NEWLY BUILT 2-STORY 2-HOUSE Renovated 3 km from Yerjan Argavand-Geghanist It is very convenient for two close families. In the elite districtTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/16375950
House,Stone,80 sq.m.,1,3,1,,Not available,Cosmetic Renovation,,500 sq.m.,Ararat › Ayntap,"$60,000",USD,"Կոդ՝ B-18064Վաճառվում է 1 հարկանի 3 սենյականոց առանձնատուն Այնթափ գյուղում։ Առանձնատունը կոսմետիկ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ սալիկ: Սանհանգույցը՝ համակցված, սալիկապատ։ Ունի այգի` Պտղատու ծառերով, պարիսպ, ամառային խոհանոց, խորդանոց, ավտոկայանատեղ, մշտական խմելու և ոռոգման ջուր, գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Ayntap Village. The rooms quantity is 3 (1 hall and 2 bedrooms) The house is cosmetically renovated․ The entrance door is iron-made, the windows are euro-based, the floor is covered by tiled. The bathroom is combined and tiled. The house has a garden with fruitful trees, fence, summer kitchen, storage room, parking and is supplied with constant irrigation and drinking water, gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-41,,,https://list.am/en/item/16692266
House,Stone,2000 sq.m.,2,3,1,,3 or more spots,Partial Renovation,,1000 sq.m.,Ararat › Kanachut,"$45,000",USD,"With all utilities,2 basements3 stone garageTannery with 2 tonersWith arable landTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18353877
,Stone,1000 sq.m.,,5,,,,,,,Ararat › Geghanist,"$85,000",USD,Արգավանդի հարեվանությամբ Տուն եվրո պատուհաներ արտադրամասով 150մ/ք հող 1000մ/ք տուն 100մ/ք։ ունի ավտոտնակ ջեռուցման համակարգ,Nov-24-2022_23-41,,,https://list.am/en/item/12883810
House,Stone,780 sq.m.,2,7,1,,,Partial Renovation,,,Ararat › Geghanist,"42,000,000 ֏",AMD,2-storey private house in Geghanist. With. 780 sq. M. The house is 323 sq. M. Gas light near the sewer roadTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/15409515
House,Stone,42 sq.m.,1,2,2,,,Euro Renovation,,1000 sq.m.,Ararat › Masis,"$20,000",USD,Call for detailsTranslated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/14603264
House,Stone,400 sq.m.,2,3,1,Not available,Not available,Cosmetic Renovation,,,"2-րդ փողոց 9, Նոր Խարբերդ","30,000,000 ֏",AMD,Urgently. The house is located. There is a basement of 125 square meters under the house close to the main road. There are 2 6-ton fruit refrigerators. It has all utilities.The house is heated with baksi.Translated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/4879309
House,Stone,120 sq.m.,2,3,1,,,Euro Renovation,,1550 sq.m.,Ararat › Nor Kharberd,"$48,000",USD,"It is located in the summer houses of Harput, near the old car market. If you have any questions, please call the indicated phone numberbasement, 2 pavilions, view to Mount Ararat, chicken coop, fruit trees, well-kept gardenI will exchange it with a carTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16628986
House,Stone,160 sq.m.,2,4,2,,,No Renovation,,280 sq.m.,"16-րդ փողոց 16, Գեղանիստ","$45,000",USD,A half-built private house is for sale in Geghanist. Or an exchange with an apartment. Call for details.Translated from Armenian,Nov-24-2022_23-41,,,https://list.am/en/item/17496430
House,Stone,100 sq.m.,2,3,1,,,No Renovation,,,Ararat › Ayntap,"$65,000",USD,"Продается дом без внутренней отделки, с земельным участком 8 соток, есть электричество, газ, постоянная вода",Nov-24-2022_23-41,,,https://list.am/en/item/18015771
House,Stone,100 sq.m.,2,3,1,,,No Renovation,,,Ararat › Ayntap,"$65,000",USD,"Продается дом без внутренней отделки, с земельным участком 8 соток, есть электричество, газ, постоянная вода",Nov-24-2022_23-41,,,https://list.am/en/item/18015769
House,Stone,100 sq.m.,1,3,1,,,Cosmetic Renovation,,500 sq.m.,"24th Street 22, Nor Kharberd","$36,500",USD,"The house is located near the house, newly renovated. It is urgent.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17746288
House,Stone,62 sq.m.,1,3,1,,,Old Renovation,,360 sq.m.,Ararat › Nor Kharberd,"$45,000",USD,"There is a normal condition, gas, light, water, the price of a 12-year-old house is finalTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/17923428
House,Stone,200 sq.m.,2,5,1,By agreement,2 spots,Major Renovation,"ELectricity, water supply, natural gas, sewerage",600 sq.m.,"13-րդ փողոց 25, Այնթապ","$100,000",USD,"House for sale in Ayntap, two-storey, has a living room, 4 bedrooms, kitchen, bathroom, toilet, 2 large bacons, has a garage, a barn, a fireplace, electricity, free solar system, 5.5 kilowatts, free hot water, permanent water, gas, electricity, electricity, outdoor toilet 200 meters inside the window is wide openTranslated from Armenian",Nov-24-2022_23-41,"BArbecue oven, gazebo","AIr conditioner, fridge, washing machine",https://list.am/en/item/17235542
House,Stone,308 sq.m.,1,3,1,Not available,Not available,No Renovation,,81 sq.m.,Ararat › Nor Kharberd,"$45,000",USD,"We are building private housesArarat, on Nor Kharberd 1st Street308/81 square meters3 rooms1 floor_high roof 2.9 mgas, electricity, waterCode VM974Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18248737
House,Stone,114 sq.m.,2,4,1,Not available,Not available,Major Renovation,,350 sq.m.,Ararat › Getapnya,"$100,000",USD,"Code-VD187Two-story private house for saleArarat region, Getap• 350/114 square meters area• 4 rooms_• has been completely renovated• euro windows•Heating System• tile-metlakh• parking lotYard• fencedTranslated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/18246937
House,Stone,615 sq.m.,1,3,1,Not available,1 spot,No Renovation,,515 sq.m.,"Սամվել Հակոբյան փողոց 9, Արտաշատ","$21,000",USD,"A half-built, non-residential house with its land is for sale.It is subject to exchange with the apartment (quarters), not to offer one-room or apartments in Bangladesh, he is not interested.CONSTRUCTION PERMIT FOR 2 FLOORSDesigned on the 1st floor:Living roomDining roomKitchenBathroomOn the 2nd floorBedroomsOfficeBathroomIt is located at Samvel Hakobyan 1, the map shows a little error.Translated from Armenian",Nov-24-2022_23-41,,,https://list.am/en/item/16984105
