Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Multifunctional Space,Monolith,520 sq.m.,,,,,"Amiryan Street, Yerevan","$1,400,000",USD,"Կոդ՝ K-15719Վաճառվում է կոմերցիոն տարածք Ամիրյան փողոցում (Մալիբուի այգու հարևանությամբ) ՝18 հարկանի նորակառույց շենքի 16,17 և 18-րդ հարկերում։ Տարածքը 0-ական վիճակում է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո։ Ունի կախովի պատշգամբ, մշտական ջուր։ Տանիքում առկա է 100 քմ մակերեսով տեռասա։ Մուտքը՝ բակից։ Տեսարանը՝ դեպի քաղաք։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Amiryan street (near Malibu park) The rooms' quantity is 10. The area is in zero condition and is located on the 16th, 17th and 18th floors of the 18-storey monolith building, that is stationed on the 1st line. The entrance door is iron-made, the windows are euro-based. The apartment has a balcony and is supplied with constant water. There is a terrace (100 sq. M) on the roof. The entrance is from the yard. The view is directed towards the city.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-54,,https://list.am/en/item/16749572
Multifunctional Space,Monolith,400 sq.m.,,,,,Yerevan › Shengavit,"$215,000",USD,"Կոդ՝ K-18429Վաճառվում է կոմերցիոն տարածք Վ․ Շենգավիթում։ Տարածքը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ սալիկապատ։ Ունի 80 տոննա տարողունակությամբ սառցարան, 2 սանհանգույց, պահեստ, հանդերձարան, ավտոկայանատեղ, մշտական ջուր։ Ունի 2 մուտք, 2րդ հարկ կառուցելու հնարավորություն։ Շինության մակերեսը՝ 330քմ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in V. Shengavit. The rooms' quantity is 3. The area is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is tiled. The area has a freezer with 80 t capacity, 2 bathrooms, storage-room, dressing room, parking and is supplied with constant water. The are has 2 entrances and possibility to add 2nd floor. The building area is 330 sqm.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-54,,https://list.am/en/item/14943373
Industrial and Manufacturing,Stone,152 sq.m.,,,,,"Chekhov street, Yerevan","$70,000",USD,"Կոդ՝ K-19898Վաճառվում է կոմերցիոն տարածք Չեխովի փողոցում՝ 2 հարկանի քարե շենքի նկուղային հարկում։ Տարածքը զրոյական վիճակում է։ Մուտքի դուռը՝ երկաթյա։ Էլ․ լարերը՝ փոխված։ Ունի եռաֆազ հոսանք, ավտոկայանատեղի, մշտական ջուր։ Մուտքը՝ բակից։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Chekhov Street. The area is in the zero condition and is located on the semibasement floor of the 2-storey stone building. The entrance door is made of iron. The electric wires are newly changed. It has a three-phase electricity, parking and is supplied with constant water. The entrance is from the yard.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-54,,https://list.am/en/item/11802989
Everything Else,Stone,215 sq.m.,,,,,"Margarian street, Yerevan","$330,000",USD,"Կոդ` K-16240Վաճառվում է կոմերցիոն տարածք Մարգարյան փողոցում՝ 5 հարկանի քարե շենքի 1-ին հարկում: Տարածքը կապիտալ վերանորոգված է, առաջին գիծ: Մուտքի դուռը՝ ապակեպատ, պատուհանները՝ եվրո, հատակը՝ սալիկապատ: Սանհանգույցը՝ սալիկապատ, էլ. Լարերը՝ փոխված: Ունի 62քմ նկուղ և ջեռուցման համակարգ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Margaryan Street. The area is newly renovated and is located on the 1st floor of the 5-storey stone building, that is stationed on the 1st line. The entrance door is glass-made, the windows are euro-based, the floor is covered by tiled, the bathroom is tiled, the electric wires are newly changed. The apartment has a 62sq. M. Cellar and heating system.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-54,,https://list.am/en/item/12772948
Office Space,Stone,620 sq.m.,,,,,"Charents street, Yerevan","$715,000",USD,"Կոդ` K-6347Վաճառվում է կոմերցիոն տարածք Չարենցի փողոցում (Հանրապետական մարզադաշտի հարևանությամբ) ՝ 3 հարկանի քարե շենքի 1-ին և 2-րդ հարկերում (3-րդ հարկը ծառայում է որպես բնակարան) : Հողի մակերեսը՝ 180քմ։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ: Մուտքի դուռը՝ երկաթյա, ապակեպատ, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ, մանրահատակ, էլ. Լարերը և խողովակները՝ փոխված: Ունի խոհանոց, սանհանգույց, անվտանգության և օդափոխության համակարգեր, պահակային ծառայություն, ավտոկայանատեղ, ջեռուցման համակարգ, մշտական ջուր և գազ: Մուտքը՝ փողոցից և բակից: Տեսարանը՝ դեպի Չարենցի փողոց: Գնի մեջ ներառված է սպասարկման կետի տեխնիկան։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Charents Street (near Republican Stadium) The area is newly renovated and is located on the ground and 2nd floor of the 3-storey stone building (the 3rd floor serves as an apartment), that is stationed on the first line. The sqm. Of the land is 180 sqm. The entrance door is iron-made and glass-made, the windows are euro-based, the floor is covered by parquet, solid granite, the electric wires and pipes are newly changed. The area has a kitchen, bathroom, security and ventilation systems, guard service, heating system, parking and is supplied with constant water and gas. The entrance is from the street and yard. The view is towards Charents Street. The price includes all equipment.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.Charents",Nov-24-2022_21-54,,https://list.am/en/item/13550585
Retail Space,Stone,187 sq.m.,,,,,"Komitas Avenue, Yerevan","$320,000",USD,"K-22669Վաճառվում է կոմերցիոն տարածք Կոմիտասի Պողոտայում։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ ապակեպատ, պատուհանները՝ եվրո, հատակը՝ սալիկապատ։ Տարածքն ունի ցուցափեղկեր, սանհանգույց, պահեստ, աշխատասենյակ, անվտանգության և օդափոխության համակարգեր, օդորակիչ, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Komitas Avenue. The area is newly renovated and is stationed on the 1st line. The entrance door is made of glass, the windows are euro-based, the floor is tiled. The area has showcases, bathroom, storage, office, security and ventilation systems, air-conditioner and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-54,,https://list.am/en/item/18108190
Multifunctional Space,Panels,46 sq.m.,,,,,"Duryan street, Yerevan","$51,000",USD,"Code-12780. Commercial space of public significance in Avan is for sale. The land is privatized. The area is completely renovated, provided with permanent water. It has a bathroom. Can serve as an office space, commercial outlet, pharmacy, etc. Located in a busy area.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17367654
Office Space,Stone,135 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,"Khorenatsi street, Yerevan","$325,000",USD,"Code-14811. Commercial space for sale in the center on Khorenatsi street. It is a renovated, comfortable space. Can serve as an office, training center, workshop...Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/18015282
Multifunctional Space,Monolith,3058 sq.m.,,,,,"Arno Babajanian street, Yerevan","$5,000,000",USD,"Code-13816: A 5-storey building of public significance is for sale on the North-South highway, 1st line. The front of the building is 50 meters. It is provided with heating system, air conditioners, security system. It is capitally renovated. The exterior is completely tiled with natural stone tiles. There is a basement that is used as a storage area. The 1st floor and yard is an existing building material store, the 2nd floor is a furniture store, the 3rd floor is a large office space. There are 2 kitchens, several bathrooms. The area can serve as a restaurant complex, medical center, shopping center, etc. Price is negotiable.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/13029750
Functioning Business,Stone,300 sq.m.,,,,,Yerevan › Davitashen,"$150,000",USD,"Code-14147: Commercial area for sale in Bistro (fast food outlet, operating business) in Davtashen. For sale with property. The significance of the land is mixed construction.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16725065
Multifunctional Space,Stone,85 sq.m.,,,,,"Erebuni street, Yerevan","$85,000",USD,"Code-14771: Commercial area for sale in Erebuni. It can serve as a pharmacy, hairdressing salon, office, trade point...Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17938722
Building,Stone,510 sq.m.,,,,,Yerevan › Kanaker-Zeytun,"$1,000,000",USD,"Code-13705: Two-storey commercial area is for sale in Zeytun. The land is 806 square meters, the building is 540 square meters. The 1st floor is renovated. The interior of the 2nd floor is not finished. The building can serve as a kindergarten, school, hotel, apartment building. There are auxiliary structures.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/15452472
Multifunctional Space,Panels,55 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,"Rubiniants street, Yerevan","$69,000",USD,"Code-14693: Renovated commercial area for sale in Zeytun. There are two entrances, in each area there is an entrance hall, an office, a bathroom. Can be used as a hairdressing salon, office, shop...Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17790143
Office Space,Stone,139 sq.m.,,,,,Yerevan › Ajapnyak,"$125,000",USD,"Code 11683: An operating beauty salon is for sale. Has individual heating system, air conditioner. Hot water with ariston. For sale with property and equipment.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/11042959
Office Space,Stone,45 sq.m.,,,,,Yerevan › Kentron,"$200,000",USD,"A commercial space is for sale in the Center, at the Nalbandian-Sayat Nova intersection.The area is fully renovated.The area is 45 square meters.Located on the first line. It has an external stained glass door.Heating and cooling is done by air conditioners.It is suitable for any activity.Selling price: 200,000 USDCode: GS-K03Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14800242
Office Space,Stone,50 sq.m.,,,,,"Leo street, Yerevan","$157,000",USD,"Office space on the front line of Leo Street is for sale.1st floorEntrance from the streetIt has storefronts and a 14 meter long facade2 rooms: Common office and director's officeKitchen,bathroom,air conditioner,Water supply.Total area: 51 square meters,Ceiling height: 2.8 mIt is sold empty.Sale: 157,000 USDCode: GS-K145Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/13990071
Industrial and Manufacturing,Monolith,2370 sq.m.,Not available,Not available,First Line,Common from the Street,Yerevan › Kanaker-Zeytun,"$1,800,000",USD,Հասցե: Պարույր ՍևակՇինության տիպը՝ՄոնոլիտՄակերես՝Հող՝2370 m2Գլխավր Մասնա՛ենք ՝7713 հարկԱռաջին գիծՈւնի առանձին 2 գիծ բառձր լարման հոսանք սեփական պատստանցիա.Կոդ` GS-K141,Nov-24-2022_21-54,,https://list.am/en/item/13981143
Multifunctional Space,Stone,480 sq.m.,,,,,"Arshakuniats Avenue, Yerevan","120,000,000 ֏",AMD,"A commercial space is for sale in the Center, on Arshakunyats avenue.The area is 480 square meters.It needs repair.The area is semi-basement.Located on the first line.Selling price: 120,000,000 AMDCode: GS-K27Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/15040654
Multifunctional Space,Stone,111 sq.m.,By agreement,Not available,First Line,Separate from the Street,"Karapet Ulnetsi Street, Yerevan","$295,000",USD,"Վաճառք . կոմերցիոն համալիր Ուլնեցի Գոգոլ խաչմերուկի մոտ For sale: Public complex in Zeytun, on K. Ulnetsi street, near Gogol intersection. The area of the building is 111 square meters. The land area is 153 square meters. It is located on the first line, it is provided with three-phase electricity and gas.Price: $295,000Code: SV466For details, call SMART RVM agencyTranslated from Armenian",Nov-24-2022_21-54,OUtdoor parking,https://list.am/en/item/18302666
Office Space,Monolith,104 sq.m.,Not available,Available,Other,Common from the Street,"Улица Ваагн Давтяна 51, Ереван","67,363,000 ֏",AMD,Վաճառվում է վերանորոգման ընթացքում գտնվող 104 քմ մակերեսով գրասենյակային տարածք՝ 8 հարկանի նորակառույց մոնոլիտ շենքի 1 հարկում: Տեղադրված են եվրո պատուհաններ։Продается офисное помещение в процессе ремонта площадью 104 кв. М. На 1 этаже 8-ми этажного нового здания.,Nov-24-2022_21-54,,https://list.am/en/item/17441525
Retail Space,Stone,180 sq.m.,,,,,"Vratsakan street 21/2, Yerevan","$170,000",USD,"A 3-story building that currently houses a grocery store and a child development center is for sale or rent. It is located on Vratsakan Street (next to Komitas Avenue) The store has been operating for more than 20 years. The total area of the building is 200m, of which 50m is occupied by the store, which in turn has a 30m storage area. There is a freight elevator for 3 floors in the area. The store is furnished according to the Euro standard.Building floors can be rented or sold separately.The total cost of the building is 170,000 USD, negotiable. The store is sold for USD 80,000, rented for AMD 180,000, and the development center is rented for AMD 200,000. It is possible to pay the amount in installments. URGENT!It is not an agency.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/15411400
Office Space,Stone,80 sq.m.,,,,,Yerevan › Arabkir,"$155,000",USD,"Code-13699: Commercial area for sale in Arabkir, 1st line. It is a capitally renovated, spacious, bright area. There are 3 rooms, kitchen, bathroom. Equipped with individual heating system, air conditioner.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/10695543
Everything Else,Stone,198 sq.m.,,,,,"Bagratunyats Avenue, Yerevan","$90,000",USD,"Community: ShengavitAddress: Bagratunyats AveArea: 198 square metersFloor: Semi-basementCondition: RepairedFirst lineThree-phase current.Permanent water.Suitable for any activitySale: 90,000 USDCode: GS-K275Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14990899
Multifunctional Space,Stone,97 sq.m.,,,,,"Hanrapetutyun street, Yerevan","$200,000",USD,"The area is located on the semi-basement floor of a 5-storey stone building, has a window overlooking the street, a stained glass door, and a storage entrance from the yard.There is a ventilation system, three-phase power line, there is a professional kitchen with vents.The largest hall is about 50 square meters.Price is negotiable. I'd like to call for details.Code 21605Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16800278
Multifunctional Space,Monolith,163 sq.m.,,,,,"Hovsep Emin street, Yerevan","$290,000",USD,"A two-storey multifunctional commercial area is for sale in Arabkir, on Hovsep Emin street.The total area is 163 square meters.1st floor - 85 square metersBasement - 78 square metersLocated on the 1st line. The area has 2 entrances.The height of the ceiling is 3.5 m, and the front part is 6.5 m.The area is completely renovated.The sale price is 290,000 USDCode GS-K24:Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/15057474
Office Space,Monolith,104 sq.m.,,,,,Yerevan › Kentron,"$400,000",USD,"Սայաթ-Նովա պողոտայում՝ Անի պլազա հյուրանոցի հարևանությամբ՝ առաջին գծի վրա,վաճառվում է ունիվերսալ տարածք, որը զբաղեցնում ընդհանուր 104 ք. Մ. Մակերես։Այն գտնվում է 25 հարկանի նորակառույց շենքի 2-րդ հարկում։Հարմար է ցանկացած գործունեության համար:Կոդ` GS-K174",Nov-24-2022_21-54,,https://list.am/en/item/13921387
Everything Else,Stone,360 sq.m.,,,,,Yerevan › Kentron,"$1,050,000",USD,"Address - Sayat-NovaLocation/Entrance – front line, ground zero.The facility has 4 exits and entrances, one of which is from Sayat-Nova avenue, two from AlekManukyan Street, one on E. By the statue of Charents, which juts out into the greeneryArea:Area - 213 seats, functioning cafe, green area,Floor - 1Hall - 1 roomCondition - repairedCeiling - 3m* Furniture/appliances availableHeating/cooling - provided with modern European equipment for ventilation, heating-cooling and kitchen.The property is isolated, there are no residential buildings in the vicinity, and there are no problems with music or noiseHas,Stained glassParkingCode: GS-K217Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14343966
Everything Else,Stone,130 sq.m.,,,,,Yerevan › Arabkir,"$455,000",USD,"Address: Marshal BaghramyanArea: 130 sq. M.Taxes: 2Universal area for sale: 130 square meters. With a plot in Baghramyan avenue. The area has been thoroughly renovated. All communications have been completed. An iron door, euro windows, air conditioner are installed. Inside, it is divided into 2 floors by staircasesthe first floor covers an area of 60 square metersthe second floor: 70 square metersThe area is located on the Main Road on the first line zero plane2 degrees higherSelling price: 455,000 USDCode: GS-K254Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14706566
Restaurant,Stone,280 sq.m.,,,,,"Kasyan street, Yerevan","$600,000",USD,"An existing restaurant is for sale in Arabkir, on Kasyan Street.The total area is 280 square meters.Located on the first line. It is completely renovated.It has a special ventilation system.For sale without property. It has a two-way entrance, a spacious parking lot.It is in the basement.Consist of,1 hall1 hall1 kitchen1 warehouse1 bathroomThe ceiling height is 2.75 mOutdoor parking spaces are allocated for cars.Selling price: 600,000 USDCode: GS-K235Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14461158
Hotel,Stone,260 sq.m.,,,,,Yerevan › Kentron,"$1,350,000",USD,"A three-storey commercial space is for sale on Sayat Nova Street.The area of the building is 260 square meters.Consists of 6 rooms.Half-bedroom floor: 30 square meters, 1st floor: 115 square meters, 2nd floor: 115 square meters.The area is fully renovated. There is a heating system, air conditioner, three-phase current, air conditioner. Located on the front line.Suitable for clinic, hotel, guest house, commercial, cafe or any other activity.Sold with the property.Sale price: 1,350,000 USDCode: GS-K261Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14939230
Multifunctional Space,Stone,2500 sq.m.,,,,,Yerevan › Malatia-Sebastia,$700,USD,"Multifunctional commercial area is for sale in Malatia-Sebastia community.The area is newly built. It was built with the latest technologies.There are 3 buildings in the area, each 2500 square meters.The front part is 24 m, and the length is 103 m.It has a two-way entrance. The height of the ceiling is 7-12 m.Can be used as a warehouse, production area for other activities.It has a solar system.For sale in part.The sale price is 700 USD per square meterCode: GS-K01Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17780610
Industrial and Manufacturing,Stone,4000 sq.m.,Not available,Not available,First Line,Common from the Street,Yerevan › Malatia-Sebastia,"$500,000",USD,"Production space for sale in Tsovakal Isakov avenue, Argavand, Tairov section.The total area of the area is 4000 square meters.It is completely fenced. There are 2 rooms inside.It is suitable for various activities.All communications are available.Selling price: 500,000 USDCode: GS-K127Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17642207
Office Space,Monolith,44 sq.m.,,,,,"Vazgen Sargsyan street, Yerevan","$300,000",USD,"Վաճառվում է 44 քմ տարածք /Հանրապետության Հրապարակի հարևանությամբ/:Շնորհիվ իր գերազանց դիրքի տարածքը հարմար է ինչպես գրասենյակի, այնպես էլ ցանկացած առևտրական գործունեության համար:Ունի գերազանց կոմունալ հարմարություններ,Անվտանգության հսկողություն,մեծ վիտրաժներ,երկու մուտք՝ փողոցի կողմից և բիզնես կենտրոնից:ԿՈՄՈՒՆԱԼ ՀԱՐՄԱՐՈՒԹՅՈՒՆՆԵՐՋԵՌՈՒՑՈՒՄԻՆՏԵՐՆԵՏՏԱՔ ՋՈՒՐԿՈՅՈՒՂԻԷԼԵԿՏՐՈԷՆԵՐԳԻԱՕԴՈՐԱԿԻՉԿԵՆՏՐՈՆԱՑՎԱԾ ՋԵՌՈՒՑՈՒՄԽՄԵԼՈՒ ՋՈՒՐՄՇՏԱԿԱՆ ՋՈՒՐԿոդ` GS-K203",Nov-24-2022_21-54,,https://list.am/en/item/14235000
Everything Else,Monolith,92 sq.m.,,,,,"Վազգեն Սարգսյանի փողոց , Yerevan","$500,000",USD,"A 92 square meter area is for sale in Republic Square next to the multifunctional business complex /Republic Square/.The area has excellent communal facilities,security control,Two entrances: From the street and from the business center.There are all the necessary conditions for a restaurant, a fast food outlet, and other activities.It is also possible to use the additional area of 20 square meters in front of the premises.The area has excellent utilities, security control, two entrances from the street and from the business center. There are all the necessary conditions for a restaurant, fast food outlet, supermarket, medical center, service delivery and any other commercial activity.Sale: 500,000 USDCode: GS-K202Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14234743
Restaurant,Stone,2068 sq.m.,,,,,Yerevan › Ajapnyak,"$1,900,000",USD,For more information call.Code 0255:Translated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/17561099
Office Space,Monolith,173 sq.m.,,,,,"Verfel street 20, Yerevan","$185,000",USD,Commercial space 173 sq. M. Is suitable for various business activities. It is possible to add 77 sq. M. Downstairs. URGENTTranslated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/14357595
Functioning Business,Stone,80 sq.m.,,,,,Yerevan › Nor Nork,"$85,000",USD,"Commercial area for sale in Nor Nork district, the area is equipped with all communal facilities, the area is own, has a nearby land, is a functioning business, with a monthly rent of 200,000 AMD, for details callTranslated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16767116
Multifunctional Space,Stone,71 sq.m.,,,,,Yerevan › Kentron,"$285,000",USD,"1st floor, zero entrance, 3 front stained-glass windows. Capital repair: Heating, tiled floor, air conditioner installed, ceiling height 3.2 m / 2 gas point. The area consists of 1 large hall, 2 study rooms. There is a kitchen and bathroom.The area can be used as an office, cosmetology center, guest house, shop, for other purposes.Price is negotiable.Agency commission 2%. The screening is carried out under a screening contract.Thank you. For details, please call.Code 24709Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/15160173
Multifunctional Space,Stone,85 sq.m.,,,,,Yerevan › Kentron,"$195,000",USD,"----The area can be used as an office, dental clinic and other purposes----The total area is 85 sq/m----Code D825Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/18301709
Retail Space,Stone,160 sq.m.,Not available,Not available,First Line,Separate from the Street,Yerevan › Kentron,"$190,000",USD,"Center, on Nalbandian Street, commercial space for sale in semi-basement, first line, suitable for various activities.Code 0400295Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/18213403
Everything Else,Stone,116 sq.m.,,,,,"Aram Khachatryan street, Yerevan","$71,000",USD,Commercial area for sale1st line on Aram Khachatryan streetFor more information callTranslated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/17612173
Functioning Business,Stone,600 sq.m.,,,,,Yerevan › Malatia-Sebastia,"$360,000",USD,"A two-story building is for sale on Zoravar Andranik Street.The total area of the building is 600 square meters. Each floor is 300 square meters.The area of the land is 400 square meters. It has the possibility to expand by 100 square meters.On the first floor, there are commercial premises: A bakery, a workshop, which are leased.The second floor has a separate porch and a separate yard area. There are 5 apartments. One 1-room (40 sq. M.), three 2-room (55 sq. M.), one 3-room (80 sq. M.) apartments, which have a separate yard, are all rented out.Three-phase current is available.It has the possibility to add a 3rd floor.Selling price: 360,000 USDCode: GS-K70Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16725523
Functioning Business,Stone,120 sq.m.,,,,,"Tumanyan street, Yerevan","$450,000",USD,"Tumanyan and M. A multifunctional commercial area is for sale at the intersections of Mashtots streets.The total area is 120 square meters.The area is fully renovated. It is equipped with all utilities. An iron door, euro windows are installed. It is located on the semi-basement floor. It is the first line.Suitable for any activity.Outdoor parking spaces are allocated for cars.The space is leased for a long term.Selling price: 450,000 USDCode: GS-K12Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14735326
Retail Space,Stone,133 sq.m.,Available,Not available,First Line,Common from the Courtyard,Yerevan › Kentron,"$255,000",USD,Shop area: Yervand KocharThe area has an area of 18 square meters. Separate garage can serve as storage.Code 1100051Translated from Armenian,Nov-24-2022_21-54,,https://list.am/en/item/17614166
Hotel,Panels,308 sq.m.,Available,Not available,First Line,Common from the Street,Yerevan › Kentron,"$1,500,000",USD,"A beautiful and comfortable hotel in the center is for sale.The total area is 308 square meters.The hotel is fully renovated. It has 11 hotel rooms.It is sold together with the property.Sale price: 1,500,000 USDCode: GS-K44Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17121905
Multifunctional Space,Stone,130 sq.m.,Not available,Not available,First Line,Common from the Street,"Garegin Nzhdeh Street, Yerevan","$69,000",USD,"Commercial area for sale in Shengavit administrative district.The area is 130 square meters.The area is basement, it is located on the first line. It has 2 entrances. It consists of 5 rooms, a bathroom and a shower room.It is capitally renovated. Suitable for office, commercial,: Other activities.The sale price is 69,000 USDCode: GS-K286:Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/13920726
Industrial and Manufacturing,Monolith,800 sq.m.,,,,,Yerevan › Erebuni,"$1,500,000",USD,"Construction type - MonolithArea - 800 square metersNewly built, handed over in 2020.All utilities are available.Individual architectural and design project.Modern and latest building materials and construction technologies are usedUsed window profiles of modern production with excellent sound insulation,-Ceilings 3.5 m high;possibility of reschedulingthere are French balconies,there are 3 bathroomsHigh-quality finishing materials are used.Security service with a separate room, electromagnetic lock, video surveillance systemCentral ventilation and climate control system.Service elevator.I have green areas.Parking for 15 cars.Code: GS-K201Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14234460
Office Space,Monolith,45 sq.m.,Not available,Not available,Second Line,Common from the Courtyard,"Komitas Avenue, Yerevan","$200,000",USD,"A commercial space is for sale, which is located on the 1st floor of a newly constructed 6-storey building on Komitas Avenue. Area: 45 square meters. The area is fully renovated. The door is iron, the floor is heated. Air conditioning is installed.Selling price: 200,000 USDCode: GS-K296Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14194909
Everything Else,Panels,61 sq.m.,,,,,Yerevan › Davitashen,"39,000,000 ֏",AMD,"Building type: PanelArea: 61 square metersThoroughly reconstructedSelling price: AMD 39,000,000Code: GS-K156Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14032993
Functioning Business,Monolith,2087 sq.m.,,,,,Yerevan › Ajapnyak,"$2,200,000",USD,"Car service center with a history of 20 years in Ajapnyak for sale.The building area is 2087 square meters.The front part is 43 m.It consists of 3 floors, one of which is a basement (each floor is 400 square meters)It is completely privatized.The gas station has an indefinite license.The sale price is 2,200,000 USDCode: GS-K221Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/14359191
Multifunctional Space,Monolith,566 sq.m.,Not available,Available,First Line,Separate from the Street,"SasnaTsrer street 3, Yerevan","3,396,000 ֏",AMD,"A multi-functional space is for rent on the 1st floor of the newly built Sasna Tsrer 3 complex, near the Davtashen bridge. Area: 566 square meters. The cost of 1 square meter is AMD 6,000.The area is equipped with all necessary engineering networks and utility systems, there is centralized heating and round-the-clock water supply.The yard is well maintained, there are green areas.The building maintenance service provides: Security, lighting, garbage collection, cleanliness of common areas, routine maintenance and landscaping.Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/16017452
Multifunctional Space,Stone,140 sq.m.,,,,,"Grigor Hasratyan street, Yerevan","29,500,000 ֏",AMD,"For saleCommunity-AjapnyakGrigor Hasratyan street.The total area is 140 square metersHas several entrancesThe floor is parquet.Iron entrance doorGasified,It is located in a very convenient, busy area.Residential 70 sq / mbasement 10 sq / mparking at the pillar.NEGOTIABLE.Code 30199Translated from Armenian",Nov-24-2022_21-54,,https://list.am/en/item/17079994
