Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Parking,Amenities,Appliances,Window Views,The House Has,Links
Stone,No,Not available,1,50 sq.m.,2,1,from 2.7 m,1,Not available,Major Renovation,"Չարենցի փողոց 67, Վաղարշապատ","160,000 ֏ monthly",AMD,"AS097:K. A 2-room apartment on the 1st floor is for rent in Etchmiadzin. The apartment is completely renovated, there is property and equipment. The price is AMD 180,000. Negotiable.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,,,"Fridge, stove, washing machine, water Heater",Street view,,https://list.am/en/item/18451842
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Open balcony,Cosmetic Renovation,"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","130,000 ֏ monthly",AMD,"AS118:K. A 3-room apartment on the 5th/3rd floor is for rent on Mesrop Mashtots Street in Etchmiadzin. Property, appliances, heating system are available in the apartment, and the kitchen furniture will be completely new if rented. The cost is AMD 160,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,5,Yes,Yes,Not included,By Agreement,,"Internet, parking space","Fridge, stove, washing machine, water Heater","Yard view, street view",,https://list.am/en/item/18498015
Stone,No,Not available,5,40 sq.m.,1,1,from 2.7 m,3,Not available,Major Renovation,"Մեսրոպ Մաշտոց փողոց 22, Վաղարշապատ","200,000 ֏ monthly",AMD,"K. Echmiadzin Main Street, Mashtots: Newly renovated and furnished apartment for rent on the 5th/3rd floor. The apartment is provided with all utilities, property, equipment and wifi are available. The cost is AMD 200,000.Agency address: Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,,"Television, internet","Fridge, stove, microwave, coffee maker, washing machine, hair dryer","Yard view, street view, city view",,https://list.am/en/item/18698467
Stone,No,Not available,3,50 sq.m.,2,1,from 2.75 m,3,Open balcony,Euro Renovation,"Արամ Մանուկյան փողոց 5, Մուսալեռ","200,000 ֏ monthly",AMD,"2-room apartment for rent in Musaler. Completely renovated, with all utilities, has an open balconyTranslated from Armenian",Dec-15-2022_21-10,Available,4,Yes,No,Included,By Agreement,,"Television, air conditioner, internet, parking space",,"Yard view, street view",,https://list.am/en/item/18556136
Stone,No,Not available,5,65 sq.m.,2,1,from 2.8 m,5,Not available,Major Renovation,"Улица Врама Костаняна 8, Вагаршапат","200,000 ֏ monthly",AMD,"Новый ремонт, новая мебель",Dec-15-2022_21-10,Available,4,Yes,No,Not included,3 months,,"Television, air conditioner, internet","Fridge, stove, microwave, washing machine, water Heater","Yard view, street view",,https://list.am/en/item/18714131
Stone,No,Not available,5,80 sq.m.,2,2,from 2.75 m,4,Multiple balconies,Euro Renovation,"Vardan Mamikonyan street, Tairov","200,000 ֏ monthly",AMD,"Tairov V. Mamikonyan street 3/1 floorEuro renovation, euro windows, bathroom: Tile-metal, Baxi, air conditioner, the apartment is provided with furniture and appliances.Deposit:Translated from Armenian",Dec-15-2022_21-10,Available,4,Yes,No,Not included,1 month,,"Television, air conditioner","Fridge, washing machine",,,https://list.am/en/item/18476190
Stone,No,Not available,5,70 sq.m.,2,1,from 3 m,4,Multiple balconies,Euro Renovation,"Улица Мовсес Хоренаци, Вагаршапат","250,000 ֏ monthly",AMD,"Վարձով է տրվում 2 (3) սենյականոց բնակարան ք. Էջմիածնի Մովսես Խորենացի փողոցում փողոցում (հրապարակ) ։ Գտնվում է Մայր Աթոռ Սուրբ Էջմիածնի հարևանությամբ։ Բնակարանն ունի բոլոր կոմունալ հարմարաթյունները (BAXI ՝ տաք-սառը ջուր, գազ) ։»Մանրամասների համար զանգահարել։Здаётся в аренду квартира в городе Эчмиадзин (Улица Мовсес Хоренаци), находится рядом с Мать Собором. Квартира полностью отремонтирована, 2 (3) -х комнатная, этаж 5/4, есть все коммунальные услуги (Baxi Wi-Fi, горячая-холодная вода, отопление, стиральная машина, холодильник, мебель будет установлена во время арендыԿոդ MA134",Dec-15-2022_21-10,Available,4,Yes,No,Not included,By Agreement,"Outdoor parking, garage","Television, air conditioner, internet, parking space","Fridge, stove, coffee maker, washing machine, iron, hair dryer","Yard view, city view",,https://list.am/en/item/18564562
Stone,Yes,Not available,1,100 sq.m.,3,1,from 2.5 m,1,Open balcony,Major Renovation,"Khachatur Abovyan Street 4th Lane 4, Armavir","120,000 ֏ monthly",AMD,It has been completely renovatedI will also provide an officeTranslated from Armenian,Dec-15-2022_21-10,Available,8+,Negotiable,No,Not included,3 months,Outdoor parking,"Television, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater","Yard view, street view, park view",Intercom entry,https://list.am/en/item/18602373
Stone,No,Not available,5,82 sq.m.,3,1,from 2.6 m,2,Multiple balconies,Major Renovation,Armavir › Parakar,"200,000 ֏ monthly",AMD,Uninhabited 」 completely renovated 」 very comfortable and bright apartment for rent.Translated from Armenian,Dec-15-2022_21-10,,8+,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18485240
Stone,No,Not available,5,82 sq.m.,3,2,from 2.6 m,2,Multiple balconies,Major Renovation,Armavir › Parakar,"200,000 ֏ monthly",AMD,"A 3-room apartment is for rent, very comfortable and bright.Translated from Armenian",Dec-15-2022_21-10,,8+,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18485436
Stone,No,Not available,5,71 sq.m.,2,1,from 2.75 m,3,Multiple balconies,Cosmetic Renovation,"Kamo street 4, Vagharshapat","150,000 ֏ monthly",AMD,"Сдаётся двухкомнатная квартира на 3 из 5 этажей в центральной части Эчмиадзина на улице Камо 4. В квартире есть все удобства. Стиральная машина, холодильник, газовая плита, душ с ванной, туалет отдельно, просторная кухня, газ, вода холодная и горячая. Закрытая кладовка, два балкона на две стороны дома. Всё что на фото включено в стоимость. Комиссии нет, объявление от собственника.Վարձով է տրվում 2 սենյականոց բնակարան Էջմիածնի կենտրոնական մասում ՝ Կամո 4 հասցեում, 5 հարկից 3-ում։ Բնակարանը ունի բոլոր հարմարությունները։ Լվացքի մեքենա, սառնարան, գազօջախ, ցնցուղ լոգարանով, առանձին զուգարան, ընդարձակ խոհանոց, գազ, սառը և տաք ջուր։ Փակ Մառան, երկու պատշգամբ Տան երկու կողմերում։ Լուսանկարում ամեն ինչ ներառված է գնի մեջ:Հանձնաժողով չկա, հայտարարություն սեփականատիրոջից.",Dec-15-2022_21-10,Available,6,Yes,Negotiable,Not included,By Agreement,Outdoor parking,Internet,"Fridge, stove, washing machine, water Heater, iron","Yard view, street view, city view",,https://list.am/en/item/18632807
Stone,No,Not available,3,37 sq.m.,2,1,from 2.8 m,2,Open balcony,Cosmetic Renovation,"Երիտասարդության փողոց 1, Մերձավան","100,000 ֏ monthly",AMD,"It is in good condition. There is a sofa, bed, wardrobe, table and chairs, kitchen furniture, gas. The apartment is located near the bus stop. We provide clean, neat, responsible and dutiful persons.Translated from Armenian",Dec-15-2022_21-10,By agreement,3,Negotiable,No,Not included,1 month,,,,,,https://list.am/en/item/18671905
Panels,No,Not available,5,78 sq.m.,3,1,from 2.8 m,4,Closed balcony,Major Renovation,"1 թաղամաս, Մեծամոր","130,000 ֏ monthly",AMD,"ԲնակարանըԿահավորված է և ապահովված անհրաժեշտ գույքով /տեխնիկայով, անկողնային պարագաներով, սպասքով, ջակուզիով, հիգենյայի պարագաներով հարմարավետ բնակարան։ Մարդկանց և օրերի քանակից կախված արժեքը կարող է փոփոխվել։Сдается уютная трехкомнатная квартира с приятным ремонтом и ванной-джакузи.Отопление: Газовый котел.Есть газовая и электрическая плита, микроволновка, холодильник, стиральная машина, пылесос, интернет. Кровати с удобными матрасами. Два стола можно использовать как письменные или обеденные.Рядом продуктовые и хозяйственные магазины, пекарни, аптеки, почта, пункт Wildberries.До Еревана на авто 40 мин. , до Армавира — 10 мин, между городами регулярно ходят маршрутки.4/5 этажИз окон открывается вид на гору Арагац.",Dec-15-2022_21-10,Available,4,Negotiable,No,Not included,By Agreement,Outdoor parking,Television,"Fridge, stove, microwave, washing machine, water Heater, iron","Yard view, street view",,https://list.am/en/item/18648810
Stone,No,Not available,5,45 sq.m.,2,1,from 2.6 m,2,Closed balcony,Euro Renovation,"Улица Месропа Маштоца, Вагаршапат","250,000 ֏ monthly",AMD,Сдается двух комнатная квартира. Со всеми удобствами и с новым ремонтом. В центре города Эчмиадзин. По всем вопросам звонить по номеру,Dec-15-2022_21-10,Available,4,Yes,Yes,Not included,1 month,Outdoor parking,"Television, air conditioner, internet","Fridge, washing machine, water Heater","Yard view, street view",,https://list.am/en/item/18675363
Stone,No,Not available,3,104 sq.m.,5,1,from 2.8 m,3,Not available,Euro Renovation,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,"Сдается в аренду просторная квартира в городе Эчмиадзин, ул. Маштоц. На третьем этаже каменного здания.! Просьба агентам НЕ беспокоить!",Dec-15-2022_21-10,Available,5,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18532494
Stone,No,Not available,1,30 sq.m.,2,1,from 2.5 m,1,Not available,Partial Renovation,Armavir › Parakar,"150,000 ֏ monthly",AMD,"Отдельно стоящее дом, двухспальная кровать, отдельный санузел, холодильник, телевизор, обогреватель, бесплатный WI-FI",Dec-15-2022_21-10,Available,2,No,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18392467
Panels,No,Available,9,67 sq.m.,2,1,from 3 m,9,Not available,Euro Renovation,"Misak Manushyan street 12, Vagharshapat","15,000 ֏ daily",AMD,"2 սենյականոց բնակարան, Քաղաք Էջմիածնում, 67 ք. Մ. , 9/9 հարկ, ԵվրովերանորոգվածՕրավաձով և երկարաժամկետ 2 սենյականոց բնակարան Քաղաք Էջմիածնում, Զվարթնոցի սկզբի շենքերը, անհնրաժեշտ բոլոր հարմարություններով, 1 օրվա գինը 15.000 դրամ, գինը կարող է տարբեր լինել' կախված նրանից, թե քանի հոգով եք ապրելու և քանի օր2-х комнатная квартира в Эчмиадзине, корпуса в начале Звартноца, со всеми необходимыми удобствами, цена за 1 сутки 15.000 тысяч драм, цена может меняться, в зависимости от того, со сколькими людыми вы будете проживать и сколько дней",Dec-15-2022_21-10,Available,3,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18432398
Stone,No,Not available,2,86 sq.m.,3,1,from 2.8 m,2,Open balcony,Major Renovation,"Երևանյան խճուղի, Մերձավան","170,000 ֏ monthly",AMD,"The house is for rent, it has all the facilities, heating system (Baxi) (Air conditioners), a garage is also for rent with the house. The house is on the 2nd floor of a stone building, the porch is renovated. The house is fully renovated.Translated from Armenian",Dec-15-2022_21-10,Partial Furniture,8+,Yes,No,Included,By Agreement,"Outdoor parking, garage",Air conditioner,,Park view,Concierge,https://list.am/en/item/18709938
Stone,No,Not available,5,100 sq.m.,4,1,from 2.8 m,3,Closed balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,Apartment for rentEtchmiadzin Charents 4a building• Total area of 100 square meters3 + 1 room (one of the bedrooms can be closed and not used)• 5/3rd floor_• cosmetically repaired•Heating System•closed balcony• tile-metlakh•property/equipmentTranslated from Armenian,Dec-15-2022_21-10,Available,4,Yes,Negotiable,Not included,1 month,,,"Fridge, washing machine, water Heater","Yard view, street view, park view",Playground,https://list.am/en/item/18709930
Stone,No,Not available,5,68 sq.m.,2,1,from 2.7 m,4,Open balcony,Euro Renovation,"Baghramyan street 22, Vagharshapat","12,000 ֏ daily",AMD,The apartment is not provided for less than 3 daysTranslated from Armenian,Dec-15-2022_21-10,Available,3,No,No,Included,By Agreement,,,,,,https://list.am/en/item/18393020
Stone,No,Not available,5,55 sq.m.,2,1,from 2.75 m,5,Open balcony,Partial Renovation,"Արարատյան փողոց 34Ա, Վաղարշապատ","100,000 ֏ monthly",AMD,"2-room apartment in Etchmiadzin, 55 square meters. , partial renovation, stone building. A wonderful view of the Gayane church opens from the balcony. The apartment is sunnyTranslated from Armenian",Dec-15-2022_21-10,Not available,4,Yes,Yes,Not included,2 months,,,,,,https://list.am/en/item/18528215
Stone,No,Not available,5,75 sq.m.,3,1,from 2.75 m,3,Open balcony,Old Renovation,"Mesrop Mashtots St 19, Vagharshapa","130,000 ֏ monthly",AMD,The apartment is located near the squareTranslated from Armenian,Dec-15-2022_21-10,Available,8+,Yes,Yes,Not included,1 month,Outdoor parking,Internet,Fridge,,Playground,https://list.am/en/item/18707855
Panels,No,Not available,5,48 sq.m.,2,1,from 2.75 m,2,Open balcony,Partial Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"An apartment for rent in the center of Etchmiadzin, 3 rooms converted into 2, is in good conditionTranslated from Armenian",Dec-15-2022_21-10,Available,4,Yes,No,Included,1 month,,,,,,https://list.am/en/item/18412647
Stone,No,Not available,5,74 sq.m.,3,1,from 2.75 m,4,Closed balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"Euro windows, taxi, internet, cable TV, with property and equipmentTranslated from Armenian",Dec-15-2022_21-10,Available,5,Yes,No,Not included,By Agreement,Outdoor parking,"Television, internet, parking space","Fridge, stove, washing machine, water Heater, iron, hair dryer","Yard view, city view, view of Ararat",Playground,https://list.am/en/item/18671859
Stone,Yes,Not available,5,82 sq.m.,3,1,from 2.8 m,4,Closed balcony,Cosmetic Renovation,"Vazgen Arajin street 43, Vagharshapat","150,000 ֏ monthly",AMD,The apartment is located on Vazgen First Street.Translated from Armenian,Dec-15-2022_21-10,Available,6,Yes,Yes,Not included,2 months,Outdoor parking,"Television, air conditioner, internet","Fridge, stove, washing machine",,Playground,https://list.am/en/item/18707294
Stone,No,Available,5,78 sq.m.,3,1,from 3 m,4,Closed balcony,Euro Renovation,"Վազգեն Առաջինի փողոց, Վաղարշապատ","200,000 ֏ monthly",AMD,"There are all utilities, fast Wi-Fi connection, TV with cable channels, Fondital heating system, euro windows, sunny side, there are kindergarten, shops, school nearby, there is also daily rent for minimum 5 days, 15000 drams per day.Translated from Armenian",Dec-15-2022_21-10,Available,6,Yes,No,Not included,By Agreement,Outdoor parking,"Television, internet, parking space","Fridge, coffee maker, washing machine, iron","Yard view, park view",Playground,https://list.am/en/item/18538991
Stone,No,Not available,4,98 sq.m.,3,1,from 2.6 m,3,Open balcony,Major Renovation,"Vazgen Arajin street 6, Vagharshapat","20,000 ֏ daily",AMD,"Վարձով է տրվում 3 սենյականոց ընդարձակ բնակարան, հիմնավերանորոգված, մոդերն դիզայնով և կահույքով (լիովին նոր, չօգտագործված, կոմունալ բոլոր հարմարություններով) ։ Բնակարանը գտնվում է Էջմիածին քաղաքի սրտում՝ հրապարակից 5 րոպե հեռավորությամբ (քայլելով) ։ Բնակարանի հարևանությամբ են գտնվում սննդի կետեր, սրճարաններ, մթերային խանութներ (տաշիր պիցա, լոշիկ, բուխարի, ցորեն և այլն), բանջարեղենի և մրգի կետեր, ինչպես նաև հագուստի խանութներ, մի խոսքով ամեն ինչ հարմարավետ և բարեկեցիկ ապրելու համար…Օրավարձը ՝20.000 դրամ (նվազագույնը 15 օր), ամսեկան վարձը 400.000Դրամ ։Հարցերի դեպքում զանգահարել վերոնշյալ հեռախոսահամարով:Сдается просторная 3-комнатная квартира с евроремонтом, современным дизайном и мебелью (совершенно новая, неиспользованная, со всеми коммуникациями) Квартира расположена в самом центре Эчмиадзина, в 5 минутах ходьбы от площади (пешком) В непосредственной близости от квартиры находятся продовольственные рынки, кафе, овощные и фруктовые магазины (ташир пицца, лошик, бухари, пшеница, Fruit land и т. Д.), а также магазины одежды, словом, все для комфортной и легкой жизни...Посуточная аренда: 20.000 драм (минимум 15 дней), месячная аренда: 400. 000 драм.В случае возникновения вопросов звоните по номеру телефона:!A spacious 3-room apartment for rent, completely renovated, with modern design and furniture (completely new, unused, with all utilities) The apartment is located in the heart of Etchmiadzin, 5 minutes away from the square (by walking) In the vicinity of the apartment there are food markets, cafes, vegetable and fruit stores (Tashir pizza, loshik, bukhari, wheat, fruit land etc. As well as clothing stores, in short, everything for a comfortable and easy life...Daily rent: 20,000 AMD (minimum 15 days), monthly rent: 400,000 AMD.In case of questions, call the phone number mentioned!",Dec-15-2022_21-10,,4,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18424900
Stone,No,Not available,4,98 sq.m.,3,1,from 2.5 m,3,Open balcony,Major Renovation,"Vazgen Arajin street 6, Vagharshapat","400,000 ֏ monthly",AMD,"Վարձով է տրվում 3 սենյականոց ընդարձակ բնակարան, հիմնավերանորոգված, մոդերն դիզայնով և կահույքով (լիովին նոր, չօգտագործված, կոմունալ բոլոր հարմարություններով) ։ Բնակարանը գտնվում է Էջմիածին քաղաքի սրտում՝ հրապարակից 5 րոպե հեռավորությամբ (քայլելով) ։ Բնակարանի հարևանությամբ են գտնվում սննդի կետեր, սրճարաններ, մթերային խանութներ (տաշիր պիցա, լոշիկ, բուխարի, ցորեն և այլն), բանջարեղենի և մրգի կետեր, ինչպես նաև հագուստի խանութներ, մի խոսքով ամեն ինչ հարմարավետ և բարեկեցիկ ապրելու համար…Ամսական վարձը 400. 000Դրամ ։ Հնարավոր է նաև օրավարձով՝ 20.000 դրամ (օրերի քանակը մինիմում 15 օր) ։Հարցերի դեպքում զանգահարել վերոնշյալ հեռախոսահամարով:Сдается просторная 3-комнатная квартира с евроремонтом, современным дизайном и мебелью (совершенно новая, неиспользованная, со всеми коммуникациями) Квартира расположена в самом центре Эчмиадзина, в 5 минутах ходьбы от площади (пешком) В непосредственной близости от квартиры находятся продовольственные рынки, кафе, овощные и фруктовые магазины (ташир пицца, лошик, бухари, пшеница, Fruit land и т. Д.), а также магазины одежды, словом, все для комфортной и легкой жизни...Посуточная аренда: 20.000 драм (минимум 15 дней), месячная аренда: 400. 000 драм.В случае возникновения вопросов звоните по номеру телефона:!A spacious 3-room apartment for rent, completely renovated, with modern design and furniture (completely new, unused, with all utilities) The apartment is located in the heart of Etchmiadzin, 5 minutes away from the square (by walking) In the vicinity of the apartment there are food markets, cafes, vegetable and fruit stores (Tashir pizza, loshik, bukhari, wheat, fruit land etc. As well as clothing stores, in short, everything for a comfortable and easy life...Daily rent is also possible: 20,000 AMD (minimum 15 days), monthly rent: 400,000 AMD.In case of questions, call the phone number mentioned! I’m",Dec-15-2022_21-10,,4,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18553023
Stone,No,Not available,4,85 sq.m.,3,1,from 2.8 m,4,Closed balcony,Old Renovation,"Mesrop Mashtots street 18, Vagharshapat","125,000 ֏ monthly",AMD,"Վարձով է տրվում 3 սենյականոց բնակարան Էջմիածին քաղաքի կենտրոնում ՝ Մեսրոպ Մաշտոց 18 հասցեումԵրեք սենյակ, ունի երկհարկանի ավտոտնակԲոլոր անհրաժեշտ ենթակառուցվածքները քայլելու հեռավորության վրաСдам трёхкомнатную квартиру в центе города Эчмиадзин на улице Месроп Маштоц 18Три комнаты, есть двухэтажный гаражВся необходимая инфраструктура в шаговой доступности",Dec-15-2022_21-10,Available,8+,Yes,No,Not included,Without prepayment,,,,,,https://list.am/en/item/18704215
Stone,No,Not available,5,80 sq.m.,3,1,from 2.75 m,2,Open balcony,Designer Renovation,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,Code AV09Commission 40%3-room apartment for rentIn the center of Etchmiadzin cityFloor 2The area is 71 square metersAshotComes with all property appliancesHeating Systemair conditionerOpen shoeFor more information call...Translated from Armenian,Dec-15-2022_21-10,,,,,,,,,,,,https://list.am/en/item/18430777
Stone,No,Not available,5,80 sq.m.,3,1,from 2.7 m,5,Open balcony,Partial Renovation,"Mesrop Mashtots street, Vagharshapat","150,000 ֏ monthly",AMD,Code A016+ 40% intermediate fee3-room apartment for rentAlong with the propertyIn the center of Etchmiadzin cityfloor 4The area is 80 square metersAshotFor more information callTranslated from Armenian,Dec-15-2022_21-10,Available,4,Yes,Yes,Not included,Without prepayment,Outdoor parking,"Television, air conditioner, internet, parking space",,"Yard view, street view",,https://list.am/en/item/18205096
Stone,No,Not available,5,79 sq.m.,3,2,from 2.75 m,3,Open balcony,Designer Renovation,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,Commission 40%4-room apartment for rentIn the center of Etchmiadzin cityFloor 3The area is 71 square metersAshotComes with all property appliancesHeating Systemair conditionerFor more information call...Code A009Translated from Armenian,Dec-15-2022_21-10,,,,,,,,,,,,https://list.am/en/item/18401272
Monolith,Yes,Not available,2,70 sq.m.,3,1,from 3.5 m,2,Closed balcony,Euro Renovation,"Երկաթգծի փողոց, Արգավանդ","250,000 ֏ monthly",AMD,"Furniture, appliances, Wi-Fi. Gas is possible with a 3-month deposit, it is given for a minimum of 6 months.Translated from Armenian",Dec-15-2022_21-10,Available,8+,Yes,Yes,Not included,By Agreement,Outdoor parking,"Television, air conditioner, internet, parking space","Fridge, stove, coffee maker, water Heater, iron","Yard view, street view, city view, view of Ararat",Playground,https://list.am/en/item/18585645
Stone,No,Not available,5,65 sq.m.,2,1,from 2.7 m,1,Not available,Major Renovation,"Բաղրամյան փողոց, Վաղարշապատ","250,000 ֏ monthly",AMD,"K. A 2-room apartment on the 5th/1st floor is for rent on Baghramyan Street in Etchmiadzin. The apartment is provided with all utilities, property, equipment, wifi, baxi system and air conditioner are installed. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,3,Yes,Yes,Not included,By Agreement,,"Television, air conditioner, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view",,https://list.am/en/item/18698007
Stone,Yes,Not available,4,68 sq.m.,3,1,from 3 m,4,Not available,Major Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","200,000 ֏ monthly",AMD,"AS103:A 2-room apartment on the 5th/4th floor is for rent in Zvartnots. The apartment is completely renovated, there is an open balcony, property and equipment. The cost is AMD 160,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,5,Yes,Yes,Not included,By Agreement,,"Television, internet, parking space","Fridge, stove, washing machine","Yard view, street view",,https://list.am/en/item/18568636
Stone,No,Not available,3,40 sq.m.,1,1,from 3 m,3,Open balcony,Old Renovation,"Movses Khorenatsi Street 14, Vagharshapat","120,000 ֏ monthly",AMD,1-room apartment in the center of EtchmiadzinTranslated from Armenian,Dec-15-2022_21-10,Available,2,Yes,No,Not included,2 months,,,,"Street view, park view",,https://list.am/en/item/18421712
Stone,No,Not available,5,76 sq.m.,3,1,from 2.7 m,4,Open balcony,Euro Renovation,"Վազգեն Արաջինի փողոց, Վաղարշապատ","200,000 ֏ monthly",AMD,"AS111:K. A 3-room apartment on the 5th/4th floor is for rent on the first Vazgen street of Etchmiadzin. The apartment is completely renovated, it is provided with all property and equipment. The total area is 76 square meters. The price is AMD 200,000, negotiable.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,4,Yes,Yes,Not included,By Agreement,,,"Fridge, stove, washing machine, water Heater","Yard view, street view",,https://list.am/en/item/18444317
Stone,No,Available,5,98 sq.m.,4,1,from 2.7 m,4,Multiple balconies,Cosmetic Renovation,"Charents street, Vagharshapat","120,000 ֏ monthly",AMD,"In Zvartnots, a renovated spacious 4-room apartment with property and appliances is for rent. The apartment has a large balcony on both sides. All utilities are available. The cost is AMD 120,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,7,Yes,Yes,Not included,By Agreement,,,,"Yard view, street view",,https://list.am/en/item/18518620
Stone,No,Not available,5,80 sq.m.,4,1,from 2.8 m,2,Open balcony,Designer Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"Code 8070A 4-room full apartment is for rent on the 2nd floor of a stone building in Etchmiadzin, at the beginning of Charents. There is a taxi, expensive furniture and appliances.Deposit and commission required.Translated from Armenian",Dec-15-2022_21-10,Available,4,Yes,No,Not included,2 months,,"Television, air conditioner, internet","Fridge, stove, washing machine, water Heater","Yard view, street view, park view",,https://list.am/en/item/18696850
Panels,No,Not available,5,40 sq.m.,2,1,from 2.75 m,4,Multiple balconies,Euro Renovation,"Ռ․Եսայան փողոց 29, Վաղարշապատ","100,000 ֏ monthly",AMD,Please read carefully. The apartment is located 7 km from the city of Etchmiatsin. Chobankara military town. A military bus runs from the area to Etchmiadzin. The apartment is given to a family.Translated from Armenian,Dec-15-2022_21-10,Available,6,Yes,No,Not included,By Agreement,Outdoor parking,"Television, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, view of Ararat",Playground,https://list.am/en/item/18695514
Stone,No,Not available,1,150 sq.m.,3,1,from 2.5 m,1,Not available,Euro Renovation,"Սուրբ Հարություն փողոց, Փարաքար","220,000 ֏ monthly",AMD,"Сдам дом недалеко от Еревана в селе Паракар... Теплая горячая вода, газ, отопление. В доме есть все необходимое` Мебель техника... Стоимость 220000 драм.Живёть 1 человек, нужен ещё 2.Ватцап Вайбер можете звонить.",Dec-15-2022_21-10,Available,8+,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18350232
Stone,No,Not available,5,100 sq.m.,3,2,from 2.75 m,5,Not available,Major Renovation,"Mesrop Mashtots street 14, Vagharshapat","150,000 ֏ monthly",AMD,"The apartment is fully renovated, has hot and cold water, gasification. It is sunny.Translated from Armenian",Dec-15-2022_21-10,Available,4,Yes,No,Not included,1 month,Outdoor parking,,"Fridge, stove, washing machine, water Heater","Yard view, street view, city view, park view",Playground,https://list.am/en/item/18599271
Stone,No,Available,9,130 sq.m.,4,2,from 2.8 m,2,Open balcony,Major Renovation,"Marshal Baghramyan avenue, Yerevan","$1,100 monthly",USD,"A 4-room apartment of 130 square meters is for rent in Etchmiadzin, on Baghramyan street. M. With an area located on the 3rd floor of a 5-story stone building. The apartment is fully renovated. The floor is covered with parquet. It is provided with permanent water supply and gas supply. The heating system is heated. Euro windows and iron door installed. The apartment has air conditioner, intercom. It has an open balcony.Code 19562Translated from Armenian",Dec-15-2022_21-10,Available,6,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18165013
Stone,Yes,Not available,5,68 sq.m.,3,1,from 2.8 m,1,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"The apartment is located close to the square, call for detailsTranslated from Armenian",Dec-15-2022_21-10,,8+,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18562788
Stone,No,Not available,4,55 sq.m.,3,1,from 2.5 m,4,Closed balcony,Old Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,Сдам квартиру. Подробности по телефону.,Dec-15-2022_21-10,Available,8+,Yes,No,Not included,By Agreement,Garage,Parking space,"Fridge, stove, water Heater",View of Ararat,,https://list.am/en/item/18589298
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,2,Open balcony,Cosmetic Renovation,"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","130,000 ֏ monthly",AMD,"AS114:K. A 3-room apartment on the 5th/2nd floor is for rent on Mashtots Street in Etchmiadzin. The apartment is cosmetically renovated, there is property and equipment. The cost is AMD 140,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-10,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18526113
