Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Links
Stone,No,Not available,5,,,50 sq.m.,3,1,from 2.5 m,3,Open balcony,,Cosmetic Renovation,,,,4,Yes,No,By Agreement,By Agreement,"Переулок Ереванянского Шоссе 89, Ванадзор","60,000 ֏ monthly",AMD,"Всем привет сдаеться комнта в четерех комнатном квартире цена указано за комнату… в квартире иметься телевизор, автамат стиральная машина почти новыйм состояние, холодильник новы. Дальше, душ туалет отдельно кровате в трех комнате с своими белье далше в квартире пока нету вайфай ну в любой момент могу провести вайфай за ваше доплате плюс нужно будет платит за коммуналка сколько воспользуйтесь ……. ЗДАЮ ТОЛЬКО РУССКИЙМ СПАСИБО ЗА ПОНИМАНИЕ",Nov-24-2022_17-53,https://list.am/en/item/17437722
Stone,No,Not available,5,,,78 sq.m.,3,1,from 2.5 m,4,Multiple balconies,,Cosmetic Renovation,,,,,,,,,"Narekaci street 21, Vanadzor","10,000 ₽ monthly",RUB,"Сдается 3 комнатная квартира, без мебели",Nov-24-2022_17-53,https://list.am/en/item/17955889
Stone,No,Not available,9,,,75 sq.m.,3,1,from 2.7 m,1,Not available,Available,Euro Renovation,,,,3,Yes,No,Included,By Agreement,"Moskovyan street, Vanadzor","10,000 ֏ daily",AMD,"A beautifully renovated apartment is for rent in the center of Vanadzor, on Moskovyan Street, the house has all utilities for living, WI-FI network, TV channels, bathroom accessories.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18197508
Stone,No,Not available,2,Playground,Outdoor parking,50 sq.m.,1,1,from 2.5 m,1,Open balcony,Available,Euro Renovation,,,,4,Yes,No,Not included,By Agreement,"Կարեն Դեմիրճյան 1-ին նրբանցք 12, Վանաձոր","7,000 ֏ daily",AMD,"Բնակարանը գտնվում է նորմալ վիճակում։ Կոմունալ և կենցաղային բոլոր հարմարություններով։Առկա է նաև անկողնային պարագաներ։ Մնացած հարցերի դեպքում խնդրում ենք զանգահարել նշված հեռախոսահամարով։Квартира в нормальном состоянии. Со всеми коммуникациями и бытовыми удобствами. Есть также постельные принадлежности. В случае возникновения других вопросов просьба звонить по указанному номеру телефона.The apartment is in good condition. With all communications and amenities. There is an internet connection. In case of other questions, please call the indicated phone number.",Dec-15-2022_21-10,https://list.am/en/item/18490173
Panels,Yes,Not available,4,Playground,"Outdoor parking, covered parking, garage",60 sq.m.,2,1,from 2.8 m,2,Multiple balconies,Available,Major Renovation,"Television, air conditioner, internet, parking space","Fridge, stove, microwave, coffee maker, dishwasher, washing machine, drying machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view, view of Ararat",4,Yes,Yes,Not included,By Agreement,"Улица Баграмян 40, Степанаван","90,000 ֏ monthly",AMD,Сдается разные квартиры в городе Степанаван по всем вопросам звоните есть разные варианты,Dec-15-2022_21-10,https://list.am/en/item/18726550
Stone,No,Not available,4,,,70 sq.m.,2,1,from 2.7 m,4,Open balcony,Available,Euro Renovation,,,,5,Yes,No,Not included,By Agreement,"Տավրոսի 1-ին փողոց 63, Վանաձոր","150,000 ֏ monthly",AMD,A 2-room apartment is for rent in the Sebastia 63 building in Taron 4 district. The apartment is fully furnished and renovated.For more information call:Translated from Armenian,Dec-15-2022_21-10,https://list.am/en/item/18536162
Stone,Yes,Not available,5,,,125 sq.m.,5,1,from 2.6 m,2,Open balcony,Partial Furniture,Partial Renovation,,"Fridge, washing machine","Yard view, street view",7,Yes,No,Not included,1 month,"Knunyants street 2, Vanadzor","80,000 ֏ monthly",AMD,"A 5-room apartment is for rent in Vanadzor (127 square meters), on the 2nd floor of a 5-story building, next to the 8th school. It is renovated, partially furnished, has a Baxi heating system. Price: 80,000 drams.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18724935
Panels,No,Available,9,,,50 sq.m.,1,1,from 2.8 m,4,Open balcony,Available,Cosmetic Renovation,,,,3,No,No,Not included,2 months,"Нарекаци блок, Ереван","80,000 ֏ monthly",AMD,It is a lovely and sunny apartment. The apartment is located in the third part of Vanadzor city.Translated from Armenian,Dec-15-2022_21-10,https://list.am/en/item/18689436
Stone,No,Not available,1,,,32 sq.m.,1,1,from 2.7 m,1,Not available,,Designer Renovation,,,,3,Yes,No,Included,By Agreement,"Garegin Nzhdeh Street, Vanadzor","10,000 ֏ daily",AMD,"A 1-room apartment in the center of Vanadzor city is for daily rent or long-term rent. All utilities are available, the apartment is heated. I will negotiate in case of long-term reservation.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18566123
Stone,No,Not available,1,,,39 sq.m.,1,1,from 2.7 m,1,Not available,,Designer Renovation,,,,3,Yes,No,Included,By Agreement,"Garegin Nzhdeh Street, Vanadzor","10,000 ֏ daily",AMD,"1-room apartment in the center of Vanadzor city for daily rent or long-term rent. All utilities are available, the apartment is heated. I will negotiate in case of long-term reservation.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18566126
Panels,No,Available,1,,,76 sq.m.,3,1,from 2.8 m,1,Not available,,Designer Renovation,,,,6,Yes,No,Included,By Agreement,"Moskovyan street, Vanadzor","14,000 ֏ daily",AMD,"A 3-room apartment in the center of Vanadzor city is for daily rent or long-term rent. All utilities are available, the apartment is heated. I will negotiate in case of long-term reservation.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18566155
Panels,No,Available,9,Playground,Outdoor parking,72 sq.m.,3,1,from 2.8 m,1,Closed balcony,Available,Partial Renovation,Internet,,Street view,3,Yes,No,Not included,1 month,Lorri › Vanadzor,"90,000 ֏ monthly",AMD,"It is in very good condition and has everythingConvenienceThe price is 120,000 AMDFor more information callTranslated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18676767
Stone,Yes,Not available,4,,,81 sq.m.,3,1,from 2.7 m,1,Not available,,Old Renovation,,,,5,Yes,Yes,Included,By Agreement,"Garegin Nzhdeh street, Stepanavan","16,000 ֏ daily",AMD,Задается в аренду посуточноrented by the day,Dec-15-2022_21-10,https://list.am/en/item/18508668
Monolith,Yes,Not available,4,Playground,Outdoor parking,82 sq.m.,3,1,from 2.8 m,4,Multiple balconies,Available,Cosmetic Renovation,Television,"Fridge, stove, microwave, coffee maker, iron, hair dryer","Yard view, street view, park view",4,Yes,No,Not included,By Agreement,"Տարոն-2 թաղամաս 10-1 , Վանաձոր","80,000 ֏ monthly",AMD,A 3-room apartment is for rent in Taron 2 districtTranslated from Armenian,Dec-15-2022_21-10,https://list.am/en/item/18607047
Stone,No,Not available,5,Playground,"Outdoor parking, garage",100 sq.m.,4,1,from 2.8 m,3,Multiple balconies,Available,Cosmetic Renovation,"Television, air conditioner, internet, parking space","Fridge, stove, coffee maker, washing machine, drying machine, water Heater, iron, hair dryer","Street view, park view",4,Yes,No,Not included,By Agreement,"Moskovyan street 52/2, Vanadzor","200,000 ֏ monthly",AMD,"A 4-room apartment is available for rent, near the food market.There is also a garage.In case of questions, call viber on the specified phone number.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18708272
Stone,No,Not available,5,,,62 sq.m.,2,1,from 3 m,2,Multiple balconies,Available,Cosmetic Renovation,"Television, internet","Fridge, stove, washing machine","Yard view, street view",3,Yes,No,Not included,1 month,"Մյասնիկյան փողոց 7/25, Վանաձոր","120,000 ֏ monthly",AMD,"The apartment is located at Myasnikyan 7/25, it is the apartment above the carpet store. It has all the facilities, it is furnished, there is a refrigerator, gas stove, washing machine, TV, Wi-Fi, taxi, etc.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18378179
Stone,Yes,Not available,4,Playground,"Outdoor parking, garage",64 sq.m.,2,1,from 2.8 m,2,Open balcony,Available,Major Renovation,"Television, internet, parking space","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view",2,Negotiable,No,Not included,By Agreement,"Հակոբ Մեղապարտի փողոց, Ստեփանավան","100,000 ֏ monthly",AMD,"A 2-room apartment is for rent in the center of the city of Stepanavan, in a newly built district, with all utilities, fully furnished.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18634086
Stone,No,Available,5,Playground,Outdoor parking,49 sq.m.,2,1,from 2.75 m,1,Not available,Available,Euro Renovation,"Television, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view",4,Yes,No,Not included,By Agreement,"Tigran Mets Avenue, Vanadzor","10,000 ֏ daily",AMD,"Օրավարձով բնակարան Վանաձորում։Մաքուր բնակարան բոլոր կոմունալ հարմարություններով տալիս եմ օրականով։ Գինը կախված օրերի քանակից։ Կա ջեռուցում, լվացքի մեքենա, հեռուստացույց, ինտերնետ ։ Միշտ մաքուր անկողին և սրբիչներ ։ Գործակալություն չէ իմ բնակարանն է։Մենք ապահովում ենք կատարյալ մաքրությունԲնակարանում տրամադրում ենք բոլոր անհրաժեշտ պարագաները` Թեյնիկ, արդուկ, ֆեն, սպասքԼվացքի մեքենա, սառնարան,սպիտակեղեն, սրբիչներ, հողաթափերԿախված հյուրերի ու օրերի քանակից, գինը ենթակա է փոփոխմանApartments for daily rent in VanadzorOne two three room apartmentsWe provide perfect cleanlinessWe provide all the necessary accessories in the apartment: Kettle, iron, hair dryer, dishesWashing machine, refrigerator, air conditionerLinen, towels, slippersDepending on the number of guests and the number of days, the price is subject to changeКвартиры посуточно в ВанадзореКвартиры от 1 до 3 комнатОбеспечиваем безупречную чистотуПредоставляем все необходимые аксессуары в квартире: Чайник, утюг, фен, посуда.Стиральная машина, холодильник,Постельное белье, полотенца, тапочки",Dec-15-2022_21-10,https://list.am/en/item/18706676
Stone,No,Not available,2,,,70 sq.m.,1,1,from 2.75 m,2,Not available,Available,Major Renovation,Internet,"Fridge, microwave, coffee maker, iron","Yard view, street view",2,Yes,No,Not included,By Agreement,Lorri › Vanadzor,"100,000 ֏ monthly",AMD,"Ք. Վանաձորում Թումանյան հասցեում տրվում է վարձով բնակարան կոմունալ հարմարություններով, նոր վերանորոգված է 70 քմ:Сдается квартира с коммунальными удобствами по адресу Туманяна в Ванадзоре, с новым ремонтом, 70 квадратных метров.",Dec-15-2022_21-10,https://list.am/en/item/18671710
Stone,No,Not available,4,,,90 sq.m.,3,1,from 3 m,1,Closed balcony,Available,Old Renovation,,,,4,Yes,No,Included,2 months,"Tigran Mets Avenue 38, Vanadzor",$450 monthly,USD,"Со всеми удобствами. Квартира находится в центре города. Красная линия. Тигран Меци дом 38. Кому интересен, можно купить.",Dec-15-2022_21-10,https://list.am/en/item/18538790
Panels,No,Available,12,,,90 sq.m.,3,1,from 2.5 m,8,Open balcony,Available,Partial Renovation,,,,3,Yes,No,Not included,2 months,"Vardanants Street 51, Vanadzor","80,000 ֏ monthly",AMD,"The apartment is located in the Erebuni building, the elevator works normally, it is a very sunny house. It is rented to families for a long time.He will be free from November 1.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/17979931
Stone,No,Not available,5,"Intercom entry, concierge, playground",Outdoor parking,30 sq.m.,1,1,from 3 m,3,Open balcony,Available,Designer Renovation,"Television, air conditioner, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, iron, hair dryer",Street view,3,Yes,Yes,Included,By Agreement,Lorri › Vanadzor,"10,000 ֏ daily",AMD,Красивый апартамент с открытой верандой на проспект Тиграна Меца.,Dec-15-2022_21-10,https://list.am/en/item/18720672
Stone,No,Not available,5,,,72 sq.m.,3,1,from 2.75 m,5,Multiple balconies,Available,Major Renovation,Television,"Fridge, stove, washing machine","Yard view, street view",8+,Yes,Negotiable,Not included,1 month,"Chukhajyan street, Vanadzor","65,000 ֏ monthly",AMD,"Sunny, warm, furnished, with all utilities, open and closed balconies. There is a school and a kindergarten in the adjacent area. It is provided with appliances and furniture. The price is 65,000. It is provided with a contract.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18667138
Panels,No,Not available,5,,,51 sq.m.,2,1,from 2.5 m,3,Closed balcony,,Old Renovation,,,,,,,,,"Isahakyan street 17, Vanadzor","50,000 ֏ monthly",AMD,"It is provided with property, everything.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18401520
Bricks,Yes,Available,4,,,94 sq.m.,4,1,from 3 m,4,Multiple balconies,Available,Cosmetic Renovation,,,,8+,Yes,No,Not included,2 months,"Ղազարոս Աղայանի փողոց, Վանաձոր","150,000 ֏ monthly",AMD,"A 4-room apartment is for rent in Vaduz, in a 4-story building built after the earthquake, it is renovated, metal-plastic windows, hardwood floors, heating is available.The apartment has open and closed cellars, a garage and a basement.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18437553
Stone,No,Not available,5,,,40 sq.m.,2,1,from 2.8 m,2,Closed balcony,,Cosmetic Renovation,,,,,,,,,"Chukhajyan street, Vanadzor","60,000 ֏ monthly",AMD,"2 rooms for rent. Apartment, WITHOUT PROPERTY, EMPTY, Chukhajyan str. Acquisition of property at the expense of monthly paymentTranslated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18410334
Stone,No,Not available,5,,,54 sq.m.,2,1,from 2.75 m,5,Not available,Available,Euro Renovation,,,,3,Yes,Negotiable,Not included,1 month,"Moskovyan street, Vanadzor","70,000 ֏ monthly",AMD,"A 2-room apartment is for rent in the city of Vanadzor, in Moskovyan 60 building. Constant hot and cold water. No fridge, washing machine.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/17945836
Stone,No,Not available,5,,Outdoor parking,56 sq.m.,2,1,from 2.8 m,3,Open balcony,By agreement,Cosmetic Renovation,Parking space,,"Yard view, city view",5,Yes,Yes,Not included,3 months,Lorri › Vanadzor,"55,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան Դիմաց թաղամասում՝ Վանաձոր քաղաքում, 10 դպրոցի դիմաց։Կարճաժամկետ չի տրվում, միմիմում 6 ամիս, գոնե 2 ամսվա դեպոզիտով։Մանրամասն տեղեկությունների համար զանգահարել կեսօրից (12:00) մինչև կեսգիշեր (24:00) :Сдаётся в аренду двухкомнатная квартира в районе Димац - в городе Ванадзор, перед школой номер 10.Не выдается краткосрочно, 6 месяцев минимум, с депозитом не менее 2 месяцев.За деталную информацию звоните с полудня (12:00) до полуночи (24:00)",Dec-15-2022_21-10,https://list.am/en/item/18641752
Stone,Yes,Not available,5,,Outdoor parking,56 sq.m.,2,1,from 2.8 m,2,Closed balcony,Available,Cosmetic Renovation,"Television, internet","Fridge, stove, coffee maker, washing machine, water Heater",Street view,4,Yes,No,Not included,Without prepayment,"Zaqaryan street, Vanadzor","8,000 ֏ daily",AMD,"Apartment for daily rent in Vanadzor, apartment for daily rent in Vanadzor, with constant hot and cold water, internet, automatic washing machine, refrigerator, dishes, towels, bed. It is heated with gas, it is sunny and warm.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18657699
Stone,Yes,Not available,5,,,50 sq.m.,1,1,from 2.8 m,5,Closed balcony,,Partial Renovation,,,,,,,,,"Stepan Zoryan street 79/1, Vanadzor","55,000 ֏ monthly",AMD,"The apartment is located at Zoryan 7997, in good condition, 1 room, 50 square meters, gas, water, electricity, the number is the same.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18343389
Stone,No,Not available,4,,,53 sq.m.,2,1,from 2.5 m,4,Open balcony,Partial Furniture,Cosmetic Renovation,,,,2,Negotiable,Negotiable,Not included,2 months,"Grigor Lusavorich street, Vanadzor","150,000 ֏ monthly",AMD,"Kitchen furniture, Washing machine, Refrigerator, Gas stove, Bedroom furniture with 3 large wardrobes, 1.5-person bed, ant-hole wardrobe, 2 armchairs, Living room wardrobe, Computer table.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18406107
Stone,No,Not available,5,,,42 sq.m.,1,1,from 3 m,2,Closed balcony,Partial Furniture,Euro Renovation,"Television, internet","Fridge, stove, washing machine, water Heater, iron","Yard view, street view",2,Yes,No,Not included,By Agreement,"Zaqaryan street, Vanadzor","100,000 ֏ monthly",AMD,"The apartment is completely renovated, with all utilities. It is sunny naturally, the heating is with energy.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18717475
Stone,Yes,Available,9,Playground,Outdoor parking,68 sq.m.,3,1,from 2.8 m,2,Closed balcony,Not available,No Renovation,Internet,Fridge,City view,3,Yes,Yes,By Agreement,By Agreement,"Avetik Isahakyan Street 4, Vanadzor","24,500 ֏ monthly",AMD,Opposite district near the park Rush!Translated from Armenian,Dec-15-2022_21-10,https://list.am/en/item/18717059
Stone,No,Not available,5,,,65 sq.m.,2,1,from 3 m,3,Closed balcony,Available,Cosmetic Renovation,,,,2,No,No,Not included,By Agreement,"Shinararneri street 1, Vanadzor","80,000 ֏ monthly",AMD,"A 2-room apartment is for rent in Dimats district, next to the park. Cosmetically renovated, with property.The bathroom is an old renovation, if you wish, you can renovate it, the costs will be covered by the rent.THE APARTMENT IS LOCATED IN VANADZOR CITY, NOT IN YEREVANTranslated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18548981
Stone,No,Not available,4,,,30 sq.m.,1,1,from 2.7 m,4,Open balcony,Partial Furniture,Partial Renovation,Television,"Stove, water Heater",City view,3,Yes,No,Not included,1 month,"Agayan street, Vanadzor","30,000 ֏ monthly",AMD,"Apartment for rent 15 near the school, a little above the park. 1 room, partially furnished, gas, electricity, hot and cold water.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18716675
Bricks,No,Not available,5,,,80 sq.m.,3,1,from 2.8 m,4,Not available,Available,Cosmetic Renovation,,,,5,Yes,Yes,Not included,1 month,"Meqenashinararneri district, Vanadzor","80,000 ֏ monthly",AMD,"3-комнатная квартира, город Ванадзор, улица Мекенашинарарнери. Квартира расположена на 4 этаже 5 этажного кирпичного дома, общая площадь 80 кв. М, окна выходят во двор. В квартире косметический ремонт. Оперативный показ.В пешей доступности расположены продуктовые магазины, продуктовый рынок, детские сады, школа, а также отделение банка, салон красоты, остановка общественного транспорта.",Dec-15-2022_21-10,https://list.am/en/item/18434135
Stone,No,Not available,5,,,70 sq.m.,3,1,from 2.8 m,3,Not available,Available,Major Renovation,,,,6,Yes,No,Not included,1 month,"Tavros 4-th street 1st lane, Vanadzor","200,000 ֏ monthly",AMD,"3 комнатная квартира с хорошим ремонтом, 70 кв. М, отопление есть, вся необходимая мебель и техника есть",Dec-15-2022_21-10,https://list.am/en/item/18478770
Monolith,No,Not available,5,,,54 sq.m.,1,1,from 2.5 m,1,Closed balcony,,Cosmetic Renovation,,,,,,,,,"Տարոն-2 թաղամաս 10-1, Վանաձոր","40,000 ֏ monthly",AMD,"Վարձով է տրվում 1սենյականոցբնակարան տարոն 2 թաղամասում (ՔՇՀ4/26 առաջին կանգառի մոտակայքում) Տրվում է միայն ընտանիքի և երկար ժամանակով։ (մին. 5ամսով) Գտնվում է նորմալ վիճակում։Ձանգեն միայն ու միայն պարկեշտ և խնամքով վերաբերող մարդիկ։40000դրամ Ամսավճարը միայն սկզբնական։Գնի իջեցման համար խնդրում ենք ավելորդ ժամանակ չխլել։Բնակարանում առկա է գազ, լույս, ջուր (տաք և սառը) Սառնարան և լվացքի մեքենա չկա։Сдается в аренду 1 комнатаквартира в районе Тарон 2 (рядом с первой остановкой КШХ4/26) предоставляется только семье и на длительный срок. (мин. 5 месяцев) находится в нормальном состоянии. Вызовут только и только порядочные и заботливые люди. Ежемесячная плата в 40000 драм только начальная. Пожалуйста, не тратьте лишнее время на снижение цены. В квартире газ, свет, вода (горячая и холодная)",Dec-15-2022_21-10,https://list.am/en/item/17827291
Panels,No,Available,9,Playground,Outdoor parking,67 sq.m.,3,1,from 2.7 m,3,Open balcony,Available,Partial Renovation,,,,8+,Yes,Yes,Not included,2 months,"Moskovyan street 68, Vanadzor","100,000 ֏ monthly",AMD,The apartment is furnished with all utilitiesTranslated from Armenian,Dec-15-2022_21-10,https://list.am/en/item/18667355
Stone,No,Not available,5,,,44 sq.m.,1,1,from 2.8 m,4,Closed balcony,Available,Cosmetic Renovation,"Television, internet","Washing machine, water Heater",,4,Yes,Negotiable,Not included,1 month,"Lazyan street, Vanadzor","70,000 ֏ monthly",AMD,"The apartment is sunny, it is given with furniture, it has constant hot and cold water, the bathroom is tiled, there is everything for living, except for a refrigerator.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18286349
Panels,No,Available,9,Playground,Outdoor parking,50 sq.m.,1,1,from 2.7 m,3,Open balcony,Available,Old Renovation,"Television, internet, parking space","Fridge, stove, coffee maker, washing machine, water Heater",Yard view,2,Negotiable,Negotiable,Not included,2 months,"Գրիգոր Լուսավորչի փողոց 39/1, Վանաձոր","80,000 ֏ monthly",AMD,"A one-room apartment in the center of Vanadzor is for rent. It is fully furnished with all utilities, European windows (permanent gas, electricity, hot and cold water) There is an open balcony. It is close to the market, the bus station, the square, the park, there is also a school and a kindergarten in the area. The apartment is for rent for 1 or 2 people, for a long term - at least 6 months. High speed internet is also included in the price. The apartment will be free from December 22, if you pay the money for 4 months at once, the BACSI system will be installed.The price is negotiable.ATTENTION!Information for callers from Yerevan, the city of Vanadzor is not located in Yerevan, it is located in the Lorva region.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18407201
Stone,No,Not available,3,,Outdoor parking,36 sq.m.,1,1,from 3.2 m,2,Not available,Available,Euro Renovation,"Television, internet","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",City view,2,Negotiable,Negotiable,Included,Without prepayment,"Tigran Mets Ave 27, Vanadzor","9,000 ֏ daily",AMD,"Сдается однокомнатная квартира в центре города Ванадзор. Евроремонт, мебилированна польностью, отопление, горячая вода, интернет имеются.",Dec-15-2022_21-10,https://list.am/en/item/18602264
Stone,Yes,Not available,2,,,50 sq.m.,5,2,from 2.5 m,2,Open balcony,Available,Euro Renovation,,,,7,Negotiable,No,By Agreement,By Agreement,Lorri › Stepanavan,"10,000 ֏ daily",AMD,"Oxygen holiday home is located in the village of Gyulagarak, Lori marz.It is a two-story private house, it has 4 rooms, 2 bathrooms, 2 kitchens, 2 open balconies, a large yard, a garage, a garden, a barbecue, a swing.It has all utilities (hot/cold constant water)The distance from the Arboretum is 1 km.The air is clean, the area is quiet.It is suitable for families, small groups of tourists. 10,000 AMD for 1 camelTranslated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/17641687
Stone,No,Not available,5,,,102 sq.m.,4,1,from 2.8 m,4,Multiple balconies,Available,Partial Renovation,,,Yard view,8+,Yes,Yes,Not included,2 months,"Nairi street 5, Vanadzor","90,000 ֏ monthly",AMD,"Վարձով է տրվում 4 սենյականոց բնակարան Վանաձոր քաղաքում, 5 հարկանի շենքի 4-րդ հարկում (Նաիրի փողոց, 5/23) ։ Բնակարանը ապահովված է կոմունալ բոլոր հարմարություններով՝ գազ, ջուր, լույս։ Առկա է անհրաժեշտ տեխնիկա (հեռուստացույց, լվացքի մեքենա, սառնարան, գազօջախ, պահարան) և կահույք:Բնակարանն ազատ կլինի հունվարի 1-ից:Сдается четырехкомнатная квартира совсеми удобствами (ул. Наири, 5/4 этаж. В квартире есть все условия для комфортного проживания, необходимая бытовая техника (холодильник, газовая плита, стиральная машина, телевизор) и мебель. Квартира очень солнечная.Квартира можно будет здать 01.01.2023.",Dec-15-2022_21-10,https://list.am/en/item/18428135
Stone,Yes,Not available,2,,Outdoor parking,70 sq.m.,2,1,from 2.7 m,2,Closed balcony,Available,Major Renovation,Internet,"Fridge, microwave, coffee maker",Street view,3,Negotiable,No,Not included,1 month,"Թումանյան փողոց 6Ա, Վանաձոր","100,000 ֏ monthly",AMD,"Ք. Վանաձորում թումանյան հասցեում տրվում է վարձով բնակարան 70 քմ նոր վերանորոգված է: Գործում է նաեվ օրավարձով 12.000-օրըСдается квартира площадью 70 квадратных метров по адресу Туманяна в Ванадзоре, с новым ремонтом",Dec-15-2022_21-10,https://list.am/en/item/18679482
Panels,No,Available,9,,,65 sq.m.,2,2,from 2.75 m,4,Closed balcony,Available,Old Renovation,,,,6,Yes,No,Not included,1 month,"Usanogakan street, Vanadzor","100,000 ֏ monthly",AMD,It is for rent at 16 Studenta Street(Opposite district)The military commissariat is located near the building. Agricultural College. Polytechnic University. VTC (Technological Center)There is a geyser in the bathroom. There is only cold water in the kitchen. Heating by a gas stove. Washing machine. There is no refrigerator yet.Translated from Armenian,Dec-15-2022_21-10,https://list.am/en/item/18538930
Stone,Yes,Not available,5,,,70 sq.m.,2,1,from 2.7 m,2,Open balcony,,Euro Renovation,,,,,,,,,Lorri › Vanadzor,"100,000 ֏ monthly",AMD,"The apartment is sunny.All utilities are available.Kitchen furniture (washing machine, refrigerator), bedroom furniture, living room furniture (TV)Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18416820
Panels,No,Not available,4,,,63 sq.m.,2,1,from 2.7 m,3,Closed balcony,,Cosmetic Renovation,,,,3,Yes,No,Not included,2 months,"Տարոն-2 թաղամաս 10-1, Վանաձոր","70,000 ֏ monthly",AMD,"It is located next to the polyclinic. For the rest, call.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18524789
Stone,No,Not available,5,Playground,Outdoor parking,80 sq.m.,3,1,from 3.2 m,1,Closed balcony,Available,Major Renovation,"Television, parking space","Fridge, stove, microwave, water Heater",Yard view,4,Yes,Yes,By Agreement,By Agreement,"Улица Татеракан, Ванадзор","350,000 ֏ monthly",AMD,"Сдается 3х комн. Квартира со вс. Удобствами, также как офис - квартира, 0ой этаж.",Dec-15-2022_21-10,https://list.am/en/item/18431648
Stone,No,Not available,5,,Outdoor parking,36 sq.m.,2,1,from 2.8 m,2,Not available,Available,Major Renovation,"Television, parking space","Fridge, stove, coffee maker, washing machine, water Heater, iron",Yard view,5,Yes,No,Not included,By Agreement,"Shinararneri street 7, Vanadzor","120,000 ֏ monthly",AMD,"The house has all comforts, there is hot water, hard water, constant water, call for more detailed informationTranslated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18712274
Stone,No,Not available,5,,Outdoor parking,45 sq.m.,2,1,from 2.75 m,2,Not available,Available,Euro Renovation,"Television, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron","Yard view, street view",4,Yes,No,Included,By Agreement,"Garegin Nzhdeh Street 2, Vanadzor","9,000 ֏ daily",AMD,"A beautiful newly renovated apartment in the center of Vanadzor city is for daily rent, all utilities, dishes, care items, bedding are available. There is wi-fi connection and TV channels.Translated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18650492
Bricks,No,Not available,2,,,37 sq.m.,1,1,from 2.6 m,2,Open balcony,Partial Furniture,Old Renovation,,Fridge,Street view,2,Yes,No,Not included,1 month,Lorri › Vanadzor,"50,000 ֏ monthly",AMD,"A 1-room apartment on the second floor is for rentThe building is located near the Pedagogical University*The apartment is in quite good condition* There is no fridge, washing machine and TV in the apartmentYou can see the apartment after the 15th of the monthTranslated from Armenian",Dec-15-2022_21-10,https://list.am/en/item/18695483
Stone,No,Not available,5,,,50 sq.m.,1,1,from 2.8 m,5,Closed balcony,,Old Renovation,,,,,,,,,Lorri › Vanadzor,"40,000 ֏ monthly",AMD,Call for detailsTranslated from Armenian,Dec-15-2022_21-10,https://list.am/en/item/18255957
