Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Stone,Yes,Not available,1,16 sq.m.,1,1,from 2.6 m,1,Open balcony,Major Renovation,"Mazmanyan Street, Gyumri","8,000 ֏ daily",AMD,"2 There is also a garage with all communal facilities for a person, adjacent to the central square, not far from the market, the address is Mazmanyan 181Translated from Armenian",Nov-24-2022_17-53,,4,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18243474
Stone,Yes,Not available,4,68 sq.m.,3,1,from 2.75 m,3,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"60,000 ֏ monthly",AMD,"Լուսավոր, հարմարավետ, կահավորված ։",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18364349
Stone,No,Not available,4,60 sq.m.,2,1,from 2.8 m,3,Open balcony,Designer Renovation,"Վազգեն Սարգսյան փողոց 6, Գյումրի","15,000 ֏ daily",AMD,"Դիրքը արևելք֊արևմուտք, իդեալական վիճակ, մշտական տաք և սառը ջուր, սառնարան, լվացքի մեքենա, անհատական ջեռուցման համակարգ, մաքուր սպիտակեղեն, սրբիչներ, ինտերնետ, հեռուստացույց (առավելագույնը 4֊5 հոգու համար)Сдаётся в аренду 2-х конатная квартира, дизайнерский ремонт, постоянная горячая и холодная вода, стиральная машинка, холодильник, интернет, ТВ, свежее постельное белье и полотенца (для 4-5 человека)",Nov-24-2022_17-53,Available,3,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/16603052
Stone,No,Not available,5,78 sq.m.,3,1,from 2.8 m,4,Closed balcony,Partial Renovation,"Կամոյի փողոց 46, Գյումրի","8,000 ֏ daily",AMD,A three room apartment is for rent on Kamo 46.You can write or call the mentioned number for details.Translated from Armenian,Nov-24-2022_17-53,Available,3,Yes,Yes,Included,Without prepayment,,,,,,https://list.am/en/item/16742345
Stone,No,Not available,3,50 sq.m.,3,1,from 2.8 m,1,Not available,Euro Renovation,Shirak › Gyumri,"15,000 ֏ daily",AMD,"In the small center of Gyumri, right next to the central square, next to the market. 30 meters away. Apartment for daily or monthly rent. The apartment is fully renovated, furnished with furniture, necessary appliances, there is Wi-Fi.The apartment is designed for up to 5 people. The apartment has all the necessary items for living, ideal cleanliness is maintained, feel at home.The area is monitored by video cameras.1 person 12000 days more than 3 days2 In case of renting a person for 17000 days.3-4 people do 20,000 days5 Person 25,000 pairsКвартира посуточно в самом центре города, оборудован всем necessities для проживанияApartment for daily rent in the very center of the city, equipped with everything necessary for living:Click on my page to see all my Ads and all will be visible.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/16040128
Stone,Yes,Not available,5,67 sq.m.,2,1,from 2.8 m,3,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"Տրվում է վարձով 2 + 1 վերանորոգված, կոմունալ բոլոր հարմարություններով, կահավորված բնակարան։ Ք. ԳՅՈՒՄՐԻ, Կամոյի փողոց, շենք 42։Сдается квартира 2 + 1 с ремонтом, со всеми с удобствами и меблированный. Г. ГЮМРИ, улица Каир, здание 42.Translated from Armenian",Nov-24-2022_17-53,Available,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18347449
Stone,No,Not available,5,107 sq.m.,3,1,from 2.75 m,5,Open balcony,Euro Renovation,"Kamo Street 48A, Gyumri","150,000 ֏ monthly",AMD,Евро ремонт с мебелю,Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18252176
Bricks,Yes,Not available,4,45 sq.m.,1,1,from 2.8 m,2,Not available,Designer Renovation,Shirak › Gyumri,"14,000 ֏ daily",AMD,Сдается в аренду квартираВ квартире есть все коммунальные услугиудобства:* Система отопления* Газовая плита* Телевизор* Холодильник* Автоматическая стиральная машина* Долгосрочная арендадепозит за 1 месяцЗвоните для более подробной информации:Translated from Armenian,Nov-24-2022_17-53,Available,2,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/15369025
Stone,No,Not available,4,64 sq.m.,2,1,from 2.8 m,1,Open balcony,Cosmetic Renovation,"Բագրատունյաց հրապարակ 8, Գյումրի","10,000 ֏ daily",AMD,"Занято до 21ноября2022гКвартира находится в самом центре ГюмриЕсть хороший интернет, телевидение с росс и местными каналами, отопление, горячая вода круглосуточно, кухня с газовой плитой где можно приготовить еду, нормальная ванная комната. Чистое постельное белье и полотенца.",Nov-24-2022_17-53,Available,6,Yes,No,Included,Without prepayment,,,,,,https://list.am/en/item/16387961
Monolith,Yes,Not available,4,43 sq.m.,1,1,from 2.5 m,1,Closed balcony,Cosmetic Renovation,"Paruyr Sevak St, Gyumri","200,000 ֏ monthly",AMD,An apartment with all communal facilities is available for rent and daily rentTranslated from Armenian,Nov-24-2022_17-53,Available,2,Yes,No,Not included,2 weeks,,,,,,https://list.am/en/item/17002254
Monolith,Yes,Not available,4,82 sq.m.,3,1,from 2.8 m,1,Multiple balconies,Major Renovation,"Квартал Муш 2 10-2Е, Гюмри","170,000 ֏ monthly",AMD,"Здается в аренду 3-х комнатная квартира в квартале Муш. Квартира капитально ремонтированно, есть газ, автономное отопление, просторная кухня с кухонным мебелью, стиральная машина, холодильник, недостающие аксессуары можно купить по ходу. Все комнаты большие, вид оконь восток -западь.",Nov-24-2022_17-53,Available,4,Yes,No,Not included,1 month,"FRidge, stove, washing machine, water heater",YArd view,,,,https://list.am/en/item/18361438
Stone,Yes,Not available,1,44 sq.m.,1,1,from 2.8 m,1,Open balcony,Major Renovation,"Շիրակացի փողոց 4/6, Գյումրի","10,000 ֏ daily",AMD,"Օրավարձով բնակարան Փոքր ԿենտրոնումԱռկա են բոլոր հարմարություններըՄարդկանց և օրերի քանակից կախված արժեքը կարող է փոփոխվելПосуточно сдается современно обставленная квартира в Малом ЦентреЕсть все удобства может поменяться в зависимости от суток пребывания и числа проживающихA modernly furnished apartment is for daily rent in the Small CenterAll the amenities are availableThe price may vary depending on the number of days and peopleՈւշադրություն!ԱՆՁԵՐԻ ՔԱՆԱԿԻՑ, ՕՐԵՐԻ ՈՒ ԺԱՄԵՐԻ ՏԵՒՈՂՈՒԹՅՈՒՆԻՑ ԳԻՆԸ ԵՆԹԱԿԱ Է ՓՈՓՈԽՄԱՆ",Nov-24-2022_17-53,,2,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/17548137
Stone,Yes,Not available,4,70 sq.m.,3,1,from 3 m,2,Closed balcony,Euro Renovation,"Sayat Nova avenue 1, Gyumri","5,000 ֏ daily",AMD,"Private house, with separate yard, fencedFor daily rent,ATTENTION!3 jam @ _ 5000dram:Attention!PRICE IS CHANGE BY NUMBER OF PERSONS, DAYS AND HOURSCode 18746Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/13898957
Stone,Yes,Not available,4,120 sq.m.,5,2,from 3 m,1,Multiple balconies,Euro Renovation,Shirak › Gyumri,"5,000 ֏ daily",AMD,"Orakan,3jam_ 50002andz 100002 + 150005 + 25000arka en anvtangutyan tesaxciknerուշադրություն!Անձերի քանակից, օրերի ու ժամերի տեւողությունից գինը ենթակա է փոփոխմանԿոդ 14746",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/13973328
Stone,Yes,Not available,2,70 sq.m.,3,1,from 3 m,2,Not available,Major Renovation,"Նիկոլայ Ռիժկովի փողոց 1, Գյումրի","5,000 ֏ daily",AMD,"An apartment is for daily rent in the middle of Kirov alley, there are all the communal facilities, wi-fi, smart tv, piano, fireplace, etc. The price depends on the number of people, and time.Attention!PRICE IS CHANGE BY NUMBER OF PERSONS, DAYS AND HOURSTranslated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17149060
Stone,Yes,Not available,4,40 sq.m.,1,1,from 2.6 m,3,Open balcony,Euro Renovation,"Furmanov street, Gyumri","10,000 ֏ daily",AMD,"With all amenities in the city center. TV, washing machine, refrigerator, dishes, hot and cold, bedding, dishes.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/14915600
Stone,No,Not available,3,60 sq.m.,1,1,from 3 m,3,Open balcony,Cosmetic Renovation,"Gorki Street 76, Gyumri","200,000 ֏ monthly",AMD,В пойоне Муш Сдаётся двухкомнатная квартира со всеми удобствами ремонт мебель отопление и все удобства.,Nov-24-2022_17-53,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/17464791
Stone,Yes,Available,7,70 sq.m.,3,1,from 2.6 m,2,Not available,Partial Renovation,Shirak › Gyumri,"150,000 ֏ monthly",AMD,"Renovated and partially furnished, bright and spacious rooms, hot and cold waterTranslated from Armenian",Nov-24-2022_17-53,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18142221
Panels,No,Not available,5,52 sq.m.,1,1,from 2.75 m,2,Not available,Euro Renovation,"Minas Avetisyan street 37, Gyumri","120,000 ֏ daily",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-53,Available,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/16348308
Stone,Yes,Not available,4,42 sq.m.,1,1,from 2.8 m,3,Not available,Euro Renovation,"Անի թաղամասի 7-րդ փողոց 2, Գյումրի","120,000 ֏ monthly",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-53,Available,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/16336698
Stone,Yes,Not available,4,48 sq.m.,1,1,from 3 m,3,Open balcony,Euro Renovation,Shirak › Gyumri,"12,000 ֏ daily",AMD,"It is for daily rent on the 3rd floor of a new building, newly renovated, with new property, smart TV, internet.Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Included,Without prepayment,,,,,,https://list.am/en/item/17813911
Monolith,No,Not available,4,110 sq.m.,4,1,from 2.7 m,4,Closed balcony,Euro Renovation,"8th district, Gyumri","120,000 ֏ monthly",AMD,Хорошая светлая квартира с двумя балконами газ. Вода. Свет. Есть. 4 комнаты,Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18193843
Stone,Yes,Not available,4,48 sq.m.,1,1,from 2.8 m,1,Not available,Euro Renovation,"Շիրակացի փողոց 54, Գյումրի","15,000 ֏ daily",AMD,"Օրավարձով է տրվում 1 սենյականոց եվրովերանորոգվածբնակարան բոլոր կոմունալ հարմարություններովՎեգա խանութի հարեվանությամբՏանը կա Wi-Fi:Сдается 1 комнатная квартира посуточно с евроремонтомсо всеми коммунальными удобствами по соседству с магазином VEGA,В доме есть Wi-Fi.Есть вариант на длительный срок",Nov-24-2022_17-53,,4,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18229764
Stone,No,Not available,5,97 sq.m.,3,1,from 2.5 m,1,Closed balcony,Cosmetic Renovation,"Kamo street, Gyumri","10,000 ֏ daily",AMD,"An apartment for daily rent in the city of Gyumri, near the center, near Rustaveli StreetThe apartment is equipped with all utilities, fully renovated bathroom, all kitchen facilities, dishes, high speed internet connection with 4k full hd TV. The daily wage depends on the number of people.Translated from Armenian",Nov-24-2022_17-53,Available,5,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/16518955
Stone,Yes,Not available,5,45 sq.m.,2,1,from 2.75 m,2,Open balcony,Major Renovation,Shirak › Gyumri,"150,000 ֏ monthly",AMD,Apartment for rent in GyumriTranslated from Armenian,Nov-24-2022_17-53,,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18262867
Stone,Yes,Not available,4,50 sq.m.,2,1,from 2.75 m,2,Open balcony,Designer Renovation,Shirak › Gyumri,"9,000 ֏ daily",AMD,"Apartment for daily rent in Gyumri Օրավաձով բնակարան գյումրիումԲնակարանը վերանորոգված է, ապահովված կոմունալ բոլոր հարմարություններով՝ մշտական տաք և սառը ջուր, անհատական ջեռուցման համակարգ։ Բնակարանում առկա է անկողնային պարագաներ և սպիտակեղեն, սրբիչներ, սպասք, ամբողջությամբ կահավորված` Հեռուստացույց, WI-Fi սառնարան, լվացքի մեքենա: Անմիջական հարևանությամբ՝ սուպերմարկետ, երթուղային տաքսիների և տաքսիների կանգառ:Квартира с евроремонтом, обеспечена всеми коммунальными удобствами: Постоянная горячая-холодная вода, индивидуальная система отопления. В квартире есть постельное белье, полотенца, посуда, полностью меблирована: Телевизор, WI-Fi холодильник, стиральная машина. В непосредственной близости: Супермаркет, маршрутка և остановка такси.",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17046473
Monolith,Yes,Not available,4,48 sq.m.,1,1,from 2.5 m,2,Open balcony,Euro Renovation,"9th Street, Mushavan","50,000 ֏ monthly",AMD,"Сдается квартира в районе Муш 2. Со всеми коммунальными удобствами, в квартире есть газовая плита, холодильник, стиральная машина.",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17979967
Stone,Yes,Not available,4,40 sq.m.,1,1,from 2.8 m,3,Open balcony,Euro Renovation,"Shahumyan street 188, Gyumri","12,000 ֏ daily",AMD,"Բնակարանը գտնվում է Վարդանանց հրապարակի հարևանությամբ, վերանորոգված է, ապահովված կոմունալ բոլոր հարմարություններով՝ մշտական տաք և սառը ջուր, անհատական ջեռուցման համակարգ, օդորակիչ։ Բնակարանում առկա է անկողնային պարագաներ և սպիտակեղեն, սրբիչներ, սպասք, արդուկ, ֆեն, ամբողջությամբ կահավորված` Հեռուստացույց, WIFI, սառնարան, լվացքի մեքենա:Գները կարող են փոփոխվել կախված վարձակալելու ժամանակահատվածից և մարդկանց քանակից:1 անձը-12 0002 անձը-14 0003 անձը-16 0004 անձը-20 000Отопление, горячая и холодная вода, туалет, душь, газ, постельное белье, полотенца, посуда, полностью меблирована, ТВ, Wi-Fi, холодильник, стиральная машина. В непосредственной близости, супермаркет, автобусные остановки и такси микроавтобус.Цены могут меняться в зависимости от длительности аренды и количество людей.",Nov-24-2022_17-53,Available,4,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18073564
Stone,No,Not available,3,75 sq.m.,2,2,from 3.5 m,2,Closed balcony,Old Renovation,"Artak Episkopos Smbatyan Street 10, Gyumri","300,000 ֏ monthly",AMD,"Guest House Gyumretsi, Гостевой Дом ГюмрециShirak › GyumriIt opens its hospitable doors to you, offering all the necessary conditions for a relaxing stay.Gyumretsi Guest House is located in the center of Gyumri city, adjacent to Vardanants Square. The guest house has 5 rooms, each room has a separate bathroom with shower, double bed, wardrobes, hygiene items, wifi, cable TV channel. The guest house is very suitable for spending time with the family, as it has a large yard, barbecue, dining room, kitchen. Near the guest house are the SEVEN and AMENAPRKICH churches, the OKTEMBER cinema, the houses of ASLAMAZIAN SISTERS, MHER MKRTCHIAN, AVETIK ISAHAKYAN.Price list:1 person 15,000 Dr.2 rams 20,000 Dr.3 persons 25000 AMD.Гостевой дом Гумреци is located in the center of Gyumri, not far from Vardanants Square. Hygiene items, Wi-Fi, cable television. The house is very convenient for family recreation, as it has a large yard and a barbecue.Price list.1 per. 15,000 drams2 per. 20,000 drams3 per. 25,000 drams_K. Artak Bishop Smbatyan 14, Gyumrid. Gyumri, str. Episkopa Artaka smbatyana 14.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18358810
Panels,No,Not available,4,61 sq.m.,2,1,from 2.7 m,4,Open balcony,Cosmetic Renovation,"Minas Avetisyan street, Gyumri","95,000 ֏ monthly",AMD,"It is for rent to honest people for the mahrams, don't be unreasonable, don't bother, 58 district, the house is in the back of the university, the house is for sale together with the property, negotiableTranslated from Armenian",Nov-24-2022_17-53,Available,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/17801965
Stone,Yes,Not available,4,65 sq.m.,3,1,from 2.7 m,1,Closed balcony,Major Renovation,Shirak › Gyumri,"100,000 ֏ monthly",AMD,Call for questionsTranslated from Armenian,Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18220330
Stone,No,Not available,5,45 sq.m.,2,1,from 2.7 m,3,Not available,Major Renovation,Shirak › Gyumri,"70,000 ֏ monthly",AMD,"Available with property, call for detailsTranslated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18220298
Stone,Yes,Not available,1,130 sq.m.,3,1,from 2.8 m,1,Not available,Euro Renovation,"Ghorghanayn Street, Gyumri","25,000 ֏ daily",AMD,"Օրավարձով է տրվում տուն՝Գյումրու կենտրոնում: Տունը կապիտալ վերանորոգված է, տեղադրված են եվրո պատուհաններ և միջսենյակային փայտյա դռներ: Հատակը սալիկապատված է, ննջասենյակում՝ մանրահատակ: Տունն ապահովված է շուրջօրյա ջրամատակարարմամբ և գազամատակարարմամբ։Տունը նախատեսված է 6-7 անձի համար։Տունն ունի խոհանոց ՝իր բոլոր հարմարություններով, լոգարան և լոգասենյակ։ ՈԻՆԻ 2 ԿԱՅԱՆԱՏԵՂ. «Сдается дом в центре Гюмри посуточно. Дом полностью отремонтирован, установлены евро окна, межкомнатные деревянные двери. Пол выложен плиткой, в спальне - паркет. Дом обеспечен круглосуточной водой и газом. Дом рассчитан на 7-8 человек. В доме есть кухня со всеми удобствами, ванна, душевая. Две парковки",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17978019
Stone,No,Not available,2,30 sq.m.,1,1,from 2.8 m,1,Open balcony,Designer Renovation,"Gorki Street 33, Gyumri",$800 monthly,USD,"Բնակարանը գտնվում է քաղաքի կենտրոնում: Հնարավոր է նաև վարձակալել օրավարձով` 45 դոլլար: Բնակարանում կարող են հյուրընկալվել առավելագույնը երեք անձ:Квартира на сдачу в центре Гюмри. Максимум 3 гостя. Оплата за месяц- 800 долларов, за день - 45 долларов.",Nov-24-2022_17-53,,2,Yes,No,Not included,2 weeks,,,,,,https://list.am/en/item/17513423
Stone,No,Not available,5,74 sq.m.,3,1,from 2.7 m,5,Multiple balconies,Cosmetic Renovation,"Սաշա Գրիգորյանի փողոց, Գյումրի","80,000 ֏ monthly",AMD,"The apartment is located in the railway station, hot and sunny, has constant hot and cold water, close to the bus stop, there are 27 schools, shops nearbyTranslated from Armenian",Nov-24-2022_17-54,,8+,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18252492
Stone,Yes,Not available,5,72 sq.m.,2,1,from 2.5 m,3,Closed balcony,Cosmetic Renovation,"Yerevan Highway, Gyumri","130,000 ֏ monthly",AMD,"A 2-room apartment is for rent, with all amenities, with a cash system, euro windows and an iron door.THE APARTMENT WILL BE AVAILABLE FROM FEBRUARYTranslated from Armenian",Nov-24-2022_17-54,,8+,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/17505043
Stone,Yes,Not available,3,80 sq.m.,3,1,from 2.7 m,2,Not available,Euro Renovation,"13th Street 8/3, Gyumri","15,500 ֏ daily",AMD,"Վարձով է տրվում 3 սենյականոցբ բնակարան Գյումրի քաղաքի Անի (58) թաղամասում, գերարագ ինտռնետ, կբհ, գազ լույս տաք և սառը ջուր, ջեռուցում 3/2 հարկ: Չբնակեցված, կահույքով, անկողնային պարականներով, խոհանոցային պարագաններ (ամբողջ կոմպլեկտ), հեռուստացույց, արդուկ, փոշեկուլ, ֆեն.Ավտոմեքենայի կայանատեղի:Ամսավճարը 150000 դրամ:Г. Гюмри.Уютные апартаменты класса комфорт в новом доме. Супермаркеты, рынок, аптеки, банкоматы -рядом (200-600м) Скоростной интернет, питьевая вода 24/7, теплая вода, отоп.В квартире есть всё необходимое для комфортного проживания.Кровать двухспальная, диванБытовая техника (стиральная машина, газовая плита, холодильник, чайник,Кухонные принадлежности, посуда, утюг, фен, пылесос.Влажная уборка после каждого гостя. Новое постельное бельё и полотенца.Цена зависит от количества гостей, длительности проживания и сезона. Уточняйте окончательную стоимость по телефону. Цена 150 000 драм.",Nov-24-2022_17-54,Available,5,Yes,Yes,Not included,2 months,,,,,,https://list.am/en/item/17852488
Stone,Yes,Not available,4,55 sq.m.,2,1,from 3 m,2,Not available,Euro Renovation,"Sayat Nova avenue 1, Gyumri","25,000 ֏ daily",AMD,"Բնակարանները վաձով է տրվում և օրավարձով, և ամսեկան վարձով: Բնակարանը կապիտալ վերանորագված է, գտնվում է քաղաքի կենտրոնում, ջեռուցում, ինտերնետ, կոմունալ բոլոր հարմարություններով:Unoccupied apartments with all communal facilities and property are for rent in the center of the city. It is possible for a daily rent.Сдаются квартира со всеми коммунальными удобствами и имуществом в центре города. Возможна посуточная аренда.Վարձով/ վարցով /օրավարձով բնակարան գյումրիում/օրավարցով բնակարան գյումրիում",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/15590331
Stone,No,Not available,1,50 sq.m.,2,1,from 2.5 m,1,Not available,Euro Renovation,"Furmanov street, Gyumri","13,000 ֏ daily",AMD,Օրավարձով սեփական տուն կոմունալ բոլոր հարմարություններով քաղաքի կենտրոնում։Посуточный Гостевой дом со всеми ком. Услугами. Дом находится в центре города.Daily Guest house with all utilities. The house is located in the city center.,Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/12639707
Stone,Yes,Not available,3,40 sq.m.,1,1,from 2.5 m,3,Open balcony,Euro Renovation,"Shirakatsi street, Gyumri","100,000 ֏ monthly",AMD,"An apartment for rent in the center of Gyumri city, with all utilities,Apartment for rent in the center of Gyumri city with all amenities.Translated from Armenian",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/18005829
Stone,No,Not available,5,68 sq.m.,3,1,from 2.75 m,5,Open balcony,Old Renovation,"Շիրակացու փողոց 7Բ, Գյումրի","100,000 ֏ monthly",AMD,"The apartment is in good condition. With all utilities, ARISTON gas boiler, complete property. There is a separate basement.Translated from Armenian",Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/18181148
Stone,Yes,Not available,1,30 sq.m.,1,1,from 2.5 m,1,Open balcony,Euro Renovation,"Furmanov street, Gyumri","15,000 ֏ daily",AMD,"House for daily rent in the center of Gyumri, newly renovated, one room with all communal facilities kayanatexo baseinov 3 hogu texTranslated from Armenian",Nov-24-2022_17-54,,4,Yes,Yes,Included,Without prepayment,,,,,,https://list.am/en/item/15699279
Monolith,Yes,Not available,4,50 sq.m.,1,1,from 2.7 m,2,Closed balcony,Cosmetic Renovation,"P.Sevak St, Գյումրի","130,000 ֏ monthly",AMD,An apartment with communal facilities is for rentTranslated from Armenian,Nov-24-2022_17-54,Available,2,Yes,No,By Agreement,1 month,,,,,,https://list.am/en/item/17878478
Panels,No,Not available,4,49 sq.m.,1,1,from 2.8 m,3,Not available,Major Renovation,"Մինաս Ավետիսյանի փողոց 29, Գյումրի","120,000 ֏ daily",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-54,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/15925654
Panels,No,Not available,5,70 sq.m.,2,1,from 2.8 m,4,Open balcony,Major Renovation,"Խրիմյան Հայրիկ մայրուղի 15/2, Գյումրի","40,000 ֏ daily",AMD,"Կայարանամերձ հրապարակում 4 հականի շենքի 4 հարկում գտնվում է 3 սենյականոց կապիտալ վերանորոգված նոր բնակարան:Տրվում է օրավարձով:Բնակարանը ապահովված է կոմունալ բոլոր հարմարություններով, առկա է wi-fi",Nov-24-2022_17-54,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18151640
Stone,Yes,Not available,2,70 sq.m.,2,1,from 3 m,1,Not available,Designer Renovation,"Garegin Nzhdeh Avenue 7/15, Gyumri","12,000 ֏ daily",AMD,Apartments for daily rent in GyumriTranslated from Armenian,Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/12475152
Stone,No,Not available,4,65 sq.m.,2,1,from 3 m,4,Not available,Designer Renovation,"Իսահակյան փողոց 8Ա, Գյումրի","12,000 ֏ daily",AMD,Daily rentApartments for rent 12000 AMDTranslated from Armenian,Nov-24-2022_17-54,,,,,,,,,,,,https://list.am/en/item/11338064
Stone,Yes,Not available,3,100 sq.m.,4,1,from 2.7 m,3,Open balcony,Cosmetic Renovation,"Բագրատունյաց հրապարակ 8, Գյումրի","12,000 ֏ daily",AMD,"Գյումրիում, քաղաքի կենտրոնում վարձով է տրվում 4 սենյականոց բնակարան իր բոլոր կոմունալ հարմարություններով: Բնակարանը շատ հարմարատեվ է, արևոտ, չոր, ունի մշտական տաք և սառը ջրամատակարարում, գազաֆիկացված է և տրվում է բոլոր անհրաժեշտ պարագաների ու գույքի հետ միասին: Հարակից գտնվում են Կառոնա սուպերմարկետը, ժամանցի տարբեր վայրեր, Կրուիզ սրճարանը, Հացատունը, Ֆայտոնը, և այլ սպասարկման կետեր ու խաղասրահներ: Տրվում է օրավարձով, կամ ամսական վարձով:",Nov-24-2022_17-54,Available,6,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/16047240
Panels,No,Available,5,54 sq.m.,1,1,from 2.6 m,3,Not available,Euro Renovation,"Aram Khachatryan Street, Gyumri","120,000 ֏ monthly",AMD,"(58) թաղամասում Մինաս Ավետիսյան փողոցում օրավարձով է տրվում բնակարան կոմունալ բոլոր հարմարություններով, 3 + 1 անձ, wi-fi, տաք և սառը ջուր, գազաֆիկացված և կահավորված: Նոր վերանորոգված: Լուսավոր և տաք տուն: Գտնվում է արևելյան կողմում:Сдается на одинь день 1-комнатная квартира со всеми коммунальными удобствами и с мебелом в доме Минаса Аветисяна (58 округ) 3 + 1 человек. В квартире есть Wi-fi, холодная и горячая вода, газ, санузел облицован плиткой. Квартира теплая, светлая. Рядом школа, детский сад и супермаркет. Подробности можно узнать по телефону.",Nov-24-2022_17-54,,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/16440227
