Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Service Lines,Appliances,Links
House,Stone,205 sq.m.,2,5,2,,,No Renovation,205 sq.m.,Yerevan › Erebuni,"$135,000",USD,"Newly built Townhouse in Erebuni community for sale.The living area of the tanhouse is 150 square meters. 1st floor living room, studio kitchen, bathroom and garage. 3 bedrooms, 2 bathrooms and an open balcony on 2 floors. Delivered completely gutted, cut, power cords pulled, water pipes pulled.Income tax law applies.The property is shown with a real estate showing contract (Mandatory)Service delivery commission: 2% of the sale price.Code Ar-0045Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/13833516
House,Stone,177 sq.m.,2,5,2,,Not available,Euro Renovation,71 sq.m.,"Tumanyan street, Yerevan","$470,000",USD,"Realty Consult ID` KH 40Վաճառվում է առանձնատունԿենտրոն, Թումանյան փողոցՀողամասը՝ 71.0 քմԲնակելի շինություն 176.7 քմ, 2 հարկ + ձեղնահարկ, քարե, առաստաղ՝ 3.0 մԳԻՆԸ՝ 470.000 $Առանձնատունը համալրված է հետևյալ կոմունիկացիաներով և համակարգերով՝ ջուր, կոյուղի, էլեկտրականություն, գազ, ջեռուցման համակարգ: Տեղադրված է օդորակիչՀողամասը հարթ է և ամբողջությամբ կառուցապատվածՇինությունը գտնվում են լավ վիճակում և ենթակա են շահագործմանԱռանձնատան ներքին հարդարանանքը գտնվում է լավ վիճակում, իրականացված է որակյալ շինանյութերի և հարդարման տարրերի կիրառմամբ_Realty Consult ID` KH 40Продается жилой домКентрон, улица ТуманянаЗемельный участок 71.0 кв. МЖилая площадь 176.7 кв. М, 2 этаж + чердакЦЕНА: 470.000 $Дом подключен к необходимым коммуникациям: Вода, газ, электричество, канализация: Установлен кондиционерЗемельный участок ровный и полностью застроенТехническое состояние строения хорошее, пригодное для эксплуатацииВнутренняя отделка хорошая, ремонт выполнен с использованием качественных стройматериалов и элементов отделки_Realty Consult ID` KH 40Sale a houseCenter, Tumanyan streetArea lot 71.0 sq. MStone residential building 176.7 sq. M 2 floors + attic, ceiling 3.0 mPrice 470.000 $The house has the all communications` Water, sewer, gaz, electricity, air conditionerThe area is flat and fully developedThe building is in a good condition and it is ready to exploitationThe interior of the house is in a perfect condition, it is made with hight quality material",Nov-24-2022_23-26,,,,https://list.am/en/item/17608740
House,Stone,80 sq.m.,1,4,1,By agreement,1 spot,Old Renovation,420 sq.m.,Yerevan › Kanaker-Zeytun,"$200,000",USD,"Hrachya Nersisyan street, close to school, hospital.A very beautiful and elaborate orchard with apple, pear, quince, apricot, red and white cherry trees.Code 0500253Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18193260
House,Stone,190 sq.m.,2,5,3+,Available,Not available,Designer Renovation,380 sq.m.,"Avan-Arinj 1st micro, Yerevan","$315,000",USD,Newly built private house in Avan Arinj is for sale380 m2 land area190 m2 residentialTwo floors4 bedrooms3 bathroomsLiving room:Kitchen2 open balconiesThe house has a luxurious renovationPermanent waterGas:Bax systemSecurity systemCamera:Sold with all furniture and appliancesTHERE IS ALL THE NECESSARY INFRASTRUCTURE. URGENT. Special note! Only buyers who want to buy an apartment through the agency will call…Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17607012
House,Monolith,250 sq.m.,2,6,2,Not available,Not available,No Renovation,480 sq.m.,Yerevan › Avan,"$135,000",USD,Newly built 2-storey private house in Paruyr Sevak Elite district.500m from the main roadThe total area of the house is 250m2480 square meters of land near the house.Elite district.It is sold in this condition. Can be finished for an additional fee.ALL THE NECESSARY INFRASTRUCTURE IS AVAILABLE. URGENT! Special note! Call only those buyers who want to buy an apartment through an agency...Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/14919271
House,Monolith,160 sq.m.,2,4,2,Not available,Not available,No Renovation,650 sq.m.,Yerevan › Avan,"$130,000",USD,"Newly built 2-storey private house for sale in Arinj, district A.160m2 residential400m2 of landBasement 30 square metersWill surrenderFencedThe walls are dividedCrazyPower cords routedThe construction works have just started.IT IS POSSIBLE TO GET A REFUND OF INCOME TAX BEFORE THE START OF CONSTRUCTION.DURING THE CONSTRUCTION STAGE, THE INCOME TAX REFUND LAW WILL NOT BE POSSIBLE ANYMORE.ALL THE NECESSARY INFRASTRUCTURE IS AVAILABLE.Special note! Call only those buyers who want to buy an apartment through an agency /2% commission/Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/14211031
House,Monolith,215 sq.m.,2,5,2,Available,2 spots,Designer Renovation,500 sq.m.,"Duryan street, Yerevan","$320,000",USD,"2-storey private house is for sale in Avan, Duryan district.215sqm residential houseLand - 500 sq / m.Summer kitchen,garage for 2 cars, 94 sq. M.Thoroughly reconstructed,with furniture and appliances.Beautiful view.THERE IS ALL THE NECESSARY INFRASTRUCTURE. URGENT. Special note! Only call buyers who want to buy a home through an agency…Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17303572
House,Stone,440 sq.m.,3,5,1,Available,1 spot,Designer Renovation,210 sq.m.,"Kamaraki Street, Yerevan","$600,000",USD,"2-storey + attic luxury mansion for sale in Zeytun Arabkir area, Kamaraki street.Total living area: 440 square meters,land: 210 square meters.The renovation was done with quality and expensive building materialsThere are,5 roomsBedroom 1 is in the Master Bed with its own bathroom, open balcony, closet and office area3 bathroomsopen balconiesdrinking waterGarden to the rear of the house, with various types of fruit treesbasementgaragesewerThere is a jacuzzi in the atticSpecial note! Call only those buyers who want to buy an apartment through an agency...Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/13594734
House,Stone,187 sq.m.,2,5,2,Available,1 spot,Major Renovation,300 sq.m.,Yerevan › Avan,"$230,000",USD,"Address: Arinj, Sevak districtNewly built two-story private house for sale in Avan Arinj, P. Sevak district.300 square meters garden with fruit trees.187 square meter residential houseGarage.Gas, water, electricity, central sewer,Heating System. Walled.With all furniture and appliances.3 bedrooms, 3 bathrooms.All interior finishing works done.Summer kitchenElite district,near the bus stop.Special note! Only buyers who want to buy an apartment through an agency should call...Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/12319123
House,Monolith,240 sq.m.,2,5,3+,Not available,Not available,No Renovation,400 sq.m.,"Duryan street, Yerevan","$200,000",USD,"HURRY ․ BUY THE NEWLY BUILT MODERN HOUSE HOUSES IN AVAN, DURYAN DISTRICT. IT IS POSSIBLE TO BUY THE HOUSE UNDER THE INCOME TAX RETURN LAW (30-40% down payment is required)New building3-storey private housetotal house area 240 m2 (internal dimensions),400 square meters of land near the house,flat used roof with BEAUTIFUL VIEWBasalt and travertine beautiful Modern style veneerPlaster castPower cords, safety cords, internet, cable wires installedfence in finished conditionWith gatesEuro thermo-aluminum expensive windowsStained glass windowsImproved yard4 bedrooms or 3 bedrooms and cabinet (on request)Living roomKitchen3 open balconies3 bathroomsParking for 3 carsSpecial note! Call only those buyers who want to buy an apartment through the agency / 2% commission /…Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/14410954
Townhouse,Monolith,165 sq.m.,3,5,2,Not available,1 spot,No Renovation,110 sq.m.,"Ghapantsian street, Yerevan","67,000,000 ֏",AMD,"Dear customers,Hurry up to get the last 2!One of the beautiful, unique apartments, built in the quietest, ecologically cleanest district of our beloved city of Yerevan, in one of the residential buildings, which are located at 53/3 Ghapantsyan Street, Arabkir community.In each building there are only 4 luxurious and spacious apartments with an area of 234 square meters, which were designed and built according to modern standards.Comfortable architectural-planning solutions,Literate engineering solutions,Use of the highest quality construction materials,Implementation of construction (construction and installation) works with modern technologies.Our advantages are:Reliable developer and Reliable and experienced construction companyThe area is completely fenced, closed, has one checkpointThere is a small garden in the area, a recreation area, a children's playgroundEach apartment consists of 1 basement,From the 2nd ground floor և:From the terrace, with an area of 60 square metersUnderground floor 'parking and basement with high ceiling, 30 square metersThe total area of the apartment is'234 square meters, and the land area is 118 square metersThe apartments will be handed over:1. Installed aluminum, 76 mm thick, with heat-resistant profiles and energy-saving glass, high-quality windows and doors2. Rooms are divided3. Exterior walls are heat-soundproof4. Copper wires, water supply, sewerage and ventilation pipes are laid5.plastered6. The floor is leveled7. The area is completely improved----High Seismic Resistance ️ ️:Reminder ️The papers are ready for saleThe law on income tax refund appliesTHERE IS ALL THE NECESSARY INFRASTRUCTURE. URGENT. Special note! Only buyers who want to buy an apartment through the agency will call…Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/14629933
Townhouse,Monolith,130 sq.m.,2,5,2,,,No Renovation,277 sq.m.,Yerevan › Avan,"50,000,000 ֏",AMD,"2-storey private houses are for sale in Avan, Syak districtHURRY, there is only 1 left2 floors130 m2 living area4 bedrooms2 bathroomsLiving room:KitchenVault:The size of the land is 277 m2.The house will be handed overFence:Windows installedThe walls are dividedPlaster:Power cords laidGas, light, sewerage and water connectedBeautiful designThe papers are ready for sale.THERE IS ALL THE NECESSARY INFRASTRUCTURE. URGENT. Special note! Only buyers who want to buy an apartment through the agency will call…Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/14909007
Townhouse,Stone,146 sq.m.,2,4,2,Available,3 or more spots,Designer Renovation,65 sq.m.,"Hovhannes Shiraz street, Yerevan","$250,000",USD,"A 2-story, 4-room house is for sale in Ajapnyak, on Shiraz street.^ The house is sold with furniture and appliances^ Euro doors / windows available^ Heating / baxi^ Laminate floor^ Bathrooms are fully renovated^ It is a sunny, bright and very comfortable house to live inCode 62042Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18281070
House,Stone,300 sq.m.,2,7,2,Available,1 spot,Euro Renovation,400 sq.m.,"Karmir Blur street, Yerevan","$130,000",USD,"CODE-62059A 2-storey, 7-room house is for sale in Shengavit, Verin Charbakh.^ There is an iron door^ Baxi heating system^ Conditioner^ All utilities are available^ There are 2 basements^ The house has a separate garage^ Two bathrooms^ Beautiful fireplace^ The house has a very beautiful and fruit gardenTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17593304
House,Stone,167 sq.m.,1,5,3+,Not available,2 spots,No Renovation,800 sq.m.,"Mush District, Yerevan","$190,000",USD,"KOD-62064A 1-story, 5-room house is for sale in Mush district.^ Own newly built private house is located in Mush district, next to Karmir Khach^ Very close to Davitashen and Ajapnyak administrative districts^ It has been completely renovated, Euro doors and windows have been installed^ Bathrooms are tiled, washer-dryer, iron exterior door, there is individual heating system, heated floor, 2 bathrooms^ Fully fenced, has 2 garages^ There are both ornamental trees and productive treesTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17608696
House,Stone,80 sq.m.,1,3,1,Not available,1 spot,Cosmetic Renovation,500 sq.m.,"Haghtanaki 1 street, Yerevan","$90,000",USD,"KOD-62002A 1-storey house is for sale in Malatia-Sebastia, Haghtanak district.^ For sale with partial ownership^ It has no adjoining walls^ All is well with the correspondence^ Located near the bus stop^ Has a nice plot of land^ It is a sunny, bright and very comfortable house^ There are all the necessary shops, a school, a kindergarten nearbyTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17491158
House,Monolith,300 sq.m.,2,8+,3+,Not available,1 spot,Major Renovation,300 sq.m.,"Արաբկիրի 35-րդ փողոց 19, Երևան","$380,000",USD,"Own house in the monument, near the northern street, the house has 2 living floors (1 floor 144 meters 1 bedroom + 2 bathrooms + living room + kitchen + office + open balcony, 2 floors 100 meters 3 bedrooms + 1 bathroom + living room + 3 open balconies) and basement + garage (80 netr) for 1 car, the house is newly built, the renovation works are nearing completion, there is some equipment and furniture of good quality, the land area is 300 meters, of which 140 meters is occupied by the house, it is built of tuff and thermally insulated with perlite, it is a very warm house. For details, call or write to the same number, viber, telegram, the real buyer will negotiate, they will also discuss the option of long-term lease, suitable for an office in the IT sector, I am not an agentTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16065293
House,Stone,140 sq.m.,2,5,2,Available,Not available,No Renovation,200 sq.m.,"Mush District, Yerevan","$160,000",USD,"Կոդ՝ B-22078Վաճառվում է 2 հարկանի առանձնատուն Մուշ թաղամասում։ Առանձնատունը նորոգման փուլում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, սանհանգույցը (2) ՝ համակցված։ Ունի 2 բաց լոջա, ձեղնահարկ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Mush District. The rooms' quantity is 5. The house in the process of repair. The entrance door is iron-made, the windows are euro-based, the bathrooms (2) are combined. The house has 2 balconies, attic and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-26,,,,https://list.am/en/item/17674900
House,Stone,120 sq.m.,1,4,1,Not available,Not available,No Renovation,300 sq.m.,"Noragavit 13-th Street, Yerevan","$77,000",USD,"A newly built 1-storey house (with attic) is for sale in Noragavit. The total area of the land is 300 square meters. , and the building - 120 sq. M. The building is newly built, with two-layer walls, warm, sunny, uninhabited, with an interesting design solution, has 3 bedrooms, needs interior decoration. The price is AMD 33 million.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16413859
House,Monolith,332 sq.m.,2,8+,3+,Available,1 spot,Major Renovation,1000 sq.m.,"Petros Duryan district 3rd street, Yerevan","$300,000",USD,"Fully renovated, furnished 2-storey private house is for sale on Avani Duryan 3rd street. The total area of the land is 1000 square meters, with a front of 36 meters, the yard is well-kept, there are evergreen deer, well-kept bushes, it has a swimming pool, a corner for exercise equipment, a dog kennel. There is a garage for 3 cars. The total area of the house is 332 square meters, the entrance door is iron, the windows are of European production, individual heating system, air conditioner, the floor is parquet, laminate, the bathrooms are tiled with Spanish tiles. The sale can be empty or in case of surcharge together with furniture and equipment.Code 50332Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16783993
House,Stone,100 sq.m.,1,4,1,Not available,1 spot,Euro Renovation,,Yerevan › Avan,"$105,000",USD,"100քմ տունը, 600քմ, այգի, բակՏունը վերանորոգված էՍանհանգույցում սալիկմետլախՋեռուցման համակարգԵվրո պատուհաններԱվտոկայանատեղի",Nov-24-2022_23-26,,,,https://list.am/en/item/14831157
House,Stone,113 sq.m.,1,4,1,,,Major Renovation,420 sq.m.,Yerevan › Erebuni,"$185,000",USD,"Code ART865:1-storey 4-room private house is for sale in Nor Aresh. The total area is 420 square meters, and the living area is 113 square meters. The house is fully renovated. Euro windows are installed, heating system, the floor is covered with laminate, the bathroom is tiled. The pipes and wires have been changed. In the yard there is a summer kitchen, a swimming pool, fruit trees, an open-closed parking lot. The front part is 14 meters.Code ART-865Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16654235
House,Stone,180 sq.m.,3,6,3+,,,Major Renovation,180 sq.m.,"Komitas Avenue, Yerevan","$440,000",USD,"6-room private house is for sale on Komitas avenue. The total area of the house is 180 square meters, it is capitally renovated, it has underfloor heating system, the floor is laminate, the kitchen and bathrooms are tiled, it has an open balcony with a view of the yard, it is very bright. For sale together with kitchen furniture.In case of questions related to the apartment or other property, please call the mentioned phone number.Sincerely, PROJECT Real Estate Agency.Code 5013Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17945029
House,Stone,80 sq.m.,1,4,1,,,Major Renovation,165 sq.m.,"Aygektci street, Yerevan","$180,000",USD,"In Arabkir community, on Aygektsu street, a newly built 4-room house with an area of 165 square meters is for sale. The house is completely renovated, individual heating and air conditioning systems are installed, euro windows, the floor is covered with tiles and laminate. The bathroom is tiled, equipped with sanitary ware. The house is newly built, completely fenced, has a very comfortable yard, separate parking space.In case of questions related to the mansion, or to get acquainted with other properties, please call the indicated phone number.Sincerely, PROJECT real estate agency.Code 8019Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18213959
House,Stone,900 sq.m.,2,8+,3+,,,Major Renovation,800 sq.m.,"Babayan street, Yerevan","$2,000,000",USD,"A luxurious 2-storey private house is for sale on the front line of Babayan street, near Victory Park. The house is completely renovated with expensive accessories of the best Italian brands, with an elegant and harmonious combination of Modern and classic styles. The total area of the buildings together is 900 square meters, of which 700 square meters. Living area is 200 square meters. It is an adjacent building, where there is an indoor swimming pool, a sauna, a bathroom, a summer kitchen, and an area of 800 square meters. E: The house consists of 10 rooms: Living room, study, 8 bedrooms, dressing rooms, 8 bathrooms, separate laundry, comfortable balconies, Jacuzzi room with 2 completely separate entrances, closed garage for 4 cars, open parking for 3 cars. The pool is closed with special sliding windows and turns into a winter pool. On the basement floor there is a waterfall, a cellar decorated with paintings, where feasts and parties can be organized.In case of questions related to the apartment or other property, please call the mentioned phone number.Sincerely, PROJECT Real Estate Agency.Code 8008Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17834599
House,Stone,112 sq.m.,1,5,1,By agreement,1 spot,Euro Renovation,600 sq.m.,Yerevan › Nork-Marash,"$153,000",USD,Private house in Nork MarashSwimming poolBarbecueGarageHeating:European windowsThere is a separate bathroom outsideInternet60 square meters of land in front of the entrance.Code 1000028Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17537767
House,Stone,600 sq.m.,2,5,2,,,Major Renovation,320 sq.m.,"Davidashen 1-st block, Yerevan","$420,000",USD,"House for sale• 5 rooms• 2 floors• 600/320 square meters_Davtashen, 1st districtNewly built house for sale in the central part of Davitashen, not far from Kaghnut Park.The total area is 600 square meters, the building is 320 square meters, there are 5 large rooms, 5 bedrooms, 3 bathrooms, balconies with wonderful views.There is a swimming pool of 40 sq. M.The house is newly built, uninhabited, completely renovated, equipped with original accessories, provided with all utilities, furniture, equipment, high quality, new.For sale together with furniture and equipment.Code EL-8Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17496591
House,Monolith,470 sq.m.,3,8+,2,,,Major Renovation,1000 sq.m.,Yerevan › Nor Nork,"$750,000",USD,"Nork-Marash, Armenakyan str.A three-storey capitally renovated private house is for sale. The total area of the house is 1000 square meters. The area of the building is 470 square meters. The area of each floor is 155 square meters. The house has a basement. The house is thoroughly renovated, the entrance door is iron, the interior doors are and oak parquet, the window frames are made in Europe, there are built-in closets, some parts are covered with heated marble tiles, the bathroom is covered with kitchen. There is a swimming pool in the yard, a garden with fruit trees. The whole area is fenced with a stone fence, video surveillance and signaling equipment is installed.Code ELIT007Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16771236
House,Stone,30 sq.m.,1,1,1,,,No Renovation,,Yerevan › Shengavit,"$15,000",USD,"Own house for saleShengavit, Araratyan Street, Charbakh30 square meters area1 room1st floor_clean conditiongasifiedCode BB154Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18124712
Townhouse,Monolith,330 sq.m.,3,4,3+,Available,3 or more spots,Designer Renovation,550 sq.m.,"Պետրոս Դուրյանի 10-րդ փողոց 5/5, Առինջ","$470,000",USD,"A 3-storey townhouse is for sale at a cheaper price than the market in Duryan district of Avan. The renovation is in the final stage, it can be completed in the style of your choice.For more information call:Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18018014
House,Stone,650 sq.m.,1,4,1,Not available,Not available,Partial Renovation,120 sq.m.,Yerevan › Malatia-Sebastia,"$130,000",USD,"Private house for saleMalata Sebastia, Shahumyan street• 4 rooms• 650/120 square meters• 1st floor_• Partially renovated• Euro windows•Heating System• The bathroom is tiled• FencedCode VM817Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17557301
House,Stone,2350 sq.m.,2,5,2,,,Partial Renovation,1700 sq.m.,"Manandyan Street 41/48, Yerevan","$350,000",USD,"There is a two-story house on the land, the first floor of which is fully renovated. There are 5 half-built houses in the area, the area is provided with all utilities. The plot of land is fenced with a height of 6m and is not attached to any neighbors.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18189609
House,Stone,129 sq.m.,1,3,1,Not available,Not available,Old Renovation,83 sq.m.,"Tserents Street, Yerevan","$60,000",USD,"Private house for saleMalatia-Sebastia, Tserentsi street129/83 & nbsp; square meters3 rooms1 storeyCode VM373Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17772495
House,Stone,175 sq.m.,1,3,1,Not available,Not available,Partial Renovation,82 sq.m.,"Tichina street, Yerevan","$87,000",USD,"VM816Own house for saleMalata Sebastia, Tichina street3 rooms175/82 square metersthoroughly reconstructedheatingsmall gardenstorage roomproperty/equipmentTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17557288
House,Stone,504 sq.m.,2,7,1,Not available,Not available,Partial Renovation,225 sq.m.,Yerevan › Malatia-Sebastia,"$85,000",USD,"2-storey, 7-room private house with an area of 504/225 square meters is for saleMalatia-Sebastisa, Victory districteuro window1st floor, 3 rooms renovated2-storey mansard, without interior decorationhe's mortgagedHypothesis!Not bargainedCode VM048Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16521282
House,Stone,800 sq.m.,4+,8+,3+,,,Euro Renovation,480 sq.m.,Yerevan › Ajapnyak,"$520,000",USD,"? ? ? ️:Ajapnyak. ? 1 district.4-storey original private house is for sale in Ajapnyak, near Vahagn district, in a newly built district, next to H2 TVThe house is fully renovated with elegant design solutions in Loft style, covered with high quality travertine stone, monitored by cameras and security system️The total land is 800 square meters, the land near the house is 680 square meters, and the residential land is 480 square meters. The floor is 120 square metersSemi-basement, there is an underground parking lot for 2 cars, 70 sq. M. For movie watching and entertainmentHall and kitchen 1st floor: Living room-kitchen / studio / 65 sq. M., bedroom and bathroom 2 floors: 3 bedrooms and 2 bathrooms, 2 of the bedrooms have open balconies, from which a wonderful view of Mount Ararat opens. All the rooms of the private house are quite spacious and bright.Attic: 120 sq. M. The whole house area.The yard of the house is ""very beautiful"", there is a summer kitchen of 60 square meters with a barbecue, a bathroom, a green garden with fruit trees;It is gasified, provided with heating system, permanent water and electricity.The house is fenced, the gates are remote controlled.The sale is possible together with the furniture and with all the equipment or partially furnished.Sale Price: 520,000Code ELITA132Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/16118557
House,Stone,140 sq.m.,2,5,2,,,No Renovation,500 sq.m.,Yerevan › Avan,"$82,000",USD,Code: ID3476Semi-built stone house in Avan for sale.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17521724
House,Monolith,657 sq.m.,4+,8+,3+,,,No Renovation,1013 sq.m.,Yerevan › Nor Nork,"$300,000",USD,"Code: ID2537A 4-storey private house is for sale in Nor Nork. There is a garage, a green yard.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17819637
Townhouse,Monolith,180 sq.m.,2,5,3+,,,No Renovation,240 sq.m.,Yerevan › Avan,"$180,000",USD,Code: ID3656A newly built 2-storey house in Avan is for sale. It's parspatat. There is a green yard.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17809214
House,Stone,101 sq.m.,2,3,1,,,Euro Renovation,50 sq.m.,Yerevan › Kentron,"$170,000",USD,Code: ID3584A stone house in the center is for sale.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17800780
House,Stone,1000 sq.m.,4+,8+,3+,,,No Renovation,500 sq.m.,Yerevan › Erebuni,"$450,000",USD,"Code: ID3558Newly built detached house for sale in Erebuni.998 square meters of living space and 500 square meters of total area.Attic floor, terrace.There are several open balconies.Parking lot.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17799476
Townhouse,Monolith,180 sq.m.,2,5,3+,,,No Renovation,200 sq.m.,Yerevan › Avan,"$170,000",USD,Code: ID3655A newly built townhouse in Avan is for sale. Walled. Green yard.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17798797
Townhouse,Monolith,285 sq.m.,2,5,3+,,,No Renovation,260 sq.m.,Yerevan › Avan,"$370,000",USD,"Code: ID3657A newly built townhouse in Avan is for sale. 0 each. There is a green yard, a basement. It is fenced.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17798781
House,Stone,320 sq.m.,3,5,3+,,,Major Renovation,300 sq.m.,Yerevan › Avan,"$350,000",USD,"Code: ID3561A newly built stone house in Avan is for sale. There is a summer kitchen, a chat room, an attic. It is fenced. Outdoor parking lot.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17523847
House,Stone,580 sq.m.,3,5,1,,,Old Renovation,600 sq.m.,Yerevan › Avan,"$210,000",USD,"Code: ID3525Stone house for sale in Avan. There is a basement, an attic, a garage, a garden. It is fenced.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17523321
House,Stone,160 sq.m.,2,4,2,,,No Renovation,250 sq.m.,Yerevan › Davitashen,"$113,000",USD,Code: ID3510A newly built private house is for sale in Zovuni. There is an open balcony.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17422169
House,Monolith,280 sq.m.,4+,6,3+,,,Euro Renovation,400 sq.m.,Yerevan › Nork-Marash,"$240,000",USD,"Code: ID3528Newly built 4-storey house for sale in Nork Marash. 280 square meters of living space and 400 square meters of land. There is a basement, yard, summer kitchen, parking lot.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17454976
House,Stone,240 sq.m.,2,5,3+,,,No Renovation,500 sq.m.,Yerevan › Davitashen,"$180,000",USD,Code: ID3511A newly built private house is for sale in Davitashen. It's crazy.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17422159
House,Stone,270 sq.m.,2,4,2,,,Major Renovation,400 sq.m.,Yerevan › Shengavit,"$250,000",USD,Code: ID0200A 2-storey stone house is for sale in Shengavit. There is a chat room.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17161567
House,Stone,136 sq.m.,2,3,2,,,Major Renovation,136 sq.m.,Yerevan › Arabkir,"$190,000",USD,"Code: AB3001A 3-room detached house of 136 square meters and an adjacent business area of 49 square meters are for sale, located on Komitas avenue.The house is fully renovated.There is a basement with an area of 25 square meters, which can be used for commercial purposes.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17147960
House,Stone,203 sq.m.,2,4,2,,,Designer Renovation,214 sq.m.,Yerevan › Ajapnyak,"$179,000",USD,Code: ID3677A newly built two-story private house is for sale in Ajapnyak. It is fenced. There is a garage.Translated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/17896266
House,Stone,122 sq.m.,1,2,2,,1 spot,Partial Renovation,300 sq.m.,Yerevan › Ajapnyak,"$145,000",USD,"Code: ID2755A stone house is for sale in Ajapnyak. There is an outdoor hall, a summer kitchen, a garage.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18064098
House,Stone,154 sq.m.,1,3,1,,Not available,No Renovation,600 sq.m.,Yerevan › Davitashen,"$240,000",USD,"Code: ID2958Stone house for sale in Davitashen. It is fenced. There is a utility room, a mansard, a yard.Translated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/18077583
House,Stone,250 sq.m.,2,5,2,,Not available,Euro Renovation,500 sq.m.,Yerevan › Malatia-Sebastia,"$350,000",USD,Code: ID3716Two-story private house for sale in Malatia-Sebastia.2 open balconiesOutdoor parking lotA gardenTranslated from Armenian,Nov-24-2022_23-26,,,,https://list.am/en/item/18091470
House,Stone,365 sq.m.,2,6,3+,,1 spot,Designer Renovation,1150 sq.m.,Yerevan › Davitashen,"$450,000",USD,"Code: ID3527A newly built two-story private house is for sale in Davitashen.365 square meters of living space and 1150 square meters of total area1 living room5 bedrooms2 kitchens3 bathroomsOpen balconyGreen yard, summer kitchen, fireplaceGarageTranslated from Armenian",Nov-24-2022_23-26,,,,https://list.am/en/item/17466289
