Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For General Purpose,800 sq.m.,Yerevan › Nork-Marash,"$150,000",USD,"The plot has an orchard, permanent water, electricity, the area is fenced, the plot has all the amenities for living, the plot is 2800 sq. M. The price changes when buying separately. Also in the pokhanak: Urgent, URGENT. URGENT!Translated from Armenian",Nov-25-2022_00-47,,https://list.am/en/item/13806116
For Residential Development,300 sq.m.,"Ghapantsian street, Yerevan","$42,000",USD,"It is located in the neighborhood of ""Yeraz"" residential district, flat land, asphalted road, newly built houses all around. Gas and electricity pass by, and water is already available on the land. It is a place to build a good house.Translated from Armenian",Nov-25-2022_00-47,,https://list.am/en/item/18030038
Agricultural,504 sq.m.,Yerevan › Erebuni,"$8,000",USD,Վաճառվում է տնամերձ հողատարածք Նուբարաշեն հոգեբուժարանի հարևանութիյամբ.Կոդ RR001,Nov-25-2022_00-47,,https://list.am/en/item/14636584
For Residential Development,575 sq.m.,"Նուբարաշենի 1-ին փողոց 1, Երևան","$12,000",USD,"575 sq / m plot of land for residential building is for sale, first line 27 m front gas light water possibilityCode B-001Translated from Armenian",Nov-25-2022_00-47,,https://list.am/en/item/14967643
For Residential Development,1650 sq.m.,"Myasnikyan avenue, Yerevan","$215,000",USD,"A residential land is for sale in the Center, on Myasnikyan Avenue, 1650 sq. M., the front part is 27.5 sq. M. All the communications are available, such as a building of 180 square meters.The land is located next to Mama Flora (according to the certificate, the land is in Kanaker-Zeytun community)I am not a mediatorTranslated from Armenian",Nov-25-2022_00-47,,https://list.am/en/item/16321107
For Residential Development,300 sq.m.,"Haghtanak 11-th street, Haghtanak","$19,000",USD,"Price is negotiable. Has a blue book, irrigation water, water, sewerage, electricity. Fruit trees: The ground is angular.Translated from Armenian",Nov-25-2022_00-47,,https://list.am/en/item/17892848
For Residential Development,420 sq.m.,"Nubarashen 11 street, Yerevan","$18,000",USD,"Communications are closeIt is suitable for the construction of both a house and a summer house. It is fenced, there is a building permit. All utility contracts are available (Water, electricity)Translated from Armenian",Nov-25-2022_00-47,,https://list.am/en/item/16782407
For Residential Development,500 sq.m.,"Sisvan street 45, Yerevan","$140,000",USD,For more information callTranslated from Armenian,Nov-25-2022_00-47,,https://list.am/en/item/16625816
For Residential Development,2000 sq.m.,"Ashtarak highway, Yerevan","$200,000",USD,Very good place flat land. Suitable for building a townhouse. The first line in the map is the land with 69 codes. Sizes 59-34Write viberin pictures I will sendTranslated from Armenian,Nov-25-2022_00-47,,https://list.am/en/item/17535299
For Residential Development,500 sq.m.,Yerevan › Avan,"$43,500",USD,"500 sq. M. Land near the house in the district in front of Arinj Mall, 12.5 × 40 m,Communications closeTranslated from Armenian",Nov-25-2022_00-47,,https://list.am/en/item/15239097
For Residential Development,1000 sq.m.,"Duryan street, Yerevan","$130,000",USD,"1000 square meters of land is for sale at 4 Duryan 4-street. With a beautiful view. The ground is fenced, the water is three-phase, the gas is drawn. There is a construction permit for 5 maisonettes. We can sell together with the LLC վաճառ sell the houses after construction according to the income tax return law. It is a very profitable business. Negotiable:Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17027834
For Residential Development,503 sq.m.,Yerevan › Davitashen,"$168,000",USD,"Land for sale in Davitashen, Dzor 1 district.The total area of the land is 503 square meters.The front part is 19m.Communications are nearby. It is the first line.Importance of land for residential and public development.Selling price: 168,000 USDCode: AH-H166Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17926082
For Residential Development,7466 sq.m.,Yerevan › Erebuni,"$1,600,000",USD,"A 7466 square meter public development plot of land is for sale, located on Davit Bek street.The land is privatized.All communications are close by.The land is located on the first line.The front part is 90 meters.Sale price: 1,600,000 USDCode: AH-H58Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/15103258
Agricultural,1580 sq.m.,"Bagrevand street, Yerevan","$20,000",USD,Agricultural land for sale in the end of Bagrevand in the direction of DuryanTranslated from Armenian,Nov-25-2022_00-48,,https://list.am/en/item/16103701
For Residential Development,2000 sq.m.,"Mher Mkrtchyan street, Yerevan",$95,USD,"Land near the house for sale in Mher Mkrchyan district, there is a fenced land on all four sides, with water, 40 m in front, call for details.Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/14130565
For Residential Development,300 sq.m.,"Davidashen 1-st block, Yerevan","$45,000",USD,"A plot of land near the house is for sale in the 1st district of Davitashe, 300 square meters, it is a corner plot, on 20x15, there is a road on both sides, utilities are nearby.Call for more information.Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17872656
For Residential Development,406 sq.m.,Yerevan › Arabkir,"$220,000",USD,"Address: Komitas - Vagharshyan intersectionland near Komitas - Vagharshyan crossroads,There is a one-storey building (residential house) to be demolished on the land.The total land area is 406 square metersLand Ownership and Construction PermitIt is possible to build a 3-storey buildingBasement2 residential floors,1 mansardThe place is very good, in front of Komitas AvenueCode: AH-H112:Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/15104216
For Residential Development,556 sq.m.,Yerevan › Arabkir,"$500,000",USD,"Community: ArabkirStreet: BABAYAN - Azatutyun Avenue (next to the North Ray.)Area: 556 square metersThe front part is 13 metersPlot location: First lineWater, gas and electricity points are located close to the landThe meaning of the land: Adjacent to a residential house,The area is privatized.A plot of land is for sale in a new elite district, next to a number of private houses.Suitable for hotel, residential building. For building a residential complex, a private house and other similar buildings.The land is fencedSelling price: 500.000 USDCode: AH-H86Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/15103365
For Residential Development,500 sq.m.,"Avan-Arinj 1st micro, Yerevan","$37,000",USD,"Land for residential construction is for sale in Avan, Arinj village.The total area is 500 square meters.Water and gas are nearby, electricity is available in the plot.Newly constructed districts are located in the neighborhood.Located on the first line.The front part is 25m.It has a 3-way road.Selling price: 37,000 USDCode: AH-H241Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17391750
For Public Buildings,1250 sq.m.,Yerevan › Nor Nork,$340,USD,Land for sale in Nor Nork.The total area is 1250 square meters.It's line 1.Has a hotel complex project.All communications are available.Selling price: USD 340 per square meterCode: AH-H59Translated from Armenian,Nov-25-2022_00-48,,https://list.am/en/item/17833891
For Residential Development,1000 sq.m.,"Duryan street, Yerevan","$75,000",USD,"A plot of land near the house in Avan is for sale. It is fenced and has a building with an area of 150 square meters. The plot is 25x40. The building and the fence are registered in the title deed. It is also suitable for building 2 houses. There is water, electricity, gas and it is located right next to the land. The price is lower than the market and is not subject to negotiation.Code H001Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18056864
For Residential Development,344 sq.m.,"Lukashin street 3, Yerevan","41,000,000 ֏",AMD,"Land for sale in Ajapnyak community.The total area of the land is 344 square meters.The meaning is residential. The front part is 31m.Communications are nearby. It is privatized.It is suitable for various activities.Selling price: AMD 41,000,000 per square meterCode: AH-H242Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17391265
For Residential Development,834 sq.m.,Yerevan › Arabkir,"$450,000",USD,"Address: Arabkir.The land area is 834 square meters.Front section: 16 meters.Length: 52 meters.Importance of land for residential construction.The land is privatized.The communists are close to the land.Sale price: 450,000 USDCode: AH-H180:Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/16148867
For Residential Development,4000 sq.m.,Yerevan › Kentron,"$1,000,000",USD,"Land for sale in Noragyugh.The land area is 4000 square meters.Land is important for residential construction.All communications are available.The front part is 40 m and the depth is 100 m.It is the first line. It is privatized.* (picture is not for the land)The sale price is 1,000,000 USDCode: AH-H158:Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17914201
For General Purpose,800 sq.m.,Yerevan › Ajapnyak,$700,USD,A plot of land near Vahagn district is for sale.The total area is 800 square meters.Communications are nearby.The importance of land is public.Located on the front line.The area is privatized.* (the picture is not of the land)Selling price: USD 700 per square meterCode: AH-H152Translated from Armenian,Nov-25-2022_00-48,,https://list.am/en/item/17767330
For Residential Development,750 sq.m.,Yerevan › Davitashen,$300,USD,"Land for sale in Davitashen, Dzor 2 district.Designed for residential buildings.The total area is 750 square meters.The land is fenced.The view to the valley.Communications are available.It has a high position.There are private houses in the neighborhood.Selling price: USD 300 per square meterCode: AH-H46Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17443246
Agricultural,1400 sq.m.,Yerevan › Nor Nork,"$35,000",USD,"Area: 1400 square meters800 m from the main road, on the road leading to Massif-Jrvezh, next to Smart City.Communications are very close.The front part is 20 m.""There is no fence. ""At the moment the land is of agricultural significance, but can be easily changed according to the buyer's wish.Code: AH-H70:Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/15103140
For Residential Development,860 sq.m.,Yerevan › Avan,"$90,000",USD,"Address: Avan, ArinjLand area: 860 square metersImportance of land for residential developmentDrinking and irrigation water is available, gas is nearbyFront section: 21.70mThe length is 40 metersIt is fencedThe land is privatized.Selling price: 90,000 USDCode: AH-H161Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17443204
For General Purpose,650 sq.m.,"Գյուրջյան փողոց 12/2, Երևան","$75,000",USD,"The land has fruit trees, a half-built building, electricity and water. For more information call the following phone numberTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17880935
For Residential Development,800 sq.m.,Yerevan › Avan,"$77,000",USD,"800 sq. M. Land for sale in Duryan district, 6 rows, 20 m front section, communications are nearbyAttention: Our agency cooperates only with the owners, that is, you buy land only from the person mentioned in the ownership certificate.Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/15443160
For Residential Development,250 sq.m.,Yerevan › Avan,"$30,000",USD,"250 square meters of land near the house for sale in Avan Vahan Teryan district, 10m frontage, 25m depthIt has a beautiful view from a high positionCommunications are close, water is connectedTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/15243946
For Residential Development,500 sq.m.,Yerevan › Avan,"$47,500",USD,"500 square meters of residential land for sale, new building in Avan (Arinj) administrative districtin Mher Mkrtchyan districtThe plot offers a beautiful viewCommunications availablePartially fencedTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/15139491
For Residential Development,1000 sq.m.,"Rubinyants St, Yerevan","$300,000",USD,"A plot of land is for sale, it has communal facilities, fruit trees, a stone house, in the vicinity of the botanical garden and the Thirst spring. Owner.1st line46m frontageHas address and 1 owner, excellent plot with all amenitiesTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17905300
For Residential Development,2047 sq.m.,Yerevan › Ajapnyak,$70,USD,"Հողամասը գտնվում է Վահագնի թաղամասի հարևանությամբ, Երևան-Աշտարակ մայրուղուց դեպի Լաթար հյուրանոցային համալիր տանող ճանապարհին, զարգացող բնակելի թաղամասում,Սեփականաշնորված էՈւղանկյունաջև հող2 գիծ1 քմ 70 $Կոդ` AH-H101",Nov-25-2022_00-48,,https://list.am/en/item/15103539
For Residential Development,830 sq.m.,Yerevan › Arabkir,"$800,000",USD,"Realty Consult ID` G 2805Վաճառվում է հողամաս` Բնակելի կառուցապատման նշանակությանԱրաբկիր, Արաբկիր 25 փողոցՀողամաս՝ 830 քմ, ճակատ՝ մԳԻՆԸ՝ 800 000$Ունի նախագծման թույլտվություն ԱՊԶ",Nov-25-2022_00-48,,https://list.am/en/item/17934143
For Residential Development,690 sq.m.,Yerevan › Avan,"$35,000",USD,Land for sale in ARINJ MOLI area 693.5 m front part 28 m all daily use infrastructure on footTranslated from Armenian,Nov-25-2022_00-48,,https://list.am/en/item/16970690
For Residential Development,2000 sq.m.,Yerevan › Avan,"$240,000",USD,"Land for sale 2000m in Avan Duryan district, large front, very close to the main road, front part 50*40, the land is suitable for a business projectTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/14794237
For Public Buildings,400 sq.m.,"Zakian street, Yerevan","$1,000,000",USD,"Land for sale to build a hotel complex,which has the appropriate building permit and APZ.370 sq. M. Building + 30 sq. M. (parking)Call for more information.Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17381242
Agricultural,1260 sq.m.,Yerevan › Nor Nork,"$47,000",USD,"• Realty Consult ID`:• Agricultural land for sale.• Kotayk, Jrvezh, near the Ministry of Defense• Land: 1260 square meters, front: 24 metersTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17981851
For Residential Development,580 sq.m.,Yerevan › Ajapnyak,"$90,000",USD,"• Realty Consult ID: Y 949• A plot of land for residential development is for sale.• Ajapnyak, Nazarbekyan street, 1 line, North-South, next to Aghababyans hotel.• Plot: 140 square meters, frontage: 13 m• PRICE: $90,000.• Plot: 440 square meters, frontage: 10 m• PRICE: $177,000.• The land is flat, landscaped.Communications are 50 m away.The location of the plot, the location, the presence of adjacent areas are favorable for the purpose of organizing office or other public service activitiesTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/14253104
For Residential Development,800 sq.m.,Yerevan › Malatia-Sebastia,"$200,000",USD,"• Realty Consult ID:• Residential plot for sale.• Malatia Sebastia, Svachyan street, next to the Malatia fair.• Land: From 800 to 600 square meters with ownership certificateAvailable 2 fronts: 15m, 13mIt is fenced, water, gas, electricityAPZ possibility with permission of 6 floorsTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/11537507
For Residential Development,500 sq.m.,"Davit Malyan Street 14/2, Yerevan","$100,000",USD,"A semi-detached building is for sale or exchange in the 2nd block of Nor Nork. The total area of the land is about 500 square meters. There is electricity, water and sewage inside the structure. It has a three-story house project and a building permit.There is a school, a kindergarten nearby. 0Translated from Armenian",Nov-25-2022_00-48,"ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/17433469
For Residential Development,400 sq.m.,Yerevan › Davitashen,"$40,000",USD,"400 square meters of land near the house for sale at the end of Davitashen, the beginning of Zovuni (near Dubai Hotel)Water, sewage, electricity are available on siteTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18277074
For Residential Development,1000 sq.m.,"Մուշ փողոց 17, Քասախ",$85,USD,"1000 sq. M. Land near the house is for sale in Mush district, near the Red Cross. 1 c. M - $ 85Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17653426
For Public Buildings,180 sq.m.,"Marr street, Yerevan","$52,000",USD,The land is located in a very convenient residential area. You can build a private house or business premises.Translated from Armenian,Nov-25-2022_00-48,,https://list.am/en/item/18320007
For Residential Development,1000 sq.m.,"Նորաշեն թաղամաս 27, Երևան",$85,USD,"A 1000 square meter plot of land near the house is for sale in Mush district, near the Red Cross.The front part is 20.3m.1 c. M - $85Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17620901
For Residential Development,1500 sq.m.,Yerevan › Ajapnyak,"$375,000",USD,"Ajapnyak G1 in Elitar district, a plot of land with an area of 1500 sq/m is for sale, which is located in an established part of the district. Communications are available, the plot is partially fenced. Access to the land from the North-South Highway and Shiraz Street, via an asphalt road. Frontal length 17 meters. For more information call:Code 0600190Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18293893
For Residential Development,300 sq.m.,Yerevan › Ajapnyak,"$32,000",USD,"URGENT!In Ajapnyak Norwegian district, a plot of land with an area of 300 square meters is for sale. It is a residential area, all communications are available. The road to the land is completely paved, the sewer is central. It is an area with fruit trees. For more information call:Code 0600189Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18293835
For Residential Development,430 sq.m.,Yerevan › Davitashen,"$90,000",USD,"On Davtashe 9th street, a fenced plot of land with an area of 430 sq. M., with a building of 50 sq. M. Is for sale. It is a flat plot and there is electricity, the water line payments have been made, the sewer pipe runs directly in front of the land. Front length 14.7 meters, depth 42 meters. Private houses have been built in the neighborhood and are still under construction. For more information call:Code 0600180Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18293590
For Residential Development,1920 sq.m.,"Bagrevand street, Yerevan","185,000,000 ֏",AMD,A plot of land near the house is for sale in Bagrevand residential district.Has an architectural and layout assignment of a 4-story building (АПЗ) + 1-floor parking lot2nd plot from main road.The land is flat and has a frontage of 30m. A fence on one side.Utilities are nearby.Not for partial sale.Code 99909Translated from Armenian,Nov-25-2022_00-48,,https://list.am/en/item/17282016
For Residential Development,500 sq.m.,"Ամառանոցային 2-րդ տարածք 2, Երևան","$25,000",USD,"500 sq. M. Land near the house in Jrvezh summer house is for sale.The land is flat, there are houses next door.It is located on the 2nd row of the main road.Utilities are in the neighborhood.Code 80009Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17779549
Agricultural,2800 sq.m.,"Ջրվեժ թաղամաս 11, Երևան","$100,000",USD,"Agricultural land with a total area of 2800 square meters is for sale in Jrvezh.The land can be used for a private house as well as for other production activities.Utilities are nearby, there is drinking water, irrigation water, gas in the area, 70 m inside the main road.Not negotiable, price 100000 $ + 2% commission.Code 088770Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17616733
Agricultural,5000 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$57,000",USD,"Urgently for sale agricultural land in Dzoraghbyur, behind the village municipality.The land is fenced, there is drinking water, electricity. Energy.It is very convenient for building a house for other activities.Code 87999Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17779114
For Residential Development,1140 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$50,000",USD,"Urgent land for sale in Dzoraghbyur with a total area of 1140 square meters. It is located in a village, in a residential area.There is permanent drinking water, central sewerage, gas.The front part is 20 m20x57 = 1140 sq. M.There is a 10 × 12 = 120 sq. M. Semi-basement 1-storey building in the land.Asphalt road.Code 880088Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17559403
For Residential Development,525 sq.m.,Yerevan › Davitashen,"$80,000",USD,"A plot of land with an area of 525 square meters is for sale in Melkumov district, Davtashen administrative district. The plot has 2 entrances 16.5 meters from the top, 13.5 meters from the bottom. Private houses are built in the neighborhood, all communications are very close. For more information call:Code 0600174Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18282183
For Residential Development,300 sq.m.,Yerevan › Davitashen,"$45,000",USD,"In the 1st district of Davtashen, a corner plot of land with an area of 300 sq/m is for sale. 15 meter and 20 meter fronts. It is a flat land, the water line runs directly in front of the land. The size of the total plot is 600 sq/m, it is also possible to sell the whole lot. For more information call:Code 0600173Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18282112
For Residential Development,645 sq.m.,Yerevan › Davitashen,"$60,000",USD,"In the Davtashen administrative district, the top of the 1st district, a corner plot of 645 square meters with a frontage of 31 meters and a frontage of 21 meters is for sale. The water is piped, the water meter is installed. Flat, meaning: Land for residential development. For more information call:Code 0600172Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18282091
For Residential Development,1500 sq.m.,"Bagrevand 44 street, Yerevan","$200,000",USD,"A fenced plot of land near the house is for sale in Bagrevand district.Utilities are located next door.It is suitable for a private house or other residential facilities.Very good location, open view.Partially not sold and not exchanged.Code 27027Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18223058
For Residential Development,300 sq.m.,"Moldovakan street, Yerevan","$70,000",USD,"A plot of land near the house is for sale on Moldovakan street.It is flat, located near the bus stop and shops.Utilities are right next doorCode 26026Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18203660
Agricultural,2800 sq.m.,"Jrvezh 1-st street, Yerevan","$78,000",USD,"A 2800 square meter plot of land is for sale in Jrvezh, next to the road to Dzoraghbyur, at the back of the KHNOTSI restaurant complex.It is suitable both for building a residential house and for any activity.The land is flat, utilities are nearby.The front part is 41 meters.The price is $75,000, negotiable.No exchange, no partial sale.Code 212121Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17340222
For Residential Development,530 sq.m.,Yerevan › Davitashen,"$50,000",USD,"A corner plot of 530 square meters is for sale in Davtashen administrative district, the top of the 1st district, in the district of newly built private houses. The meaning of residential construction, on both sides of the facade 21 meters and 25 meters. Cheap price compared to similar land. Communications available. For more information call:Code 0600171Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18281928
For Residential Development,1130 sq.m.,Yerevan › Avan,$200,USD,"Land area 1100 square meters, Nver Safaryan Street, AvanumYerevan address, near the Ministry of DefenseCode 0100347Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18282721
For Residential Development,1015 sq.m.,"Bagrevand 43 street, Yerevan","$145,000",USD,"A fenced plot of land near the house is urgently for sale in Bagrevand district of Jrvezhi. 20×50The area of the land is 1015 square meters, utilities are located right next door, water, gas, electricity, central sewerage.The area is densely populated.Code 77055Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17393612
For Public Buildings,400 sq.m.,Yerevan › Davitashen,"$105,000",USD,"In Davtashen administrative district, first line of Aghabayan Street, a 400 sq. M. Plot of public land is for sale. 3-phase power conducted, remaining communications available. Near the last stop of the 57 bus, 19 meters Frontage length, 21 meters depth. Earthworks are done. For more information call:Code 0600169Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18281800
Agricultural,2500 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$30,000",USD,"2500 sq. M. Land is for sale near the road from Jrvezh to Dzoraghbyur, behind the greenhouses.The dimensions of the land are 27.80 × 90.It is angular, it has a road on both sides.Convenient position for any activity.Code 33033Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17312247
For Residential Development,1000 sq.m.,"Ազատության փողոց 1, Ձորաղբյուր","$38,000",USD,"Land near the house for sale in Dzoraghbyur.The land is fenced, has an orchard.All the utilities are available, gas, water, sewerage.The front part is 30 m.Code 90098Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17521651
For Residential Development,600 sq.m.,Yerevan › Davitashen,"$125,000",USD,"Davtashen community, above the park, in the neighborhood of newly built private houses, a plot of land with an area of 600 sq/m is for sale. Land works have been completed, it is a flat plot. Beautiful private houses are built in the neighborhood. 20 meters frontage, 30 meters depth. All communications nearby. For more information call:Code 0600168Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18273833
Agricultural,"13,000 sq.m.","Dzoraghbyur 1-st block, Dzoraxbyur","$130,000",USD,"13000 square meters (1.3 hectares) of agricultural land is for sale in Dzoraghbyur, on the road leading to a military unit.Drinking water passes directly near the land.It has a two-way road.The length of the front section is 75 meters on all sides, 75 × 174.New district, there are residential houses in the neighborhood.At a distance of 1.5 km from the village administration.Code 198424Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17716599
For Residential Development,1000 sq.m.,"Bagrevand street, Yerevan","$80,000",USD,"A corner plot of land near the house is for sale in the Bagrevand district of Jrvezhi.The land is flat, utilities are nearby.Not for partial sale.Not exchangeable.Code 77077Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17406273
Agricultural,6500 sq.m.,"Ջրվեժ թաղամաս 2, Երևան","$105,000",USD,"A plot of land with a total area of 6500 square meters is for sale in the Jrvezh-Dzoraghbyur community, on the road to Abovyan, in the area in front of the greenhouses.The front part of the land and one side along the length are fenced.It has a frontal length of 55 meters, 55×118.Suitable for any activity.The cost of 1 square meter is $16.If you do not know the Armenian language, please contact us only if an Armenian translator is available.Code 240784Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17720945
Agricultural,8500 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$195,000",USD,"A fenced plot of land with a total area of 8500 square meters is for sale in the Jrvezh-Dzoraghbyur community, on the road to Abovyan, in the area in front of the greenhouses.The front part of the plot is 69 meters, 69×123.It has newly planted fruit trees, irrigation water.Suitable for any activity.The price of 1 square meter is $23.If you do not know the Armenian language, please contact us only if an Armenian translator is available.Code 884444Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17718649
For Residential Development,1000 sq.m.,"Bagrevand street, Yerevan","$80,000",USD,"Urgent sale of land near the house in Bagrevand Jrvezh district.20×50=1000 square meters.All utilities pass by the plot.Inhabited district.If you do not speak the Armenian language, please contact us only through an Armenian translator.Code 88008Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17327660
For Residential Development,2850 sq.m.,"Ջրվեժ թաղամաս 2, Երևան","$115,000",USD,"A 2850 square meter plot of land in Jrvezh is for sale.All utilities are nearby.The front part is 40 meters. 40×71.Flat and suitable space for any activity.If you do not know the Armenian language, please contact us only through an Armenian translator.Code 812099Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17612027
For Residential Development,600 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$35,000",USD,"Land near the house for sale in Dzoraghbyur.The land is completely fenced, has an orchard. 20 × 30 = 600 square meters.The front part is 20 meters.The land is located in a populated area.There is a 1-storey 2-room building with a total area of 50 square meters in the landCode 87087Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17713385
For Residential Development,2400 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$135,000",USD,"Land near the house is for sale in Dzoraghbyur, near the main road in the beginning of the village.The land is fenced.It has a 3-way road.The cost of 1 square meter is $ 55.Partial sale of 800 square meters is possible.Code 07099Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17554657
Agricultural,"36,000 sq.m.","Dzoraghbyur 1-st block, Dzoraxbyur",$50,USD,"A corner agricultural plot in Jrvezh is for sale.The land is located right on the front line, suitable for any activity.The front part of the plot is about 200m from the main road.The dimensions are approximately 200x180.The cost of 1 square meter is $50.Code 777777Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17554815
Agricultural,3000 sq.m.,"Bagrevand street, Yerevan","$95,000",USD,"3000 sq. M. Land is for sale on the road from Jrvezh to Dzoraghbyur, right next to a residential district.It has a 42 m front part.Utilities are in the neighborhood.Suitable for any activity.Code 88077Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17383611
Agricultural,1450 sq.m.,"Bagrevand 46 street, Yerevan","$75,000",USD,"Urgent sale of 1450 square meters of land in Bagrevand residential district.Utilities are in the neighborhood.The change of the significance of the land is allowed for residential construction, 10800 AMD for 1 square meter.The front part is 20 meters, the length is 72.The land is located right next to the Smart City residential district.Code 70079Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17690692
For Residential Development,1000 sq.m.,"Petros Duryan district 3rd street, Yerevan","$70,000",USD,"A plot of land near the house is for sale in Avan Duryan district. 25m front part, 25x40=1000 square meters.It is located on the 4th street.Utilities are located next door.Code 09900Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17466005
Agricultural,1250 sq.m.,"1-ին փողոց 21, Զովք","$25,000",USD,Urgent sale of agricultural land in Zovk village of Jrvezh community. The land is angular and suitable for any activity.Utilities are nearby.The land is located right on the front line at the beginning of the village.Code 077099Translated from Armenian,Nov-25-2022_00-48,,https://list.am/en/item/17577781
For Residential Development,800 sq.m.,Yerevan › Ajapnyak,"$160,000",USD,"0600137A fenced plot of land with an area of 800 sq/m is for sale in Silikyan G1 district, near the H2 TV station. 25 meters of frontage, 32 meters of depth. Communications immediately nearby. There is a building permit for the construction of 3 townhouses. For more information call:Code 0600137Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17400609
For Residential Development,500 sq.m.,Yerevan › Shengavit,"$2,900",USD,"New Kharberd. Fenced (setka) swimming pool, steps are concrete. The land is on a slope, you can see Masis mountain. With a certificate of ownership. You can call the same number on viber and watsappTranslated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/18065051
For Residential Development,450 sq.m.,Yerevan › Nor Nork,"$110,000",USD,"A 450 sq. M. Land is for sale in Avan community, near Norapsaken street, with a half-built building. The building area is 110 square meters. There is a project of a three-storey private house, the walls of the first floor are erected. Water, sewer and electricity. Conducted electricity (subscriber), gas directly connected to the ground. 15 meters front section. The road is completely asphalted. Away from high-rise buildings, with a very beautiful view. Price is negotiable. For more information call:Code 0600111Translated from Armenian",Nov-25-2022_00-48,,https://list.am/en/item/17644994
