Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Residential Development,"12,000 sq.m.",Armavir › Myasnikyan,"$12,000",USD,"Bring slippery ground, the basement is ready.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17817702
,1300 sq.m.,Armavir › Armavir,"$2,000",USD,Զարթոնք (Ղամշլու) գյուղում հողամաս սեփականաշնորհում 1300 m'2,Nov-25-2022_00-56,,https://list.am/en/item/15750874
Agricultural,7800 sq.m.,Armavir › Aygek,"$23,000",USD,"Suitable for greenhouses, the gas line is adjacent to the groundTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17708993
Agricultural,8100 sq.m.,Armavir › Gai,"$15,000",USD,"Arable land for sale (privatization) near the road leading to Metsamor in Gay village. The road leading to the land is paved, there is electricity nearby.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17699775
For Residential Development,1000 sq.m.,Armavir › Musaler,"$17,000",USD,"A plot of land near the house on the first line is for sale. About 7 km from Yerevan. There are all necessary documents and facilities (gas, water, electricity) for building a house. For questions and reasonable suggestions, call the indicated number or Viber, WhatsApp.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17864354
Agricultural,"20,000 sq.m.",Armavir › Armavir,"$80,000",USD,A 4-year-old productive raisin orchard is for sale in the village of Nalbandian. Exchange with Fur is possible. For more information call.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/18346792
For General Purpose,900 sq.m.,"Erevanyan street, Armavir","$12,000",USD,The land is for rentTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/18257487
For Residential Development,500 sq.m.,Armavir › Merdzavan,"$15,000",USD,A plot of land in Merdzavan village is for saleTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/18346483
For Residential Development,5500 sq.m.,Armavir › Geghakert,"$230,000",USD,"The land is located in the picturesque community of Armavir region, it is completely fenced, there is a swimming pool. There are trees, there is a stone building, two rooms. It is suitable for any activity. There is a swimming pool with a capacity of 40 tons. Greenhouse 1300 sq. M.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/16608342
Agricultural,"13,000 sq.m.",Armavir › Aygek,"$110,000",USD,"The orchard is located near the houses in Aygek village. The road leading to the land is asphalted. There are 24 rows of grapes in the garden, it gives 10-15 tons a year. Harvest, about 20 apricot trees, 20 peach trees, 36 walnut trees and 20 apple trees. Sq. It is alfalfa.It is 8 km away from Yerevan.There is drinking water, electricity, gas nearby.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/14589101
Agricultural,7600 sq.m.,Armavir › Aygek,"$35,000",USD,Land for sale in Aygek village. The area is 7600 sq / m. Adjacent to the central road. There is permanent irrigation water.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/16794615
Agricultural,3100 sq.m.,Armavir › Arevik,"814,658 ֏",AMD,"The property is in the RACP auction.Arevik village, Armavir marz. Plot of land, 3100 square meters, uncultivated.You can also purchase the presented property through lending by the Bank, with the current lending terms and rates.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18346293
Agricultural,6000 sq.m.,Armavir › Margara,"$70,000",USD,"The area is located on the Echmiadzin-Margara road, near the highway, near the cement concrete factory near the cemetery, there used to be a production greenhouse areaTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17706341
For Residential Development,810 sq.m.,"3-րդ փողոց 22, Այգեկ","$17,000",USD,"The land is located 7 km away from Yerevan, it is very convenient for building a house, the light and water are on the street, there are residential houses.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17976424
For Residential Development,800 sq.m.,"3-րդ փողոց 18, Այգեկ","$17,000",USD,"The land is located at a distance of 7 km from Yerevan, it is very convenient to build a house, the light and the water is the resistance of the land, in front and there are residential houses in the back.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17976423
For Residential Development,1600 sq.m.,Armavir › Haykashen,"$4,500",USD,"URGENT land is on fire URGENTLY.The land is located in Haykashen village of Armavir region, it is privatized, it is close to home.An exchange is also possible.Price is negotiableTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17356232
Agricultural,3850 sq.m.,Armavir › Aygek,"$18,000",USD,"Կոդ` B-22841Վաճառվում է գյուղատնտեսական նշանակության հողատարածք Այգեկ գյուղում: Ունի ոռոգման ջուր։ Մնացած կոմունալ հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An agricultural meaning plot for sale in Aygek Village. The plot has irrigation water․ The other communications are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-56,,https://list.am/en/item/14711504
For Residential Development,700 sq.m.,"Kentronakan 4th street, Tairov","$36,000",USD,"The plot is located on Tairov Werfel Street, next to Cargo, an asphalt road to the plot. There is light, water and gas in the neighborhood. Width: 15 meters, length: 48 meters.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17810688
For Public Buildings,200 sq.m.,Armavir › Echmiadzin,"$20,000",USD,"A plot of public land is for sale at 5/1 Yerchan Highway (Manushyan St.), on the right side of the road from Etchmiadzin to Yerchan, near the statue of Aram AsatryanThe area is 200 square metersPrice is negotiableTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17919891
Agricultural,"10,000 sq.m.",Armavir › Zartonk,"$72,000",USD,Vineyards for sale in Zvartnots. There is also a building on the premises. Partial sale of the land is possible. For more information call:Code 77633Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/18169730
Agricultural,4000 sq.m.,"Իսահակ Գասպարյանի փողոց 34, Երևան","$53,000",USD,The second land on the way to the airport is right behind JellyfishTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17489238
For General Purpose,"15,000 sq.m.",Armavir › Echmiadzin,"15,000,000 ֏",AMD,"There is a spring near the plot to create a suitable farm. For details, call the mentioned number.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/16064607
For Residential Development,800 sq.m.,"Գորկու փողոց 1, Արմավիր","2,000,000 ֏",AMD,It is possible to exchange it with a car equivalent or with a surcharge by meTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17524545
Agricultural,2200 sq.m.,Armavir › Parakar,"$15,000",USD,"I am selling an agricultural land, it has two fronts, 2200 sq. M. M:Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17606993
For Residential Development,800 sq.m.,Armavir › Aknalich,"$5,500",USD,"He is selling a plot of land near the house, he has a half-built barn, I will exchange it with a car equivalent to the price, call for more information.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/16946583
Agricultural,1800 sq.m.,Armavir › Yeghegnut,"$3,000",USD,"The land is located (Badal) Yeghegnut Yeraskhahun road, next to the road connected to Badal, the land is cultivated, it is possible to exchange or make a closed call, we will agreeTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17508678
Agricultural,5000 sq.m.,Armavir › Aghavnatun,"$160,000",USD,Կոդ` ID1572Վաճառվում է 5000քմ ընդհանուր մակերեսով հողատարածք։1750 քմ մակերեսով ջերմոց՝ ծածկով3000 քմ մակերեսով ջերմոց՝ առանց ծածկԿաթիլային համակարգՕդափոխումը մեխանիկականԿից երկհարկանի շինություն 100 քմ մակերեսով,Nov-25-2022_00-56,,https://list.am/en/item/17473364
Agricultural,3000 sq.m.,Armavir › Musaler,"$30,000",USD,Code: ID3627Agricultural land for sale in Musaler.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17800733
Agricultural,5100 sq.m.,Armavir › Aygek,"$45,000",USD,Code: ID3487Agricultural land for sale. Walled.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17382630
For Residential Development,1100 sq.m.,Armavir › Merdzavan,"$14,500",USD,Code: ID3612Land for residential buildings is for sale.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17632024
For Industrial Use,700 sq.m.,"Hanrapetutyun street, Armavir","$30,000",USD,"For sale is a workshop for garden support, water meter observation well, streams with auxiliary equipment.The land occupies an area of 700 sq/m, but it is fenced 400 sq/m.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18343879
For Residential Development,1200 sq.m.,Armavir › Echmiadzin,"$22,000",USD,"Land near the house is for saleEtchmiadzin city, Charents districtThe area is 1200 square metersAshotFor more information callCode A055Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17407904
Agricultural,3000 sq.m.,Armavir › Echmiadzin,"$2,800",USD,"Վաճառվում է 3000քմ հող Արմավիրի մարզի Հայկաշեն գյուղում, ոռոգման ջուր, առանց միջնորդ",Nov-25-2022_00-56,,https://list.am/en/item/15560291
Agricultural,1000 sq.m.,Armavir › Echmiadzin,"$4,000",USD,"Հնարավոր է փոխանակում մեքենայի հետ։Գյուղ Աղավնատուն, տնամերձ հողատարածք, սեփականաշնորհված։",Nov-25-2022_00-56,,https://list.am/en/item/16257425
For Residential Development,1100 sq.m.,Armavir › Tairov,"$25,000",USD,Виноградное полеТорг уместен,Nov-25-2022_00-56,,https://list.am/en/item/16294761
For Residential Development,1000 sq.m.,Armavir › Tairov,"$200,000",USD,Продам участокИдеальное место для любой недвижимостиТорг уместен,Nov-25-2022_00-56,,https://list.am/en/item/16293134
Agricultural,"260,000 sq.m.",Armavir › Merdzavan,"$500,000",USD,"The road is completely fenced. There is a 2-storey house in the area, a cottage, electric electricity, irrigation system, 6 hectares of poplar garden, 1500 trees (apricot, plum, melon, nectar, cheerful)1 c. - 1.5 $:Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/16994441
For Residential Development,300 sq.m.,Armavir › Merdzavan,"$10,000",USD,"Call for details. Exchange with car, different price in case of exchange15x20Translated from Armenian",Nov-25-2022_00-56,"ELectricity, water supply, natural gas",https://list.am/en/item/16534573
Agricultural,7700 sq.m.,Armavir › Musaler,"$52,000",USD,The land is located next to the airport palaceTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/18239565
Agricultural,5500 sq.m.,Armavir › Sardarapat,"55,000,000 ֏",AMD,"5.5 hectares of land is for sale in Sardarapat village. It is an orchard, 1500 square meters of which are black and Victoria plums. The rest is a vineyard. There are 3 irrigation options.For details, call the indicated phone number.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18115380
Agricultural,900 sq.m.,"Admiral Isakov street, Vagharshapat","$13,000",USD,"Продается земельный участок рядом аэропорта, возле АГНС, 900 м, возможно обмен",Nov-25-2022_00-56,,https://list.am/en/item/17759358
Agricultural,3000 sq.m.,Armavir › Armavir,"$11,000",USD,"Fruit garden. Peaches, apples,Cherry:There is gas, light, water, irrigation water in the land.It is possible to build a house.It is located next to the Sardarapat memorial.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17583337
For Residential Development,1880 sq.m.,"Echmiatsin Highway, Khoronk","$6,000",USD,The land has a two-way road. It is located very close to the village... It is intended for the neighborhood. Price is negotiable.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/16800664
Agricultural,6000 sq.m.,Armavir › Echmiadzin,"$35,000",USD,The land is located on the road from Yerevan to Etchmiadzin in MusalerTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/13510493
Agricultural,"16,967 sq.m.",Armavir › Armavir,"$6,000",USD,"Agricultural land, Armavir region, Aknalich community, 16,967 square meters, about 800 meters from the asphalt road leading to the nuclear power plant.Ideal for vines and fruit trees. The area is flat, provided with irrigation water.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18320709
Agricultural,"27,367 sq.m.",Armavir › Armavir,"$11,000",USD,"Agricultural land, Armavir region, Aknalich community, 27367 square meters, on the right side of the asphalt road leading to the nuclear power plant.The area is flat, it is provided with irrigation water, the distance from the gas distribution network is about 800 m, there is the possibility of connecting electricity and drinking water.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18320720
Agricultural,8215 sq.m.,Armavir › Armavir,"$15,500",USD,"Agricultural land 8215 square meters, 40 m from the Echmiadzin-Armavir highway (Armavir region, Arshaluys community), on the left side of the asphalt road leading to the nuclear power plant.The gas distribution network is directly in the plot, there is an asphalted road on both sides, there is irrigation water on both sides, and the possibility of electricity connection.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18320728
For Industrial Use,"16,000 sq.m.","20-րդ փողոց 22, Արշալույս","$27,500",USD,"The vineyard has a total cultivable area of 1.5 ha and a total of 1.6 ha of good grapes. The annual yield of the vineyard is 40 tons. Together with the vineyard, we give a contract of 27 tons to the Ararat Wine and Brandy Factory. It is located on the left side of the Armavir-Yerevan highway. Adjacent is a hail station and two working Artesian were.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18118127
Agricultural,7000 sq.m.,Armavir › Echmiadzin,"$20,000",USD,"Code 11885: Horticultural land for sale in Armavir region, v. In Zvartnots. 6000 out of 7000 square meters are vineyards, and 1000 square meters are fruit trees. Has irrigation water.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/11471833
For Residential Development,880 sq.m.,"Երիտասարդության փողոց 1, Մերձավան","$13,000",USD,A plot of land near the house has a negotiable electricity price.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/18299533
For Residential Development,1200 sq.m.,Armavir › Gai,"$5,500",USD,Land near the house is for sale very urgently. 1200 square metersTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17887490
For Residential Development,1100 sq.m.,Armavir › Armavir,"2,000,000 ֏",AMD,"It is a plot of land near the house, 1100 square meters. , the plot of land is located at the address belonging to the Noravan community adjacent to the 108 thgm of Armavir city, the area is indicated in the maps as Plot 2, for smaller plots, please call, only real buyers should call.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17891446
For Residential Development,730 sq.m.,Armavir › Ptghunk,"$14,000",USD,Գտնվում է Մուսալեռի վերջնամասում։Վաճառվում է սեփականատիրոջ կողմից։Находится в конце Мусалера.Продается собственником.It is located at the end of the Musaler.For sale by the owner,Nov-25-2022_00-56,,https://list.am/en/item/16741535
For Residential Development,482 sq.m.,"Charents street, Vagharshapat","$23,000",USD,"The land is located on the first line (it is a very good place), the position is such that it has two front parts. For more information call.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17153774
Agricultural,3300 sq.m.,Armavir › Sardarapat,"$9,000",USD,"Irrigated land is for sale in Sardarapat village, near the road, accessible to cars, the surface is flat, there are apricot fruit trees. I will exchange it for a car or a plot of land in the capital Yerevan and the surrounding area.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17610914
For Residential Development,400 sq.m.,Armavir › Armavir,"$3,500",USD,Продам земельный участок для строительства дома. Есть все необходимое коммуникации (газ вода электричество канализации),Nov-25-2022_00-56,,https://list.am/en/item/16712802
Agricultural,3200 sq.m.,"Echmiatsin Highway, Khoronk","$4,000",USD,"The land is located in Aghvnatun village, there is no problem with arable land waterTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17364885
Agricultural,"17,000 sq.m.",Armavir › Hatsik,"16,750,000 ֏",AMD,"Land for sale, Armavir Marz. Hatsik 6000 sq/m 15-year-old apricots and peaches 8000 sq/m 6-year-old apricots and peaches 3000 sq/m Victoria type plums 6 years old. There is no problem with irrigation water, it also has the possibility of artesian water, the price is negotiable.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18305612
For Residential Development,1000 sq.m.,Armavir › Musaler,"$12,000",USD,"Վաճառվում է հողատարածք Պտղունքի Մոնթեի 36 հասցեյում, փոխանակում համարժեք մեքենայի հետ",Nov-25-2022_00-56,,https://list.am/en/item/17330884
For Residential Development,1000 sq.m.,Armavir › Echmiadzin,"$5,000",USD,"1000 sq. M. Land near the house is for sale in Aknashen ""between Gay villages"".Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17209750
Agricultural,4000 sq.m.,"Bagaran Roadway 114, Karakert","$20,000",USD,"More than 4 hectares, 3 hectares of alfalfa, more than 1 hectare, trees 350 apricots, 120 cherries, 50 peaches, 1-year-old treesTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18151746
For Residential Development,1000 sq.m.,"Улица М. Похосян 6, Шаумян","$8,000",USD,"Продам участок в Шаумяне. Подходит для постройки дома для постоянного проживания. Площадь 10 соток. Есть электричество, вода, газ. Расположен между городами Эчмиадзин и Аштарак.",Nov-25-2022_00-56,,https://list.am/en/item/18235582
Agricultural,"20,000 sq.m.",Armavir › Nalbandyan,"$33,000",USD,"In Nalbandyan village of Armavir marz, 2ha of land is for sale, 1ha of which is a high quality varietal vineyard. 05ha of fruits, 05ha of berries, raspberries and blackberries. For details, call under the same number, WhatsApp & Viber are availableTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18261786
Agricultural,4000 sq.m.,Armavir › Parakar,"$120,000",USD,"About 4000 square meters of orchard for sale in Parakar. There are apples, apricots, plums, walnuts and mulberries in the garden. Irrigation water is available. The park is located about 1 km from the Yerevan-Etchmiadzin highway. It is about that far from Zvartnots Airport.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17959248
For Residential Development,400 sq.m.,Armavir › Parakar,"$25,000",USD,"400 sq. M. For sale. A plot of land near the house in the village of Parakar, next to the sports school.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18090117
For Residential Development,400 sq.m.,"Baghramyan street, Armavir","1,500,000 ֏",AMD,Call for questions.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17638270
For Residential Development,405 sq.m.,"Արամ Մանուկյանի 2-րդ փողոց 95, Վաղարշապատ","$23,000",USD,"Land near the house in Aram Manukyan district is for sale. There is gas, electricity, water, sewerage in the area.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17999448
For General Purpose,532 sq.m.,"Erevanyan street, Parakar","$335,000",USD,Продается участок возле поста ГАИ в Паракаре.532 кв. МУчасток общего назначенияԿոդ 17970367,Nov-25-2022_00-56,,https://list.am/en/item/17970367
For Residential Development,920 sq.m.,Armavir › Echmiadzin,"$4,000",USD,"In the village of Aghavnatun.The land is not far from the beginning of the village. Gas, light, water nearby, as well as irrigation water. The land has not been cultivated for more than 15 years.There is a ownership certificate, where the actual square meter is 920, but in reality it is 1000 square meters.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/14730903
For Industrial Use,8500 sq.m.,Armavir › Shahumyan,"$6,500",USD,Suitable for greenhouse.Price is negotiable. There is light and water. Exchange with a solid car.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17579422
For General Purpose,140 sq.m.,"Մ-5 5/13, Նորապատ","$60,000",USD,"Վաճառվում է կոմերցիոն տարածք 140ք/մ մակերեսով: Տարածքը գտնվում է՝ շուկայի հարևանությամբ, երկաթգծի կայարանի մոտակայքում, 2 բնակելի շենքերի միջև: Գործառնական նշանակությունը՝ խառը կառուցապատման: Տարածքը անկյունային է, գտնվում է 2 փոխոցների հատման կետում:",Nov-25-2022_00-56,,https://list.am/en/item/18215027
Agricultural,2700 sq.m.,Armavir › Hatsik,"700,000 ֏",AMD,"It is an area of dried grapes, a little inside the bridge coming from Armavir, trees can be planted.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17807039
For Residential Development,830 sq.m.,Armavir › Echmiadzin,"$64,000",USD,"830 sq. M. Land is for sale in Charents district, it is fenced, has a well, chulan, the place of the foundation meter has been demolished to a depth of 1.50, the dimensions11x12 sq. M.Adjacent to the roadTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17119851
Agricultural,"100,000 sq.m.",Armavir › Merdzavan,"$250,000",USD,"! HURRY! 10 hectares of agricultural land for sale in Merdzavan, 8km from the Yerevan-Ejiadsin highway post-gai, the other road to Bangladesh 4th village 5km to VAHAGNI DISTRICTPartial sale possibleTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17562093
For Public Buildings,69 sq.m.,Armavir › Parakar,"$12,000",USD,Urgently for sale with the right of public constructionPlot of land. It is located 150 meters away from the traffic light of Zvartnots airport. On the main road. Suitable for doing business.Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17666654
Agricultural,5000 sq.m.,Armavir › Echmiadzin,"$7,500",USD,"There is drinking water in the area, very close to it, very urgent.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17123879
Agricultural,"30,000 sq.m.",Armavir › Echmiadzin,"$20,000",USD,"3 hectare orchard in Etchmiadzin, on the asphalt road to Ashtarak.Mainly apricots, peaches, red plums, there are apples, almonds, nuts, etc.Partial sale is possible2 hectares - $ 40,0001 hectare - $ 20,000Irrigation without a problemTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/13445367
Agricultural,2600 sq.m.,Armavir › Parakar,"$23,000",USD,"It is located not far from the bio pond, near the palace, exchange with the carTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17638192
For General Purpose,1200 sq.m.,Armavir › Armavir,"1,000,000 ֏",AMD,"Land near the house for sale in Mrgashat village, call for detailsTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/16201790
For General Purpose,3000 sq.m.,Armavir › Tsiatsan,"$50,000",USD,"The land is located next to the Aghavnatun highway in Etchmiadzin, it is connected to the road, the length of the front from the road is 194 m, while the asphalt is about 10 m free space for the road, the land is suitable for any activity.The running area of the land is 3000 square meters.There is electricity 10000v, drinking water, irrigation water հնարավորություն internet possibility.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17145569
For General Purpose,1000 sq.m.,Armavir › Echmiadzin,"$5,000",USD,"Land for general use in Musaler, 1000 sq. M. Մ.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17877010
Agricultural,"23,400 sq.m.",Armavir › Echmiadzin,"$123,000",USD,"It is located 15 km away from Yerevan, Echmiadzin Zvartnots communityGas, light, water - everything is availableTotal 2.3 hectares, of which 1,800 square meters are a greenhouse, Negotiable.Greenhouse ՚ landTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17130972
For Residential Development,1100 sq.m.,"Արարատյան փողոց 30, Բաղրամյան","$16,000",USD,"We are selling a land plot of 1100 square meters, it has water, there is irrigation water, there are buildings, a fenced garden, for questions, call the indicated number, the address is Parakar village, H. Tumanyan street, plot 4Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18237206
Agricultural,6200 sq.m.,Armavir › Aygek,"$20,000",USD,"SHAT URGENT Land for sale in Aygek village, near MerdzavanRural significance, 6200 square meters.For details, call the indicated numbersTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18052225
For Residential Development,1000 sq.m.,Armavir › Arevashat,"$7,600",USD,Land near the house in Ar-Shat villageTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/17367716
Agricultural,"10,300 sq.m.",Armavir › Metsamor,"6,000,000 ֏",AMD,"1.03 hectare 3-year-old grapevine garden is for sale, there is already a normal harvest, new pillars, wires, water is not a problem, the artisan crane is at the beginning of the land, it is in front of Metsamor Sport complex, it is a very good place for other businesses, although and it's a ready-made business, the location is very convenient, convenient to the naval station, I am selling the details by calling to leave the countryTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/16327248
For Residential Development,1040 sq.m.,Armavir › Aknashen,"2,000,000 ֏",AMD,"The land is suitable for building a house, cultivating or building a greenhouseTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17961818
Agricultural,2000 sq.m.,Armavir › Musaler,"$6,500",USD,H429:Land for sale in Arevshat village. The total area is 2000 square meters. Intended for rural use. The frontage is 20 meters.Code H-429Translated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/18021634
Agricultural,900 sq.m.,"Vazgen Arajin street, Vagharshapat","$40,000",USD,"An existing poultry farm is for sale in Shahumyan village of Echmiadzin. The poultry farm is equipped with all kinds of equipment. All are automated; there is a three-phase current. It is equipped with gas; there is permanent water; there is a sewerage system; the premises are monitored by cameras; Ventilation and heating are automated with appropriate equipment. Accommodates 12,000 birds; the building is capital; all the facilities are available, there is also all the equipment for storage. If you want, we can sell more land. If you have any questions, callTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18220175
For Residential Development,3000 sq.m.,Armavir › Echmiadzin,"$20,000",USD,300 meters from the lines of the stationThe water must be pumpedLayout of the houseTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/14782175
For Residential Development,1600 sq.m.,Armavir › Echmiadzin,"$8,500",USD,"A plot of land near the house of 1380 square meters is for sale. M. Actual 1600 sq. M. In the village of Gai, with apricot trees, it is located on the edge of the road, it is a corner plot.The price is $8500, exchange for a car with an additional fee from me or you.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/16249759
Agricultural,4200 sq.m.,Armavir › Aghavnatun,"$5,000",USD,Khakhokh garden Anahit varietyTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/12942997
For Residential Development,850 sq.m.,Armavir › Echmiadzin,"$10,500",USD,"ARACHI LINE, a plot of land near the house is for sale, in Voskehat village of Armavir marz (Vagharshapat community) The land is located on the front line of the main Voskehat-Masis highway. The total land area is 850 square meters. It is M, has electricity and water. There is no problem with the documents and I will exchange it for the car.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18256462
For Residential Development,1200 sq.m.,Armavir › Echmiadzin,"$6,000",USD,"Land for sale in Armavir region5 km away from EtchmiadzinCommunity Khoronk / LenughiIt is the second community after Etchmiadzin1200 square meters near the houseIrrigation water, electricity, addressTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/12474103
Agricultural,"10,000 sq.m.",Armavir › Armavir,"$85,000",USD,"A greenhouse with an area of 1800 square meters is for sale in the Zvartnots community of Armavir marz, the gas is connected, the water is nearby, it is sold urgently.Code F-1073Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18327751
For General Purpose,640 sq.m.,Armavir › Parakar,"$27,000",USD,640 square meters near the house is located in Tairov Aghayan streetTranslated from Armenian,Nov-25-2022_00-56,,https://list.am/en/item/18119984
Agricultural,"35,000 sq.m.",Armavir › Armavir,"$80,000",USD,"3.5 hectares of fruit land for sale near the main canal, has its own irrigation system, three-phase electricity, a shed. The area, being adjacent to the village, is suitable for developing a farm and greenhouse economy.It is possible to exchange with an apartment in the city of YerevanTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17497847
Agricultural,5000 sq.m.,"Էջմիածնի խճուղի 18, Апага","3,200,000 ֏",AMD,"A plot of land is for sale in the area adjacent to APAGA village, near the main road, on the shore of Sev water, in front of Lusagiugh. Call for all questionsTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18326983
For General Purpose,800 sq.m.,"Հակոբ Պարոնյանի փողոց 2, Ծաղկունք","$15,000",USD,"For details, call the price, all the communal amenities are negotiable, there are in Etchmiadzin TsaghkunqTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/17224766
For Residential Development,2400 sq.m.,Armavir › Echmiadzin,"$7,000",USD,Գյուղ Լուսագյուղում վաճռում եմ կողք -կողքի կպած երկու հողամաս; Յուրաքանչյուրը 1200քմ. Մանրամասն հեռախոսով Սակարկելի;,Nov-25-2022_00-56,,https://list.am/en/item/16237546
For Residential Development,1250 sq.m.,Armavir › Getashen,"10,000,000 ֏",AMD,"For sale: 1500 sq. M., existing greenhouse, 850 sq. M., new generation with all facilities.Translated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/18326448
For Residential Development,630 sq.m.,"Araratyan street, Parakar","$30,000",USD,"630 sq. M. Flat land for sale in Parakar, on Grigor Lusavorich street, 17 meters front part, one side fenced, with all communal facilitiesTranslated from Armenian",Nov-25-2022_00-56,,https://list.am/en/item/13217866
