Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Parking,Amenities,Appliances,Window Views,The House Has,Links
Stone,No,Not available,4,40 sq.m.,1,1,from 2.7 m,2,Open balcony,,Major Renovation,4,Yes,No,By Agreement,By Agreement,Tavush › Dilijan,"15,000 ֏ daily",AMD,"Code 0124:--ATTENTION -----Read the full description of the house, the requirements, the rules of prepaymentAPARTMENT for daily rent in Dilijan, in the deer parkThe house is for daily rent1 day for 2 people 15,000 AMDThe apartment is on the 2nd floor of a 4-storey buildingBedroom in nicheLiving room: 1 pieceBathroom: 1 pieceOpen balcony with a view of the deer, internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils heatingProvisions:+ Entrance 14.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 0124Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/14635767
Stone,No,Not available,4,30 sq.m.,1,1,from 2.8 m,3,Open balcony,,Designer Renovation,2,Yes,No,Included,Without prepayment,"Շահումյան փողոց 10, Դիլիջան","10,000 ֏ daily",AMD,"Renovated apartments in Dilijan (on the street of firs), with new property and appliances, all necessary accessories, only for clean-minded families, minimum 2 days, not for an hour or a day.Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17993321
Stone,No,Available,5,35 sq.m.,2,1,from 3 m,1,Not available,,Major Renovation,3,Yes,No,Not included,By Agreement,"Getapnya street, Dilijan station","15,000 ֏ daily",AMD,"Ideal apartment in Dilijan. Welcome to spend your wonderful vacation in a newly renovated apartment near the center of Dilijan, in the best district of the city, near the central park, on Getapnya Street. The apartment is equipped with all amenities, new furniture and appliances, wifi, round-the-clock water supply, baxi heating system.Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/13634323
Stone,No,Not available,4,35 sq.m.,2,1,from 2.7 m,2,Open balcony,,Designer Renovation,2,No,No,Included,By Agreement,Tavush › Dilijan,"5,000 ֏ daily",AMD,"Newly renovated apartments for rest for 2-3 people, affordable and clean apartments only for families, also with social package or transfer, not for 1 day, minimum 2 days, 1 person per day 5000 AMDTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/15336690
Stone,No,Not available,4,29 sq.m.,1,1,from 2.8 m,4,Open balcony,,Designer Renovation,2,Yes,No,Included,Without prepayment,"Շահումյան փողոց 13, Դիլիջան","10,000 ֏ daily",AMD,"Renovated apartment on Yeghniner street, clean and beautiful apartments for 2 people, not for 1 day, starting from 2 daysTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17948767
Stone,No,Not available,5,45 sq.m.,5,2,from 2.5 m,1,Open balcony,,Cosmetic Renovation,4,Yes,Yes,Not included,2 months,"Հովսեփյան փողոց 81, Դիլիջան","150,000 ֏ monthly",AMD,"2-room apartment is for rent on the 1st floor, with all living conditions.Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17969603
Stone,No,Not available,5,78 sq.m.,3,1,from 3.5 m,5,Not available,Available,Cosmetic Renovation,5,Yes,No,By Agreement,By Agreement,"Գայի փողոց, Դիլիջան","120,000 ֏ monthly",AMD,"3 / s, sq. M. , long and with a bed, furniture, hot appliances, RTK constant water, for more information callTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/11811918
Stone,No,Not available,4,35 sq.m.,2,1,from 2.8 m,2,Open balcony,,Major Renovation,2,Yes,No,Included,By Agreement,"Շահումյան փողոց 10, Դիլիջան","10,000 ֏ daily",AMD,"Apartments for daily rent near the center of Dilijan, on a beautiful, quiet street, Yeghevinner street, renovated, clean, affordable, with open balcony, minimum 2 days, 1 day for 2 people 10,000 AMDTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17933616
Stone,No,Not available,4,33 sq.m.,1,1,from 2.7 m,2,Open balcony,,Euro Renovation,2,No,No,Included,Without prepayment,"Շահումյան փողոց 26, Դիլիջան","5,000 ֏ daily",AMD,"Newly renovated apartments with new property on Yeghniner street in Dilijan for daily rent, with all amenities, 2 persons 10,000 AMD per day, only for families, not for 1 day, minimum 2 days, social security. By package or transferTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17844808
Stone,No,Available,5,90 sq.m.,3,1,from 2.8 m,1,Open balcony,Available,Euro Renovation,4,Yes,No,Not included,1 month,Tavush › Dilijan,$650 monthly,USD,"Apartment for rent.All utilities are available in the apartment• Heating System• Gas stove• Television• Refrigerator• Automatic washing machine• 1 month depositReleased on November 24For details, call:Code 30349Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/14957949
Stone,No,Not available,4,50 sq.m.,3,1,from 2.6 m,1,Not available,,Major Renovation,,,,,,Tavush › Dilijan,"15,000 ֏ daily",AMD,"Code 0158:Read the full description of the apartment, the requirements, the rules of prepaymentAn apartment is for daily rent in Dilijan, on Yeghniner streetThe house is for daily rent15,000 drams per dayMaximum 4 peopleBedroom: 2 piecesLiving room with 1 open sofaBathroom: 1 pieceinternet, parking, bed linen իչներ towels Kitchen, kitchen appliances, Kitchen utensils heating,Provisions:+ Entrance 13.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code 0158-Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17803576
Stone,No,Not available,4,60 sq.m.,3,1,from 2.6 m,2,Not available,,Euro Renovation,5,Yes,No,Included,1 month,"Ստեփան Շահումյանի փողոց 24, Դիլիջան","20,000 ֏ daily",AMD,"An apartment for daily rent or long-term rent in Yeghevniner district of Dilijan city. The apartment has 3 rooms, 2 bedrooms and 1 living room. Number of guests: 4 + 2, sofa bed available. The building is located on the street, there is a playground in the yard, it is very close to the Tigran large market and the bus stop. The property is brand new. , there will be discounts for reservations of 3 days or more. If necessary, we will also provide a baby carriage and a feeding table.Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17987113
