Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Multifunctional Space,Stone,415 sq.m.,Not available,Not available,Second Line,Common from the Street,"9-րդ փողոց 1-ին փակուղի 1, Բալահովիտ","$80,000",USD,There are 2 offices 2 storage rooms 1 large production area has a basement 180 sq. M. Operating mushroom total 415 sq. M. Building 415 landTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/17690672
Retail Space,Stone,162 sq.m.,,,,,Kotayk › Abovian,"$100,000",USD,"Gas, electricity, water drawn, operating market, negotiable, possible exchange with an apartment, only in Yerevan, with additional payment from you.Code 1100229Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18113032
Industrial and Manufacturing,Bricks,"15,000 sq.m.",Available,Not available,Other,Common from the Street,"Gortsaranain street 2, Dimitrov","$85,000",USD,"Վաճառվում է հողատարածք Կարենիս գյուղում, ունի անասնագոմ, գործող սնկի արտադրամաս, պտղատու ծառեր (200 հատ), 25,000 քոլ մալինա, ունի նաև 2 սենյականոց կացարան",Nov-24-2022_17-55,,https://list.am/en/item/15766523
Hotel,Monolith,343 sq.m.,,,,,"Տանձաղբյուրի փողոց 4/22, Ծաղկաձոր","$505,000",USD,Land area 400 m Building area 343 m. Each of the three floors with 9 rooms has its own bathroom. Unused. The price includes the property. Technique. Tableware աները Bedding (pictures are not for sale) Entrance from the Marriott Hotel.Booking-Elis Hotel:Facebook Elis Hotel:Translated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/10447616
Retail Space,Stone,48 sq.m.,,,,,Kotayk › Proshyan,"$12,000",USD,"Kotayk, Proshyanbusiness area48 sqm / 6 × 8 /1st lineCode VM786Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17383946
Automotive Service,Stone,162 sq.m.,,,,,Kotayk › Hrazdan,"$18,500",USD,"Code: ID3610A commercial space is for sale in Hrazdan. There is three-phase current, constant water, private sewer, basement.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17639787
Office Space,Stone,18 sq.m.,,,,,"Hanrapetutian Avenue 28, Abovyan","10,000,000 ֏",AMD,"The area is located under the building of Republic 30, it has a bathroom, the price is negotiable.For more information callTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18228601
Industrial and Manufacturing,Panels,140 sq.m.,Not available,Not available,First Line,Common from the Street,"3-րդ փողոց 33, Գեղաշեն","1,100 ֏",AMD,2-storey building for sale urgentlyTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/18342683
Retail Space,Stone,20 sq.m.,,,,,"3-րդ թաղամաս 17, Չարենցավան","6,000,000 ֏",AMD,"Urgent sale of commercial space in c. Charentsavan 3rd district. Next to Viva Sel. Amenities: Drinking water, electricity, etc. For questions, call the number in the picture.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18309110
Industrial and Manufacturing,Monolith,415 sq.m.,Available,Not available,Second Line,Separate from the Street,Kotayk › Abovian,"$68,000",USD,"Without an intermediary. A multi-functional production space is for sale in the beginning of Balahovit. Land and buildings are property. 27 meters front. Operating furniture factory. Separate sewing room 15 square meters, varnishing room 45 square meters, storage room 44 square meters, assembly hall 90 square meters, ceiling 4.80. There is also a basement of 180 square meters, ceiling height 3.10, with functioning mushroom ventilation system. Three-phase current. It has a newly renovated office, internet connection, security system. Beautiful pavilion in the yard, barbecue. Briquette panel roof. It has a 46 square meter semi-detached building that can be used as a garage and storage. If desired, I will provide all the tools for making laminate furniture, an Italian grigio grinder, a Makita saw and various electric hand tools. Space production space workshop production space business Also for rent 350,000 drams. Call the WhatsApp of the specified numberTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/15848685
Industrial and Manufacturing,Monolith,1300 sq.m.,,,,,Kotayk › Byureghavan,"$15,000",USD,"Վաճարվում է արտադրական տարածք ք. Բյուրեղավան: -շինություն 1300 ք/մ (ավազի հոր), հողամաս 1300 ք/մ:ՀԵՌԱՎՈՐՈՒԹՅՈՒՆԸ ԵՐԵՎԱՆ - ՍԵՎԱՆ ՄԱՅՐՈՒՂԻԻՑ 5 կմ: Հնարավոր է փոխանակում ավտոմեքենայի հետ։ԻՄ բոլոր հայտարարությունները դիտելու համար սեղմեք - АРМЕН - անվան վրա: ՀԵՌԱԽՈՍԱՀԱՄԱՐԸ ՈԻՆԻ VIBER և VHATSAPP",Nov-24-2022_17-55,,https://list.am/en/item/18166474
Restaurant,Stone,600 sq.m.,,,,,Kotayk › Dzoraghbyur,"$200,000",USD,"Code-14430: Commercial area for sale in a bakery in Dzoraghbyur. There are 4 open-air pavilions, 3 private rooms, a well-maintained yard, a parking lot. Exchange with another commercial area in the city is possible. The area is 600 square meters + 800 square meters.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17343845
Retail Space,Stone,43 sq.m.,Not available,Not available,Second Line,Common from the Street,"Hanrapetutian Avenue, Abovyan","$80,000",USD,It is located in the territory of the cinema building. In front of the station. It has constant water and a separate bathroomCurrently leasedA very good place for any activity in a hurryTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/15581535
Functioning Business,Stone,3000 sq.m.,Not available,Not available,First Line,Common from the Street,"Eghvard highway 1, Yerevan","$200,000",USD,Urgent sale of a cattle barn with a tangled coffin which has all the conveniences of a part-time sale partial saleTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/16749812
Retail Space,Stone,45 sq.m.,Available,Not available,Second Line,Separate from the Street,"3rd microdistrict, Abovyan","$55,000",USD,"FOR SALE OR RENTThe building for sale is located next to the post office of the 3rd micro. It has been completely renovated. It has water, a bathroom, electricity. It has 46 square meters in the back of the building. M privatized territory.The building can be used for any purpose. It is even possible to build a residential house.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/16230529
Industrial and Manufacturing,Stone,3650 sq.m.,,,,,Kotayk › Abovian,"$150,000",USD,"Հողատարածքը գտնվում է Երևանից 12 կմ հեռավորության վրա։ Հողի ընդհանուր մակերեսը 3650ք. Մ, որից 1600ք. Մ արտադրական պարսպապատ, շենքի մակերեսը 550 ք. Մ պլյուս 150։ Հողատարածքում գտնվում է 450 խնձորի ծառ 3 տարեկան։Եռաֆազ ` Հոսանք, ջուր, կոյուղի ։ Հողատարածքը գտնվում է առաջին գիծ ` Մայրուղու վրա։ Նախագծով կառուցվել է որպես սառնարան և արտադրամաս։ԳԻՆԸ ՊԱՅՄԱՆԱԳՐԱՅԻՆ։ (ՍԵՓԱԿԱՆԱՏԻՐՈՋԻՑ)ՇՏԱՊ ՎԱՃԱՌՔProduction area 12 km from Yerevan 3650 sq. M. , of which 1600 sq. M. Is fenced, 700 sq. M. Building. There are 450 3-year-old apple trees in the area. It is provided with three-phase electricity, water and sewerage. Designed as a refrigeration area. Located on the highway. Price is negotiableفروش فوری. کارخانهارمنستان. ابویاننوساز. زیرقیمت. بااب. و. برق زیرقیمتکل. زمین 3650مترکه 1600 متر ان کارخانه ساخته شده سالن 750متر450 متر حیاط درخت سیب 3 سالهدیوار کشی شده برجاده",Nov-24-2022_17-55,,https://list.am/en/item/17248898
Retail Space,Wooden,5 sq.m.,,,,,Kotayk › Yeghvard,"$1,500",USD,Գտնվում է թարմ վիճակում,Nov-24-2022_17-55,,https://list.am/en/item/17352215
Retail Space,Stone,100 sq.m.,,,,,Kotayk › Yeghvard,"22,000,000 ֏",AMD,First line on the main road! The total land area is 100 square meters! The building is 50 square metersTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/18177865
Retail Space,Stone,30 sq.m.,,,,,Kotayk › Abovian,"$42,000",USD,"A shop is for sale in Abovyan city.Cosmetic repair,The windows are made in Europe.All communications are available.RailingsTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18100709
Multifunctional Space,Stone,2626 sq.m.,Not available,Not available,First Line,Separate from the Street,"Երևանյան խճուղի 3, Սևան","$1,000,000",USD,"Commercial area for sale near the first line of Yerjan Xyan highway, first lineThe total land area is 2626 square metersThe total area of the building is 920 square metersTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17275761
Retail Space,Stone,1200 sq.m.,,,,,Kotayk › Arinj,"$130,000",USD,"Կոդ՝ D-14155Վաճառվում է կոմերցիոն տարածք Առինջ գյուղում 1 հարկանի քարե/մոնոլիտ շենքի 1-ին հարկում։ Տարածքը միջին վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի ավտոկայանատեղ, սանհանգույց, խոհանոց, կահույք, տեխնիկա, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Arinj village. The area is middle renovated and is located on the ground floor of the 1-storey stone/monolith building. The entrance door is iron-made, the windows are euro-based, the floor is covered by solid granite and is tiled, the electric wires and pipes are newly changed. The area has a parking, bathroom, kitchen, furniture, technical devices, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Nov-24-2022_17-55,,https://list.am/en/item/16668569
Everything Else,Stone,3900 sq.m.,Not available,Not available,First Line,Common from the Street,Kotayk › Arzni,"$195,000",USD,"M-22503Վաճառվում է 3900 քմ. Կոմերցիոն տարածք Արզնիում: Տարածքը կապիտալ վերանորոգված է: Պատուհանները՝ եվրո, հատակը՝ սալիկապատ: Ունի 3մ պարիսպ, ավտոկայանատեղի բակում, օֆիսային տեխնիկա, եռաֆազ հոսանք, ջեռուցման համակարգ, մշտական ջուր և գազ: Ճակատի երկարությունը 40 մ:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 3900 sq. M commercial area for sale in Arzni. The area is newly renovated. The windows are euro-based, the floor is tiled. It has fence, parking in the yard, office technique, three-phased electricity, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_17-55,,https://list.am/en/item/18026630
Everything Else,Cassette,8 sq.m.,,,,,"Աղբյուրակ թաղամաս 2, Հրազդան","700,000 ֏",AMD,"Cabin for sale, metal construction, fresh condition, call for detailsTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18247703
Building,Stone,400 sq.m.,Not available,Not available,First Line,Common from the Street,Kotayk › Hrazdan,"$20,000",USD,"It is in sufficient condition, has water, gas and sewerage. The price is negotiable. For details, call or apply by letter. For sale or rent, there is a mechanical mud of the brushTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/12025445
Multifunctional Space,Stone,1800 sq.m.,,,,,Kotayk › Abovian,"$550,000",USD,"A 4-storey stone building is for sale1800 square meters In total area,The building is suitable for any type of activity,FencedTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18108094
Industrial and Manufacturing,Stone,3000 sq.m.,,,,,"Գիտության Միջանցք փողոց 4, Զովունի","$100,000",USD,Property and equipment are for sale WITHOUT PREMISES. For more information callGreenhouseGreenhousegreenhouseTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/15686390
Functioning Business,Stone,"17,000 sq.m.",Available,Not available,Second Line,Common from the Street,Kotayk › Abovian,"210,000,000 ֏",AMD,"Ջերմոց 6000մ ապակե նոր կառուցված։ Ավտոճանապարհից 50մ, Հատիս սարի փեշին, Ընդհանուր հողի մակերեսը 17000 մ2․ Նշված գումարից 110 մլն դրամը անտոկոս վարկ է, կվճարվի 5 տարում։ Վաճառքի պահին կվճարվի 98 000 000 դրամПарник на 6000м2. Земля 17000 м. Кв Построен в 2021-ом году. От цены, 112 мл. Драм безпроцентный кридит, можно оплатить за 5 лет. На момент прод. 98 млн, 50м от автодороги, на склоне горы Атис",Nov-24-2022_17-55,,https://list.am/en/item/16893250
Functioning Business,Stone,"20,000 sq.m.",Not available,Not available,Second Line,Separate from the Street,Kotayk › Karashamb,"$350,000",USD,Land for sale or rent with 20000 sq. M. Orchards and ornamental gardensFish lakes 1500 sq. M.Warehouse 160 sq. M.Rest pavilionnatural spring watersThe total area is 5 hectaresThe area is located in Karashamb village on the bank of Hrazdan riverTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/16596135
Retail Space,Stone,120 sq.m.,,,,,Kotayk › Charentsavan,"$40,000",USD,"Fully renovated, three-phase electricity, drinking water, 2 basements.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18165986
Multifunctional Space,Panels,305 sq.m.,,,,,"Hanrapetutian Avenue 4, Abovyan","$114,000",USD,"• For sale for 49,000,000 AMD.• The public area is located in In Abovyan, near the intersection of Yerkhanyan and Hanrapetutyan streets, on the 1st floor of a 9-storey bank building, it occupies the total 1st floor area of the building, the actual 4 sides of the building are the given area.• Located very close to the main street, on the 2nd line, in a densely populated area.It is a very convenient area for social activities.• Condition to be repaired, subject to overhaul.Ceiling height is about 2.75 mAddress: Kotayk region, c. Abovyan, Republic Avenue 4 building.• Building details:Target significance: PublicThe area is 304-9Type of right: Property• FOR MORE INFORMATION CALL• YOU CAN GET TO KNOW OTHER ANNOUNCEMENTS BY PASSING MY PAGE.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17199418
Retail Space,Stone,55 sq.m.,Available,Not available,First Line,Common from the Courtyard,Kotayk › Abovian,"$80,000",USD,"Abovyan, Avagyan streetExisting production space for sale in Abovyan city, 1 line, 55 sq/m.Code 0900110Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18248929
Retail Space,Monolith,200 sq.m.,,,,,"Տարտու փողոց 1/2, Աբովյան","$160,000",USD,HasBucks systemStorage spaceBathroomEuro repairTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/18234902
Automotive Service,Stone,235 sq.m.,,,,,Kotayk › Kasagh,"$65,000",USD,"Address: Ashtarak highwayBuilding type: StoneArea: 235 m2Land 235 m. Q.Building 140 m.Car repair boxes5 tons. Dangrat,Yama,three-phase currentWater,bathroom:Price: $ 65,000Code: AH-K140:Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/15118608
Hotel,Monolith,3800 sq.m.,,,,,"Charents street, Ծաղկաձոր","$1,100,000",USD,"A three-storey hotel complex is for sale in Tsakhkadzor, Kotayk region. The total area of the land is 3800 square meters. Is. The hotel has a total of 20 hotel rooms, consisting of 1.2 and 3 rooms. The hotel is fully renovated. It is provided with all the communal amenities. The yard of the complex is fenced with greenery. There are 2 cottages in the area adjacent to the hotel, each with an area of 140 square meters. There is also a two-storey private house in the territory of the complex. The hotel complex is located on the roadside.Code 10580Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/16694261
Multifunctional Space,Stone,25 sq.m.,,,,,Kotayk › Abovian,"16,400,000 ֏",AMD,T387Urgent sale of commercial space on Darani street. The total area is 25 square meters. The area is provided with communal facilities. There is a tiled bathroom.Code T-387Translated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/18029842
Functioning Business,Stone,462 sq.m.,,,,,Kotayk › Argel,"$110,000",USD,"Code T391Commercial space for sale, Prohibition. The total area is 462 square meters. The area is provided with communal facilities;Code T-391Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18083384
Functioning Business,Stone,850 sq.m.,,,,,"Marzpetuni street 10, Garni","$1,500,000",USD,"An operating business area is for sale near the front line of Garni temple, with all its amenities. The front part is 45 m.It has 2 kitchens, 4 tonir and 1 barbecue.Has a 3-room with all its accessories. Noah's Garden, Noyan Aygi Shop of Armenian products and souvenirs. Price Negotiable:Tel: Zero seventy-seven twenty-one zero nine twenty-oneTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/16963447
Automotive Service,Stone,1650 sq.m.,,,,,Kotayk › Abovian,"$450,000",USD,"The car service center is located in Abovyan. It has 4 services to wash yourself. There is a vulcanization with 1 box washing point in the area and 3 points as a box office space, a three-phase solar station. For other questions, call.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/16509724
Retail Space,Stone,74 sq.m.,,,,,Kotayk › Kotayk,"$35,000",USD,"Existing business for saleBeauty salon with all its furnitureThere is another area next to the beauty salon that can be used as an office room, a shop roomThe whole thing is renovatedAssen Hrazdan / micro 22 buildingPochta buildingTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17332619
Functioning Business,Stone,3350 sq.m.,,,,,Kotayk › Tsakhkadzor,"$550,000",USD,"Existing business for sale, 2-storey, luxurious hotel complex, 3350/300 sq. M. M areaKotayk region, c. Tsakhkadzor, Charents streetIt is capitally renovated️ Beautiful design️ open balcony - beautiful view: Garden️ pavilion: Parking️ All amenities are available for perfect relaxationCode AB20Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17441679
Functioning Business,Monolith,107 sq.m.,By agreement,Not available,Other,Common from the Street,Kotayk › Abovian,"$160,000",USD,"Operating business in the center of Abovyan city with an area of 107 square meters107 sq. M. Commercial area in the center of Abovyan is for saleThe building is divided into 3 sections, each of which is fully renovatedThe floor of the general building is heatedNow all three areas are leased, which can be left after purchaseCode 0100245Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17798363
Office Space,Stone,350 sq.m.,,,,,Kotayk › Hrazdan,"$75,000",USD,"Հնարավոր է փոխանակություն Երևանում բնակարանի հետ կամ Ռուսաստանում տեխնիկայի հետ:Փոխանակումը համարժեք կամ ձեր կողմից հավելավճարով:Կլսեմ նաև այլ առաջարկներ:Փոխանակության դեպքում գինը կփոխվի:Մանրամասների համար զանգահարելՎարձով տարածք Հրազդանում, komercion taracqner Hrazdanum.Բիզնես տարածք, գրասենյակային տարածք",Nov-24-2022_17-55,,https://list.am/en/item/14667549
Functioning Business,Stone,3500 sq.m.,Available,Not available,Second Line,Separate from the Street,Kotayk › Arzni,"$210,000",USD,"An operating business and a pig farm are for sale.It is fenced.There are 28 mother pigs, 2 pigs, 140 pigs of different sizes (goji)There is light, irrigation water, drinking water.The building of the barn is 500 square meters, including a slaughterhouse.There are 2 cottages, a rest room, a system of cameras.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17098092
Retail Space,Stone,70 sq.m.,Available,Not available,First Line,Separate from the Street,"2-րդ փողոց 57, Բալահովիտ","$52,000",USD,Existing business letterTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/17722874
Industrial and Manufacturing,Stone,7000 sq.m.,,,,,Kotayk › Yeghvard,"$230,000",USD,"Production area in Yeghvard.The total area is 0.7 hectares of productive land.1830 c. M. Building building. There is a separate office space with its own property.The entire area is under video surveillance.There are all communications: Gas, water, three-phase electricity.There are all the necessary conditions for carrying out activities.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18084869
Retail Space,Stone,75 sq.m.,Not available,Not available,Other,Separate from the Street,Kotayk › Hrazdan,"$30,000",USD,"High 1st floor, large windows, bathroom, it is possible to divide into 2 separate parts, it is also possible to exchange with your apartment for an additional fee.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17610730
Restaurant,Stone,1000 sq.m.,,,,,"Saralangi street, Abovyan","$170,000",USD,"An existing bakery, khinkali house, total area 1000m, building area 170m, has 2 orchards, 3 summer compartments in one, or exchange in RF, Rostov-on-Don, Lipetsk, apartment in cities, commercial building, etc. For sale.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18300093
Retail Space,Stone,30 sq.m.,,,,,Kotayk › Charentsavan,"$50,000",USD,"For sale: 30 sq. M. M. Area, town in Charentsavan, on the road to the church, price $50,000, I will also exchange for a 4-room apartment. It is suitable for use as a shop, workshop or other business premises.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/16597276
Industrial and Manufacturing,Stone,30 sq.m.,By agreement,Not available,First Line,Common from the Street,"Nairyan Street, Abovyan","$49,000",USD,"A bakery for sale or rent, first line, in front of the stadium.It has all utilities, gas, electricity, water, sewage.The stove works with gas under a stone, it is already equipped with a stove.Shop.Also, the apartment is given for rent without property.Call for details.A bakery, a bakery, a building in AbovyanTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17396268
Office Space,Panels,34 sq.m.,Available,Not available,First Line,Common from the Courtyard,Kotayk › Abovian,"$49,000",USD,Office area 34 square meters. Abovyan city Under the 26 building of the Republic. It has all the communal facilities. It has been renovated.Translated from Armenian,Nov-24-2022_17-55,OUtdoor parking,https://list.am/en/item/15377284
Multifunctional Space,Stone,1200 sq.m.,,,,,Kotayk › Kotayk,"$300,000",USD,"For sale or for rent. A building with a land area of 7000 square meters, the area of which is 1200 square meters. The area is two-storey, has constant hot and cold water, gas, three-phase electricity. The area is suitable for production, office and other businesses. The rent is possible in part. It is located in Kotayk village of Abovyan, 20 km from the center of Yerevan. Call for details.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17478933
Functioning Business,Stone,273 sq.m.,,,,,"Zovuni 6 street, Zovuni","$230,000",USD,"It is for sale, for rent, with possible ideasTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/14695050
Retail Space,Stone,18 sq.m.,,,,,"Barekamutian street, Abovyan","$20,000",USD,"If you have any questions, call the price negotiableTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17806108
Building,Stone,1500 sq.m.,Not available,Not available,First Line,Separate from the Street,Kotayk › Abovian,"$1,300,000",USD,"Address: PetrosyanNew building:3-storey commercial newly built building with an area of 2950 square meters, 1500 square meters is for sale. With the land located in Abovyan, St. Adjacent to St. John's Church. The building is built of polished Ani stone, the windows are installed, the roof is built, the interior decoration is not done. The building has 2 entrances: Suitable for shopping center, educational institution, offices or other commercial purposes.Code 15124131Translated from Armenian",Nov-24-2022_17-55,OUtdoor parking,https://list.am/en/item/15124131
Agricultural Space,Stone,4330 sq.m.,,,,,"1-ին փողոց 72, Կամարիս","$45,000",USD,"Cattle barn with its area for sale, agricultural area 4330 square metersTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17362693
Restaurant,Stone,9000 sq.m.,,,,,"P. Sevak 1st St. 1, Առինջ գյուղ","$1,750,000",USD,"An operating restaurant is for sale in Kotayk region, in Arinj community. The total area of the restaurant complex is 9000 square meters.The restaurant-hotel complex consists of:From the reception hall for 40 people,10 private rooms,11 hotel rooms,10 open-air pavilions,1 separate chatA banquet hall for 80 people with its lobbybar for 300 people,Dishwasher,Storage room next to the banquet hall,2-storey kitchen with all its necessary utensils,Room next to the dishwasher, designed for guests' belongings.The whole area is fenced, the yard is very spacious, green and well-maintained, there are decorative trees, a large parking lot.Code 14147343Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/14147343
Retail Space,Stone,78 sq.m.,Not available,Not available,First Line,Common from the Street,"Զորավար Անդրանիկի պողոտա 78, Հրազդան","280,000 ֏",AMD,"The apartment is located on the first floor of building 78. It is for rent, not for sale.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/16287558
Multifunctional Space,Stone,134 sq.m.,,,,,Kotayk › Abovian,"$160,000",USD,"Excellent condition, the land is 134 square meters, gasified, constant hot-cold water, three-phase electricity. It is heated by Bax system. The price is negotiable.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/11073477
Functioning Business,Stone,52 sq.m.,,,,,"2-րդ փողոց 54, Հրազդան","$27,000",USD,Operating business for sale. Exchange option car + money is possible. The whole property is newTranslated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/16998636
Retail Space,Stone,557 sq.m.,Not available,Not available,First Line,Separate from the Street,Kotayk › Hrazdan,"$265,000",USD,"Located in Hrazdan Kentron district, busy section, two floors, 280 sq. M., has all the communications, gas, electricity, waterTranslated from Armenian",Nov-24-2022_17-56,OUtdoor parking,https://list.am/en/item/17676482
Office Space,Stone,220 sq.m.,,,,,Kotayk › Arinj,"$150,000",USD,"The building is located on the central street of Arinji. It has a basement, 4 separately closing doorsCamerasSecurity system3 bathroomsair conditionersOperating dental clinic and two leased premises. Provides permanent stable passive incomeTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/18108460
Everything Else,Stone,200 sq.m.,,,,,Kotayk › Yeghvard,"$50,000",USD,"I am selling a newly built 200-meter barn with half a hectare, provided with drinking water and irrigation water, I will exchange the equipment with a car and apartmentTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/15266459
Industrial and Manufacturing,Stone,3600 sq.m.,Not available,Not available,First Line,Common from the Street,Kotayk › Hrazdan,"$223,000",USD,"The area for sale is located in the center of Hrazdan city, near the Khanjyan-Spandaryan intersection. The area is completely fenced, has two entrances and exits for cars. The total area of capital buildings in the area is 770 sq/m, of which 380 sq/m is roofed and in normal condition, and the rest is without a roof. In the yard of the factory, underground, there is a yard with a capacity of 64 tons. The area is suitable for multi-functional business projects.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/18023860
Everything Else,Stone,4315 sq.m.,,,,,Kotayk › Mayakovski,"$900,000",USD,"K-21323Վաճառվում է արտադրական տարածք Մայակովսկի գյուղում, գլխավոր ճանապարհին առաջին գծում: Հողատարածքի մակերեսը 1,9 հա է, հողի ճակատային երկարությունը՝ 140մ, տարածքում կա սեփական էլեկտրակայան, 1300քմ մակերեսով 6մ-ից բարձր առաստաղով արտադրական տարածք: Շինությունների տանիքները վերանորոգված են, բացի 1 մասնաշենքից: Վաճառքը հնարավոր է նաև առանց 1 մասնաշենքի (մոտ 250քմ է մակերեսը), արժեքը 800000$:Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A production area for sale in Mayakovsky village that is stationed on the 1st line. The area of the land is 1.9 ha, the length of the forehead of the land is 140m. There is a private power plant in the area, a production area of 1300 square meters with a ceiling of more than 6 m. The roofs of the buildings are renovated, except the one. The sale is also possible without 1 building (the area is about 250 square meters) for 800000$.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_17-56,,https://list.am/en/item/14757462
Industrial and Manufacturing,Stone,4565 sq.m.,,,,,Kotayk › Mayakovski,"$850,000",USD,"Կոդ՝ K-19098Վաճառվում է կոմերցիոն տարածք Մայակոնսկի գյուղում։ Տարածքը պետական վիճակում է։ Առանձին շինություն է։ Մուտքի դուռը՝ երկաթյա։ Ճակատի երկարությունը՝ 260մ։ Ունի պահակային ծառայություն, եռաֆազ հոսանք, մշտական ջուր, գազի հնարավորություն։ Հողը՝ 15000քմ։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Mayakovski village. The area is in the state condition. It is a separate building. The entrance door is iron-made. The front lenght of the land is 260m. The area has guard service, three-phase electricity, constant water supply, the possibility of gas supply. The total area of the land is 15000 sq. M.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_17-56,,https://list.am/en/item/12830597
Retail Space,Monolith,70 sq.m.,Available,Not available,First Line,Common from the Street,Kotayk › Byureghavan,"$80,000",USD,"Shop for saleIn the city of ByureghavanIn the central partRenovatedIt is also available for rent for 120,000 AMDExchange with an apartment in Yerevan or AbovyanTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17930018
