Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
House,Stone,800 sq.m.,1,1,1,,,Designer Renovation,800 sq.m.,8+,Yes,No,Not included,By Agreement,Armavir › Musaler,"70,000 ֏ daily",AMD,A private house is for daily rentIt is located 20 minutes away from the cityIS GIVEN WITHOUT NIGHTNecessary dishes are availableSummer pavilionSwimming poolBeautiful yardFor more information callCode 50187Translated from Armenian,Nov-24-2022_22-59,,,https://list.am/en/item/17712561
House,Stone,100 sq.m.,2,3,1,Available,Not available,Major Renovation,,5,Yes,Yes,Not included,By Agreement,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS077:K. A 3-room two-story private house is for rent on Baghramyan Street in Etchmiadzin. The house is provided with all communal conditions, there is property, equipment and air conditioner. The cost is AMD 200,000Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_22-59,"TElevision, internet, air conditioner","FRidge, stove, microwave, coffee maker, washing machine, water heater, iron",https://list.am/en/item/18285630
House,Stone,560 sq.m.,2,8+,2,Available,2 spots,Partial Renovation,600 sq.m.,8+,Yes,Yes,Not included,1 month,"Մեսրոպ Մաշտոցի փողոց 19, Արմավիր","500,000 ֏ monthly",AMD,"The house is for rent on 1 or 2 floors, it is possible together. It has all utilities, the garage can also be provided. There is a heating system on the 1st floor, the total rent is 500,000.Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/18211733
House,Stone,1500 sq.m.,3,1,2,Available,Not available,Designer Renovation,3000 sq.m.,8+,Yes,No,By Agreement,By Agreement,Armavir › Echmiadzin,"140,000 ֏ daily",AMD,"Ejmiacin GARDEN invites you to hold birthday, wedding, wedding or other events with us.We have 3000 square meters! An area that can be provided on other terms for large events (up to 300 people)ATTENTION!In the yard of his house is St. George Church, which is consecrated by the priest of the Mother See of Holy Etchmiadzin. Built in 2020.ATTENTION! We have no restrictions on music, loud voice.Distance from Yerevan 25 km.* Swimming pool on 8x5 (filtered)* Luxurious night lighting* Pavilion (designed for 32 people)* Tableware (same, high quality)* Possibility of making barbecue, tonir, khashlama with wood (barbecue bottle)* Powerful speakers (bluetooth, aux)* 1 rest roomThe price is different on Fridays, Saturdays and Sundays.The house is provided without accommodation.Check in (entrance) - 10:00Check out - 10:30Code 8138Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/16561494
House,Stone,1000 sq.m.,1,1,1,,,Major Renovation,800 sq.m.,8+,Yes,No,Included,By Agreement,Armavir › Armavir,"60,000 ֏ daily",AMD,"A private house is for daily rent in Armavir region, 15 km away from Yerevan.The house has all the amenities:• Large yard• Swimming pool• Mangal,• 1 room• Bathroom• Bathroom• KitchenIt is given only for family occasions.Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/14663601
Country House,Stone,2000 sq.m.,1,2,3+,,,Designer Renovation,2000 sq.m.,,,,,,"Բարեկամության փողոց 22, Ոսկեհատ","60,000 ֏ daily",AMD,"A wonderful place for family vacations and events is available for daily rent.Has all the facilities:2 bathrooms2 bathroomshot waterGas:TV:Air conditionerwi-fiaudio packageDishes for 50 people are providedThe entire area will be at your disposal from 11:00 to 23:00The price starts from 60,000 on Saturdays and 70,000 on SundaysIt is located on the Etchmiadzin-Voskehat roadTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/16550349
House,Stone,1000 sq.m.,2,6,2,,,Major Renovation,500 sq.m.,,,,,,"Ալավերդյան փողոց 39, Վաղարշապատ","500,000 ֏ monthly",AMD,A two-storey capitally renovated private house is for rent.The area of the private house is located in the central part of the city.There are areas in the yard that can be used as a shop or lavash oven.The house is for sale. CostContractual.Translated from Armenian,Nov-24-2022_22-59,,,https://list.am/en/item/17706236
House,Stone,120 sq.m.,1,3,2,,,Euro Renovation,500 sq.m.,6,Yes,Yes,Not included,1 month,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"Code AV010 price 250000 per monthCommission 40%3 bedroom house for rentEtchmiadzin city in Zvartnots districtFloor 1_1The area is 100 square meters, 460 square meters of landAshotComes with all property appliancesFor more information call...Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/14658355
House,Stone,144 sq.m.,1,5,1,,2 spots,Major Renovation,2000 sq.m.,6,Yes,Yes,Not included,2 months,"Улица Анрапетутян 49, Армавир","250,000 ֏ monthly",AMD,"Приветствую.Начиная с января в Армавирском марзе (45 км от Еревана) освобождается шикарный дом: 3 спальни, столовая, гостинная, кухня, ванная. Входная дверь железная. Все окна металлопластиковые. Все комнаты обогреваются. Дизайнерский, капитальный ремонт был сделан 2 года назад. Есть большой двор и сад.Постоянная горячая-холодная вода. Скоростной интернет с WiFi-ом.Сейчас в доме проживают ребята из России, контракт заканчивается 31 декабря.Контакты: Если интересует, пожалуйста отправьте сообщение в лист. Ам-е или в эл. Почту sadoyanh@gmail.com. Я вам сам позвоню",Nov-24-2022_22-59,,,https://list.am/en/item/17945938
Country House,Stone,1000 sq.m.,1,1,1,,,Designer Renovation,,8+,Yes,No,Included,By Agreement,Armavir › Armavir,"60,000 ֏ daily",AMD,"Օրավարձով է տրվում Առանձնատուն Արմավիրի մարզում Երևանից 16 կմ հեռավորության վրա։Առանձնատունը ունի բոլոր հարմարությունները՝• Մեծ բակ• Լողավազան• Մանղալ, խորովածի շիշ• 1 սենյակ• Սանհանգույց• Լոգարան• ԽոհանոցՏրվում է միայն ընտանեկան առիթների համար։",Nov-24-2022_22-59,,,https://list.am/en/item/14737396
House,Stone,200 sq.m.,1,4,1,Available,1 spot,Designer Renovation,100 sq.m.,4,Yes,Yes,By Agreement,Without prepayment,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,"AS090:K. A 4-room private house is for rent in Etchmiadzin. Comes with furniture, appliances, linens and dishes. The house has a beautiful garden, garage, heating system and air conditioner. The cost is AMD 400,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/17651522
House,Stone,200 sq.m.,1,4,2,Available,1 spot,Major Renovation,120 sq.m.,4,Yes,Yes,Not included,By Agreement,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"AS076:A 3-room private house is for rent in Zvartnots. The house is provided with all utilities, furniture and appliances. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/18109397
Country House,Stone,110 sq.m.,1,4,1,,,Euro Renovation,1000 sq.m.,,,,,,Armavir › Lukashin,"200,000 ֏ monthly",AMD,"Օրավարձով կամ ամսավարձով 4 սենյականոց ամառանոց Արմավիրի. Լուկաշին գյուղում։Կա՝ԼողավազանԳեղեցիկ բակ.ՍանհանգույցՄշտական տաք և սառը ջուրСдается одноэтажный каменный дом в Армавире с. Лукашенко. Дом полностью отремонтирован, санузел и кухня выложены плиткой, оборудованы качественной сантехникой. Комнаты красиво обставлены и оборудованы бытовой техникой...Есть красивый сад, басейн.",Nov-24-2022_22-59,,,https://list.am/en/item/18199747
Townhouse,Stone,140 sq.m.,1,6,3+,,,Designer Renovation,480 sq.m.,,,,,,"3-րդ թաղամաս 1, Վաղարշապատ","$1,500 monthly",USD,"Townhouse for daily rent in Andranik district for family gatherings, evening events, birthdays and other occasions. The price is variable according to the number of guests. It is also available on a monthly basis.Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/17917023
House,Stone,2000 sq.m.,1,1,1,,,Designer Renovation,2000 sq.m.,8+,Yes,No,Included,By Agreement,Armavir › Echmiadzin,"60,000 ֏ daily",AMD,Daily rent for summer family and eventsAll utilities are providedTV:Air conditionerwi-fi:Audio systemDishes are provided for 40-50 peopleThe whole area will be at your disposal from 11:00 to 23:00Located on the Etchmiadzin-Voskehat roadCode 50215Translated from Armenian,Nov-24-2022_22-59,,,https://list.am/en/item/17741456
House,Stone,110 sq.m.,1,3,1,,Not available,Euro Renovation,350 sq.m.,1,Yes,No,Included,2 weeks,Armavir › Echmiadzin,"10,000 ֏ daily",AMD,"A hotel-restaurant complex with a total area of 3.5ha, or any part of it or a room with all its facilities, 2 banquet halls, an indoor swimming pool, a sauna, guest houses, hotel rooms, with a waterfall and large and small besedkas with a pool, etc. The area is located on the shore of a 14ha pond. It is also for sale with an initial price of 1 million dollars.The closed area with swimming pool, living room and sauna (without sauna use) is rented for 5000 per hour. Guest houses cost 5-10,000 per day, pavilions - 5-10,000.Code 7384Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/13396483
House,Stone,100 sq.m.,1,3,1,,,Cosmetic Renovation,3000 sq.m.,,,,,,Armavir › Arshaluys,"100,000 ֏ monthly",AMD,"On the central road of Arshaluys village, a 3-4-room detached house with a large facade and 2000 square meters of cultivated land is for rent. It has a garage, a huge shed, a bakery, a cellar, a closed shed, 2 wells, etc. The walls are newly painted, the bathroom is inside, the toilet is in the yard, it is mostly furnished.Code 7651Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/18141852
House,Stone,400 sq.m.,2,5,2,Available,2 spots,Old Renovation,500 sq.m.,5,Yes,Yes,Not included,1 month,Armavir › Echmiadzin,"450,000 ֏ monthly",AMD,A two-story full house is for rent near the center in Etchmiadzin.Code 7954Translated from Armenian,Nov-24-2022_22-59,"TElevision, internet, air conditioner, swimming pool, fireplace, barbecue oven, gazebo","FRidge, stove, washing machine, water heater",https://list.am/en/item/15324094
House,Stone,300 sq.m.,3,6,2,Available,Not available,Major Renovation,600 sq.m.,8+,Yes,Yes,Not included,By Agreement,"Admiral Isakov Avenue, Yerevan","$2,200 monthly",USD,"Կոդ SV891Վարձով է տրվում եռահարկ առանձնատուն Փարաքարում՝ Carrefour սուպերմարկետի մոտակայքում: Տունը ունի 5 մեծ ննջասենյակներ, անհրաժեշտ կահույք և տեխնիկա, ջեռուցման համակարգ, 2 մեծ բաց պատշգամբ, բարեկարգ բակ, արհեստական ջրվեժ, լողավազան, փակ և բաց ավտոկայանատեղի:Трехэтажный особняк в аренду в Паракаре, рядом с супермаркетом Carrefour. В доме 5 больших спален, необходимая мебель и бытовая техника, система отопления, 2 больших открытых балкона, благоустроенный двор, искусственный водопад, бассейн, крытый и открытый паркинги.",Dec-15-2022_21-43,,,https://list.am/en/item/18543514
House,Stone,250 sq.m.,2,3,2,Available,1 spot,Major Renovation,600 sq.m.,4,Yes,No,Not included,2 months,"Զվարթնոց թաղամաս 7, Վաղարշապատ","280,000 ֏ monthly",AMD,"Code K131A 1-story private house is for rent in the Zvartnots district of Etchmiadzin. Capital renovated, provided with all utilities. It is fenced. It has a sunny position. Comes with furniture and appliances for long-term occupancy.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18532148
House,Stone,100 sq.m.,1,4,1,By agreement,1 spot,Cosmetic Renovation,,4,Yes,No,Not included,2 months,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"An apartment is for rent on the first floor of a private house, in good condition. It has natural gas, constant hot and cold water, internet connection. The house is on the first floor of a two-story house, the entrance is separate. It has a heating system. It is located about 500 m from the center. At a distance.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18469995
House,Stone,500 sq.m.,3,7,3+,Available,2 spots,Designer Renovation,1500 sq.m.,8+,Yes,Yes,Not included,By Agreement,"Կ․ Դեմիրճյան 3-րդ փողոց 5, Արգավանդ","$5,500 monthly",USD,"A private house is for rent near the airport, 10 minutes away from the center. All comforts are available. 4 bedrooms with their own bathrooms, recreation room, billiards, table tennis, sauna. Large landscaped garden. GaragesTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18560688
House,Stone,700 sq.m.,2,7,1,Available,1 spot,Old Renovation,700 sq.m.,8+,Yes,Yes,Not included,By Agreement,"Sayat-Nova Street 5th Lane, Armavir","100,000 ֏ monthly",AMD,A 2-story stone house and a greenhouse are for rent.1st floor semi-basementThere is constant hot and cold waterBathroom and kitchen with gas stoveThe house is easily heated thanks to the thick wallsTHE HOUSE CAN ACCOMMODATE APPROXIMATELY 15 PEOPLEThe greenhouse is 300 sq/m. The land is of very high quality and can be bought just for the greenhouseA very high yield is ensuredTranslated from Armenian,Dec-15-2022_21-43,,"Fridge, water Heater",https://list.am/en/item/18673151
House,Stone,150 sq.m.,1,4,1,Available,Not available,Cosmetic Renovation,,1,No,No,Not included,By Agreement,Armavir › Echmiadzin,"70,000 ֏ monthly",AMD,"Сдаётся одноэтажный каменный дом Городе Эчмиадзин, в районе Артимеда, полность с мебелью, с бакси системой, газ, вода, свет, косметический ремонт, чистый, аккуратный. Проживания совместное с хозяйкой дома, требуется девушка одна, для совместного проживания! Звонить для более подробной информации по номеру ноль девяносто три двенадцатьт шестесят четыре четырнадцать",Dec-15-2022_21-43,Television,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18725699
House,Stone,200 sq.m.,2,7,2,Available,2 spots,Cosmetic Renovation,1500 sq.m.,8+,Yes,Yes,By Agreement,By Agreement,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"For rent, a 2-story mansion with all utilities, gas, water, electricity, washing machine, the price is negotiable. It is located in the center of Aygeshat village.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18571975
House,Stone,120 sq.m.,1,3,1,Available,1 spot,Euro Renovation,120 sq.m.,5,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"170,000 ֏ monthly",AMD,"A 3-room house is for rent in the center of Etchmiadzin. It has a garage and equipment. The house will be handed over with curtains, the bathroom will be completely tiled, the garage will be in a better condition. Deposit and commission required.Translated from Armenian",Dec-15-2022_21-43,,"Fridge, stove, washing machine, water Heater",https://list.am/en/item/18415768
House,Stone,250 sq.m.,1,3,1,Available,2 spots,Partial Renovation,70 sq.m.,5,Yes,No,Not included,2 months,"Admiral Isakov street, Vagharshapat","200,000 ֏ monthly",AMD,"Сдаю дом в аренду, (до мая месяца) стоимость можем договорится для более подробной информации звоните. Дом находится в хорошем состоянии, имеет большой даор бассейн, 2 санузла.",Dec-15-2022_21-43,,,https://list.am/en/item/18439691
House,Stone,70 sq.m.,1,3,1,Available,3 or more spots,Major Renovation,1000 sq.m.,6,Negotiable,Yes,Not included,1 month,"Լիդիցե փողոց, Վաղարշապատ","130,000 ֏ monthly",AMD,"With all amenities, just a place to park. Garden barbecue, etcTranslated from Armenian",Dec-15-2022_21-43,"Television, internet, barbecue oven","Fridge, stove, washing machine, water Heater, iron",https://list.am/en/item/18670487
House,Stone,180 sq.m.,2,4,1,Available,1 spot,Partial Renovation,3500 sq.m.,8+,Yes,Yes,Not included,1 month,Armavir › Araks,"185,000 ֏ monthly",AMD,"It is located 23 km from Yerevan.A house for rent in Araks community, it is the 2nd floor of the house. They do not live on the 1st floor. Provided by owner. There is a shuttle taxi from Araks to Yerevan (Cilicia bus station), from Araks from 07:30 to 18:00, from Yerevan from 08:40 to 19:15.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18429711
House,Stone,70 sq.m.,1,2,1,Available,1 spot,Old Renovation,30 sq.m.,6,Negotiable,Yes,Not included,Without prepayment,Armavir › Echmiadzin,"120,000 ֏ monthly",AMD,He is in normal condition.Translated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18723602
Country House,Stone,1500 sq.m.,1,5,2,Available,3 or more spots,Major Renovation,1000 sq.m.,8+,Yes,Yes,By Agreement,By Agreement,Armavir › Echmiadzin,"30,000 ֏ daily",AMD,With all amenitiesTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18379731
House,Monolith,160 sq.m.,2,5,3+,Available,2 spots,Designer Renovation,2000 sq.m.,4,No,No,By Agreement,By Agreement,"Երիտասարդության փողոց, Փարաքար","$2,100 monthly",USD,"The house is located 10 km from the squareIn the distance in Merdzavan. It has all the facilities of individual heating ացման cooling systems 2 TV, refrigerator, washing machine, dryer, high quality furniture, barbecue, beautiful and spacious yard, beautiful view to the capital եռ Mount Ararat. It has a garage and playground.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/17545176
House,Stone,85 sq.m.,2,4,1,Available,Not available,Euro Renovation,,4,Yes,Yes,By Agreement,2 months,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"It is located in an excellent location, it has a permanent, hot, mountain, water, gas conditioner, the area is monitored by cameras, the price is final, the price included Internet access, water access, it is located in the center of the city, there is a playground, super marker, etc. , contact number is also 098, the same numberTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18277422
House,Stone,60 sq.m.,1,2,1,Available,Not available,Euro Renovation,,3,Yes,No,Not included,2 months,"Պետրոզավոդսկ փողոց, Վաղարշապատ","170,000 ֏ monthly",AMD,"The house is for rent. Suitable for 2-3 persons. It has all utilities: Gas, constant hot and cold water, heating system.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18300059
House,Stone,140 sq.m.,1,3,1,Available,Not available,Major Renovation,40 sq.m.,4,Negotiable,No,Not included,2 months,Armavir › Echmiadzin,"280,000 ֏ monthly",AMD,"A newly built, uninhabited, comfortable private house is for rent on Hakob Hakobyan Street in Etchmiadzin, with communal facilities, new furniture and appliances, all necessary accessories, heating system using a boiler, air conditioner is also installed. The house is fenced, there is a pavilion. 350m from the square.Translated from Armenian",Dec-15-2022_21-43,"Television, air conditioner, gazebo","Fridge, stove, washing machine, water Heater",https://list.am/en/item/18653245
House,Stone,150 sq.m.,2,5,1,Available,3 or more spots,Major Renovation,150 sq.m.,8+,Yes,Yes,Included,1 month,Armavir › Echmiadzin,"450,000 ֏ monthly",AMD,Own house for rent in Gai village of EtchmiadzinTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18473620
House,Stone,200 sq.m.,2,4,1,Available,2 spots,Major Renovation,600 sq.m.,5,Yes,Yes,Not included,By Agreement,"Kentronakan street, Yerevan","1,000,000 ֏ monthly",AMD,"VART217:A 2-storey 4-room private house is for rent on Central Street. The total area is 200 square meters, and the land area is 600 square meters. The house is fully renovated. Euro windows, heating system, air conditioner are installed, the bathroom is tiled. There is an outdoor swimming pool in the yard.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18565689
House,Stone,80 sq.m.,1,3,1,Available,1 spot,Major Renovation,1000 sq.m.,8+,Yes,No,Not included,By Agreement,Armavir › Tsaghkunk,"200,000 ֏ monthly",AMD,Даю дом на аренду в эджмиацн в село цахкунк. Тепло и уютный. Только нето природный газ. Для подропнсти звонить,Dec-15-2022_21-43,,"Fridge, stove, coffee maker, washing machine, iron, hair dryer",https://list.am/en/item/18635101
House,Stone,350 sq.m.,2,7,2,Available,1 spot,Major Renovation,1500 sq.m.,8+,Yes,Yes,By Agreement,By Agreement,Armavir › Echmiadzin,"280,000 ֏ monthly",AMD,The house has all the amenitiesTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18477359
House,Stone,72 sq.m.,2,3,1,Partial Furniture,Not available,Partial Renovation,,3,Negotiable,Negotiable,Not included,By Agreement,Armavir › Echmiadzin,"120,000 ֏ monthly",AMD,A 3-room apartment on the first floor of a private house is for rent. The apartment is equipped with communal facilities. The apartment is located in Etchmiadzin city.Translated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18720711
House,Stone,90 sq.m.,1,3,1,Available,Not available,Major Renovation,90 sq.m.,5,Yes,No,Not included,2 months,Armavir › Parakar,"150,000 ֏ monthly",AMD,3 rooms for urgent rent. Sep: House in ParakarProvided with property and equipmentThe total area is 90 sq/mResidential 90 sq/mThoroughly reconstructedS/h tilePermanent water and gasBright and sunnyLong termCall for more informationTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18224077
House,Stone,90 sq.m.,1,2,1,Available,3 or more spots,Euro Renovation,800 sq.m.,3,No,No,Not included,1 month,Armavir › Voskehat,"150,000 ֏ monthly",AMD,"Сдается в аренду собственный дом в селе Воскеат. Село находится в 2-3 км от города Эчмиадзин и в 25 км от города Ереван. Дается вместе с мебелью. По вопросам звоните ․Տրվում է վարձով սեփական տուն Ոսկեհատ գյուղում։ Գյուղը գտնվում է 2-3 կմ հեռավորության վրա Էջմիածին քաղաքից, իսկ Երևան քաղաքից 25 կմ։ Տրվում է կահույքի հետ միասին։ Հարցերի դեպքում զանգահեք ։",Dec-15-2022_21-43,,,https://list.am/en/item/18534370
House,Stone,96 sq.m.,1,3,2,Available,Not available,Euro Renovation,600 sq.m.,6,Yes,Yes,Not included,1 month,"Նիկոլայ Ռիժկովի փողոց 23, Գյումրի","150,000 ֏ monthly",AMD,"For rent in Etchmiadzin, Zvartnots district, Ter Gabrielyan street, own house with separate entrance. There is constant hot and cold water in the house. It is heated by the Baksi system, there is kitchen furniture, bedroom furniture and wardrobes. Preferably long-term, has a parking space. For more information call. I will provide other photos in a personal version.Code 5577Translated from Armenian",Dec-15-2022_21-43,,"Stove, water Heater",https://list.am/en/item/18407770
House,Stone,75 sq.m.,2,2,1,Available,2 spots,Partial Renovation,70 sq.m.,3,Yes,Yes,Not included,1 month,"Nairi street, Parakar","240,000 ֏ monthly",AMD,"Отдельное строение. Хорошая мебель из дерева. В доме всё есть. Газ, Тёплый пол + Отопление, Горячая и холодная вода. Холодильник, стиральная машина, газ (Интернет, тв 200 каналов бесплатно), кондиционер. От дома до Площади респубдики 9 км, до города 2 км, Рядом фуд-корт, Супермаркет Carrefour, И другие магазины. Место само тихое и спокойное",Dec-15-2022_21-43,"Television, internet, air conditioner, barbecue oven, gazebo","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18471068
House,Stone,36 sq.m.,1,2,1,,,Major Renovation,15 sq.m.,,,,,,Armavir › Armavir,"10,000 ֏ daily",AMD,"For rent by the day and by the hour, a completely newly renovated private house, with everything you need.The house is located in the city of Armavir, 40 km from Yerevan. It is equipped with everything necessary for your daily life (heating system, wifi, household appliances, etc.) It is not an agency, it is our own.NOT AN AGENCY!Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18404032
Country House,Stone,120 sq.m.,2,3,2,Available,Not available,Designer Renovation,,8+,Yes,Yes,Included,Without prepayment,"Վազգեն Առաջինի փողոց 111, Վաղարշապատ","60,000 ֏ daily",AMD,"Great winter vacation for 16-20 people. A warm collective, family or friendly environment.Translated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner, swimming pool, fireplace, barbecue oven, gazebo","Fridge, stove, coffee maker",https://list.am/en/item/18686714
House,Stone,70 sq.m.,1,3,1,Available,Not available,Major Renovation,,4,Yes,No,Included,1 month,Armavir › Parakar,"400,000 ֏ monthly",AMD,"Գնի մեջ ներառում է կոմունալ բոլոր ծախսերըВ стоимость включены все коммунальные платежи, есть вся необходимая техника",Dec-15-2022_21-43,,,https://list.am/en/item/18420474
House,Stone,120 sq.m.,1,4,1,Available,1 spot,Cosmetic Renovation,2000 sq.m.,5,Yes,Yes,Not included,1 month,"Улица Гая 3, Норакерт","300,000 ֏ monthly",AMD,"Сдается дом в аренду. Дом находится в хорошем состоянии. Дом находися 15 км. От Еревана. Бассейн есть, игровой зал есть. По остальным вопросом звоните. Можете звонить, покажем дом.",Dec-15-2022_21-43,,,https://list.am/en/item/18420524
House,Stone,80 sq.m.,1,4,2,Available,2 spots,Euro Renovation,100 sq.m.,8+,Yes,Yes,Not included,1 month,"Ավետիսյան փողոց 39Գ, Վաղարշապատ","350,000 ֏ monthly",AMD,"4-room apartment, renovated, has constant hot and cold water, there is a baxi system.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18552369
House,Stone,90 sq.m.,1,1,2,Not available,3 or more spots,Partial Renovation,1000 sq.m.,4,Yes,Yes,By Agreement,By Agreement,Armavir › Musaler,"250,000 ֏ monthly",AMD,"Residential house, Echmiadzin on the Yerevan highway.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18471106
House,Stone,114 sq.m.,1,3,2,Available,Not available,Major Renovation,20 sq.m.,4,Yes,Negotiable,Not included,2 months,"Vardan Mamikonyan street 1, Tairov","200,000 ֏ monthly",AMD,"(The apartment will be available from 15 Doktembori) The apartment is located near Yerevan, on the road leading to the airport, on the first floor of a 3-story building. It is renovated, it has 3 rooms with a bathroom, a separate toilet, the apartment has air conditioning and a heating system. The price is not negotiable.Translated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner","Fridge, microwave, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18414643
House,Stone,110 sq.m.,2,6,2,Available,1 spot,Euro Renovation,1300 sq.m.,8+,Yes,Yes,Not included,1 month,"Charents street, Yerevan","750,000 ֏ monthly",AMD,"Private house in Etchmiadzin, Charents streeton the way to the village,newly constructed building3 bedrooms,2 bathrooms,1 kitchen,large living room and spacious hall,outdoor car parkinga gardenAgency commission: 50%Code 13274451Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/13274451
House,Stone,100 sq.m.,2,4,2,,1 spot,Euro Renovation,,6,Yes,No,Not included,By Agreement,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,"Дом находится в Звартноце. В отличном состоянии. Есть 2 кухни, 2 туалетные комнаты, 2 спальни, 1 большая зала.",Dec-15-2022_21-43,,,https://list.am/en/item/18566110
House,Stone,100 sq.m.,1,3,1,Available,1 spot,Major Renovation,20 sq.m.,3,Yes,Yes,By Agreement,1 month,"Մեսրոպ Մաշտոցի փողոց 2-րդ փակուղի, Վաղարշապատ","170,000 ֏ monthly",AMD,"AS081:K. A 3-room private house is for rent in the center of Etchmiadzin. The house is completely renovated, has property, appliances, dishes and bed. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner","Fridge, stove, washing machine, water Heater",https://list.am/en/item/18401292
House,Stone,1500 sq.m.,2,8+,2,Available,2 spots,Cosmetic Renovation,1500 sq.m.,8+,Yes,Negotiable,By Agreement,By Agreement,Armavir › Echmiadzin,"100,000 ֏ monthly",AMD,"A two-story detached house with a plot of 1500 square meters is for rent in the village of Dasht, Armavir region, at 41 Barekamutyan street, on the Echmiadzin-Ashtarak central highway. Call for details.Translated from Armenian",Dec-15-2022_21-43,"Fireplace, gazebo","Fridge, stove",https://list.am/en/item/18602636
House,Stone,250 sq.m.,1,3,1,Available,2 spots,Major Renovation,100 sq.m.,4,Yes,Yes,Not included,By Agreement,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,"AS067:K. A 4-room private house is for rent in Etchmiadzin. The house is equipped with property and equipment. The total area is 250 square meters, and the residential area is 150 square meters. The price is AMD 400,000. The house has air conditioning, heating, and a system.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18423738
House,Stone,300 sq.m.,2,6,2,Available,2 spots,Major Renovation,150 sq.m.,8+,Yes,Yes,Not included,By Agreement,Armavir › Echmiadzin,"350,000 ֏ monthly",AMD,"AS068:K. A 2-story, 6-room private house is for rent in Aragats village, Etchmiadzin. The house is completely renovated, has 4 bedrooms, 2 living rooms, 2 bathrooms, property and equipment. The total area is 300 square meters. And the residential one is 150 square meters. The cost is AMD 350,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18401471
House,Stone,120 sq.m.,1,3,1,Available,Not available,Major Renovation,,4,Yes,No,Not included,By Agreement,"Նաիրի 2-րդ փողոց, Փարաքար","160,000 ֏ monthly",AMD,"3 sm. A house for rent in Parakar, with all its utilities, is for long-term rent.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18687243
