Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links
Multifunctional Space,250 sq.m.,Not available,Available,First Line,Separate from the Street,Direct Lease,2 years,By Agreement,By Agreement,"Derenik Demirchyan street, Yerevan","$4,500",USD,"Universal area for rent on Demirchyan street, 1st floor of a new building, wide facade, stained-glass windows, three-phase electricityTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17787649
Multifunctional Space,240 sq.m.,,,,,,,,,"Komitas Avenue, Yerevan","$3,500",USD,"3-storey capital building for rent for different types of business, such as a residential house or hostel, has all the communal facilities, all the construction works have just been completed, has gas, heating system, 6 rooms, 3 bathrooms, 3 open balconies, large kitchen foyer:Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17479843
Everything Else,36 sq.m.,By agreement,Not available,First Line,Common from the Street,Direct Lease,6 months,By Agreement,By Agreement,"Վաղարշ Վաղարշյան փողոց 3/3, Երևան","50,000 ֏",AMD,"Room for rent, joint activity,Suitable for beauty salon, manicurists, hairdressers or make-up artistsThe first line is the areaCold, hot water is availableAir conditionerTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17368583
Multifunctional Space,33 sq.m.,,,,,,,,,"Tumanyan street, Yerevan",$600,USD,"One bedroom, Renovated area, ceiling height 3.40m, air conditioner, bathroom, kitchenIt is also possible to use itTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17926791
Retail Space,72 sq.m.,,,,,,,,,"Bashinjaghyan street 2-nd lane, Yerevan","300,000 ֏",AMD,The building is in a renovated stateIt has 2 entrancesHas storage spaceHas an officeThe bathroom is fully renovatedThe building is monitored by camerasPrice negotiable on the spotCan also work as a studioTranslated from Armenian,Nov-24-2022_22-23,,https://list.am/en/item/17651804
Everything Else,100 sq.m.,,,,,,,,,"Ռոստովյան փողոց 15/2, Երևան","650,000 ֏",AMD,"Business car wash for rent. It is given together with property and equipment. It is in the busy part of Rostovyan street, it has a comfortable waiting room and auxiliary room, bathroom.For more information call.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18287620
Retail Space,103 sq.m.,,,,,,,,,"3-й переулок улицы Мовсес Хоренаци 1, Ереван","1,250,000 ֏",AMD,"A spacious commercial apartment with an area of 103 square meters is for rent. With two salons, cabinet, call for detailsTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18287594
Office Space,1100 sq.m.,Not available,Available,First Line,Common from the Street,Direct Lease,2 years,1 month,Included,Yerevan › Kentron,"12,000 ֏",AMD,New building2nd floorRenovatedEquipped kitchenTranslated from Armenian,Nov-24-2022_22-23,,https://list.am/en/item/16456249
Warehouse,1800 sq.m.,,,,,,,,,"Tbilisian Highway lane, Yerevan","100,000 ֏",AMD,"Storage space for rent. The area can be used for various purposes: Restaurant, hotel, children's cafe, office or other purposes. The area is on the front line, next to the Armenian-Russian carnage.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17041747
Retail Space,770 sq.m.,,,,,,,,,"Chekhov street 52, Yerevan","1,500,000 ֏",AMD,"Commercial area for rent, 1st line, separate building, front length 36 m, 1st floor 430 + m, basement 330 + m, ceiling height 4 to 5 meters, suitable for a supermarket, convenience store, building materials store and everything for significance.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/16614618
Office Space,220 sq.m.,,,,,,,,,"Republic Square, Yerevan","1,000,000 ֏",AMD,"Commercial space for rent in Republic Square. The entrance to the first line is from the street, it also has an entrance from the yard. Buck system installed. The first floor has an area of 120 square meters. M, also has a semi-basement floor, 100 sq. M. M: Newly renovated.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18286995
Multifunctional Space,180 sq.m.,,,,,,,,,Yerevan › Malatia-Sebastia,"300,000 ֏",AMD,"Basement, entrance from the street, bathroom is tiled, suitable for various activities, training center, as well as an office, etc.Located in Bangladesh, quite close to Andranik Street, busy area, price negotiation is possible,is rented with a mandatory deposit,50% commissionReal people callTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/14403656
Retail Space,10 sq.m.,By agreement,Not available,Second Line,Common from the Street,Direct Lease,1 year,By Agreement,Not included,"Հալաբյան փողոց 35/1, Երևան","80,000 ֏",AMD,"Apartment for rent in the neighborhood of Abelyan 5 building. There is a kindergarten and business centers in the apartment, suitable for fruit and vegetable or bakery, call for details!Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18286496
Office Space,85 sq.m.,,,,,,,,,"Mesrop Mashtots Avenue, Yerevan","600,000 ֏",AMD,"Well repaired, front line, near the bus stop, suitable for any activity.Urgent!Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/12244233
Multifunctional Space,130 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,"Պարոնյանի փողոց, Երևան","700,000 ֏",AMD,"A multifunctional commercial area is for rent in Small Center, at the crossroads of Paronyan and Leo streets. The area is two-storey, capitally renovated. It has a two-way entrance from the street, from the yard: 3 rooms on the 1st floor, one big room on the 2nd floor, one small one. The area is a ready-made beauty salon, properly furnished. It is also suitable for any other type of business activity. For more information call:Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17628271
Office Space,30 sq.m.,,,,,,,,,"Vilnyus street, Nor Nork 9th massive","80,000 ֏",AMD,Commercial spaceTranslated from Armenian,Nov-24-2022_22-23,,https://list.am/en/item/18285505
Office Space,45 sq.m.,,,,,,,,,"Nalbandyan street, Yerevan","370,000 ֏",AMD,"Office space, fully renovatedCode SS-265Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/15246831
Office Space,350 sq.m.,,,,,,,,,"Moskovyan street, Yerevan","$10,000",USD,"(Կոդ 63241 Ունիվերսալ տարածք, Մոսկովյան փ. , Փոքր Կենտրոն 350 քմ)Տարածքը գտնվում է 4 հարկանի բնակելի շենքի առաջին հարկում և երկրորդ հարկերում։ Տարածքը կապիտալ վերանորոգված է, ողջ ֆասադային հատվածը վիտրաժային պատուհաններ են, որի շնորհիվ տարածքը դառնում է էլ ավելի լուսավոր և հյուրընկալ։Բոլոր կոմունիկացիաները առկա են, իսկ հովացումը և ջեռուցումը կատարվում է կենտրոնացված համակարգով։Տարածքում կա նաև բունկեր, որը հնարավորություն է տալիս բանկի մասնաճյուղին ևս վարձակալել տարածքը:Մուտքը փողոցի կողմից է, ունի մուտք նաև բակի կողմից։",Nov-24-2022_22-23,,https://list.am/en/item/15161294
Multifunctional Space,130 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,6 months,By Agreement,By Agreement,"Tigran Mets Avenue, Yerevan","$3,500",USD,"A multifunctional commercial space is for rent in the CENTER of the city, on Tigran Mets avenue. The area is front line, stained glass, the total area is 130 square meters. It is in zero condition. The front part is 10 meters. It is suitable for any activity.Rental price: 3,500 USDCode: GS-23KTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17820159
Multifunctional Space,90 sq.m.,,,,,,,,,"Arshakuniats Avenue, Yerevan","400,000 ֏",AMD,Շտապ վարձով է տրվում կոմերցիոն տարածք Արշակունյաց պողոտայում կրկեսի մոտակայքում։ Տարածքը վերանորոգված է ունի կոսմետիկ վերանորոգման կարիք։ Տրվում է երկարաժամկետ և դեպոզիտով։50% միջնորդավճար։Կոդ MA-580,Nov-24-2022_22-23,,https://list.am/en/item/17871748
Retail Space,100 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,6 months,2 months,Not included,"Նուբարաշենի 11-րդ փողոց 3/3, Երևան",100 ֏,AMD,"It is located near 175 schools, 2 floors in front of the park, each floor area is 50 m, with 2 partial entrancesTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/16773044
Office Space,200 sq.m.,,,,,,,,,"Northern Avenue, Yerevan","$7,000",USD,"Fully renovated office space for rent in a small center, North Avenue.• Commission: 50% of the 1st month.• Code: 18181325Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18181325
Office Space,112 sq.m.,By agreement,Available,Second Line,Separate from the Courtyard,Direct Lease,1 year,By Agreement,Not included,"Դավթաշեն 4-րդ թաղամաս 26, Երևան","520,000 ֏",AMD,"Վարձակալությամբ է տրվում նոր կապիտալ վերանորոգված գրասենյակային տարածք: Գտնվում է Դավիթաշենում Նոր Զովք խանութ սրահի հարևանությամբ: Ընդհանուր մակերեսը 112 ք. Մ: Ունի 3 առանձին սենյակ (յուր. 30 ք. Մ.) և միջանցք: Եռաֆազ հոսանք։ Մուտքը առանձին:Сдается в аренду отремонтированное офисное помещение (ремонт окончен в феврале) Находится в районе Давиташен (15 минут от центра, 6км)Общая площадь помещении 112 кв. МИмеет 3 отдельные освещенные комнаты каждый примерно по 30 кв. М, коридор 22 кв. М, 3 фазное электрическое питание.Отельный вход в офис. Есть горячая вода. Отопление индивидуальное.",Nov-24-2022_22-23,,https://list.am/en/item/18257446
Warehouse,200 sq.m.,Not available,Not available,Second Line,Separate from the Street,Direct Lease,1 year,1 month,Not included,Yerevan › Erebuni,"240,000 ֏",AMD,"Agency commission 50%Storage space for rent200 square meters with a ceiling height of 5 meters, it is also possible to expand. The area is completely concreted with asphalt and fenced. It has a storage area, 1 entrance with a width of 3 meters.The price per square is 1000 AMD + VAT 20%. Also, if desired, office spaces will be provided.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18022693
Automotive Service,50 sq.m.,,,,,,,,,"Khaghag Don street, Yerevan","100,000 ֏",AMD,"A working tire repair shop and oil shop for rent, located near the auto market.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17357182
Retail Space,30 sq.m.,,,,,,,,,"Khaghag Don street 19, Yerevan","120,000 ֏",AMD,"The store is located near the City supermarket in Erebuni, it has a bathroom. Node, air conditioner, spare part.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17929139
Retail Space,24 sq.m.,,,,,,,,,Yerevan › Malatia-Sebastia,"100,000 ֏",AMD,"I offer space for office, flower salon and other commercial activities.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17357017
Warehouse,2100 sq.m.,Not available,Available,Second Line,Separate from the Courtyard,Direct Lease,1 month,By Agreement,Not included,"Arin Berd street 7, Yerevan","1,500 ֏",AMD,"UrgentStorage complexThe price of 1 square meter starts from AMD 1,500. The leased premises of the warehouse complex are DRY warehouses with a ceiling height of 5.4 meters, with gates adapted for loading/unloading, 6.0m wide and 4.4m high. The truck can fully enter the storage area, all circumstances considered.The floor is completely concreted with a new type (helicopter) ideal flat surfaceIt has a separate bathroom.The area has an administrative section of 13 square meters with three-way windows with lighting and all necessary communication facilities.The area has natural lighting and an individual lighting system calculated per square meter.For details call...Storage spaceWarehouseArea:Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17653410
Office Space,150 sq.m.,,,,,,,,,"Erebuni street, Yerevan","500,000 ֏",AMD,"A commercial multi-functional space is for rent on Erebunu street, the space is suitable for office activities. The area is fully renovated.Code MK001Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18282468
Office Space,80 sq.m.,,,,,,,,,"Mkhitar Heratsi Street, Yerevan","$1,000",USD,"Fully renovated, office space, air conditionerCode SS-26Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/16691032
Office Space,50 sq.m.,,,,,,,,,"Tumanyan street, Yerevan","400,000 ֏",AMD,"Office space, on the 2nd floor of a stone buildingCode SS-36Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/15502966
Everything Else,80 sq.m.,,,,,,,,,"Koryun street, Yerevan","575,000 ֏",AMD,"Գրասենյակային տարածք, վերանորոգված, ջեռուցումԿոդ SS-124",Nov-24-2022_22-23,,https://list.am/en/item/14959182
Industrial and Manufacturing,118 sq.m.,,,,,,,,,"Komitas Avenue, Yerevan","280,000 ֏",AMD,"Production area, three-phase electricityCode SS-49Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/16046541
Everything Else,40 sq.m.,,,,,,,,,"Komitas Avenue, Yerevan","300,000 ֏",AMD,"Renovated, shop, officeCode SS-453Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/14591887
Everything Else,65 sq.m.,,,,,,,,,"Hovsep Emin street, Yerevan","250,000 ֏",AMD,"Renovated, suitable for office, shopCode SS-228Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/14334822
Everything Else,95 sq.m.,,,,,,,,,"Shirvanzade street, Yerevan","600,000 ֏",AMD,"Renovated, 1st line, suitable for office, pharmacyCode SS-433Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/13487891
Office Space,190 sq.m.,,,,,,,,,"Komitas Avenue, Yerevan","$3,200",USD,"Fully renovated, office spaceCode SS-501Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/15913418
Office Space,52 sq.m.,,,,,,,,,"Mesrop Mashtots Avenue, Yerevan","330,000 ֏",AMD,"Fully renovated, office space, entrance from the yardunderfloor heatingCode SS-165Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17593724
Office Space,120 sq.m.,,,,,,,,,"Nalbandyan street, Yerevan","500,000 ֏",AMD,"Clean condition, office spaceCode SS-226Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/14339233
Multifunctional Space,110 sq.m.,,,,,,,,,"Teryan street, Yerevan","$1,700",USD,"Clean condition, 1st line, office spaceCode SS-169Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/16691027
Multifunctional Space,160 sq.m.,,,,,,,,,"Marshal Baghramyan avenue, Yerevan","$4,000",USD,"Repaired, 2nd line, heating.Code SS-286Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17590702
Everything Else,114 sq.m.,,,,,,,,,"Vardanants Street, Yerevan","$3,000",USD,"Renovated, 1st line, suitable for office, shop, 2 entrancesCode SS-546Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/14769658
Everything Else,250 sq.m.,,,,,,,,,"Marshal Baghramyan avenue, Yerevan","$3,900",USD,"Քարե առանձին շինություն, 3 հարկանի, հարմար է գրասենյակի համարկարող է ծառայել որպես արտադրական տարածքԿոդ SS-60",Nov-24-2022_22-23,,https://list.am/en/item/12981248
Office Space,1200 sq.m.,,,,,,,,,"Proshyan Street, Yerevan","$7,000",USD,Renovated office spaceCode SS-431Translated from Armenian,Nov-24-2022_22-23,,https://list.am/en/item/14592292
Everything Else,120 sq.m.,,,,,,,,,"Grigor Artsrunu street, Yerevan","$1,200",USD,"The area is renovated,there is a heating system,1 bathroom.Code LA02745Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/15872759
Office Space,360 sq.m.,,,,,,,,,"Աշխաբադի փողոց 2/7, Երևան","1,650,000 ֏",AMD,"Երկարաժամկետ վարձով է տրվում հասարակական տարածք Ավանում, լիարժեք վերանորոգված: Տարածքը ապահովված է կենտրոնացված ջեռուցման համակարգով: Հարմար է մանկապարտեզի, օֆիսի, բժշկական լաբորատորիայի կամ այլ գործունեության համար: Շենքում գործում է սուպերմարկետ և Համով Տնակ սննդի կետ: Տարածքը ունի անվտանգության համակարգ, բակ և ավտոկայանատեղի:Сдается в долгосрочную аренду общественное помещение в Аване полностью в отремонтированном состоянии. Помещение обеспечено системой центрального отопления. Подходит для детского сада, офиса, медлаборатории или другой деятельности.OfficeMarketSchoolLaboratory",Nov-24-2022_22-23,,https://list.am/en/item/17131137
Office Space,325 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,2 years,By Agreement,Not included,"Marshal Baghramyan avenue, Yerevan","$6,000",USD,"The area has a semi-basement, renovated. It has 6 rooms, kitchen, 2 bathrooms. The heating is carried out by a gas boiler (Baxi), the floor is heated, an air conditioner is installed. The yard is 45 square meters, with entrances from 3 sides.Code AV0357Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18141195
Functioning Business,100 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Mesrop Mashtots Avenue, Yerevan","650,000 ֏",AMD,"The area has a semi-basement, renovated. Has all utilities.Code AV0356Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18141201
Retail Space,100 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Zoravar Andranik street, Yerevan","370,000 ֏",AMD,"The area is semi-basement, renovated and has all utilities.Code AV0410Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18137240
Retail Space,55 sq.m.,Available,Not available,Other,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Arabkir 17-th Street, Yerevan","350,000 ֏",AMD,The space is renovated. Complete with property and appliances. A water heater (geyser) is installed for hot water.Code AV0378Translated from Armenian,Nov-24-2022_22-23,,https://list.am/en/item/18140333
Industrial and Manufacturing,150 sq.m.,,,,,,,,,"Avetis Aharonyan street, Yerevan","400,000 ֏",AMD,"Refrigerator for rent (холодилник) in Zeytun, 150 square meter stone building, of which 65 square meters is a refrigerator, the rest of the surface can be used as a dry warehouse or production area, three-phase current, constant water, separate office, garage, two entrances, ramp, in the area video recording availableTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/18195911
Retail Space,75 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,2 months,Not included,"Tumanyan street, Yerevan","$8,000",USD,"Commercial area is for rent on North Avenue. 75 square meters; Newly renovated, in clean condition; Has a large hall, stained glass windows ․ 2 separate rooms;Call for more details;CODE - 16565822:Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/16565822
Office Space,600 sq.m.,,,,,,,,,Yerevan › Arabkir,"7,000 ֏",AMD,"Business center costs 7000 AMD per square meter, VAT is includedis under renovation, divisions can be made according to the customer's offerTranslated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/12318683
Office Space,60 sq.m.,Not available,Available,Second Line,Common from the Courtyard,Direct Lease,1 year,1 month,Not included,Yerevan › Arabkir,"400,000 ֏",AMD,Office space in a newly built building is for rent2 roomsA heating system is installedDelivered with kitchen furnitureIt is close to Yerevan City supermarketTranslated from Armenian,Nov-24-2022_22-23,,https://list.am/en/item/17378213
Office Space,400 sq.m.,,,,,,,,,Yerevan › Kentron,"12,000 ֏",AMD,"Բիզնես կենտրոնում վարձով է տրվում 400քմ գրասենյակային տարածքԱրժեքի մեջ չի ներառվում հոսանքի ծախսը, տարածքի ներսի մաքրությունը և կայանատեղին",Nov-24-2022_22-23,,https://list.am/en/item/13162129
Multifunctional Space,150 sq.m.,,,,,,,,,"Komitas Avenue, Yerevan","500,000 ֏",AMD,"Office space of 150 sq. M. Is for rent. M: Suitable for office, school, kindergarten, accounting office, online store, etc. It is 50 m away from the bus stop. It is capitally renovated.Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17405160
Office Space,50 sq.m.,,,,,,,,,"Arshakuniats Avenue, Yerevan","270,000 ֏",AMD,"Office space is for rent on Arshakunyats avenue.• The area is fully repaired, metal-plastic windows are installed, iron door.• The floor ը the bathroom are tiled.• Very convenient to use as an office space.• There is a bus stop, food court, supermarket nearby.For other details, write or call the mentioned numbers.The area is shown under a real estate display contract.Service fee - 50% of the monthly fee.Code GC004Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/17511555
Warehouse,720 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,Direct Lease,1 year,By Agreement,Not included,"Minsk Street, Yerevan","$2,000",USD,Code-14747: A warehouse is for rent in Nor Nork 8th block. The large warehouse occupies an area of 600 square meters and has three entrances. The small warehouse is 120 square meters. There is a checkpoint.Translated from Armenian,Nov-24-2022_22-23,,https://list.am/en/item/17885608
Office Space,180 sq.m.,,,,,,,,,Yerevan › Arabkir,"$2,500",USD,"Code 11427046:Area for rent on Azatutyan avenue, capitally renovated, 1st floor, separate entrance,open space:2 bathroomsHigh quality ventilation system,air conditioner,Heating System,without propertyAgency commission: 50%Translated from Armenian",Nov-24-2022_22-23,,https://list.am/en/item/11427046
Office Space,80 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,1 month,Not included,Yerevan › Kentron,"$2,500",USD,"Payment:1st month amount and depositAgency commission 50%Code 1481418Byron Streethigh 1st floor2 rooms, closed balcony1 bathroom, 1 kitchenempty, repairedTranslated from Armenian",Nov-24-2022_22-23,OUtdoor parking,https://list.am/en/item/14814187
Office Space,50 sq.m.,,,,,,,,,"Amiryan Street, Yerevan","450,000 ֏",AMD,"Area for rent on Amiryan street, new building, next to the Square, 2nd floor, view to the yard, capitally renovated, 2 rooms, 1 bathroom, central heating and cooling.There is a service fee of 33,000 AMD, which includes building maintenance, security, heating and cooling.Agency commission: 50% for the 1st monthCode 17033610Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17033610
Office Space,75 sq.m.,,,,,,,,,"Paronyan street, Yerevan","460,000 ֏",AMD,"Area for rent on Paronyan street, near Leo crossroads, 3rd floor, 1 entrance hall, 3 rooms, 1 kitchen, 1 bathroom, empty.The price includes the service fee of the building.Includes: Utility bills, taxes.Agency commission: 50% for the 1st monthParonyan:Code 11383572Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/11383572
Office Space,160 sq.m.,,,,,,,,,"Teryan street, Yerevan","$3,500",USD,"Office space for rent near Northern Avenue, on the crossroads of Pushkin Teryan streets, 1st floor of a new building, capitally renovated, 5 rooms, 2 bathrooms, 1 kitchen, heating system, air conditioners, 2 open balconies, without furniture.Agency commission: 50% for the 1st monthCode 17701829Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17701829
Office Space,161 sq.m.,Not available,Available,First Line,Common from the Street,Direct Lease,1 year,1 month,Not included,"Republic Square, Yerevan","2,800,000 ֏",AMD,"Fees:1st month + depositAgency commission: 50% of the 1st monthOffice space for rent near Hraparak, 161 square meters. , business center, 2nd floor. 8 rooms, 2 bathrooms, central heating and cooling system, underground parking, security system, vacant.Code 14653575Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/14653575
Office Space,430 sq.m.,,,,,,,,,Yerevan › Kentron,"$5,000",USD,"SUBMITTEDOffice space for rent near Alek Manukyan Street, 4-storey newly built building, under renovation. There is a 170 square meter garden.Half bedroom floor:1 hall, 1 room2 car garage1st floor:1 room, 1 bathroomopen balconyexit to the yard2nd floor:4 rooms2 bathrooms3rd floor:total open spaceterraceThe cost is $5,000Commission: 50%Code 14884699Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/14884699
Office Space,114 sq.m.,Available,Not available,Second Line,Separate from the Courtyard,Direct Lease,1 year,1 month,Not included,"Vardanants Street, Yerevan","$3,000",USD,"In case of renting, the commission of the agency is 50%.Space for rent on Vardanants Street, Entrance from Tpagrichni Street, 1st floor, 4 rooms, 2 bathrooms, separate entrance, completely renovated.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/13115258
Office Space,195 sq.m.,,,,,,,,,"Tsitsernakaberd Highway, Երևան","$4,800",USD,"For announcement: 15534931Area for rent on Tsitsernakaberd highway, near Dalma mall, on the 1st floor of a new building, 195 sq. M., entrance from the street կողմից from the yard. Capital euro renovated and not yet exploited. The floor is heated, heating and cooling system are installed. Has a common sound control system (for music) Consists of 2 spacious halls, 1 kitchen, 2 bathrooms, Suitable for office, shop, beauty salon or other similar activities.EVERYTHING is included in the price.Agency fee: 50% for the 1st monthTsitsernakaberd, office for rent.Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/15534931
Office Space,98 sq.m.,,,,,,,,,"Pushkin Street, Yerevan","500,000 ֏",AMD,"Area for rent on Pushkin street, near Parpetsi crossroads, high 1st floor with entrance to the building, capitally renovated, 2 rooms, 1 bathroom, kitchen, open balcony, heating system, empty. EMPTY.* Payment:1st and last month amount.50% of the 1st month of the agencyCode 13837125Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/13837125
Office Space,176 sq.m.,,,,,,,,,"Abovyan street, Yerevan","$2,100",USD,"Area for rent on Abovyan street, entrance from Sayat Nova, Moskovyan and Nalbandyan streets:in the yard, a separate buildingthe land is 253 square metersResidential - 176 sq. M.,Semi-basement floor: 3 rooms, laundry and bathroom, heated floor.1st floor: 1 living room, kitchen, bathroom, heated floor, entrance to the garage. The kitchen has an entrance to the garden.2nd floor - 3 bedrooms, 1 of which has a closed balcony with a view to the yard, 1 bathroom, heated floor.There is a spacious garage for 1 car բաց open parking for 1 car. The area will be provided with security system and cameras.Code 15469548Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/15469548
Multifunctional Space,800 sq.m.,,,,,,,,,"Azatutyan Avenue, Yerevan","$8,000",USD,"Premises for rent in Azatutyan Avenue, modern 4-story building completely renovated.Total area - 800 square meters.The area is fully renovated, has a heating system, air conditioners, has a parking space.Commission: 50%Code 11585332Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/11586332
Office Space,66 sq.m.,,,,,,,,,Yerevan › Kentron,"$1,650",USD,"Հայտարարության համար՝ 13788082Վարձով տարածք Ամիրյան փողոցում, Հրապարակի հարևանությամբ, նորակառույց շենք, 5-րդ հարկ, 2 վերելակ, բիզնես կենտրոն, ջեռուցման և հովացման համակարգ, հակահրդեհային համակարգ, անվտանգության համակարգ, 3 սենյակ, 1 սանհանգույց, փոքր խոհանոցային հատված, դատարկ։1քմ-ի արժեքը՝ 12.000 դրամ* Արժեքը ներառում է՝ ջեռուցում, հովացում, ջուր, անվտանգություն, 1 մեքենայի պարկինգ, հարկերը։* Արժեքը չի ներառում՝ ինտերնետ, հոսանք։* Վճարումը՝1ին և վերջին ամսվա գումար։Գործակալության 1ին ամսվա 50%Office for rent on Amiryan street, next to Republic square, business centre, 5th floor, elevators, centralized heating and air conditioning system, 3 rooms, 1 kitchen, 1 WC. The area is empty.*Price is 12.000 Drams per square meter (1650 USD)The price includes heating and conditioning cost, parking fr 1 car, TaxPrice does not include - internet, electricity.Payments:1st month and depositAgency fee - 50% of 1st month",Nov-24-2022_22-24,,https://list.am/en/item/13788082
Multifunctional Space,80 sq.m.,,,,,,,,,"Paronyan street, Yerevan","$1,500",USD,"Area for rent on Paronyan street, 1st floor of a new building, the building is located on the 2nd line from the street, capitally renovated, 1 hall, 2 rooms, 1 bathroom, open balcony, heating system, air conditioner, empty.Code 14053630Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/14053630
Office Space,75 sq.m.,,,,,,,,,"Parpetsi Street, Yerevan","$1,200",USD,"Area for rent on Parpetsi street, newly renovated, semi-basement, separate entrance from the street, heating ափոխ ventilation system, air conditioner, empty.Code 17102019Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17102019
Multifunctional Space,70 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,1 month,Not included,Yerevan › Arabkir,"$1,200",USD,"Area for rent near the intersection of Kiyan Orbeli streets,separate building,1st floor,1 hall, 1 bathroom,emptyHeating System,Newly renovatedCode 11035644Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/11035644
Office Space,52 sq.m.,,,,,,,,,Yerevan › Kentron,"350,000 ֏",AMD,"Area for rent at the beginning of Mashtots Avenue, entrance from the yard, near Paronyan Street and St. Sargis Church, 2 halls, 1 bathroom, heated floor, newly renovated, empty.Code 17135957Translated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/17135957
Multifunctional Space,5241 sq.m.,,,,,,,,,Yerevan › Shengavit,"6,000,000 ֏",AMD,"A commercial area of 5241 square meters is for rent in Bagratunyats Avenue. It is the former university building. It is on the first line, suitable for a supermarket, hypermarket, sports complex and other activities.Monthly fee: 6,000,000 AMDCode: AM-226KTranslated from Armenian",Nov-24-2022_22-24,,https://list.am/en/item/14808048
