Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links
House,Stone,150 sq.m.,2,5,1,Partial Renovation,8 sq.m.,"Zoravar Andranik street, Yerevan","$25,000",USD,"A private house is for sale on Zargaryan street, near the auxiliary school.It has a bakery, a garage, a barn, all the amenities are created for normal living.Price is negotiable.Translated from Armenian",Nov-24-2022_23-36,Not available,1 spot,,,,https://list.am/en/item/16681231
Country House,Stone,1970 sq.m.,2,3,1,Old Renovation,,"Yerevanyan highway 3, Սևան","$10,000",USD,"Շտապ վաճառվում է 2հարկանի սեփական տուն Դրախտիկ գյուղում՝ Սևանից 3կմ հեռավորության վրա։ Տունը պետական վիճակում է։ Առկա է մեծ հողատարածք (2000ք. Մ), անասնագոմ։ Գինը սակարկելի։ Հարցերի դեպքում զանգահարել ։",Nov-24-2022_23-36,Not available,Not available,,,,https://list.am/en/item/14324087
House,Stone,240 sq.m.,2,8+,2,Major Renovation,1300 sq.m.,Gegharkunik › Gavar,"35,000,000 ֏",AMD,"The house is located in the village of Gandzak, Gegharkunik marz, it is fully renovated, provided with constant cold and hot water, heating system, gasification, connected to the community sewer line. There is a garden with fruit trees on the side of the mansion, a 1300 square meter cultivated plot in front of which there is a 65 square meter stone building on the left side.Translated from Armenian",Nov-24-2022_23-36,Available,3 or more spots,,,,https://list.am/en/item/18236607
House,Stone,240 sq.m.,2,5,1,Cosmetic Renovation,3500 sq.m.,Gegharkunik › Chambarak,"$30,000",USD,"House-240 sq. M. M:Land area-3500 sq. M. M:The house has a spacious yardIn the yard there is a garage, a barbecue, a storage room, fruit trees, a flower gardenThe house is oni. Large lobby, four bedrooms, one living room with a large balcony. Has permanent gas, water and electricityThe price can be negotiatedIt is located 18 km away from Lake SanaaTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17858353
House,Stone,350 sq.m.,1,3,1,No Renovation,,Gegharkunik › Chambarak,"$5,000",USD,Ջիլ գյուղում վաճառվում է տուն հողատարածքով մանրամասների համար զանգահարել Սակարկելի,Nov-24-2022_23-36,,,,,,https://list.am/en/item/14321114
House,Monolith,990 sq.m.,2,8+,3+,Designer Renovation,1496 sq.m.,Gegharkunik › Tsovagyugh,"$950,000",USD,Продается шикарная вилла на берегу озера Севан. Недалеко от села Цовагюх.Площадь строений 991 м2Земля 1496м2Уровень объекта можно оценить по фото.,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18061429
House,Stone,550 sq.m.,2,7,1,Partial Renovation,300 sq.m.,Gegharkunik › Gavar,"$42,000",USD,Call for details.Translated from Armenian,Nov-24-2022_23-36,By agreement,1 spot,,,,https://list.am/en/item/17217858
House,Stone,55 sq.m.,1,3,1,No Renovation,500 sq.m.,Gegharkunik › Artanish,"4,000,000 ֏",AMD,"The plot is located in the highest part of Artanish and has a wonderful view of Sevan.The house needs major remodeling and has never been renovated.Land dataTarget Meaning: ResidencePurpose of use: Near homeType of right: PropertyBuilding dataTarget Meaning: ResidentialPurpose of use: Residential houseArea: 55.3 sq. M. M.Type of right: PropertyArtanish is one of the warmest places in the Sevan basin, where it is possible to use it seasonally as a summer house.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18137219
House,Stone,93 sq.m.,2,4,1,No Renovation,372 sq.m.,"Nairyan Street, Sevan town","$35,000",USD,"A private house on Nairyan Street is for sale URGENTLY. For more information call. The price is final, NOT negotiable.Translated from Armenian",Nov-24-2022_23-36,Not available,1 spot,,,,https://list.am/en/item/18299576
House,Stone,179 sq.m.,2,4,1,Partial Renovation,,Gegharkunik › Chambarak,"$8,000",USD,Private house in Chambarak with a large plot of land.The land is 1483 metersThe house - 179.3 metersTranslated from Armenian,Nov-24-2022_23-36,Not available,Not available,,,,https://list.am/en/item/14404709
House,Stone,550 sq.m.,3,8+,2,No Renovation,600 sq.m.,Gegharkunik › Sevan,"$42,000",USD,"Address city San Garegin Nzhdeh 1, next to the water supply system, all the communal facilities pass by, it is located near the school. For details, call the mentioned number.Translated from Armenian",Nov-24-2022_23-36,Not available,Not available,,,,https://list.am/en/item/17215854
House,Stone,2500 sq.m.,1,3,1,Old Renovation,2000 sq.m.,Gegharkunik › Vardenis,"$15,000",USD,Apartment for sale in the center of Vardenis in good conditionPrice is negotiableFor questions and pictures write and call the numberTranslated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/15988564
House,Stone,255 sq.m.,2,5,2,Old Renovation,46 sq.m.,Gegharkunik › Gavar,"$23,000",USD,"ՇՏԱՊՎաճառվում է երկհարկանի սեփական տուն Գավառի մանկատան մոտակայքում: Կոմունալ բոլոր հարմարություններով: Մակերեսը`255/182մ. Ք.: Ունի ավտոտնակ`26,9մ. Ք.: Հողամասը`0,046հա:Գինը՝ 23000$:",Nov-24-2022_23-36,Available,1 spot,,WAshing machine,"ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/11434055
House,Stone,120 sq.m.,1,3,1,Euro Renovation,500 sq.m.,Gegharkunik › Chambarak,"14,500,000 ֏",AMD,"Own house in Aygut village, call for details. Urgently suitable for business as guest houseBusiness, country house, dacha houseTranslated from Armenian",Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/15902892
House,Stone,346 sq.m.,2,8+,3+,Old Renovation,,Gegharkunik › Gavar,"$55,000",USD,"It is a two-storey capital building in Gavar city, on Azatutyan street, it was built in 1985-1990. The total area of the land is 890 square meters, and the living area is 346 square meters. Renovated in a very interesting style. It has 6 bedrooms, one big hall, 2 bathrooms, 1 bathroom. Has a large garage ային storage room,A building of 90 square meters is built in the yard and A building of 22 square meters of stone. It has a 400 square meter garden with fruit trees.In case of non-answering of the phone լինելու unavailability, please contact the same number of viber աթ vatsap, or correspondence.THE PRICE IS FINAL.Translated from Armenian",Nov-24-2022_23-36,By agreement,3 or more spots,,,,https://list.am/en/item/14952681
House,Stone,50 sq.m.,1,3,1,Old Renovation,3500 sq.m.,Gegharkunik › Tsapatagh,"$15,000",USD,"A 3-room house of 50 square meters is for sale. The land area is 3500 square meters. About 50 productive trees were planted. 1.5 km from the Sevan coast. The price is $15,000 negotiable.Translated from Armenian",Nov-24-2022_23-36,,Not available,,,,https://list.am/en/item/17428762
Country House,Stone,47 sq.m.,1,3,1,Cosmetic Renovation,,"Nairyan St, Sevan","$17,000",USD,"Urgently for sale, a stone summer house, completely renovated and furnishedTranslated from Armenian",Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/15242726
House,Stone,150 sq.m.,1,7,1,Cosmetic Renovation,800 sq.m.,"Victor Hambardzumyan Street, Yerevan","$24,000",USD,"1. Double-walled stone walls2. Iron roof3. Renovated bathroom4. It is given partially furnished5. Water, gas and electricity6. Price is negotiableTranslated from Armenian",Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/17787171
House,Stone,,1,3,1,Euro Renovation,16 sq.m.,Gegharkunik › Vardenis,"$15,000",USD,"Private house for sale, has a garage, barn, orchard, available with all utilities and bax heating systemTranslated from Armenian",Nov-24-2022_23-36,Not available,1 spot,,,,https://list.am/en/item/13839596
Country House,Wooden,27 sq.m.,1,2,1,Euro Renovation,,"Ծաղկունք 1-րդ փողոց 10, Բալահովիտ","$5,000",USD,По вопросам звонит,Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/16725829
House,Stone,177 sq.m.,1,5,1,Cosmetic Renovation,1360 sq.m.,Gegharkunik › Martuni,"$39,000",USD,The house is in good condition.Translated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18028760
House,Stone,150 sq.m.,2,6,3+,No Renovation,50 sq.m.,Gegharkunik › Gavar,"$14,000",USD,"Վաճառվում է սեփական տուն Գավառ քաղաքի Հացառատ թաղամասումՈւնի հողատարածք, 2 հարկ, քարե շինություն.Մանրամասների, հատակագիծը տեսնելու համար խնդրում ենք զանգահարելПродается нежилой частный дом с земельным участком, состояние на фотоПодойдет для прописки, регистрации бизнеса и тд.Находится в городе Гавар, АцаратПо всем вопросам просьба звонить по указанному номеру",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17736076
House,Monolith,1610 sq.m.,2,8+,2,No Renovation,,Gegharkunik › Gavar,"$24,000",USD,"Վաճառվում է երկհարկանի կիսակառույց սեփական տուն Գավառ քաղաքում, անմիջապես քաղաքաի մուտքի հատվածում: Հողամասի ընդհանուր մակերեսը 1310քմ. Է, իսկ շինության ընդհանուր մակերեսը՝ 300քմ: Երկեու տակ տուֆ քարով կառուցված կապիտալ շինություն է: Ունի նաև նկուղային հարկ: Բոլոր կոմունիկացիաները մոտ են Շատ հարմար է հյուրատնային գործունեություն ծավալելու համար:",Nov-24-2022_23-36,,3 or more spots,,,,https://list.am/en/item/14300735
House,Stone,259 sq.m.,2,4,1,Old Renovation,1400 sq.m.,Gegharkunik › Gegharkunik,"$82,000",USD,"Code ART876:2-storey house is for sale in Berdkunk. The total area is 1400 square meters, and the living area is 259 square meters. The house is old renovated. The windows are partially changed, the bathroom is tiled. On the 1st floor there is a living room, a kitchen, a bathroom. On the 2nd floor. There is an entrance hall, 3 bedrooms. There is an open balcony with a beautiful view of Lake Sanaa. There are fruit trees in the yard.Code ART-876Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/16711230
House,Stone,236 sq.m.,2,5,2,No Renovation,4357 sq.m.,Gegharkunik › Drakhtik,"$150,000",USD,"A private house is for sale in Sevan, on the shore of Shorzha.2 storeyThe walls are plastered, the roof is newly renovated, Euro windows, stone, solid building.60 square meter kitchen: Renovated, tiled, fireplace, grill, euro windows2 closed garages.2 separate entrancesFirst lineAll utilities are availableResidential construction permit 31.12Suitable for business use.Code 0800045Translated from Armenian",Nov-24-2022_23-36,By agreement,1 spot,,,,https://list.am/en/item/18198428
House,Stone,245 sq.m.,2,7,1,No Renovation,,Gegharkunik › Sevan,"$20,000",USD,"Շտապ վաճառվում է կիսակառուց՝ երկհարկանի տուն, իր հողատարածքով:---Срочно продается недостроенный, двухэтажный дом с земельным участком.",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17433218
House,Stone,270 sq.m.,2,8+,1,Partial Renovation,70 sq.m.,"Sayadyan street, Gavar boundary","$38,000",USD,"Каменный двухэтажный дом, в Центре Ацарата, рядом с церковью Срб. Григор Лусаворич, месторасположение очень хорошее! Имеется участок земли с плодовыми деревьями. Газ, вода, канализация, высоковольтный электрический щит, 8 метровый рабочий колодец с питьевой водой. Адрес может не точный, на карте не показывает, к сожалению.Звоните, по всем вопросам проконсультируем.",Nov-24-2022_23-36,,Not available,,,,https://list.am/en/item/18283289
House,Stone,160 sq.m.,2,5,1,Old Renovation,,"Էներգետիկների փողոց 2, Սևան","$25,000",USD,"The house is located next to the botanical garden, in good condition, has a large yard, land, garage, barn. The building and the place are suitable for both residential and business projects. For more information call...Please do not leave a message...Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/16273661
House,Stone,140 sq.m.,2,4,1,Partial Renovation,4000 sq.m.,Gegharkunik › Martuni,"20,000,000 ֏",AMD,Private house for sale in Zolakar villageTranslated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18203744
House,Stone,240 sq.m.,1,5,2,Old Renovation,,Gegharkunik › Gavar,"$20,500",USD,"A box house, has a large basement, a barn, a large garden with fruit trees.With all utilitiesTranslated from Armenian",Nov-24-2022_23-36,Not available,Not available,,,,https://list.am/en/item/15735908
Country House,Stone,250 sq.m.,2,5,3+,Partial Renovation,2200 sq.m.,Gegharkunik › Sevan,"$115,000",USD,"The house is located on the banks of the Sevan River, in the territory of Drakhtik village, it is fenced, the house needs interior finishing works, the yard has a completely renovated kitchen with a 25 square meter area, with a fireplace, it has water, electricityTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18039370
House,Stone,160 sq.m.,1,4,1,Major Renovation,700 sq.m.,Gegharkunik › Sevan,"$95,000",USD,"Constant gas, water. Garage for 2 cars. Fruit garden: For more information call: Exchange with an apartment in Yerevan. UrgentTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17532525
House,Stone,243 sq.m.,2,7,1,Partial Renovation,,Gegharkunik › Gavar,"$20,000",USD,Two-storey private house in Gavar. NegotiableTranslated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/16198469
House,Stone,122 sq.m.,1,4,1,Partial Renovation,2036 sq.m.,Gegharkunik › Chambarak,"$10,000",USD,"The area is suitable for tourist activities. It has very good nature, it is a continuation of the same nature of Dilijan. It is suitable for beekeeping and cattle breeding. It has one living room, two bedrooms, one balcony, the bathroom is on the second floor, there is also a closet on the second floor, the garage is designed for two cars with a garage, three basement rooms. Only real buyers should call. Hurry up.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18205966
House,Stone,92 sq.m.,2,4,1,No Renovation,3000 sq.m.,Gegharkunik › Tsovagyugh,"2,500,000 ֏",AMD,"A two-story, 4-room stone house is for sale in the village of Semyonovka, Gegharkunik region. The house has permanent water and electricity. It does not have gas, it is possible to draw, the pipe is located near the house.There is a non-privatized 3000 square meters. Plot of land. It is suitable for recreation area, animal husbandry.Or I will exchange it for a car.For questions, call the specified phone numbers, only real buyers.Translated from Armenian",Nov-24-2022_23-36,,Not available,,,,https://list.am/en/item/18195806
House,Stone,280 sq.m.,2,4,1,Old Renovation,,Gegharkunik › Gavar,"$18,000",USD,"A two stored house is for sale on Nalbandyan street / Bandi district / Gavar city, which is in good condition. There is a barn next to the building, and a two-storey half-built building at the back.Price is negotiable.Translated from Armenian",Nov-24-2022_23-36,,1 spot,,,,https://list.am/en/item/17241910
House,Stone,150 sq.m.,1,4,1,Partial Renovation,3000 sq.m.,Gegharkunik › Martuni,"$55,000",USD,"A private house is for sale in Martuni. (Yeritasardakan street)The area is 3000 sq. M., of which 800 sq. M. It is arable land.The house is partially renovated, the kitchen and the corridor is tiled.European windows, large basement.Constant hot / cold water.1 Bathroom3 Bedrooms:1 Living roomBeautiful yard, orchard.To buy the apartment, to see or to get complete information, you can call the mentioned number.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17773024
House,Stone,100 sq.m.,1,3,1,Old Renovation,900 sq.m.,"Mamikonyan street 1, Martuni","$20,000",USD,"Auxiliary structures. Garage, storage roomTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17528816
House,Stone,800 sq.m.,3,8+,3+,Partial Renovation,500 sq.m.,"Էներգետիկների փողոց 2, Սևան","$78,000",USD,"It is very urgent, we sell it 2 times cheaper than the market price.There are 2 large garages, about 100 square meters. M padwal. On the plot - fruit trees.There are 12 rooms on the 3rd floor - it was built according to the hotel project.The roof covering is very high quality.There are heating systems on all 3 floors.It is also very suitable for working as a hotel, as hostels or for the purpose of organizing production at the same time.Translated from Armenian",Nov-24-2022_23-36,Not available,3 or more spots,,,,https://list.am/en/item/18187349
House,Stone,1370 sq.m.,1,7,1,Partial Renovation,1070 sq.m.,"Սարգիս Սևանեցու փողոց 7, Սևան","33,000,000 ֏",AMD,"Մեկ հարկանի քարե տուն: Կա երկհարկանի քարե ավտոտնակ, ավտոտնակը ունի նաև լրացուցիչ նկուղ:Բնակելի տուն՝ 132.5 ք. Մ.Ավտոտնակ՝ 113.2 ք. Մ.Հացատուն՝ 48 ք. Մ.Պարիսպ՝ 6 ք. Մ.Одноэтажный каменный дом. Имеется двухэтажный каменный гараж, в гараже также есть дополнительный подвал.Жилой дом: 132,5 кв. М.Гараж: 113.2 кв. М.Пекарня: 48 кв. М.Забор: 6 кв. М.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18012358
House,Stone,58 sq.m.,1,3,1,Cosmetic Renovation,4040 sq.m.,"Roman street, Vardenis","$7,000",USD,"Sold without propertyOnly real buyers will callIf you have any questions, write or callTranslated from Armenian",Nov-24-2022_23-36,By agreement,2 spots,,,"ELectricity, water supply",https://list.am/en/item/18013917
House,Stone,171 sq.m.,2,4,1,Partial Renovation,10 sq.m.,Gegharkunik › Ddmashen,"$25,000",USD,"A house is for sale in the village of Ddmashen, Gegharkunik region.The price is negotiable.The house is well maintained, it provides an opportunity to live without excessive expenses.The house is sold with contents.The set price includes: Land, buildings, as well as high-quality household goods and items.The house also has a barn (furnished) for keeping pets and farming.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18065814
House,Stone,100 sq.m.,1,4,2,Old Renovation,650 sq.m.,Gegharkunik › Sevan,"$100,000",USD,"Call for details, price negotiableCode 18214893Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18214893
House,Stone,513 sq.m.,3,7,2,No Renovation,1120 sq.m.,Gegharkunik › Gavar,"$31,000",USD,"A 3-storey detached house is for sale in Barekamutyun street of Gavar city. It has a garage (40 sq/m), an auxiliary structure (40 sq/m), a large plot.It is full, sad, the bathrooms are tiledTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/16684809
House,Stone,613 sq.m.,2,7,3+,Partial Renovation,1500 sq.m.,"Sayadyan street, Gavar boundary","$75,000",USD,Garage 12.8 e 4.9 lBasementBakerybathroom and kitchen tiledFor more information callTranslated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/17492368
House,Stone,550 sq.m.,4+,8+,3+,No Renovation,,"Yerevanyan highway, Սևան","$60,000",USD,"Near Lake Sanaa, right in front of Geghama recreation area, a 4-storey stone house is for sale urgently, the roof is repaired, it is located at the beginning of the highway, a beautiful view of the lake opens from the window. It has constant water and three-phase electricity. In addition to a luxury house, it can also be used as a commercial area (hotel) Negotiable:Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/12105063
Country House,Stone,80 sq.m.,1,3,1,Designer Renovation,150 sq.m.,"Sevan street, Yerevan","$40,000",USD,A house for sale in Sevan (Lavanda City. It is sold with all the property and equipment.Translated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18130896
House,Stone,700 sq.m.,2,5,3+,Major Renovation,,Gegharkunik › Sevan,"$239,000",USD,"Sean City A newly built private house is for sale in the center of Sean. The house is fully renovated, has a beautiful yard.Translated from Armenian",Nov-24-2022_23-36,By agreement,3 or more spots,,,,https://list.am/en/item/14742775
House,Stone,80 sq.m.,2,4,1,Partial Renovation,400 sq.m.,"1st Street, Shorzha","$20,000",USD,"A two-storey house with a fertile land near the house is for sale (there are fruit trees planted) On the ground floor there is a shop, a garage. The house is partially renovated, in particular the bathroom։ the kitchen (tiled), European windows are installed, the outside doors are iron, the inside is wooden. Permanent water, gas. Also a water tank.Translated from Armenian",Nov-24-2022_23-36,Available,1 spot,,,,https://list.am/en/item/16882830
House,Stone,220 sq.m.,2,7,1,Major Renovation,2500 sq.m.,Gegharkunik › Martuni,"$86,000",USD,"Продам 2-ух этажный дом с участком 25 сот. Земли с плодородными деревьями, дом с газом водой и светом. Дом отапливается с системой BAXI, ванная комната туалет раздельно. Торг есть.",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17623591
House,Stone,160 sq.m.,1,6,1,Euro Renovation,410 sq.m.,"Azgaldyan street, Vardenis","$39,000",USD,"A 6-room detached house in the center of Vardenis, 160 square meters, is for urgent sale and rent. 4 bedrooms, kitchen, bathroom, 2 living rooms. The house is in good condition. It has a yard of 110 square meters. In the neighborhood there is a brick factory with an area of 140 square meters.Total 410 square metersNearby are: Kindergarten, YMCA development center, music school, police, supermarket, shops.Translated from Armenian",Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/16431254
House,Stone,670 sq.m.,2,5,2,Partial Renovation,214 sq.m.,Gegharkunik › Sevan,"$65,000",USD,"Gegharkunik, San / Harsnakar rear /House: 2 floors / stone /5 rooms670/214 sq. M.Partially renovated2 bathroomsgaragecultivated gardenCode VM885Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17873533
House,Stone,80 sq.m.,1,4,1,Designer Renovation,,"Sevani street, Yerevan","$28,000",USD,"4-room cottage for sale in Lavanda City, Sean. It has hot and cold water, gas, bathroom,Bisset next to it. The price is $ 28,000. It is for rent.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/8579269
House,Stone,150 sq.m.,1,4,1,Cosmetic Renovation,1500 sq.m.,Gegharkunik › Vanevan,"$12,000",USD,"It has 1500 m of orchard, it has an outdoor kitchenhas a barnTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/18151628
House,Stone,71 sq.m.,1,5,1,Cosmetic Renovation,500 sq.m.,Gegharkunik › Vardenis,"$9,000",USD,"For rent, call for details and contractTranslated from Armenian",Nov-24-2022_23-36,Available,Not available,,,,https://list.am/en/item/16424227
House,Stone,240 sq.m.,2,4,1,Cosmetic Renovation,500 sq.m.,Gegharkunik › Gavar,"$25,000",USD,Own house with all utilities for sale. Cosmetically refurbished.Translated from Armenian,Nov-24-2022_23-36,,,,,,https://list.am/en/item/18283324
House,Stone,120 sq.m.,1,2,1,Old Renovation,,Gegharkunik › Zolakar,"3,500,000 ֏",AMD,"Residential house with a total area of 120.2 square meters.Has a plot of land with a total area of 2,340 square meters and a bakery with a total area of 39 square meters.YOU CAN GET ACQUAINTED WITH OUR OTHER ANNOUNCEMENTS BY PASSING OUR PAGE.Translated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/11690123
House,Stone,255 sq.m.,2,4,2,Designer Renovation,1200 sq.m.,Gegharkunik › Sevan,"$420,000",USD,"A two-storey private house is for sale on the shore of Lake Sanaa (with entrance to the lake), 70 km from Yerevan. In the distance.The house has a dining room, a kitchen, 3 bedrooms and 2 bathrooms.There is a garage, a closed parking lot for a motorboat (entrance directly from the lake), a closed pavilion (100 sq. M. Besedka), where there is a dressing room, a sauna, a kitchen, a bathroom, a barbecue, a tonir.There are 16 fruit trees, ornamental trees (silver deer, tuyas...) in the area.The area is completely fenced, there is constant hot and cold water, gas, heating, internet in the whole area (WIFI), security system.Newly renovated, for sale together with furniture (Italian production) and equipment.The land and the house are completely privatized.Not exchangedTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17971006
House,Stone,50 sq.m.,1,3,1,No Renovation,,"Ելենովկա փողոց 10, Սևան","$25,000",USD,"Noble house for sale, CENTRAL KHORENATIS 1 NRP. 2/1 1 2nd room. Mak 50 sq. State state. NEED FOR RENEWAL. HALF CIRCLE.Code 453006Translated from Armenian",Nov-24-2022_23-36,Not available,Not available,,,,https://list.am/en/item/14849603
House,Stone,152 sq.m.,1,4,1,No Renovation,700 sq.m.,Gegharkunik › Sevan,"13,000,000 ֏",AMD,"A private house with 700 square meters of land is for sale on Komitas Street in Sevan. The apartment is gasified, has permanent water. It has not been renovated. The price is AMD 1,300,000.For details, call HovikTranslated from Armenian",Nov-24-2022_23-36,,,,,,https://list.am/en/item/17766503
House,Stone,100 sq.m.,2,5,1,Old Renovation,1800 sq.m.,Gegharkunik › Sevan,"$27,000",USD,"2 storey house FOR URGENT SALEIn Aevan.SHORZA NOT REACHEDPARADISE IN VILLAGEURGENT SALE WITH PROPERTY•NOT CONFIRMED BUT THERE IS A POSSIBILITY• BAKERY separate building• fruit trees: Raspberry, apple, cherry, etc• Separate (Barn)• 1 floorBasementPantryOn 2 floors, bedrooms, living room, bathroomCash Sale Possible Price Reductionit is possible with AMD equivalent to the final agreed amount.CALL FOR ALL QUESTIONSIt's convenient with us-Code GM025Translated from Armenian",Nov-24-2022_23-36,By agreement,1 spot,,,,https://list.am/en/item/18086555
Country House,Stone,1800 sq.m.,3,8+,2,No Renovation,1800 sq.m.,"Isakov street, Ցամաքաբերդ","$100,000",USD,"The private house is located near the wedding stone, it is a very strong building, it is polished tuff on the outside, basalt inside, it is completely fenced. There is an adjacent buildingTranslated from Armenian",Nov-24-2022_23-36,,Not available,,,,https://list.am/en/item/17488110
House,Stone,2620 sq.m.,2,6,1,Major Renovation,,Gegharkunik › Sevan,"$200,000",USD,"Կոդ՝ K-18132Վաճառվում է 2 հարկանի 6 սենյականոց առանձնատուն Չկալովկա գյուղում: Առանձնատունը նախկին կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո և փայտյա, հատակը՝ մանրահատակ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի նկուղ (85քմ), բաց լոջա, քարե պարիպ, բարեկարգ բակ՝ դեկորատիվ և պտղատու ծառերով, ջերմոց, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տեսարանը՝ դեպի բակ և Սևանա լիճ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Chkalovka Village. The rooms' quantity is 6 (1 hall and 5 bedrooms) The house is former newly renovated. The entrance door is iron-made, the windows are euro-based and wooden, the floor is covered by parquet. The bathroom is combined, tiled, the electric wires and pipes are newly changed. The house has a cellar (85sq/m), balcony, stone fence, landscaped yard with decorative and fruitful trees, heating system and is supplied with constant water and gas. The view is towards the yard and Sevan Lake.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-36,,,,,,https://list.am/en/item/14670050
House,Stone,300 sq.m.,2,5,3+,No Renovation,,Gegharkunik › Sarukhan,"$50,000",USD,Продается частный дом в деревне Сарухан. Площадь дома 300 кв. М. Площадь территории 1500 кв. М. Есть все коммуникации.,Nov-24-2022_23-36,Not available,Not available,,,,https://list.am/en/item/14027603
