Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Residential Development,400 sq.m.,Ararat › Masis,"$15,000",USD,"Продаётся земля под застройку жилого дома 400 кв. Г. Масис 5 кварта 5 улица. Новые земля. Электричество, водо, газ.",Nov-25-2022_01-00,,https://list.am/en/item/18100104
For Residential Development,800 sq.m.,Ararat › Masis,"$36,000",USD,"Land near the house is for sale on the North-south road, in Masis Marmarashen section, first line. Suitable for building a hotel, restaurant, lava box as well as a house. Urgent sale price is negotiableH-002:Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/16616881
For General Purpose,300 sq.m.,Ararat › Azatashen,"$17,000",USD,"Located at the end of the artist at the beginning of Azatashen, exchange with a car for a feeTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17406835
For Residential Development,"13,081 sq.m.",Ararat › Arbat,"170,000,000 ֏",AMD,"A plot of land with a greenhouse of 4000 square meters is for sale. It has gas, electricity, drip irrigation system, cooling system, irrigation system with a stream, has an auxiliary building, a refrigerator, and the rest of the land is for residential development, it is possible to build residential houses. The greenhouse is located 5 km from Yerevan, in Arbat village. You can call for details.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18037500
For Residential Development,900 sq.m.,Ararat › Hayanist,"$8,500",USD,"Land near the house for sale, in Hayanist village of Masis. On the edge of Masis-Echmiadzin highway.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17260921
For Industrial Use,3200 sq.m.,Ararat › Masis,"$120,000",USD,"MasisLand:Land area:Artificial:The whole area is covered with panels and there is a constructionProperty:3200 square meters2nd districtNew district$ 120,000:Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17616262
Agricultural,3000 sq.m.,Ararat › Masis,"$40,000",USD,Masis land plot area new district 2nd districtTranslated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/17542729
For Residential Development,1000 sq.m.,Ararat › Ararat,"3,000,000 ֏",AMD,1130 м2 с фундаментом,Nov-25-2022_01-00,,https://list.am/en/item/14682243
Agricultural,6500 sq.m.,Ararat › Ararat,"4,200,000 ֏",AMD,Участок находится в с. АраратОколо трассы Ереван-ЕрасхОтдельные входы250 посаженных деревьев 5 ый год,Nov-25-2022_01-00,,https://list.am/en/item/14789000
Agricultural,5000 sq.m.,Ararat › Ghukasavan,"$12,000",USD,5000 sq / m agricultural land is located in Ghukasavan villageTranslated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/15416176
Agricultural,"10,000 sq.m.",Ararat › Masis,"$50,000",USD,Code: ID3195Agricultural land for sale in Masis. There are fruit trees.Translated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/17645609
Agricultural,3000 sq.m.,Ararat › Masis,"$7,000",USD,Code: ID3598Agricultural land for sale in Masis.Translated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/17639760
Agricultural,800 sq.m.,Ararat › Sayat-Nova,"$9,000",USD,"Land for saleArarat region, Sayat Nova• 800 square meters• Land near the house_• Houses nearby• Possibility of gas, water, electricityCode BB829Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17195163
Agricultural,1500 sq.m.,Ararat › Darakert,"$4,500",USD,"Village for sale. Note Land area:Ararat region, Darakert villageArea of 1500 square meters• Greenhouses nearby_•irrigation waterCode BB894Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17410640
Agricultural,"34,000 sq.m.","Araratyan street 43, Artaxata (Artashat)","$2,000",USD,"A plot of land for sale: An apricot and plum orchard, the area is 3.4 hectares, the whole area is planted with alfalfa (yonja) Irrigation water permanent drinking mule. All communications are available.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17238943
For Residential Development,1000 sq.m.,Ararat › Artashat,"$4,500",USD,"Land near the house for sale, Ararat region, Bardzrashen village, 1000 square meters. For more information, call 13 km from Yerevan.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17599965
For Residential Development,1000 sq.m.,Ararat › Artashat,"$12,000",USD,"The plot is located in the village of Abovyan, 25 km from the city. It has 3 fronts. The school is 300m away, the kindergarten is 500m away.Call for more detailsTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18156804
Agricultural,6100 sq.m.,Ararat › Ayntap,"$6,000",USD,A three-year garden of peaches and apricots...Write or call Viber or WhatsApp. It is possible to exchange with a car.Translated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/16261566
Agricultural,4400 sq.m.,"Улица Вазгена Саргсяна 59, Далар","3,579,000 ֏",AMD,"In the area of Dalar village, close to Dalar-Dvin road, close to Dalar station, also gas station, fenced, there are about 250-400 good peach trees, mostly Uspex end of August, planted with alfalfa, Possible exchange for car or other real estate or other neighboring land with, call the active Good PeopleTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/15054474
For Residential Development,500 sq.m.,"5-th street, Ayntap Border","$18,000",USD,"500 sq. M. Land near the house is for sale in Ayntap, 5 street.The land is already fenced on both sides.There are residential houses nearby. Gas, light and water right next to the ground.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17924403
Agricultural,4000 sq.m.,Ararat › Masis,"$35,000",USD,"The land is located on the North-South highway in front of the Marmarashen gas stationIt is possible to change the status to productionAll communications are close byThere is water at a depth of 4-5 meters, if desired, it is possible to dig artesian.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18298899
Agricultural,3200 sq.m.,"17-րդ փողոց 11, Ղուկասավան","$6,000",USD,"Land for sale in Ghukasavan village, 3200 sq. M. Մ. , privatizedThe land is also suitable for greenhouse farmingPrice is negotiableTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17167789
Agricultural,3400 sq.m.,Ararat › Abovyan,"$18,000",USD,"The land area is 3,400 sq. M., one orchard of apricot and peach trees is 120 m. The irrigation water for the vineyard is very easy, the land area is located in the village of Abovyan Arevshat, Ararat region, 12 kilometers from the capital, near Nubarashen. NegotiableTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18026706
Agricultural,"13,000 sq.m.",Ararat › Abovyan,"$20,000",USD,"Newly planted apricot and peach trees. The area of the land is 13,000 square meters. The irrigation water is very easy to flow. The land is located in the village of Abovyan, Ararat region. NegotiableTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18026651
For Residential Development,600 sq.m.,"4th Street, Masis","$27,000",USD,"Land for sale in Masis new land on the 4th street 15x40 600 sq/m is located in the middle of residential houses, suitable for building a residential house, gas water power lines pass nearbyTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18324542
Agricultural,"20,000 sq.m.",Ararat › Noramarg,"$100,000",USD,"Fish breeding land for fish breeding, sheep breeding, plant breeding, etc. In Noramarg settlement is for sale.Possibility to coordinate the use of water in the immediate vicinity of the Blue Lake (former NAIRIT pumping station), including for fish farming. Neighbors of the site enjoy year-round fishing opportunities.The site is approached by a road, adjacent to the electrical substation, a house frame was built on the site with feed and equipment storage for the office, as well as a foundation for fish ponds.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18245258
Agricultural,"40,000 sq.m.",Ararat › Shahumyan,"95,000,000 ֏",AMD,Դաչա այգի3 հա խաղողի այգի1 հա ծառ2 սեփական արտեզյան1տրակտօր իրա գօրցիկներօվԿատիլաին վինտիլային համակարգամբողջ հողը ցանկապատվացԿա 6 մետրանօց բիսետկակա 3 հարկանի շինություն՝էլեկտրականություն Գառնի ջուր. Ինտերնետ կոյուղիամենուր տեղադրված օդորակիչներ3հատ օդօրակիչ3 բաղնիկ զուգարան1խոհանոց1զալ2 սենյակԱմբօխճե կախավօրվացՌեմօնտ արաց40 000կառակուսի3 гектара виноградника1 гектар деревьяОрошается капельным поливом и винтильной системойСвоя скважина артезианская 2штИмеется 3х этажное здание с ремонтом кухней 2 спальни 1 зал 3 туалетта с душевой интернет питьевая вода канализация электричествоВ саду деревьев есть 30 деревьев сливы 30шт персик20шт абрикоса40шт груши15 шт айвы250 карликовых грецких орехов14 взрослых грецких орехов7шт нушВиноградниу. Касандра Кишмиш розовый черный. Ван Кардинал. Технические Меграбуйр и кангунTranslated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/18316815
For Residential Development,1200 sq.m.,Ararat › Urtsadzor,"1,300,000 ֏",AMD,"A plot of land for sale in the village of Urtsadzor, 1200 square meters. Fenced with barbed wire.There is electricity in the street, drinking water, tap water, the street is lit. It is a suitable place to build a house, summer house or cottages. The plot of land is close to the road going from Yerevan to Eghegnadzor.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/16010972
For Industrial Use,"10,000 sq.m.",Ararat › Masis,"$550,000",USD,3500 square meters of village per hectare of production. Stone building 200 square meters of newly built dry glass 180 square meters of 1000 square meters of modern greenhouse 30 square meters of boiler house own electric power plant 63 sq. M. Annual trees apricot peach plum quince apple cherry irrigation system fenced with barbed wire and acacia leaves There is also a warm car wagon Finnish! Թոնիր. Հավաբուն. Bathroom and closetTranslated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/16452855
For Residential Development,1000 sq.m.,Ararat › Pokr Vedi,"$16,000",USD,"A plot of land near the house is for sale. The total area is 1000 square meters. 80 square meters with half-built roof. It has an orchard, it is fenced, it has electricity, water, there is a gas pipeline right in front, it is not a problem to draw gas. The price is negotiable and the rest is negotiable by calling.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18341072
For Residential Development,600 sq.m.,Ararat › Ayntap,"$16,000",USD,"The parking lot is for sale in the 4th alley of 13 street, it has all the communal facilities, for details call the mentioned numberTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17277741
For Residential Development,800 sq.m.,Ararat › Ranchpar,"$4,000",USD,Land for sale in Ranchpar village.Translated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/18067967
Agricultural,3300 sq.m.,"Նոր Թաղի 1-ին փողոց 18, Նորաբաց","$30,000",USD,"Land for sale very urgently, at the very beginning of Norabati, it is located next to the houses, there is no problem with electricity, water, gas, it is suitable for building a house and any other building.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17043278
For Residential Development,800 sq.m.,"1-st street, Ayntap Border","$55,000",USD,"The land is located on the north, south road, 17 m in front at the beginning, it is very convenient for carrying out commercial activity, all the communal facilities are nearby.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17979969
For Residential Development,900 sq.m.,Ararat › Marmarashen,"$10,000",USD,"Հողատարածքը գտնվում է Արարատի մարզի Մարմարաշեն գյուղում, հարթ ու դատարկ հող է։",Nov-25-2022_01-00,,https://list.am/en/item/15671209
Agricultural,"20,000 sq.m.","H-10 3, Ոսկետափ","$30,000",USD,"Ripe plum garden 1.3 hectare, the rest under the crop in 3 years, you can build a cattle farm in the area, there is a stream, water, pictures, henna exchange for an apartment or a house in YerevanTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/15562799
For Residential Development,600 sq.m.,Ararat › Ayntap,"$14,500",USD,"Very urgent. Land near the house in Ayntap village, very close to Yerevan, 20 m front and 30 m long residential land. Gas, light and water pass in front of the ground. It has a foundation of 90-100 square meters. The land has a road with 13 and 17 streets. For other questions, call. Exchange with a car is possible, in case of exchange, a different price.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17359402
For Residential Development,800 sq.m.,"G. Tonoyan Street 1, Dashtavan","5,000,000 ֏",AMD,"Livestock farm 65 square meters for sale. And 800 square meters. Land next to the house with gas, water and electricity. C. Dashtavan, 1 Charentsi address. The price is negotiable.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18298189
For Public Buildings,56 sq.m.,Ararat › Masis,"$6,000",USD,Վաճառվում է հողատարածք՝ք. Մասիս 3֊րդ թաղամասում։Հնարավոր է փոխանակում ավտոմեքենայի հետ։,Nov-25-2022_01-00,,https://list.am/en/item/15853138
For Residential Development,1100 sq.m.,Ararat › Hayanist,"$14,000",USD,"I am selling 1,100 square meters of land in Hayanist. In a convenient place. Sakharov Street. It is close to the main road. It is also possible to sell partially starting from 300 sq. M.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17787694
For General Purpose,500 sq.m.,Ararat › Ararat,"1,800 ֏",AMD,Horticultural land for sale in Ararat regionIn the village of Nor-Kyurin.The land can be used for gardening.The land has the possibility of irrigation.Construction is possible.The price is initial.Negotiable.Translated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/16364611
Agricultural,5000 sq.m.,Ararat › Artashat,"$11,500",USD,"It is located in Aygestan village. There are 6 rows of apples, 3 rows of peaches, 1 row of apricot trees: 5000 sq. M. Մ. For more information call:Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/16075815
For Residential Development,800 sq.m.,Ararat › Norabats,"$45,000",USD,"Продается земельный участок жилой застройки. В 1 км от Еревана, в районе Неркин Чарбаха, первая линия, на межгородской трассе Ереван-Масис, по которой будет проходить автодорога Север-Юг. Подойдёт для разных коммерческих деятельностей.Все вопросы по телефону.89034030480 WhatsApp Viber",Nov-25-2022_01-00,,https://list.am/en/item/18094969
For Residential Development,600 sq.m.,"13-րդ փողոց 4, Այնթապ","$14,000",USD,"House, plot, residential building, 600 square meters in Aintap, there is gas, electricity, water, it is located close to the main highway.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17513531
For Residential Development,700 sq.m.,"14-րդ փողոց 37, Այնթապ","$27,000",USD,"Land plot for residential buildings, size 700 sq/mTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17737577
Agricultural,8800 sq.m.,Ararat › Surenavan,"$15,000",USD,"Apricot orchard, 8800 square meters, 117 apricot trees, 25 dambul trees, 6-7 years old. Irrigation water is nearby.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18186012
Agricultural,3600 sq.m.,Ararat › Vedi,"1,700,000 ֏",AMD,"It is located near Vedu cemetery, it is a new asphalt road, it is irrigated, the water is on the groundTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17624501
For Public Buildings,2000 sq.m.,Ararat › Masis,"$35,000",USD,The land is located next to the mehmandar marketTranslated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/17471209
For Residential Development,500 sq.m.,Ararat › Masis,"$20,000",USD,"Land for saleArarat region, city of Masis• Area of 500 square meters_• Near the house• Houses nearby• Near FrancophonieCode BB858Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17287451
For Industrial Use,"110,000 sq.m.",Ararat › Masis,"$50,000",USD,"11 hectares of water production area for fish farming. Earthworks, mounds are done, ready to start, it is possible to rent it for $ 7000 a year.Code BB946Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17589337
For Residential Development,600 sq.m.,Ararat › Getapnya,"$16,000",USD,"Land near the house for saleArarat, Getapnya• 600 square meters_• Communications are available• Houses nearbyCode BB889Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17396286
For Residential Development,5000 sq.m.,Ararat › Darakert,"$50,000",USD,"Land near the house for saleArarat, Darakert• 5000 square meters_• Possibility of gas, water, electricityCode BB920Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/17462461
For Residential Development,400 sq.m.,Ararat › Masis,"6,000,000 ֏",AMD,"A plot of land near the house is for sale in the city of Masis. 6th district, 3rd street, 400 square meters. With all utilities. Water, electricity, gas and floor plan building permit. Payments made. 2-storey beautiful European house design and approved by the municipality. The plot is completely fenced. Urgent, negotiable.Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18229839
Agricultural,3600 sq.m.,Ararat › Artashat,"$8,000",USD,The land is located near the Poiz village line of Dalar villageTranslated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/17722911
For General Purpose,1000 sq.m.,"9th Street, Masis","$130,000",USD,"It is located right on the road, there is a building on the land, call for detailsTranslated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/18061486
Agricultural,"11,500 sq.m.",Ararat › Vedi,"$8,000",USD,Arable land is for sale. There is no problem with water.Translated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/16129981
Agricultural,3700 sq.m.,Ararat › Khachpar,"$16,000",USD,A land is for sale 12 km away from the city. Suitable for building a greenhouseTranslated from Armenian,Nov-25-2022_01-00,,https://list.am/en/item/17632453
Agricultural,2400 sq.m.,Ararat › Vostan,"3,300 ֏",AMD,"Agricultural plot in Vostan, 2400 square meters.It is possible to exchange for a car or construction material. 1 square meter 800 AMD 0Translated from Armenian",Nov-25-2022_01-00,,https://list.am/en/item/16521864
Agricultural,2000 sq.m.,Ararat › Geghanist,"$35,000",USD,A plot of land is being leased in the village of Geghanist. It is convenient to build a greenhouse.Translated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18338087
Agricultural,5000 sq.m.,Ararat › Ararat,"$20,000",USD,"7-year-old orchard for sale (60 apricots, 15 peaches and more than 15 other fruits) It is located in Ashvar village, very close to Ararat city.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16172207
For Residential Development,1000 sq.m.,"Գարեգին Նժդեհի փողոց 21, Նշավան","$5,000",USD,1000 square meters of land near the house in exchange for a car with an additional fee from meTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18100095
Agricultural,2600 sq.m.,Ararat › Masis,"$7,000",USD,"2600 square meters of agricultural land for sale in Khachpar village of Ararat region, 7 km from Yerevan. For details, call the indicated phone number.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18283325
Agricultural,2000 sq.m.,Ararat › Surenavan,"$3,000",USD,Վաճառվում է Սուրենավան գյուղում տնամերձ հողատարածք 2000քմ: Գտնվում է անմիջապես ոռոգման ջրին կից:,Nov-25-2022_01-01,,https://list.am/en/item/17399457
Agricultural,4000 sq.m.,Ararat › Arbat,"3,500,000 ֏",AMD,For more information callTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/17304367
Agricultural,4500 sq.m.,Ararat › Ararat,"$5,000",USD,"Կոդ` K-19609Վաճառվում է 4500քմ գյուղնշանակության հողատարածք Նոր Ուղի գյուղում։ Ունի ոռոգման ջուր, պտղատու ծառեր (դեղձի, սալորի և խնձորի ծառեր) :Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։4500sq. M land of agricultural meaning for sale in Nor Ughi village. It is supplied with irrigation water. Has fruitful trees (peach, plum, apple)For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_01-01,,https://list.am/en/item/13558140
Agricultural,6000 sq.m.,Ararat › Ayntap,"$150,000",USD,"Ararat region, AyntapThe first line is a large frontCode 0200111Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17820220
Agricultural,"10,000 sq.m.",Ararat › Masis,"$20,000",USD,"Apricot orchards for sale, the trees are healthy and in full harvestTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18256623
For Residential Development,1200 sq.m.,Ararat › Aygezard,"$12,000",USD,"The land is located in the center of Aygezard village. Water, gas and electricity are connected to the land. There are fruit trees. Can be exchanged for an equivalent vehicle.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18200148
For Residential Development,2000 sq.m.,Ararat › Azatavan,"$9,900",USD,"A plot of land near the house, next to Azatavan schoolTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18012361
For Residential Development,419 sq.m.,Ararat › Artashat,"$5,000",USD,Վաճառվում տնամերձ հողատարածք Արտաշատում։Գտնվում է Երևան Արտաշատ մայրուղու ճանապարհին։Գլխավոր ճանապարհից հեռու է 300մ. ։1քառակուսի մետրը 12$։Մանրամասների համար զանգահարեք,Nov-25-2022_01-01,,https://list.am/en/item/16465564
For Residential Development,840 sq.m.,Ararat › Ararat,"$5,500",USD,"Продажа земли под жилую застройку, Араратский район, село Джраховит, земельный участок 2, каждый по 840кв. , каждая часть стоит 5500$.",Nov-25-2022_01-01,,https://list.am/en/item/17697272
Agricultural,5700 sq.m.,Ararat › Hayanist,"$8,000",USD,"Agricultural area without fence, two parts 2500 + 2500 can be sold separatelyTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17426776
For Residential Development,400 sq.m.,"Կենտրոնական փողոց 13, Դարբնիկ","$10,000",USD,"Գ. A 400 sq. M. Land is for sale in Darbnik, it has electricity, water and gas. The land is located in the street, 20 meters away from the main road.If I wish, I can offer 1 plot of land on the central street near the land. The front part of the land is 8 linear meters, 100 square meters in total. (Surcharge)Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17377984
For Residential Development,100 sq.m.,"Կենտրոնական փողոց 13, Դարբնիկ","$15,000",USD,"The land is located on the 1st line of the central street of Darbnik village, Masis Echmiadzin road. The front of the land along the road is 8 linear meters, a total of 100 square meters.If you wish, I can offer 400 square meters of land next to the land with the possibility of gas, electricity, water and sewerage (extra charge)Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17542353
Agricultural,5800 sq.m.,Ararat › Darbnik,"$5,000",USD,"The land is located in the village of Darbnik, near Masisi, the land is suitable for cultivation, there is water for building a farm, there is electricity... Call those who want real estate.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17632630
For Residential Development,1800 sq.m.,"Araratyan street, Artaxata (Artashat)","5,200,000 ֏",AMD,"СРОЧНО! Дом находится в село Востане. Продам земельный участок, в хорошем состоянии, есть дом но состояние не очень хорошее для проживания. Дом находится в селе Востан. Звоните все вопросы обсудим по телефону",Nov-25-2022_01-01,,https://list.am/en/item/18249533
For Residential Development,400 sq.m.,"1-ին փողոցի 2-րդ նրբանցք 17, Մասիս","$15,500",USD,"Land for sale at the end of the first street, 400 m fenced, there is water, gas, electricity. The land is inhabited, it is sold cheaper than the market price, 15,500 dollars.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17862729
For Residential Development,4000 sq.m.,Ararat › Artashat,"$80,000",USD,"4000 square meters of residential land is for sale in the village of Mkhchyan, it is located near the railway line, there is gas, water, electricity, as well as a football field in the area.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18188457
For General Purpose,300 sq.m.,"9-я улица 59, Гетапня","$13,000",USD,It has a separate entrance from the other side. Gas and electricity go directlyWith corkTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18026228
For General Purpose,1800 sq.m.,Ararat › Shahumyan,"15,000,000 ֏",AMD,"I am selling a land plot in Shahumyan village of Ararat region, near the highway. The area is 200 meters away from the bridge.There is three-phase electricity in the area, it is provided with artesian water.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16493680
For Residential Development,800 sq.m.,Ararat › Masis,"$12,000",USD,"Land near the house 800 sq. M.Located in c. Masis Sayat Nova village, fresh lands.Masis is a third parallel street from Etchmiadzin.There are 2 fins in the ground, 3 իրար 6 3 × 6 need to be repaired.Fruit trees.Quiet place.Very flat straight soil.Has the possibility of drinking water sewerage.The water comes from Buravo only from 7 metersNegotiable:Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/15934555
Agricultural,5000 sq.m.,Ararat › Kaghtsrashen,"$17,000",USD,"A plot of land for sale in the city of Artashati village in Qaghtsrashen, with orchards of peaches and plums as well as vineyards, irrigation water passes directly above the plot, there are no problems with water, the trees are productive, 7 to 9 years old, the area is next to the road, the price is only seeing on the spotTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17528695
For Residential Development,860 sq.m.,Ararat › Nor Kharberd,"$10,000",USD,Land near the house with fruit treesTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/15880688
For Residential Development,1160 sq.m.,Ararat › Ararat,"$5,500",USD,It is located in Mrganush village. Peach and apricot plum trees are planted in the whole land plot of 1160 square meters at the moment. 100 m away from the main street. The price is final…Translated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/14519246
For Industrial Use,3250 sq.m.,Ararat › Ararat,"$33,000",USD,"Land for saleArarat, Azatashen• 3250 square meters_• Communications are available• Front: 17 m• Suitable for different businesses: Greenhouse, barn, workshop, garage and other businesses.Code BB738Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17007259
Agricultural,5700 sq.m.,Ararat › Hovtashat,"$16,000",USD,"Code- BB832:Land for saleArarat, Hovtashat village• Area of 5700 square meters• Village mark. Cultivated land_• There are fish farms nearbyTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17221233
For Residential Development,600 sq.m.,Ararat › Getapnya,"$15,000",USD,"Land for saleArarat region, Getapnya• 600 square meters• Land near the house_• Houses nearby• Communications are availableCode BB876Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17352842
For Residential Development,800 sq.m.,Ararat › Sayat-Nova,"$6,000",USD,"Land for saleArarat region, village Sayat Nova• Area of 800 square meters•residential development_• Communications are close• Houses nearbyCode BB713Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16921526
Agricultural,"200,000 sq.m.",Ararat › Surenavan,"$235,000",USD,"CODE— BB801:Land for saleArarat, Surenavan village• 20 HA (200000 square meters) area_• Cultivated land• own water line• with fruit trees, of which 2 ha are 4-year-old cherries, the rest are young fruit apricotsTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17089372
Agricultural,9500 sq.m.,Ararat › Ararat,"$19,500",USD,"Code & nbsp; H293:Land for sale in Kaghtsrashen. The total area is 9500 square meters. The land is for agricultural purposes. There is permanent water, fruit trees in the land;Code H-293Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/16690572
Agricultural,"20,000 sq.m.",Ararat › Masis,"$510,000",USD,"Code H387:Land for sale in Darakert village. The total area is 20,000 square meters. There is a greenhouse with an area of 2800 square meters on the land. Has a fruit garden with 1000 trees. There is blackberry, tomato, drip system, refrigerators, dryer. There is a building with 2 rooms, a bathroom, provided with communal facilities. A security system is installed. The area is fenced, it also has a boiler house and an artisan.Code H-387Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/17705150
For Residential Development,600 sq.m.,Ararat › Ayntap,"5,000,000 ֏",AMD,"Water is available, gas is nearby, there is electricity, it is close to a busy road.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18068569
For Residential Development,800 sq.m.,"17-րդ փողոց 13, Այնթափ","$15,000",USD,Loan for residential construction (household)Inhabited streetTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18266176
For Residential Development,1000 sq.m.,"Կամո Բալայան փողոց 1, Դարբնիկ","$10,000",USD,The land has a two-way roadTranslated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/18330281
Agricultural,4000 sq.m.,Ararat › Mkhchyan,"$150,000",USD,"The total land area is 4000 square meters. M. Of which 2000 sq. M. Is a greenhouse. The greenhouse is equipped with a cooling system, gas and electricity. There are also fruit trees on the land. Call for detailsTranslated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/18185571
Agricultural,4000 sq.m.,"Kanachut Roadway, Aygestan","$6,500",USD,"An orchard for sale.Sortavoy grapes (cassandra, savannah, white van, cardinal)It is possible to exchange with a car (equivalent or at your surcharge) Xaxox, aygi, hox, aygestan.Translated from Armenian",Nov-25-2022_01-01,,https://list.am/en/item/13318046
For Public Buildings,5000 sq.m.,Ararat › Masis,"$115,000",USD,Land on the north-south interstate road.200 m / s for public constructionThe standards are observed.He may be interested in a car for a part of the money.Bmw:Audi:Porsche:Mercedes:Translated from Armenian,Nov-25-2022_01-01,,https://list.am/en/item/14702272
For General Purpose,"39,000 sq.m.",Ararat › Ararat,"$50,000",USD,"Վաճառվում է հողատարածք շինթույլտվությամբ, մշտական ջրով: Գտնվում է Երևան-Երասխ մայրուղու վրա: Նաև փոխանակվում է ավտոմեքենաի հետ",Nov-25-2022_01-01,,https://list.am/en/item/13909703
