Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Retail Space,Stone,140 sq.m.,,,,,Lorri › Vanadzor,"$35,000",USD,"Vanadzor, Abovyan 1, first floor of a high-rise buildingTranslated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/18316335
Everything Else,Stone,381 sq.m.,By agreement,Not available,First Line,Separate from the Street,Lorri › Stepanavan,"$117,000",USD,"Code 1319a guest house for sale in one of the surrounding villages of Stepanavan,There are 3 structures on the 2700 square meter plot3 living rooms, 2 kitchens8 double bedrooms, 4 bathroomspool, large pavilionparking lotthe area is completely fenced,it is possible to sell the property with an additional feeTranslated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/12591698
Multifunctional Space,Stone,130 sq.m.,Not available,Not available,First Line,Separate from the Street,"Banaki Street 29, Vanadzor","$15,000",USD,"A two-storey stone գտնվող garage is for sale on 39/2 Banak street, Vanadzor city.The total area of the building is 130 square meters and the area of the land is 84 square meters.Translated from Armenian",Nov-24-2022_22-02,"OUtdoor parking, garage",https://list.am/en/item/17896252
Retail Space,Stone,133 sq.m.,,,,,"Vardanants Street 122, Vanadzor","$65,000",USD,"Condition to be exploited, position east...Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/16281060
Everything Else,Cassette,20 sq.m.,,,,,"Yerevan highway, Vanadzor","400,000 ֏",AMD,"Normally preserved, the interior is in factory condition: Opening carpet, wooden cabinets, table with shelves, wardrobe, etc. (Can be sold together with the land, Vanadzor, Shahumyan community, 1000 square meters, 6000 dollars)Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/14306133
Functioning Business,Stone,100 sq.m.,,,,,Lorri › Stepanavan,"$150,000",USD,"Կոդ՝ K-18530Վաճառվում է կոմերցիոն տարածք Բազում համայնքում (Ստեփանավանի թունելի հարևանությամբ) ։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ ապակեպատ, պատուհանները՝ եվրո, հատակը՝ սալիկապատ։ Ունի վիտրաժներ, խոհանոց, սանհանգույց, մշտական ջուր և գազ։ Վաճառվում է կահույքի հետ միասին։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Commercial area for sale in Bazum Village (near the Stepanavan's tunnel) The area is newly renovated and is stationed on the first line. The entrance door is glassed, the windows are euro-based, the floor is tiled. The area has stained glasses, kitchen, bathroom and is supplied with constant water and gas. The area is being sold with furniture.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_22-02,,https://list.am/en/item/15026426
Retail Space,Cassette,300 sq.m.,,,,,Lorri › Stepanavan,"$75,000",USD,"Without an intermediary, the surface of the building is 300 sq/m, the land is 600 sq/m, the building is built with double-sided beams and covered with duralumin sheet. If we turn the building into construction materials, there are about 45,000 dollars worth of construction materials on it. URGENT!Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/18290285
Multifunctional Space,Panels,100 sq.m.,,,,,"Ղազարոս Աղայանի փողոց 59Ա, Վանաձոր","$43,000",USD,"Multifunctional property in the district. Adjacent to the breeze store, suitable for any business. With all utilities, three-phase electricity, gas, capitally renovated. It can also serve as a 4-room apartment with its own entrance and Armenian. Negotiable: It is possible to exchange with a house in Yerevan.Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/16681918
Retail Space,Cassette,160 sq.m.,,,,,Lorri › Vanadzor,"14,000,000 ֏",AMD,"Operating business. Banquet hall with all the furniture, with all its utilities. Three-phase electricity, constant water, 2 air conditioners, 2 inputs, spare part, cabinet. Rent is possible. It is located on the Yerevan-Tbilisi M-6 highway. It will be convenient to use as a store for car spare parts, construction materials, furniture, wholesale goods.Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/17507628
Restaurant,Panels,246 sq.m.,,,,,"Usanogakan street 4, Vanadzor","23,000,000 ֏",AMD,"Վաճառվում է կոմերցիոն տարածք ք. Վանաձորում։Երկհարկանի շինության երկրոդ հարկում, 246քմ։Ունի ընդարձակվելու հնարավորություն։Արժեքը 23ՄԼՆ ԴՐԱՄ, սակարկելի։հնարավոր են այլ պայմաններ նաև վարձակալություն",Nov-24-2022_22-02,,https://list.am/en/item/11123316
Retail Space,Stone,37 sq.m.,,,,,"Ռուսթավի փողոց 4, Վանաձոր","5,500,000 ֏",AMD,"Shop with a total area of 37.78 square meters. Has a land plot with a total area of 34 square meters.YOU CAN GET ACQUAINTED WITH OUR OTHER ANNOUNCEMENTS BY PASSING OUR PAGE.Vanadzor, Rustavi.Cheap area in Vanadzor,without a mediator.Public space in Vanadzor.Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/11646059
Retail Space,Stone,60 sq.m.,,,,,Lorri › Vanadzor,"$90,000",USD,"An operating grocery store is for sale near the square, you can change to any activity. Office, hairdressing salon. Call REAL buyersTranslated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/17412179
Industrial and Manufacturing,Stone,75 sq.m.,,,,,Lorri › Stepanavan,"$250,000",USD,"The area is 75000 square meters, of which 4000 square meters is a lake, there are 30 square meters, there is a fish cage stone building, a guard lodge stone building, 9 fish basins, there are two places: Natural hot water coming from underground + 10 and + 24(for sale or for rent)Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/14361902
Hotel,Stone,600 sq.m.,Available,Not available,First Line,Common from the Courtyard,Lorri › Vanadzor,"$850,000",USD,"A newly built guest house is for sale in the village of Arjut, on the slope of Sochutapat forest. The guest house has modern and comfortable rooms with their own bathrooms, furnished with beautiful furniture, refrigerator, TV. There is 5000m of land in the vicinity with an orchard, a swimming pool, a children's playground, open and closed pavilions, wooden swings, and a bonfire area.Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/18264592
Office Space,Stone,294 sq.m.,,,,,Lorri › Vanadzor,"67,900,000 ֏",AMD,"The real estate area is located on the 1st floor of a 3-storey building on Khorenatsi Street, completely renovated, with all communal facilities.Formerly used as a bank branch, it is also convenient to use as an office or other similar activity.The total area is 294.69 m2,The land is 54.8 m2.Code 9-32Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/17439678
Agricultural Space,Panels,840 sq.m.,,,,,Lorri › Arjut,"25,000,000 ֏",AMD,"Farm barn barn is equipped with automatic drinking troughs, three-phase electricity, electric automatic garbage disposal system, permanent hot-cold water, euro-repaired milk reception point, 2 tiled rooms, which can be used for nesting, 1 room with pork loin, 1 separate wooden production area:Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/17588052
Multifunctional Space,Stone,4000 sq.m.,,,,,"1-ին փողոց 6, Շամլուղ","$150,000",USD,"One-storey detached, universal commercial building is for sale in Shamlugh, a town in Lori region of Armenia, 69 km north-east of the regional center, on the left slope of the upper stream of the Akhtala river in the Kuri basin.The total area of the land is 4000 sq. M. (2000 sq. M.)Total area of the building - 500 sq. M. (Built in 2015)Ceiling height is 3.00 mThe area has several auxiliary buildings* Swimming pool (unfinished)* Training hall* Has a separate parking lot.* Cellar* The road from the main highway to the area is asphalted.* The area is fenced - H 2.20* Three-phase currentSuitable for guest house, private house, restaurant or other leisure activities.Given the location of the building, you will be more accessible to your customers.Code 13894862Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/13894862
Restaurant,Stone,470 sq.m.,,,,,Lorri › Vanadzor,"$310,000",USD,"ПРОДАЕТСЯ!Действующий ресторанный комплекс. Включает открытые беседки, банкетные комнаты, зал для церемоний. Продаётся вместе со всем имуществом. Здание построено в 2008 году. Капитальный ремонт производился в 2017 году. Частично ремонтировался в 2021 году. Для подробной информации звонитеԳործող ռեստորանային համալիրՆերառում է բաց տաղավարներ, բանկետնիներ, հանդիսության սրահ։Վաճառվում է ամբողջ գույքի հետ միասինՇենքը կառուցվել է 2008 թվականինԿապիտալ վերանորոգվել է 2017 թվականինՄասամբ վերանորոգվել է 2021 թվականինՄանրամասների համար զանգահարել։Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/18079694
Office Space,Stone,150 sq.m.,Not available,Not available,First Line,Common from the Street,"Կարեն Դեմիրճյան փողոց 16, Վանաձոր","$70,000",USD,Urgently for sale or rent only for a long time. Call for more information.Translated from Armenian,Nov-24-2022_22-02,,https://list.am/en/item/17649403
Hotel,Monolith,1300 sq.m.,,,,,"Desini street, Stepanavan","$750,000",USD,"Օգտվեք այս առաջարկից, բաց մի թողեք բարձր և կայուն եկամուտ ունենալու ձեր հնարավորությունը։Վաճառվում է երկհարկանի հյուրանոցային համալիր Լոռու մարզի Ստեփանավան քաղաքում:Հողատարածքի ընդհանուր մակերեսը՝ 3500 ք/մՇինության մակերեսը՝ 1300 ք/մՀյուրանոցում կա 35 հյուրանոցային համար:Հյուրանոցը կապիտալ վերանորոգված է: Հատակը տաքացվող է, գործում է ջեռուցման և հովացման միասնական համակարգ: Անվտանգության համակարգի մոնտաժային աշխատանքները կատարված են:Արտաքինից շենքը երեսապատված է որակյալ գրանիտե սալիկով: Համալիրի բակային մասը ցանկապատով պատնեշված է և կանաչապատ: Սիզամարգերի մեջ տնկված են եղևնիներ: Հյուրանոցի հարակից տարածքում տեղադրված է 7 տաղավար:Հյուրանոցից ոչ հեռու է գտնվում դեռևս 1931թ-ին հիմնվածՍտեփանավանի հայտնի Դենդրոպարկը, որտեղ ներկայացված է ավելի քան 500 բուսատեսակ: Ստեփանավանում և նրա մերձակայքում են գտնվում Լոռու բերդը, Սուրբ Գևորգ եկեղեցին՝ 5-ից 6-րդ դարում հիմնված, 11-ից 12-րդ դարում հիմնված Սուրբ Սարգիս եկեղեցին: Հաշվի առնելով վերը նշվածը, Ստեփանավանը հիանալի վայր է հյուրանոցային բիզնեսի համար։️*Take advantage of this offer, do not miss your opportunity to have a high end stable income.A two-storey hotel complex is for sale in Stepanavan, Lori region.The total area of the land is 3500 sq. MThe area of the building is 1300 sq. MThe hotel has 35 hotel rooms.The hotel is fully renovated. The floor is heated, there is a unified heating and cooling system. The installation of the security system has been completed.The exterior of the building is covered with quality granite tiles. The yard of the complex is fenced with greenery. Deer are planted in the lawns. There are 7 pavilions near the hotel.Not far from the hotel is the famous Dendropark of Stepanavan, founded in 1931, where more than 500 species of plants are presented. In Stepanavan, near it, there is Lori Fortress, St. George Church, founded in the 5th to 6th centuries, St. Sargis Church, founded in the 11th to 12th centuries. Taking into account the above, Stepanavan is an excellent place for hotel business.• Kind Regards #AsatryanConsulting teamԼավագույնը Ձեզ համար!Best for you!Лучшее для вас!Lo mejor para ti!Le meilleur pour vous!最适合您！Կոդ 17956386",Nov-24-2022_22-02,,https://list.am/en/item/17956386
Office Space,Stone,294 sq.m.,Not available,Not available,First Line,Separate from the Street,"Khorenatsi street, Vanadzor","69,000,000 ֏",AMD,"The area is located on the 1st floor of a 3-storey building on Khorenatsi Street, completely renovated, with all communal facilities.Formerly used as a bank branch, it is also convenient to use as an office or other similar activity. Price NegotiableTranslated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/17202305
Industrial and Manufacturing,Stone,2500 sq.m.,,,,,Lorri › Spitak,"$120,000",USD,"Kareshin, which can be used not only as a cattle ranch but also for establishing other businesses, also has 4 hectares of land. There is a permanent light for detailsTranslated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/16967208
Everything Else,Cassette,27 sq.m.,,,,,"13-я улица 36, Гугарк","$1,300",USD,A small house of 9x3 m is for sale. It is in good condition.Translated from Armenian,Nov-24-2022_22-02,,https://list.am/en/item/17878301
Retail Space,Panels,1572 sq.m.,,,,,"Շիրակի փողոց 1, Վանաձոր","2,000,000,000 ֏",AMD,For sale or rent!Translated from Armenian,Nov-24-2022_22-02,,https://list.am/en/item/18126305
Retail Space,Stone,80 sq.m.,,,,,"Tigran Mets Avenue 59, Vanadzor","$120,000",USD,"Помещение в центре города, на данный момент работает как магазин одежды, но можно использовать и как офис, и как салон, очень проходимое место, чистое, с евроремонтом, со всеми коммуникациями. Звоните, придём покажем.",Nov-24-2022_22-02,,https://list.am/en/item/18229768
Retail Space,Stone,330 sq.m.,,,,,"Myasnikyan street, Vanadzor","$520,000",USD,"В центре г. Ванадзора (улица Мясникяна 4/2) продаётся трёхэтажное новостроенное здание всеми комунальными удобствами, каждый этаж площадью 100 квмЕсть несколько санузлов, вода постоянная, трёхфазное и однофазное эл. Снабжение из двух разных подстанций. Здание имеет и цокольный этаж пл. 35 квм с 70 см- овыми бетонными стенами. У здании есть и прилегающая территория пл. 70 квмНа первом этаже есть действующий магазин.Здание удобно для осуществления банковской деятельности, торгового центра, гостиницы, офисов, жилого дома и тд",Nov-24-2022_22-02,,https://list.am/en/item/18211715
Industrial and Manufacturing,Monolith,1435 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,"Գրիգոր Նարեկացու փողոցի 5-րդ փակուղի 10, Վանաձոր","$75,000",USD,"The building is located next to the old Church, the total land area is 1435 square meters. The area of the building is 10.8x30.26 325 square meters, the ceiling height is 4m, the roof is galvanized sheet. Fully fencedTranslated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/18188499
Office Space,Stone,100 sq.m.,,,,,"S.Avetisyan St 1, Spitak","$27,000",USD,"The area is renovated. In the business sphere it can serve as a shop, bakery, cafe, warehouse, etc. Development center, office space and other service center. It can also serve as an apartment.Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/16473610
Automotive Service,Panels,122 sq.m.,,,,,Lorri › Vanadzor,"$55,000",USD,"A ready and working business car wash (wash yourself) is for sale in the city of Vanadzor.A solid roof (construction), height 4.5 meters, a solar system with a capacity of 6.4 kilowatts per hour is installed on the roof, the current is three-phase. The car wash consists of 3 boxes, all equipment is of high quality Italian production, Wi-fi is available, security, video recording and remote control systems for lights are also installed, a vacuum cleaner with a separate box, car care equipment (interior care, tire blacking, pressurized air, tire inflation, as well as with the possibility of adding another vacuum cleaner.The car wash also has a reserve water tank with a capacity of 4 tons, with its own pump.It is located at the intersection of Bangladesh district, in front of the 24th school.DO NOT RELAX WITH POINTLESS QUESTIONS.Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/18123599
Multifunctional Space,Stone,2500 sq.m.,Not available,Not available,Other,Separate from the Street,"Viktor Hambartsumyan street 8, Vanadzor",$100,USD,"The land is located in the central part of Bazum district, it is the territory of the former Puchik, it is visible from all sides. The total land area is about 2500 square meters, very suitable for any type of activity. The land has 3 ownership certificates: 2 for residential construction, 1 for public construction. It has access from both sides, it is completely fenced with a block fence. There are 2 buildings on the land, one is half-built, the dimensions are about 20 by 60, the height is 5.5 m. There are 18-meter trusses on the roof without the need for columns, with large windows. The other is a ready-made building, about 5 by 16, 3.5 meters high. There is light, water, sewerage. The whole area is under video surveillance. There is also a reference from the municipality in 2020 that there are no residential houses with a radius of 300 meters nearby. It is possible for rentTranslated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/16097876
Multifunctional Space,Stone,400 sq.m.,,,,,Lorri › Alaverdi,"$20,000",USD,"The building is located on the Alaverdi-Bagratashen highway, near the Haghpat intersection, line 1. Previously worked as a workshop.Suitable for hotel and other commercial activities.Translated from Armenian",Nov-24-2022_22-02,,https://list.am/en/item/17718014
Functioning Business,Stone,560 sq.m.,,,,,"Գարեգին Նժդեհի փողոց 28, Ստեփանավան","50,000,000 ֏",AMD,Operating cafe propertyTranslated from Armenian,Nov-24-2022_22-02,,https://list.am/en/item/17661315
Building,Stone,50 sq.m.,,,,,Lorri › Spitak,"$15,000",USD,Սպիտակ քաղաքի կենտրոնական մասում վաճառվում է կոմերցիոն տարածք: Տարածքը հարմար է ցանկացած գործունեություն իրականացնելու համար: Տարածքը կապիտալ վերանորգված է:,Nov-24-2022_22-02,,https://list.am/en/item/13717752
Retail Space,Stone,80 sq.m.,Available,Not available,First Line,Common from the Street,"Վերածննդի փողոց 8/3, Վանաձոր","$35,000",USD,"A newly built two-story business space is for sale. There is a fireplace, toaster, three-phase electricity, water, two bathrooms, euro windows with bars. There is also a showcase refrigerator, a grinder and two gas stoves. It also has a dry basement.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18656519
Automotive Service,Monolith,132 sq.m.,Available,Not available,First Line,Common from the Street,"Խորենացի փողոց 1գ, Վանաձոր","$75,000",USD,"Operating car wash, tire service pointTranslated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18611176
Restaurant,Stone,302 sq.m.,Not available,Not available,First Line,Common from the Street,"33-րդ փողոց, Արջուտ","35,000,000 ֏",AMD,"A hotel-restaurant complex is for sale on the first line of the Yerevan-Vanadzor highway in the area of Arjut community. The land area is 6,000 square meters and 252 square meters of restaurant space. Available in 132 square meters of hotel complex, has all utilities.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18693534
Retail Space,Stone,1000 sq.m.,Not available,Not available,First Line,Common from the Street,Lorri › Spitak,"88,000,000 ֏",AMD,Gas station and four commercial containers next to itTranslated from Armenian,Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18632885
Everything Else,Stone,1200 sq.m.,By agreement,Available,First Line,Separate from the Street,Lorri › Vanadzor,"178,000,000 ֏",AMD,"The payment of the cadastral value of the land is made by the seller, the remaining value is subject to discussion.The building of the former printing house of Vanadzor city is for sale or rent.It consists of two floors and one basement floor, high ceiling, the total area is 1200 m2, the building has an adjacent area (it is possible to use it as a parking lot), a garage, there are fir trees.It was built during the USSR, it is earthquake resistant.The building can be operated as an office space, for production purposes, for commercial purposes, as a storage space, as an entertainment center, hotel complex, restaurant complex, etc.It is located at the corner of the intersection of Tpagrichni and Myasnikyan streets, next to the newly built Church.The price is subject to negotiation.Translated from Armenian",Dec-15-2022_21-17,"Outdoor parking, covered parking, garage",https://list.am/en/item/18430077
Retail Space,Stone,151 sq.m.,Not available,Not available,First Line,Separate from the Street,"Улица Вагана Теряна, Ванадзор","500,000 ֏",AMD,All utilities. Heated floor. Air conditioners. Ideal condition. Also sale.Translated from Armenian,Dec-15-2022_21-17,,https://list.am/en/item/18536133
Office Space,Stone,140 sq.m.,Available,Not available,Other,Common from the Street,"Բաթումի փողոց 26/1, Վանաձոր","$37,000",USD,"Office space, UrgentTranslated from Armenian",Dec-15-2022_21-17,Garage,https://list.am/en/item/18723534
Industrial and Manufacturing,Stone,4230 sq.m.,Not available,Not available,First Line,Common from the Street,"Հյուսիսային փողոց 16, Վանաձոր","$250,000",USD,Production and storage area.Total area 4230 square meters*RAILWAY STATION*3 buildingsbuilding 1-350 square meters adapted to the truckbuilding 2-190 square metersbuilding 3-50 square meters*Fenced throughout*Three-phase + water + sewageTranslated from Armenian,Dec-15-2022_21-17,,https://list.am/en/item/18534395
Retail Space,Stone,18 sq.m.,By agreement,Not available,First Line,Common from the Street,"Շիրվանզադե փողոց, Վանաձոր","$49,000",USD,Meat shop for sale urgentlyIn the city centerFor more information callTrade for a car with your premium or appear with a house with my premiumTranslated from Armenian,Dec-15-2022_21-17,,https://list.am/en/item/18565431
Industrial and Manufacturing,Stone,135 sq.m.,Not available,Available,Second Line,Separate from the Courtyard,"Նարեկացի փողոց, Վանաձոր","80,000 ֏",AMD,"An area is for rent. Suitable for production activities, office, car spare parts store, warehouses. Can be given any renovation you like. Adjacent to the area there are areas for other activities, with different areas. If you have any questions, call.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/17499795
Office Space,Stone,60 sq.m.,Available,Not available,First Line,Separate from the Street,"Բաղրամյան փողոց, Ստեփանավան","$50,000",USD,Office space is for sale in Stepanavan Square. Suitable for both office and commercial use.Translated from Armenian,Dec-15-2022_21-17,,https://list.am/en/item/18443014
Functioning Business,Monolith,50 sq.m.,Not available,Not available,First Line,Common from the Street,"Գրիգոր Լուսավորչի փողոց 50, Վանաձոր","$130,000",USD,"The area is located in the busiest part of the city center, in front of the market. The area has two entrances. Renovated in 2020.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/17934494
Multifunctional Space,Panels,135 sq.m.,By agreement,Not available,First Line,Separate from the Street,Lorri › Tsaghkashat,"$35,000",USD,"A woodworking workshop is for sale in the village of Tsaghkashat, 110 sq. M. Area: Auxiliary structure 35 sq. M.:Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18701316
Hotel,Stone,340 sq.m.,Not available,Available,First Line,Separate from the Courtyard,"Forest Street, Stepanavan","$200,000",USD,"A 340-square-meter building with 12 rooms of an existing vacation house with a pine wooded area of 2,000-2,500 square meters is for sale at Antarai 1, StepanavanTranslated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18575111
Multifunctional Space,Stone,618 sq.m.,,,,,"Շիրակացի փողոց 17, Վանաձոր","$100,000",USD,"One of the warehouses of the former yarn factory, 618 square meters. Flat monolith with surface, roof. The cadastral value of the land has been paid.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18493961
Retail Space,Stone,36 sq.m.,Not available,Not available,First Line,Common from the Street,"Shinararneri str,, Vanadzor","$17,200",USD,"Rented, buyer can rent. The store is located on the street opposite VTC and Polytechnic Hamlet. Call for questions. ``Urgent'' negotiable.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18610781
Multifunctional Space,Stone,425 sq.m.,Not available,Not available,First Line,Separate from the Street,"6-րդ փողոց, Գուգարք","$190,000",USD,"Code 1240,The structure is of high quality, with a well-kept garden of 1600 square meters, with silver firs, suitable for both guest house and residential use.The house has 7 rooms, 2 bathrooms, open platform, open balcony.There is a possibility of expansion, an attached 100 sq m structure with all communications. The number of rooms can be more than 10.High-quality oak flooring, heating system, European windows, working fireplace,the yard and the garden are developed and well-kept, there are alleys, a summer kitchen in the garden.City sewer,The mansion is lined with ferzit, it is fenced.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18620333
Restaurant,Stone,1500 sq.m.,Available,Not available,First Line,Separate from the Street,Lorri › Haghpat,"$105,000",USD,"Sblis recreation area is located in Lori marz, on the road to Haghpatavank. The area has three-phase electricity, spring drinking water, 7 pavilions, kitchen with fireplace and toaster, bathrooms, guard room and storage areas, 3 swimming pools. The recreation zone with its forest environment has become a favorite place of many customers. There are caves in the area. It is an operating business for about 10 years.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18655591
Retail Space,Stone,150 sq.m.,Not available,Not available,Second Line,Common from the Street,Lorri › Stepanavan,"45,000,000 ֏",AMD,"It has been completely renovated, there is constant water, a bathroom, a storage room and a work room, ""three-phase"" electricity. Adjacent 350 sq m landTranslated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18558278
Functioning Business,Panels,420 sq.m.,Available,Not available,First Line,Common from the Street,"Բաղրամյան փողոց 10, Ստեփանավան","$150,000",USD,"Car service point for sale: Wash yourself, dry cleaning, cafe. In the city of Stepanavan, at Baghramyan 155/1. The total area is 420 square meters.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18605794
Office Space,Stone,50 sq.m.,Not available,Not available,First Line,Separate from the Street,"Shinararneri street 5, Vanadzor","$43,000",USD,"A detached stone building is for sale in the busy part of Dimats district.50 square meters, with all utilities.It is convenient to use for various purposes: Shop, office, beauty salon, etc.The foundation of the building gives the possibility to build a 2nd floor if desired.Продается separately builtBuilding:50 square meterswith all communal services.Suitable for any type of activity, SHOP, OFFICE, HAIRDRESSER, etc. D.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18389742
Industrial and Manufacturing,Panels,1030 sq.m.,Not available,Available,First Line,Separate from the Street,"Շիրակացի փողոց 17Ա, Վանաձոր","$220,000",USD,"Production area for sale. The building is two-story. The production area is: First floor: 620 sq. M., second floor: 500 sq. M., roof: 200 sq. M., basement: 500 sq. M. There is also a separate building in the common area. The area is provided with water supply, sewerage and electricity. There is also a freight elevator inside the building.Woodworking machines are available in the workshop.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18589131
Functioning Business,Stone,130 sq.m.,Available,Not available,First Line,Common from the Street,"Vardanants Street 84, Vanadzor","$200,000",USD,Վաճառվում է ՍԱՄՈՎԱՐ սրճարանըПродается кафе САМОВАР в центре города,Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/17713399
Office Space,Stone,60 sq.m.,,,,,Lorri › Stepanavan,"$50,000",USD,Office space is for sale in Stepanavan square. Suitable for both office and commercial use.Translated from Armenian,Dec-15-2022_21-17,,https://list.am/en/item/18477236
Retail Space,Stone,40 sq.m.,Not available,Not available,First Line,Separate from the Street,Lorri › Spitak,"$36,000",USD,"A shop and a basement are for sale, the shop and the basement together are 80 square metersTranslated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18697489
Everything Else,Stone,60 sq.m.,,,,,"Jravazani street, Alaverdi","$5,000",USD,"Commercial area for sale, total area 60 square meters, ceiling height 3.3m.Water and electricity are available.Price: $5000Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18585354
Multifunctional Space,Stone,5400 sq.m.,Not available,Not available,First Line,Common from the Street,"Matrosov Street, Stepanavan","$140,000",USD,"A plot of land with immovable properties at the end of Gargar village, on the first line of Stepanavan M-3 road.Suitable for hotel and restaurant industryTranslated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18641154
Office Space,Stone,80 sq.m.,Not available,Not available,First Line,Common from the Street,"Gr. Lusavorich St, Vanadzor","$40,000",USD,"Address: Demirchyan 24, directly in front of the Railway Park.Commercial area, with all utilities.Suitable for any activity.For more information call.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18429924
Office Space,Stone,90 sq.m.,Not available,Not available,First Line,Common from the Street,Lorri › Vanadzor,"200,000 ֏",AMD,"Office space for sale, in the city center, near the shoe factory. Sale is also possible.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18558997
Everything Else,Monolith,215 sq.m.,Not available,Not available,First Line,Separate from the Street,"Տիգրան Մեծ պողոտա 48Ա, Վանաձոր","$80,000",USD,"The area is located in the city center, in a busy area, next to the first line stop. The area has a semi-basement, needs renovation, is very suitable for any type of business activity, call for other details.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18579515
Everything Else,Stone,48 sq.m.,Not available,Not available,First Line,Common from the Street,Lorri › Nor Khachakap,"$13,000",USD,"The building is located on the central street of Nor Khachakap village right in the center in front of the school, it has electricity, gas and water running 1-3 m away from the building. The building is divided into 2 parts, one part was used as a shop, the other part is suitable for a beauty salon or other business activities. The building is one-story, has 2 separate entrances with metal doors and 2 windows. It has a land area of 200 square meters. For more details, call Monday-Saturday from 18:00 to 21:00.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18614627
Retail Space,Stone,5000 sq.m.,Available,Not available,First Line,Common from the Street,Lorri › Mets Parni,"355,000,000 ֏",AMD,"GAS STATION. Complex fuel filling station. It is located on the Vanadzor-Gyumri highway. The gas station is fed by a high-pressure pipeline, there is liquid gas, a filling point, wash yourself. The complex has a grocery store, commercial spaces, and a solar power station.Translated from Armenian",Dec-15-2022_21-17,Outdoor parking,https://list.am/en/item/18632831
Multifunctional Space,Stone,208 sq.m.,Not available,Not available,First Line,Separate from the Street,Lorri › Vanadzor,"$51,000",USD,"The area is located in the semi-basement part of the buildings, it has 2 large rooms of 65m each and 4 small drawing rooms. It seems that it used to be a sewing workshop. Three-phase current is provided.Translated from Armenian",Dec-15-2022_21-17,,https://list.am/en/item/18664555
