Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Service Lines,Appliances,Links
House,Stone,700 sq.m.,1,3,1,,,Partial Renovation,500 sq.m.,Armavir › Parakar,"$100,000",USD,"The house has 2 bedrooms, 1 living room, a bathroom, a kitchen and a garage for 2 a / m. There is a possibility to add 1 bedroom and a storage room at the expense of the garage. There is a basement under the garage. The house is plastered, the bathroom is plastered, the floor of the corridor and kitchen is tiled. The house has electricity, gas, internet, permanent drinking and irrigation water. There is also an orchard of about 500 square meters with all kinds of fruit trees. I will write down the types of trees if necessary. The house needs cosmetic repairs. For sale urgently. The house is for sale very urgently.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/16873501
House,Stone,228 sq.m.,2,5,1,By agreement,1 spot,Cosmetic Renovation,714 sq.m.,Armavir › Echmiadzin,"$70,000",USD,"The house is located in Mayisyan street, Zvartnots district. The house consists of a semi-basement and one residential floor, the basement has production areas, the roof is completely changed, permanent water, light, gas, there is a cattle barn at the end of the land. Negotiable:Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17340940
House,Stone,318 sq.m.,2,7,2,By agreement,2 spots,Major Renovation,603 sq.m.,"Baghramyan Street 104, Vagharshapat","$150,000",USD,"A two-storey stone house is for sale in Etchmiadzin.On the 1st floor there is 1 spacious corridor, 1 living room, kitchen, 1 bathroom, garage.On the 2nd floor there is 1 living room, 4 bedrooms, 1 bathroom, a spacious balcony.It also has a large basement.There is 0.0603 hectares of landFor details, call the mentioned phone numbers.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17558595
House,Stone,2500 sq.m.,1,5,1,,,Cosmetic Renovation,,Armavir › Taronik,"$52,000",USD,"The house is located in Taronik village, there is a greenhouse made of glass in HayatTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17668433
House,Stone,120 sq.m.,1,4,1,Not available,1 spot,No Renovation,405 sq.m.,Armavir › Echmiadzin,"$38,500",USD,"Urgent sale of semi-constructed land in Ara Manukyan district. The walls of the first floor are placed on both sides, one side is fenced. It has a well. There is no problem with paperwork. There is a house project (for a two-story house) if you want. The building permit is ready. Residential district, there is a gas water line in the district. There is a house. Real buyers. NegotiableTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/16471382
House,Stone,625 sq.m.,1,4,1,,,Partial Renovation,400 sq.m.,Armavir › Parakar,"$130,000",USD,"Gas, water, electricityFenced, with all utilitiesTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/16170161
House,Stone,120 sq.m.,1,4,1,,,Partial Renovation,2000 sq.m.,"1-ին փողոց 1, Մայիսյան","15,000,000 ֏",AMD,"No agency, without a mediator, for sale urgently.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17534162
House,Stone,165 sq.m.,1,4,1,Available,Not available,Euro Renovation,650 sq.m.,Armavir › Tairov,"$190,000",USD,"Կոդ՝ B-22809Վաճառվում է 1 հարկանի 4 սենյականոց առանձնատուն Թաիրովում։ Առանձնատունը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ, սանհանգույցը՝ առանձին, նորաոճ սալիկապատ։ Ունի բաց լոջա, բարեկարգ բակ, այգի՝ պտղատու ծառերով, ավտոտնակ, նկուղ, քարե պարիսպ, օդորակիչ, ջեռուցման համակարգ, գազ, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Tairov. The rooms' quantity is 4 (a hall and 3 bedrooms) The house is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate, solid granite, the bathroom is separate and modern tiled. The house has a balcony, well-maintained yard, garden with fruitful trees, garage, cellar, stone fence, air-conditioner, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-38,,,,https://list.am/en/item/16839604
House,Stone,100 sq.m.,1,4,1,Not available,Not available,Partial Renovation,200 sq.m.,Armavir › Parakar,"$75,000",USD,"Կոդ՝ B-18344Վաճառվում է 1 հարկանի առանձնատուն Փարաքարում։ Առանձնատունը 0-ական վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ, սանհանգույցը՝ համակցված։ Ունի խոհանոցի կահույք, նկուղ (10քմ), բակ (100մք), ջեռուցման համակարգ, մշտական ջուր, գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 1-storey house for sale in Paraqar. The rooms' quantity is 4 (1 hall and 3 bedrooms) The house is in the zero condition. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate, solid granite, the bathroom is combined. The house has a kitchen furniture, cellar (10sq. M), yard (100sq. M), heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-38,,,,https://list.am/en/item/14862051
House,Stone,90 sq.m.,1,3,1,Not available,Not available,No Renovation,170 sq.m.,Armavir › Parakar,"$60,000",USD,"Կոդ՝ B-18368Վաճառվում է 1 հարկանի առանձնատուն Փարաքարում։ Առանձնատունը պետական վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ սալիկ, սանհանգույցը՝ համակցված։ Ունի բակ, նկուղ, քարե պարիսպ, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house is for sale in Parakar. The rooms' quantity is 3. The house is in the state condition. The entrance door is iron-made, the windows are euro-based, the floor is tiled, the bathroom is separate. The house has a yard, cellar, stone fence and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-38,,,,https://list.am/en/item/11000271
House,Stone,290 sq.m.,2,4,2,Not available,1 spot,No Renovation,450 sq.m.,Armavir › Parakar,"$167,000",USD,"Կոդ՝ B-22807Վաճառվում է 2 հարկանի առանձնատուն Փարաքարում։ Առանձնտունը զրոյական վիճակում է։ Մուտքի դուռը՝ երաթյա, պատուհանները՝ եվրո, սանհանգույցը (2) ՝ համակցված։ Ունի տեռասա, բաց լոջա, բարեկարգ բակ, լողավազան, տաղավար, ավտոտնակ, քարե պարիսպ, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Parakar. The rooms' quantity is 4. The house is in the zero condition. The entrance door is iron-made, the windows are euro-based, the bathrooms (2) are combined. The house has a terrace, balcony, landscaped yard, swimming pool, pavilion, garage, stone fence and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-38,,,,https://list.am/en/item/15542303
House,Stone,200 sq.m.,1,4,1,Not available,1 spot,Partial Renovation,800 sq.m.,Armavir › Parakar,"$80,000",USD,"Կոդ՝ B-20675Վաճառվում է 1 հարկանի 4 սենյականոց առանձնատուն Փարաքարում։ Առանձնատունը միջին վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ, սալիկապատ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, խոհանոցի կահույք, նկուղ՝ 50քմ, ավտոտնակ՝ 20քմ, այգի՝ պտղատու ծառերով, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Paraqar. The rooms' quantity is 4 (1 hall and 3 bedrooms) The house is middle renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by solid granite and is tiled. The bathroom is combined and tiled, the electric wires and pipes are changed. The house has a balcony, kitchen furniture, cellar (50sq. M), garage (20sq. M), garden with fruitful trees and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-38,,,,https://list.am/en/item/16634662
House,Stone,165 sq.m.,2,6,2,Not available,2 spots,Major Renovation,820 sq.m.,Armavir › Musaler,"$200,000",USD,"Կոդ՝ B-19004Վաճառվում է 2 հարկանի 6 սենյականոց առանձնատուն Մուսալեռում։ Առանձնատունը նորաոճ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը (2) ՝ համակցված (1), առանձին (1), նորաոճ սալիկապատ։ Առանձնատունն ունի ծածկապատշգամբ, խոհանոցի կահույք, ավտոտնակ (36քմ), նկուղ (40քմ), լվացքատուն, քարե պարիսպ, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տեսարանը՝ դեպի փողոց և այգի։2-storey house for sale in Musaler. The rooms' quantity is 6 (a hall and 5 bedrooms) The house is modern renovated and is stationed on the 1ST line. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid granite. The bathroom (2) is combined (1), separate (1) and modern tiled. The house has a balcony, garage (36 sq. M.), cellar (40 sq. M.), laundry, stone fence, heating system and supplied with constant water and gas. The view is towards the street and garden.",Nov-24-2022_23-38,,,,https://list.am/en/item/12216627
Country House,Monolith,104 sq.m.,1,4,1,Available,2 spots,Cosmetic Renovation,900 sq.m.,Armavir › Echmiadzin,"$69,000",USD,"A 4-room detached house is for sale or rent in Etchmiadzin. Total building area: 104 square meters, land area: 900 square meters. The house has cosmetic repairs. There is a spacious living room and kitchen, 3 bedrooms, a wardrobe, 2 tiled bathrooms, European-made windows, the floor of the living room is completely tiled. The mansion has a beautiful garden with fruit trees, an outdoor swimming pool. Next to the building there is a renovated separate building of 30 sq. M. M area, which is used as a warehouse.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17974340
House,Stone,260 sq.m.,1,4,1,Not available,Not available,Old Renovation,110 sq.m.,Armavir › Tairov,"$76,000",USD,"BB979:Private house for saleArmavir, Tairov• 260/110 square meters• 4 rooms• 1 storey_• clean condition• gasified• yard• First line• Suitable for different business numbersCode 40313Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17771148
Townhouse,Monolith,146 sq.m.,2,4,2,,,No Renovation,330 sq.m.,Armavir › Parakar,"$85,000",USD,Code: ID3458A newly built two-story private house is for sale in Parakar. It's crazy. There is a garage.Translated from Armenian,Nov-24-2022_23-38,,,,https://list.am/en/item/17522908
House,Stone,480 sq.m.,2,8+,2,,,Partial Renovation,500 sq.m.,Armavir › Parakar,"$138,000",USD,"Code: ID3638A private house is for sale in Parakar. There is a basement, a garage.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17705583
House,Stone,73 sq.m.,1,3,1,,Not available,Euro Renovation,620 sq.m.,Armavir › Musaler,"$65,000",USD,Code: ID1568A newly built private house is for sale in Musaler. Uninhabited.Translated from Armenian,Nov-24-2022_23-38,,,,https://list.am/en/item/17641896
House,Stone,276 sq.m.,1,8+,1,,Not available,Partial Renovation,757 sq.m.,Armavir › Merdzavan,"$85,000",USD,"Code: ID3551A stone house is for sale in Merdzavan. It is fenced. There is a basement, an attic, an outdoor parking space.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17521159
House,Stone,100 sq.m.,1,3,1,,,No Renovation,5500 sq.m.,Armavir › Echmiadzin,"$82,000",USD,"Code A0455:LAND OF LIVESTOCK FOR SALEIn the city of EtchmiadzinArea 90 sq. M. Residential, 800 sq. M. Barn 5500 sq. M.AshotFront line:ElectricityWaterFence:For more information call:Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/16986192
House,Stone,129 sq.m.,1,4,2,,1 spot,Partial Renovation,753 sq.m.,Armavir › Echmiadzin,"$60,000",USD,"House for saleAddress K. Echmiadzin Zvartnots districtResidential 129.5 sq. M. Land 753 sq. M.Number of rooms 4 Roof changed tin front of the house 17 meters Has a large basement, is provided with all utilitiesCode H0117Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/15136656
House,Stone,120 sq.m.,1,3,1,,,Cosmetic Renovation,330 sq.m.,Armavir › Echmiadzin,"$55,000",USD,"An apartment in a 4-room house is for saleIn the city of Etchmiadzin, close to the centerFloor 1_1Area 120 square meters residential, 370 landAshotChanged windowsIt has a basement9 m. CrackedFor more information call...Code A330Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/15012971
House,Stone,125 sq.m.,1,4,2,,,No Renovation,1150 sq.m.,Armavir › Echmiadzin,"$32,000",USD,Կոդ A0284ՎԱՃԱՌՎՈՒՄ Է ՏՈՒՆԷջմիածին Քաղաքից 5 կմ հեռավորության վրաՀարկ 1Մակերեսը 115քմ բնակելի 1150 քմ հողԱշոտԱռաջի գիծտունը ունի լույս ջուր գազԱվտոտնակծակն բետոնեԹոնրանունԱնասնագոմնկուղՄանրամասների համար զանգահարել...,Nov-24-2022_23-38,,,,https://list.am/en/item/15862307
House,Stone,300 sq.m.,1,6,2,,Not available,Partial Renovation,910 sq.m.,Armavir › Echmiadzin,"$43,000",USD,"Private house (Summer house) for sale7 km from Etchmiadzin cityThe area is 300 square meters of living space (land), 910 square meters of landFloor 1_2AshotFruit gardenlightwaterFor more information callCode A060Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/14219458
House,Stone,140 sq.m.,1,5,1,,,Partial Renovation,960 sq.m.,Armavir › Echmiadzin,"$150,000",USD,"A 5-room detached house is for sale in the center of Etchmiadzin, next to the square.1st floor + full basementSeismic resistantDoors and windows replacedThe floor is laminate and tiledUtilitiesThe roof is made of monolithic concreteStone garageBird houseA gardenThe surfaceLand area: 960 square metersResidential: 140 square metersIt is also possible to sell a plot of 400 square meters for $43,000Call TigranCode T260Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/18038730
House,Stone,126 sq.m.,2,4,1,,,Partial Renovation,800 sq.m.,Armavir › Echmiadzin,"$72,000",USD,House for saleAddress K. EtchmiadzinResidential 126 sq. M. Land 800 sq. M.Number of rooms 4. Has a garage Equipped with communal facilitiesFire:Call for detailsCode H108Translated from Armenian,Nov-24-2022_23-38,,,,https://list.am/en/item/13926633
House,Stone,79 sq.m.,1,2,1,,,No Renovation,1100 sq.m.,Armavir › Echmiadzin,"$19,000",USD,"2-room country house for saleAdjacent to Etchmiadzin CityFloor 1_1The area is 79 square meters, 1100 square meters of landAshotFor more information call...Code A043Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/15012990
House,Stone,60 sq.m.,1,3,1,,,Partial Renovation,154 sq.m.,Armavir › Echmiadzin,"$38,000",USD,"OWN 2-ROOM HOUSE FOR SALEIn the city of EtchmiadzinFloor 1:The area is 58 square meters, 154 square meters of landAshotFor more information call:Code A0492Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17349600
House,Stone,130 sq.m.,1,4,2,,,Designer Renovation,405 sq.m.,Armavir › Echmiadzin,"$145,000",USD,"4-room house for saleCharents district in the city of EtchmiadzinFloor 1_1The area is 130 square meters, 405New buildingHeating Systemair conditionerHas all the utilitiesFor more information call...Code A0522Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17587116
House,Stone,200 sq.m.,1,4,1,,,No Renovation,1100 sq.m.,Armavir › Arevashat,"$20,000",USD,"Armashat village, Armashat villagehalf-built private house 1100/200 sq. M. / newly built /Basementall utilities are availableNearby houses:Price is negotiableCode BB873Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17319243
House,Stone,223 sq.m.,2,5,1,Available,2 spots,Cosmetic Renovation,308 sq.m.,"Barekamutian street, Parakar","$95,000",USD,"The house is a capital building, has a garage for 2 cars. For sale with furniture, appliances, dishes. Negotiable: Exchange with an apartment in Yerevan.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/16883312
House,Stone,240 sq.m.,2,7,2,,,Partial Renovation,2000 sq.m.,Armavir › Arevashat,"$65,000",USD,The house is one meter above the ground. It has a parking lot four meters high. Balcony. The facilities are very good. A very beautiful view to Mount Ararat. Living room. Kitchen. Bathroom and two entrances. Ask the rest by phone.Translated from Armenian,Nov-24-2022_23-38,,,,https://list.am/en/item/17628509
House,Stone,445 sq.m.,1,5,2,Not available,3 or more spots,Partial Renovation,,Armavir › Echmiadzin,"$44,000",USD,Call and we will arrangeTranslated from Armenian,Nov-24-2022_23-38,,,,https://list.am/en/item/13273958
House,Stone,300 sq.m.,1,5,1,,,Partial Renovation,2800 sq.m.,Armavir › Alashkert,"$51,000",USD,"Private house for sale in Alashkert village, Armavir region (has gas supply, drinking water, irrigation water (total area is 3200 square meters (has a vineyard developed (privatized), has a garage), basement in the whole house (very urgent)Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17932463
House,Stone,154 sq.m.,1,3,1,Not available,Not available,No Renovation,645 sq.m.,Armavir › Baghramyan,"$17,500",USD,"Վաճառվում է կիսակառույց առանձնատուն։Տունը գտնվում է կենտրոնական փողոցում, գ. Բաղրամյան, Վաղարշապատի շրջան:Տան մոտ կան.ԳազՋուրԷլեկտրականությունՄոտ խաչմերուկում.ԴպրոցՄանկապարտեզՊոլիկլինիկաՄթերային խանութներԳյուղի զբոսայգիՄատչելի հեռավորության վրա կան.Փարաքար ~7կմԶվարթնոց օդանավակայան ~5կմԷջմիաթին (այժմ՝ Վաղարշապատ) ~9կմԵրևան ~16կմՏան մակերեսը ~154քմ.Հողի ընդհանուր մակերեսը կազմում է ~645քմ։Թարգմանված է google translator-ի կողմից* = * = * = * = * = * = * = * = * = * = * = * = *Продается недостроенный дом.Дом расположен по центральной улице, с. Баграмян, Вагаршапатский район.Рядом с домом проходит:– Газ– Вода– ЭлектричествоВ двухшаговом расстоянии:– Школа– Детский сад– Поликлиника– Продуктовые магазины– Парк для прогулкиНа доступном расстоянии находятся:– Паракар ~7км– Аэропорт Звартноц ~5км– Эджмиатин (ныне Вагаршапат) ~9км– Ереван ~16кмПлощадь дома ~154кв. М.Общая земельная площадь ~645кв. М.",Nov-24-2022_23-38,,,,https://list.am/en/item/17516912
House,Stone,220 sq.m.,2,7,2,,,Cosmetic Renovation,900 sq.m.,"Admiral Isakov Avenue 150, Tairov","$170,000",USD,"Two-storey detached house in Parakar, in need of partial renovation, there is a swimming pool in the yard, a plot with fruit treesTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/18112694
House,Stone,170 sq.m.,2,7,1,,,Partial Renovation,1200 sq.m.,Armavir › Armavir,"$35,000",USD,"Վաճառվում է սեփական տուն Արմավիրի մարզի Արմավիր քաղաքի 108֊րդ թաղամասում։ Տունը 1 հարկանի է, սակայն ամբողջ տան տակ կա նկուղ, որը հարմար է թե որպես ներքևի հարկ, թե որպես սառնարան կամ պահեստ օգտագործելու համար։ Տարածքի տներից տարբերվում է նրանով, որ ունի 2 հողատարածք ` Յուրաքանչյուրը 600 ֊ական քմ։ Հնարավոր է նաև ձեր երազանքների տունը կառուցել մյուս հողամասի վրա։ Այստեղ կարող են ապրել երկու եղբայրներ կամ լավ ընկերներ իրենց ընտանիքներով։ Մանրամասների համար զանգարելPrivate house is for sale in 108th district of Armavir city, Armavir region. The house is 1-storey, but there is a basement under the whole house, which is suitable for use both as an interior floor and as a refrigerator or storage. It differs from the houses in the area in that it has 2 plots of land, each of 600 square meters. It is also possible to build your dream house on another plot of land. Two brothers or good friends with their families can live here. Call for details.Продается частный дом в 108 районе города Армавир Армавирской области. Дом одноэтажный, но под всем домом есть подвал, который можно использовать как в качестве внутреннего этажа, так и в качестве холодильника или хранилища. Он отличается от домов в районе тем, что имеет 2 земельных участка, каждый по 600 кв. М. Также возможно построить дом своей мечты на другом участке земли. Здесь могут жить два брата или хорошие друзья со своими семьями. Для подробностей звоните",Nov-24-2022_23-38,,,,https://list.am/en/item/16207561
House,Stone,905 sq.m.,2,8+,2,Not available,Not available,No Renovation,493 sq.m.,Armavir › Parakar,"$130,000",USD,"VD82:Private house for saleArmavir, Parakar• 905/493 square meters• 8 + rooms• 2.5 storey_• 0 status each• Houses nearby• Fruit trees• Adjacent to the main roadTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17842329
House,Stone,650 sq.m.,2,5,1,,,Partial Renovation,500 sq.m.,Armavir › Armavir,"$65,000",USD,"A two-story private house in the city of Oktemberyan,has a large yard, land and barn, etc. The area is 650 square meters, the residential area is 172 square meters, the house is located on the Oktemberyan highway, a 370 square meter fruit plot is for sale, which is located on the road to the Oktemberyan village.Price negotiableAddress: Norapat 5th street, 28 houseExchange is possible, 2 rooms in Yerevan. With the apartmentOwn house plotTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/14609929
House,Stone,600 sq.m.,1,4,1,,1 spot,Partial Renovation,600 sq.m.,"Եղիշե Չարենցի փողոց 73, Արմավիր","$68,000",USD,"150 кв. М.Одноэтажный каменный дом в Армавире. В центре Армавира, напротив налоговой инспекции. Улица Чаренца,Обеспечены: Природный газ, вода, электричество, канализация. Двухконтурный котел (отопление, горячая вода)5 комнат (3 спальни, 1 гостиная, 1 жилая)1 кухня (просторная 12 кв. М.), балкон 27кв. М.Санузел внутри дома, раздельный.Каменный гараж с ямкой для ремонта, погреб, кладовая. Фруктовые деревья.Железная дверь, евроокна.Есть помещение удобное для торговой точки с входом с улицы.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/18340170
House,Stone,190 sq.m.,1,3,2,,,Partial Renovation,150 sq.m.,Armavir › Armavir,"$55,000",USD,"For details call the mentioned phone number, the full version will be presented during the phone call, the price is negotiableTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17927871
House,Stone,160 sq.m.,2,4,2,,,Partial Renovation,,Armavir › Parakar,"$65,000",USD,"A private house is for sale in the village of Tairov, Armavir region.The total area of the residential part of the house is 160 square meters. 2 floorsOn the 1st floor there are:All communications hot and cold waterHeating System3 bedrooms2 bathroomsAir conditionerThe floor is metallakh.2nd floor, zero condition.The length of the front part of the house is 9 meters. Fenced.For more information call:*Agency commission is 2% of sale price.To see similar agency announcements, you can visit our page by clicking on the logo photo.Code 050820Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/18103979
House,Stone,1390 sq.m.,1,6,1,By agreement,2 spots,Partial Renovation,421 sq.m.,"Էջմիածին փողոց 105, Պտղունք","$88,000",USD,"One-story house on Yerevan-Echmiadzin highway, front line, 21 square meters, possibility for a business structure. It is fenced, has a garage of 35 square meters, has a basement of 60 square meters, there is a cellar and a pantry in the basement, a working greenhouse of 200 square meters with iron glass, natural gas, constant water, fruit trees and a vineyard.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/18155051
House,Stone,122 sq.m.,2,4,2,Not available,Not available,No Renovation,190 sq.m.,"Գևորգ Չաուշի, Փարաքար","$70,000",USD,"Two-story stone house on Gevorg Chaushi street, Parakar, 122 square meters, 2 bathrooms, partial renovationNewly built, modern style house.Quality heat-resistant stone building (tuff)Flat roofFully fencedIron doorEuro windows2 floors4 bedrooms (3 bedrooms, 1 living room)1 kitchen (spacious)2 bathrooms (on the 1st and 2nd floors)Total area: 122 square metersThe area of the land is 190 square metersProvided: Natural gas, water, electricity, sewage.Only 40 m from the main road (Yerevan highway), second lane.A beautiful view of Mount Ararat opens.Price $70,000 (unrepaired)You can see the house in the attached video https://youtube.com/shorts/DnOzKvtVrpMTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/16978844
House,Stone,159 sq.m.,1,4,2,,,Old Renovation,,Armavir › Echmiadzin,"35,000,000 ֏",AMD,"Շ Տ Ա Պ Վաճառվում է սեփական տուն Էջմիածին քաղաքի Արագած զանգվածում, ունի 3 մեծ ննջասենյակ, մեծ հյուրասենյակ, 2 սանհանգույց, ճաղավանդակներ, դռները երկաթյա, պատուհանները փոխված, գազի հնարավորություն, բակ, պարսպապատ",Nov-24-2022_23-38,,,,https://list.am/en/item/13944646
House,Stone,160 sq.m.,1,4,1,Not available,1 spot,Partial Renovation,2500 sq.m.,Armavir › Merdzavan,"$110,000",USD,Call for detailsTranslated from Armenian,Nov-24-2022_23-38,,,,https://list.am/en/item/17305100
House,Stone,120 sq.m.,1,4,1,By agreement,Not available,Old Renovation,500 sq.m.,Armavir › Merdzavan,"$52,000",USD,Call for detailsTranslated from Armenian,Nov-24-2022_23-38,,,,https://list.am/en/item/17305111
House,Stone,220 sq.m.,1,6,1,,,Partial Renovation,610 sq.m.,"Hanrapetutyun street, Armavir","$33,000",USD,"6-room private house is for sale, with an area of 220 square meters, with a total land area of 610 square meters, all the communal facilities are connected, gas, water, electricity, bathroom, some parts of the house need renovation, and heatingYou can only contact me via Viber or Vatsap.Address: Hanrapetutyan street, 4th alley, 11 houses,The house is for sale only in cash, ownerTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/15012218
House,Stone,290 sq.m.,2,5,2,Not available,2 spots,No Renovation,450 sq.m.,Armavir › Parakar,"$167,000",USD,"Newly built, uninhabited private house for sale in Parakar. There is a swimming pool, a laundry room, a chat room, a beautiful garden. The house is located very close to the Yerevan-Echmiadzin highway.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/17876626
House,Stone,128 sq.m.,1,4,2,,,Major Renovation,435 sq.m.,"Զվարթնոց թաղամաս 259, Վաղարշապատ","$90,000",USD,"New Capital renovated, gas, permanent water, sewerage (main), has two bathrooms, a separate storage room outside, garden with fruit trees, intercom with internet, boiler with remote control system, the house is sold together with property and appliances.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/16317778
House,Stone,95 sq.m.,1,2,1,,,No Renovation,150 sq.m.,Armavir › Parakar,"$89,500",USD,"Private house for sale, Parakar Narekatsu 6th street. Total 150 cr. M plot of land 95 sq. M. M residential area. On both sides of the street, 10 m on one side and 15 m on the other side, it is faced with white travertine stone. The roof is made of metal, the exterior door is made of iron, the windows are EuropeanHas: 1 living room2 bedroomsSpacious kitchenEntrance and bathroomStone and monolithic structure. 3.20m high ceiling. It has a two-sided yard, plastered on the outside and plastered on the inside.It has constant drinking water, sewage, electricity, gas.The nearest places are the airportSchool, Kindergarten, Carrefour, etc.Translated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/18337395
Country House,Stone,640 sq.m.,2,4,1,,,Euro Renovation,640 sq.m.,"1-ին փողոց 1, Մայիսյան","$22,000",USD,"It has three-phase electricity, water, storage, orchard, It is also available for rentTranslated from Armenian",Nov-24-2022_23-38,,,,https://list.am/en/item/18114618
House,Stone,546 sq.m.,2,4,2,,,No Renovation,,Armavir › Echmiadzin,"$170,000",USD,"Վաճառվում է երկհարկանի առանձնատուն Էջմիածին քաղաղում ՝ սբ. Գայանե եկեղեցու հարևանությամբ:Продается двухэтажный частный дом в г. Эчмиадзин, возле церкви Гаяне.For sale two-storey private house in Echmiadzin, near the church of Gayane.",Nov-24-2022_23-38,,,,https://list.am/en/item/18336920
