Type,Floor Area,Address,Price,Currency,Description,Datetime,Utilities,Amenities,Links
Garage,18 sq.m.,"Avan-Arinj 2nd micro, Yerevan","2,200,000 ֏",AMD,"Garage, 18 sq. M. , is not privatized.In front of the Avan-Arinj 2/5 building.Garage:Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17346678
Garage,35 sq.m.,"Lepsius street, Yerevan","$13,500",USD,"3.5 x 10 on quiet 2 cars, light bulb garage garage parking garage garageIt is for rentTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16844822
Garage,33 sq.m.,"Hovhanisyan block 26/1, Yerevan","5,200,000 ֏",AMD,"Garage for 2 cars in Avan, Isahakyan district, near Nairi department store. The roof is repaired, it has electricity.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17926701
Garage,18 sq.m.,"Shinararneri street 15/1, Yerevan","5,000,000 ֏",AMD,"Продаётся гараж, который находится в собственности, в аккуратном техническом состоянии, вблизи дома шинарарнери 15/1.СРОЧНО!",Nov-24-2022_16-32,,,https://list.am/en/item/18224456
Garage,18 sq.m.,"Գրիբոյեդովի փողոց 5Ա, Երևան","3,500,000 ֏",AMD,"Stone garage, privatizedTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17260490
Garage,50 sq.m.,"Erebuni St, Yerevan","20,000 ֏",AMD,"Car cabin for 2 cars, one car 20,000 AMDTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/7723802
Garage,100 sq.m.,"Davidashen 1-st block, Yerevan","$65,000",USD,"Privatized area of 100 sq. M. Is for sale. In Davtashen 1st districtThe area has:Three-phase electricity, constant hot and cold water, sewerage, state, operated as a bakery, currently not operating, price is negotiable:Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17839433
Parking Space,20 sq.m.,"Verin Antarayin street 131, Yerevan","8,500,000 ֏",AMD,"""parking"" for sale at 131 Verin Antarai street - 2 floors.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18366305
Garage,30 sq.m.,Yerevan › Davitashen,"$15,000",USD,Davitashen 4th district ․Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/13987006
Garage,25 sq.m.,"Avan-Arinj 1st micro, Yerevan","2,500,000 ֏",AMD,"Stone garage, new roof, 1st micro, 1/4 in front of the building, in the back of the new pool, for sale or rent for 25,000 per month.For more information callTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18011275
Garage,15 sq.m.,Yerevan › Arabkir,"$9,000",USD,"Komitas, in the yard of Papazyan 21/1 building, FOR SALE, a stone garage with a land ownership certificate, 15 sq. M. Մ. 2,7 * 5,3 Negotiable:Garage garage garage ownTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/16687747
Garage,25 sq.m.,"Kievyan street 1, Yerevan","$16,000",USD,Stone garage for sale on Kievyan street with ownership certificateTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16152752
Garage,21 sq.m.,"Shopron street 2nd lane, Yerevan","$12,500",USD,"Privatized garage for sale in the 6th massif, 21 square meters. Price: $12,500, negotiable.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18251347
Garage,23 sq.m.,"Hrachya Acharyan street 34, Yerevan","2,300,000 ֏",AMD,"Garage in Avan, near Harsnakar restaurant. Stone building. Details by call.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17912455
Garage,28 sq.m.,"Դավթաշեն 3-րդ թաղամաս 18, Երևան","$17,000",USD,"They are located in the yard of the 18th building of the new house, with an area of 28 carats upstairs (with a 28-carat high boat as a warehouse)UrgentTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17187138
Garage,24 sq.m.,"Griboyedov street 11, Yerevan","$10,000",USD,Garage GarageTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17987147
Garage,21 sq.m.,"Յոհաննես Լեփսիուսի փողոց 16, Երևան","$3,900",USD,Stone garage for sale. The inside is closed with foam. Located on the main road.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16412665
Parking Space,47 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","$28,000",USD,For sale: 47m2 parking - on the 1st floorTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18335091
Garage,18 sq.m.,"Nikoghayos Adonts street 15, Yerevan","$7,000",USD,"The garage is located in N. In front of Adonts 15th building, under the Playground (adjacent to Yeraz district) Garage, / garage on Adonca street, EraTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17459446
Garage,25 sq.m.,"Davtashen 1st street 1st lane, Yerevan","$13,000",USD,"Plastered yama, twisted under 2, all privatized papers are available.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/15203277
Garage,22 sq.m.,"Գյուլիքեխվյանի նրբանցք 4, Երևան","9,500 ֏",AMD,"Продаю гараж, нижняя линяя поблизости школы 150, неподалёку от проспекта ГаяГараж большой, длина 8 м ширина 3.25 (посещаются две небольшие машины), есть яма",Nov-24-2022_16-32,,,https://list.am/en/item/15758627
Garage,12 sq.m.,"Hakob Hakobyan lane, Yerevan","700,000 ֏",AMD,"Продается только жестяной гараж, без места.",Nov-24-2022_16-32,,,https://list.am/en/item/18059225
Garage,23 sq.m.,"Raffi street 21, Yerevan","$12,800",USD,Գտնվում է Րաֆֆու 21շ. ԵՒ 17շ. Դիմաց ։ Солнечная сторона Пол бетонный стены каменные внутри гаража полки Общая площадь 23 квадратных метров гараж находится в очень удобном месте,Nov-24-2022_16-32,,,https://list.am/en/item/15699626
Garage,30 sq.m.,"Frunze street, Yerevan","1,100,000 ֏",AMD,"A garage is for sale, it is fenced, it is located in the yard of Frunze 4/2 bakery near Kino Hayrenik.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17986245
Garage,20 sq.m.,"Улица Ехбайрутян 24, Ереван","$9,000",USD,Гараж в хорошем месте,Nov-24-2022_16-32,,,https://list.am/en/item/16656058
Garage,24 sq.m.,"Mikayelyan street 18, Yerevan","$15,000",USD,"Вачарвум е автотнак каруцвац кариц... Шат амур... ЯМАЁВ... Гины 15,000 доллар... Автотнакы гтнвум е 191 дпроци димац... БАНГЛАДЕШ",Nov-24-2022_16-32,,,https://list.am/en/item/15914991
Garage,18 sq.m.,Yerevan › Shengavit,"550,000 ֏",AMD,"A garage is for sale, in a demolished state. Like the garage in the picture and in color, with everything.You can take it and install it, there are no missing parts, the metal is in normal condition3.5 meters on -5.20 meters, height 2 meters and moreTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18307680
Garage,18 sq.m.,"Ավանեսովի փողոց 6/2, Երևան","$3,500",USD,Garage of 18 sq. M. Is for sale.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/16663728
Garage,18 sq.m.,"Улица Мартироса Сарьяна 14, Ереван","$30,000",USD,"The garage is located behind the Saryan post office, 17 m. , with ownership certificate, land lease, remote control gate, stone building.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/15530149
Garage,24 sq.m.,"Lepsius 1-st street, Yerevan","$3,900",USD,A metal garage is for sale in the yard of Lepsius 1.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17868261
Garage,18 sq.m.,"Aghbyur Serob street 9, Yerevan","$6,000",USD,Stone garage. There is no cover. Suitable either for a small car or as a warehouse.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17868258
Garage,54 sq.m.,"Rubinyants St , Yerevan","$10,500",USD,There can be 3 cars in the garage.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17710667
Garage,27 sq.m.,"Lvovyan street 21, Yerevan","$6,000",USD,"Stone garage in Nork 1 block, in the yard of 21 Lvovyan. The doors are iron, with built-in iron cabinets. The roof does not drip. If you have any questions, callTranslated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17729826
Garage,23 sq.m.,Yerevan › Malatia-Sebastia,"$10,000",USD,"A garage is for sale. It has water, a drainage pipe, and a tin roof. I will exchange it for a car.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17761520
Garage,40 sq.m.,Yerevan › Arabkir,"$24,000",USD,It has been repairedWaterlightBathroomAir conditionerTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18014577
Garage,20 sq.m.,Yerevan › Ajapnyak,"$5,000",USD,Tin garage for sale near Arzumanyan 10 building. Price is negotiable.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17986728
Garage,20 sq.m.,"Komitas Avenue, Yerevan","$7,500",USD,Underground garage for sale in the yard of Komitas 7/2 building (behind Ellade store) urgentlyTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17575393
Garage,18 sq.m.,"Սախարովի հրապարակ 11, Երևան","$15,000",USD,"Ավտոտնակը ստորգետնյա է, գտնվում է Բոքսի հայաթի մարզադաշտի տակ",Nov-24-2022_16-32,,,https://list.am/en/item/15927135
Parking Space,42 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","$23,000",USD,VSP002-1 հարկ2 մեքենայի համար 42մ26.35x6.6,Nov-24-2022_16-32,,,https://list.am/en/item/12557208
Parking Space,22 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","$13,500",USD,"VSDP-003Dalma Mall -i mot, Tsitsernakaberd, Tsitsernakaberdi Cicernakaberd, Cicernakaberdi, Parking,Դալմա Մոլի մոտ, Ծիծեռնակաբերդ, Ծիծեռնակաբերդի խճուղի, Նորակառույց, Ավտոտնակ, Ավտոհանգրվան, Պարկինգ, Պառկինգ, Գառաժ, Գարաժ, Ստայանկա,-3 հարկ, 22քմ, լավ դիրք",Nov-24-2022_16-32,ELectricity,"AUtomatic gates, video surveillance, 24/7 security",https://list.am/en/item/7031838
Parking Space,22 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","$14,000",USD,"KOD VSDP-002Dalma parking3.23 x 6.90 մ2, 21-22քմ,6.45 x 6.90 մ2 44քմ3.28 x 12.80 մ2, 42քմ6.50 x 12.80 մ2, 83.2քմԴալմա Գարդեն մոլի հարևանությամբ ՊարկինգԱվտոտնակ ավտոկայանատեղի ավտոհանգրվան--Dalma Mall, Tsitsernakaberd, Tsitsernakaberdi, Cicernakaberd, Cicernakaberdi, Parking,Դալմա Մոլի մոտ, Ծիծեռնակաբերդ, Ծիծեռնակաբերդի խճուղի, Նորակառույց, Ավտոտնակ, Ավտոհանգրվան, Պարկինգ, Պառկինգ, Գառաժ, Գարաժ, Ստայանկա,-2 հարկ, 20քմ, լավ դիրքՎարձով պարկինգ.",Nov-24-2022_16-32,,"AUtomatic gates, video surveillance, 24/7 security",https://list.am/en/item/12557164
Garage,24 sq.m.,"Karapet Ulnetsi Street 51, Yerevan","$15,500",USD,Garage for 2 cars for sale. Call whatsapp or viber.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18070716
Garage,69 sq.m.,Yerevan › Nor Nork,"$28,000",USD,A private stone garage is for sale in the 1st block of Nor-Nork. The total area is 69.4 square meters. Is. The garage is built on solid foundations. It is possible to build 1-2 more floors. It has a basement. A small plot of land is also available.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18238190
Garage,30 sq.m.,Yerevan › Nor Nork,"$7,300",USD,"URGENT: For sale or rent, a garage in the 2nd block of New Norki, 135, next to the Chinese school. 30 square meters of siashka plaster plotPersonalized paperwork certified with a completely clean address.URGENTLY NEGOTIABLE!Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/17249737
Garage,18 sq.m.,"Ներքին Շենգավիթի 5-րդ փողոց 17Ա, Երևան","240,000 ֏",AMD,18 sq. M. 3 × 6 price @ negotiableTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17457008
Garage,21 sq.m.,"Nazarbekyan block, Yerevan","$7,800",USD,Located in District 1717 at the back of the buildingTranslated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/18363922
Garage,25 sq.m.,"Davit Malyan Street 10, Yerevan","$8,000",USD,2-rd masiv Davit Malyan 8 shenqi harevanutyamb qare avtotnak,Nov-24-2022_16-32,,,https://list.am/en/item/16544439
Parking Space,35 sq.m.,"Minsk Street 32, Yerevan","$9,000",USD,"A garage is for sale, it is located in the 8th block of Nor-Nork, the price is negotiable, only real buyers should call.Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/18183073
Garage,21 sq.m.,"Улица Ахпюра Сероба 11, Ереван","$12,000",USD,Продаю гараж.Гараж приватизирован.Есть яма.Торг возможен,Nov-24-2022_16-32,,,https://list.am/en/item/17098145
Garage,18 sq.m.,"Sisakyan street 20, Yerevan","$3,500",USD,"Garage 3 m. Width, 6 m. Long. , 2.40 m bar. Negotiable (urgent)Translated from Armenian",Nov-24-2022_16-32,,,https://list.am/en/item/14463704
Parking Space,17 sq.m.,"Արամի փողոցի նրբանցք 5Ա, Երևան","$30,000",USD,Garage privatized.Translated from Armenian,Nov-24-2022_16-32,,,https://list.am/en/item/17839975
Garage,24 sq.m.,Yerevan › Kanaker-Zeytun,"$6,000",USD,"A stone garage is for sale in front of 147 Sarkavag building.The area is 24 square meters.For details, call the mentioned phone number.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17794020
Garage,24 sq.m.,"Komitas Avenue, Yerevan","$20,000",USD,"Քարե ավտոտնակ և նկուղ միասին, Կոմիտասի պողոտա.Վաճառվում է քարե ավտոտնակ 2 մեքենայի համար, կապիտալ շինություն է, գրանցված է քաղաքապետարանում։ Անցկացված ջուր. Շենքը կարող է օգտագործվել այլ նպատակներով։ Բացի այդ, առաջարկվում է մեծ չոր նկուղ (20 մ) :Каменный Гараж и подвал вместе, проспект Комитаса.Продается каменный гараж на 2 машины, это капитальная постpойка, зарегистрирована в муниципалитете. Проведена вода. Постpойка может использоваться для других целей. Дополнительно предлагается большой сухой подвал (20m)",Nov-24-2022_16-33,"ELectricity, water",,https://list.am/en/item/17603846
Garage,18 sq.m.,"Avetis Aharonyan street, Yerevan","$5,000",USD,"Aharonyan str. Stone garage, inside there are shelves and yama. Clean condition.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17786161
Parking Space,22 sq.m.,"Ֆուչիկի փողոց 1/1, Երևան","$17,000",USD,"Alliance Plaza, (1/1 Fuchiki st.)Angular positionAt the elevator entranceTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/18035784
Garage,36 sq.m.,"Arshakuniats Avenue 52/1, Yerevan","$14,000",USD,Продается Гараж каменный на 2 мащины писать по всем вопросам тут на сайте,Nov-24-2022_16-33,,,https://list.am/en/item/17672550
Garage,24 sq.m.,"Bashinjaghyan street 180, Yerevan","$7,000",USD,Վաճառվում է 3մх8մ վերանորոգված ավտոտնակ ունի լույս ջուր կոյուղի 11կվարտալ բաշինջաղյան180 եվ182շենքերի միջնամասում թղթերը ներկայացվել է սեփականաշնոհման,Nov-24-2022_16-33,,,https://list.am/en/item/15596742
Garage,21 sq.m.,Yerevan › Avan,"$6,000",USD,"It is located in Avan-Arinj 2 micro-district, behind 1/1 building. Plaster, dry in good condition.Negotiable.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16832157
Garage,20 sq.m.,Yerevan › Avan,"$8,000",USD,"The garage is located in Avan Narekatsi district. Adjacent to 34 buildings, privatized, has a tiled roof. Negotiable Urgent.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16220050
Garage,54 sq.m.,"Galshoyan street, Yerevan","$16,000",USD,"Garage two-storey, each floor of 27 square meters - 5 blocks of new floorTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17631359
Garage,20 sq.m.,"Moldovakan street, Yerevan","$18,500",USD,Sepakanashnorhvac vkayakanov qare avtotnak 20 q. M Panelayin cacq ev metaghya ktur,Nov-24-2022_16-33,,,https://list.am/en/item/15856562
Garage,20 sq.m.,Yerevan › Nor Nork,"1,400,000 ֏",AMD,"A garage is for sale in the 5th block of Nor Nork, near school 166. It is metal, legal.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/18285551
Garage,26 sq.m.,"Aeracia street, Yerevan","$5,000",USD,"Продаю гараж по договорной цене. Аэрация5 переулок, ул ширака.",Nov-24-2022_16-33,,,https://list.am/en/item/18022358
Garage,44 sq.m.,"Margarian 1-st lane, Yerevan","$35,000",USD,"A two-story space with all utilities/toilet/ is for sale, which can be used for any activity, own, exchange with a car for an additional fee, the second floor is 75/2, it will be rented as well, write me for details.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/18045995
Garage,68 sq.m.,"Zoravar Andranik street 63, Yerevan","21,600,000 ֏",AMD,The garage is privateIt has 2 gates and a door at the back which opens onto a fenced plot of 5m2Translated from Armenian,Nov-24-2022_16-33,,,https://list.am/en/item/18109366
Garage,19 sq.m.,"Pushkin Street, Yerevan","$23,000",USD,"A garage is for sale, it is privately owned, it is underground, it is located near the intersection of Pushkin Parpets. It is possible to exchange with a car. At an additional cost to youTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17424075
Garage,18 sq.m.,"Armen Tigranyan street, Yerevan","$12,000",USD,"A stone garage with a basement is for sale. The garage is designed for one car and is located in Monument, about 600m from the park.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/18033649
Garage,80 sq.m.,"Marshal Baghramyan avenue 70, Yerevan","$15,000",USD,"A garage is for sale or rent under 70 Baghramyan building, the rent is 40,000 AMDTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/11244645
Garage,24 sq.m.,"Vilnyus street 93, Yerevan","$5,000",USD,"In front of 21 buildings, right next to the entrance. 9 blocks in front of 21 buildings, currently for rent, but NOT for rent.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/13613886
Garage,21 sq.m.,"Totovents street 1/1, Yerevan","$7,500",USD,"Whose garage is the 2nd lot?On Totoventsi streetIron garageIt is in very good conditionAlso:A garage is for rent at 28 Tigran Grand Street, the price is AMD 80,000, the pictures shown are his own pictures.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/15167294
Garage,33 sq.m.,"Dro street 11, Yerevan","$25,000",USD,Stone garage for salegarage fits 2 carsgarage has all ownership papersNO PROBLEM WITH PAPERWORKDOES THE GARAGE HAVE AN ADDRESS?11 BUILDING 23 GARAGEcall for questionslength 9.15width 3.60Yam length 4.70depth 1.40width 85ALL QUESTIONS CALLTranslated from Armenian,Nov-24-2022_16-33,,,https://list.am/en/item/16764865
Parking Space,18 sq.m.,"Նիկողայոս Ադոնց փողոց, Երևան","$13,000",USD,"A parking lot is for sale at 6 Adontsi street, Yeraz district, right next to the entrance, it has a certificate of ownership.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/18043706
Garage,20 sq.m.,"Նորաշեն թաղամաս 41/3, Երևան","2,400,000 ֏",AMD,"Stone garage for sale, 16th district, 1st chain, among the garages in front of buildings 42, 43, 44, covered with 1 panel (ПКЖ) and metal pitched roof, available e. Stream.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/18062071
Garage,22 sq.m.,"Arabkir 19-th Street 4, Yerevan","2,400,000 ֏",AMD,The land is not well-drainedYou will receive a certificate in your nameNot negotiableTranslated from Armenian,Nov-24-2022_16-33,,,https://list.am/en/item/17561843
Garage,20 sq.m.,"Estonakan street 9, Yerevan","$6,000",USD,"Metal garage for sale on Estonakan street. He has a ownership certificate. Near the old military commissariat.Garage, avtotnak, garage, garageTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/15736072
Garage,22 sq.m.,Yerevan › Kanaker-Zeytun,"$8,500",USD,"For sale or exchange for a car, a stone garage near the Mikayelyan Hospital. Power off. Polka gathered inside. It is possible to build 2 floors rising from the backTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17482797
Garage,22 sq.m.,"Nubarashen 11 street, Yerevan","$4,400",USD,"A garage is for sale on Nubarashen street 11. The garage is quite large and spacious, it can even park a car with a high roof, for example, a Ford Transit.It has a monolithic concrete basement with a separate entrance.Price: $4400, negotiable.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17714487
Garage,18 sq.m.,Yerevan › Erebuni,"$1,300",USD,"Iron garage 3x6 for sale. In perfect condition, made of thick iron.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17941128
Garage,18 sq.m.,"Արամ Խաչատրյան փողոց 11, Երևան","3,500,000 ֏",AMD,A stone garage is for sale in the yard of 11 Aram Khachatryan buildingTranslated from Armenian,Nov-24-2022_16-33,,,https://list.am/en/item/13397447
Garage,23 sq.m.,"Avan-Arinj 1st micro, Yerevan","$15,000",USD,"Garage for sale in Avan Arinj, next to 2/4 building, cool with supermarket, the garage is privatized, with communal facilities, garage with coolTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/15853930
Garage,18 sq.m.,"Avanesov street, Yerevan","$5,500",USD,"The garage is metal, it has niches, it is located in the yard on Avanesov street, it has a ownership certificate, the price is negotiable.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16401914
Garage,22 sq.m.,"Shinararneri street, Yerevan","$6,000",USD,"A metal garage is for sale in the yard of Estonakan 21 building, close to Tsiran supermarket. All documents are available. Details by phone.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17978015
Garage,24 sq.m.,"Դավթաշեն 1-ին թաղամաս 64, Երևան","$9,000",USD,"Garage Davitashen, 1st district, next to building 39, on 6/4Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/18316804
Garage,15 sq.m.,"Vagharsh Vagharshyan street 24/1, Yerevan","$6,000",USD,"Продаётся подземный гараж на улице Вагаршяна, во дворе здания номер 24/1, за школой имени Ширванзаде.Ստորգետնյա ավտոտնակ Վաղարշյան 24/1 շենքի բակում (Շիրվանզադեի անվան դպրոցի բակում) : Վաճառվում էOn sale - underground garage on Vagharshyan street (near building 24/1 and school named after Shirvanzade)",Nov-24-2022_16-33,,,https://list.am/en/item/16422064
Parking Space,18 sq.m.,"Նիկողայոս Ադոնց փողոց, Երևան","$20,000",USD,"It is located at Adonts 6/2, near the 2nd entrance, in a very convenient position when entering the general parking lot.I will exchange with the car for a surcharge.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16741548
Parking Space,12 sq.m.,"Argishti street, Yerevan","$9,000",USD,"Parking lot for sale in the center, kentronum, Glendel Hilz, Argishti district (street), located at 7/6 Argishti, Kentron, parking lot No. 14 - 2nd floor. Total area: 12.6 square meters, price: 9000 USD.Urgent, negotiableTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16318896
Garage,24 sq.m.,"Arshakuniats Avenue, Yerevan","$15,000",USD,"KOD-61022A garage is for sale in Shengavit, Arshakunyats avenue.^ It has an area of 24 square meters^ Conveniently located^ It is in the neighborhood of CityTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16491852
Garage,20 sq.m.,Yerevan › Malatia-Sebastia,"3,000,000 ֏",AMD,The land is privatizedTranslated from Armenian,Nov-24-2022_16-33,,,https://list.am/en/item/17209762
Garage,34 sq.m.,"Լյուքսեմբուրգի փողոց 9/3, Երևան","$9,500",USD,"Double garage1st floor 17 sq m separate entrance as a garage2nd floor 17.4 sqm separate entrance as commercial space, adjacent to Luxembourg Street17.4 square meter roof as storageIn front of the 2nd floor, another 30 square meters 3x10 free space, next to Luxemburg Streetstone buildingTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17972745
Garage,21 sq.m.,"Svachyan street, Yerevan","4,600,000 ֏",AMD,"Продается каменный гараж во дворе ул Свачяна 45Гараж сухой, не протекает, имеет ямку для ремонта.",Nov-24-2022_16-33,,,https://list.am/en/item/18070770
Garage,30 sq.m.,"Bashinjaghyan street 2-nd lane 1, Yerevan","8,000,000 ֏",AMD,"A garage is for sale in the garages next to the 1st building, Bashinjaghyan 2nd lane. It has a basement. The total area is 30.64 sq. M. Without basement 21.7 sq. M. The garage and the plot of land on which it is built are privatized, all documents are available.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/18248719
Garage,27 sq.m.,"Mazmanyan Street 5, Yerevan","$9,500",USD,"The garage is located at 5 Mazmanyan Street, the length is 9.5 meters, the width is 3 meters.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17996141
Garage,18 sq.m.,Yerevan › Davitashen,"3,000,000 ֏",AMD,Garage for saleNear building 5 of Davtashen 1st district.It is in good condition.It also has a basementTotal area: 18 square meters.It is a stone garage.Translated from Armenian,Nov-24-2022_16-33,,,https://list.am/en/item/18226804
Garage,23 sq.m.,"Atoyan street passing 9, Yerevan","$7,500",USD,The garage is ownedTranslated from Armenian,Nov-24-2022_16-33,,,https://list.am/en/item/17461382
Garage,18 sq.m.,"Դավիթ Մալյան փողոց 22/6, Երևան","$9,000",USD,"The roof has just been repaired, and we have just repaired the insideTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16599331
Garage,24 sq.m.,"Mantashyan street, Yerevan","$5,000",USD,В хорошем состоянии,Nov-24-2022_16-33,,,https://list.am/en/item/17889076
Garage,25 sq.m.,"Գյուլբենկյան փողոց 39Ա, Երևան","$15,000",USD,"The garage is made of stone, it is possible to build a shop or other building on it.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16482487
Garage,17 sq.m.,"Улица Грачья Ачаряна 32, Ереван","$12,000",USD,"Ավտոտնակ, քարե, երկու ավտոտնակների արանքում, փոսով, չոր, հաստ մետաղական դարպասներով, տանիքը վերանորոգված։ Հողը նույնպես սեփականություն։Продается гараж, сухой, каменный, теплый, с воротами из толстого металла, с ревизионной ямой.",Nov-24-2022_16-33,,,https://list.am/en/item/17829107
Garage,18 sq.m.,Yerevan › Kentron,"$50,000",USD,Garage for sale near Freedom Square (Opera) Address: 42 Mashtots Ave. Located near KFC.Certificate of ownership is available.Translated from Armenian,Nov-24-2022_16-33,,,https://list.am/en/item/17741500
Garage,20 sq.m.,"Zoravar Andranik street, Yerevan","$6,000",USD,Andraniki 6 shenq Qaric avtotnak yamov,Nov-24-2022_16-33,,,https://list.am/en/item/15695060
Garage,30 sq.m.,Yerevan › Nubarashen,"$4,000",USD,"11 փողոց 12 շենքի հարեվանությամբ, ունի պադվալ",Nov-24-2022_16-33,,,https://list.am/en/item/16220253
Garage,18 sq.m.,"Zakaria Sarkavag street, Yerevan","3,000,000 ֏",AMD,"A stone garage for sale in the yard of 106/1 building, renovated, located in the most convenient part of the yard.Translated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16207106
Garage,20 sq.m.,"Tigran Mets Avenue, Yerevan","$11,000",USD,"A metal garage for sale, newly renovated, for a monthly rent of 30,000 AMD. The garage is located at the back of Vahan Teryan schoolTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/17274574
Garage,25 sq.m.,Yerevan › Kanaker-Zeytun,"$7,500",USD,Продается или обмен,Nov-24-2022_16-33,,,https://list.am/en/item/16082632
Garage,33 sq.m.,"Nansen street 21, Yerevan","$9,000",USD,Продам 2 этажный гараж 33 кв. Подвал 20 кв.,Nov-24-2022_16-33,,,https://list.am/en/item/17278042
Garage,33 sq.m.,"Charents block 10, Yerevan","$15,500",USD,"Քարե ավտոտնակ, 2 մեքենայի համար, սեփականաշնորված",Nov-24-2022_16-33,,,https://list.am/en/item/17226663
Garage,21 sq.m.,"Tigran Mets Avenue, Yerevan","$13,000",USD,"Garage for salePrice: $ 13,000, negotiableTranslated from Armenian",Nov-24-2022_16-33,,,https://list.am/en/item/16200640
