Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Panels,No,Available,9,62 sq.m.,2,1,from 2.5 m,7,Closed balcony,Available,Euro Renovation,"TElevision, parking space","FRidge, microwave, washing machine, water heater","YArd view, street view, city view",2,Negotiable,No,Not included,Without prepayment,"3rd microdistrict 5, Abovyan","230,000 ֏ monthly",AMD,"Имеется холодная и горячая вода, находится вблизи магазин, кафе, больницы, автобусной стоянки, церкви, лифт работает. Есть паровое отопление.",Nov-24-2022_16-44,PLayground,OUtdoor parking,https://list.am/en/item/17934073
Monolith,Yes,Available,12,32 sq.m.,1,1,from 3 m,8,Not available,Available,Designer Renovation,,,,2,No,No,By Agreement,2 weeks,"Օլիմպիադիայի փողոց 8, Ծաղկաձոր","20,000 ֏ daily",AMD,(In Tsakhkadzor without intermediaries) Kechi House N199 invites you to spend your vacation in this newly built apartment * Located next to the Sports Base and Mori Plaza * 2.5 km from the Ropeway * All amenities are available. * In case of booking 3 days and more there will be discounts Accommodation can accommodate up to 4 people Check in 14.00. Check out 12.00:Translated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/17472774
Monolith,Yes,Not available,2,70 sq.m.,4,2,from 3.5 m,2,Not available,,Designer Renovation,,,,,,,,,Kotayk › Nor Hachen,"350,000 ֏ monthly",AMD,Apartment for rent with all utilitiesWiFi air conditioning: Beautiful garden viewTranslated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/18020487
Monolith,Yes,Available,8,48 sq.m.,2,1,from 3 m,2,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"Ծաղկաձորում, առամց միջնորդի վարձով է տրվում 2 սենյականոց բնակարան նորակառույց բազմաֆունկցիոնալ Ալվինա կոմպլեքսում (Alvina complex) ։ Բնակարանը անբողջությամբ կահավորված է և նախատեսված է ընտանեկան հաճելի հանգստի համար։ Ունի բաց պատշգամբ, որից բացվում է գեղեցիկ տեսարան։ Գործում է 3 վերելակ։ Տարածքում է գտնվում Ծաղկաձորի բոլոր գեղատեսիլ վայրերը՝ Կեչարիս եկեղեցին, ճոպանողին, զիպլայն, սպորտբազան, Յասաման և Փուռ ռեստորանները, դեղատուն, խանութներ և այլն։Բնակարանում առկա է՝*երկտեղանոց մահճակալ,*բազմոց, որը բացվում է*սմարթ հեռուստացույց*լվացքի ավտոմատ մեքենա*սառնարան,*միկրոալիքային վառարան*էլետրական պլիտա,*թեյնիկ,*խոհանոցային և անկողնային անհրաժեշտ պարագաներ,*ջեռուցում,*ապահովված է տաք և սառը ջրով,*Wi-FiԿախված օրերի քանակից հնարավոր են զեղչեր։Քաղաք Ծաղկաձոր, City Tsaghkadzor, город Цахкадзор.В новом жилом комплексе в Цахкадзоре сдается в аренду 2-х комнатная квартира (48кв. М.) с болконом видом на горы и леса. Имеются все удобства. В Цахкадзоре- 35минут от Еревана. Это аппартамент 5 звездочного оттелья.Квартира находится рядом с церковью Кечарис. Квартира недавно отремонтирована в 2022г. Имеется двуспальная кровать, а так же в основной комнате установлен диван-кровать. Предусмотрены все удобства для полноценного проживания.-Apartment for rent (for 3-4persons) in the Tsaghkadzor, near the church Kecharis. The apartment is newly (2022) There is a bedroom for two, and a sofa for two persons.#Tsaghkadzor_Alvina_ComplexՀյուրանոցՀյուրատունՕրավարձՆորակառուցՇենքՀամալիրՀանգստյան գոտի",Nov-24-2022_16-44,,,https://list.am/en/item/18365449
Panels,No,Available,9,92 sq.m.,4,1,from 3 m,4,Closed balcony,,Partial Renovation,,,,,,,,,"Sevani street, Abovyan","160,000 ֏ monthly",AMD,"Տրվում է վարձով 4 սենյականոց բնակարան Աբովյան քաղաքի լավագույն հատվածներից մեկում (Աբովյան Սուպերմարկետի հետևի հատվածում)Բաղնիք, զուգատանը կապիտալ վերանբրոգվածՄնացածը պետական վիճակառանց բաքսի համակարգիՏրվում է նաև կարճաժամկետԶանգահարել",Nov-24-2022_16-44,,,https://list.am/en/item/18364651
Monolith,Yes,Available,8,50 sq.m.,2,1,from 3 m,4,Open balcony,Available,Major Renovation,,,,4,Yes,No,Not included,2 months,Kotayk › Tsakhkadzor,"$1,000 monthly",USD,"Վարձով է տրվում գեղեցիկ դիզայնով բնակարան նորակառույց շենքում• 1 ննջարան,• հյուրասենյակ,• Կահույք, տեխնիկա• Սպասք, անկողնային պարագաներ,• խաղահրապարակ• ինտերնետ wi-fi,• ավտոկայանատեղի 24 ժամյա հսկողությամբ,2 սենյակ - 50 m2 – 4/8 հարկԿարող է տեղավորել մինչև 4 անձԱնցկացրեք ձեր հանգիստը գեղատեսիլ Ծաղկաձորում։Ամրագրելու համար զանգահարել նախապես:Հնարավոր է նաեւ երկարաժամկետ մատչելի գնով։_Красиво оформленная квартира сдается в новостройке.• 1 спальня,• гостинная,• Мебель, техника• Посуда, постельное белье,• Игровая площадка• wi-fi интернет,• Круглосуточный контроль парковки;2 комнаты - 50 м2 – 4/8 эт.Вмещает до 4 человекПроведите отпуск в прекрасном Цахкадзоре.Звоните заранее, чтобы сделать заказ._An apartment with amazing design is for daily rent in the newly built.• 1 bedroom• Living room• Furniture, equipment• Kitchenware, bedding• Playground• Wifi internet• 24-hour parking with security• 2 rooms of 50sq m, 4 floor of 8.• For up to 4 peopleArrange your rest in picturesque Tsaghladzor.Please call for reservations",Nov-24-2022_16-44,,,https://list.am/en/item/17494450
Monolith,Yes,Available,8,50 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,"TElevision, air conditioner, internet, parking space","FRidge, stove, microwave, coffee maker, washing machine, water heater, iron","YArd view, park view",4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zipline, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The guest houseDaily wageNew constructionA buildingComplexRestTranslated from Armenian",Nov-24-2022_16-44,"COncierge, playground",OUtdoor parking,https://list.am/en/item/18074573
Monolith,Yes,Available,8,52 sq.m.,2,1,from 3 m,3,Open balcony,Available,Designer Renovation,,,,4,Yes,No,Included,By Agreement,Kotayk › Tsakhkadzor,"17,000 ֏ daily",AMD,"(WITHOUT INTERMEDIARY)Suit Rest Tsaghkadzor invites newlyweds (and not only) to spend your vacation in this newly built apartment.* It is located next to Sportbaza and Mori Plaza.Distance from the center - 800 m, from Kecharis Church - 500 m, from Shangri-La Casino - 300 m, from the cable car - 2.5 km.* 1 bedroom (double bed)* If you book 3 days or more, there will be significant discounts* preferred destination for newly married couples* Centralized heating* Constant hot and cold water* Dishes, bedding* household items* TV, wi-fi + TV Ucom* free of charge* folding sofa* there are 3 elevators 3 elevators* parking lotP. S. It is a priority for us.1. The comfort of our guests2. Purity3. The warmth and your smile.The house can accommodate up to 4 people overnight.* There will be discounts for 3 or more daysCheck in (entrance) – 13:00Check out - 11:00We will be happy to ensure your comfortable and pleasant stay.All the beautiful places of Tsaghkadzor are located in the area: Kecharis church, ropeway, zipline, sports base, ""Panarama"", ""Yasaman"" and ""Pur"" restaurants, pharmacy, shops, etc.* The apartment is very bright, has a beautiful view of the beautiful nature.City Tsaghkadzor, City Tsaghkadzor, город Цахкадзор. Hotel, Alvina complex.The guest houseDaily wageNew constructionA buildingComplexRestCode AlvinaTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18151498
Monolith,Yes,Available,8,86 sq.m.,3,2,from 3.5 m,8,Open balcony,,Designer Renovation,,,,5,Yes,No,Not included,1 month,Kotayk › Tsakhkadzor,"$1,100 monthly",USD,"Brand new luxury 2 level 2 + 1 bedroom apartment in Tsakhadzor. Top floor panoramic view. European appliances, fridge, stove, dishwasher, washing machine, 65 sm Samsung smart TV. 1 double bed, 2 single beds and a sofa bed. Apartment is very clean. Available for long or short term. Rent for $1100/month.Совершенно новая роскошная 2-х уровневая 2 + 1 комнатная квартира в Цахкадзоре. Панорамный вид, верхний этаж. Техника европейская, холодильник, плита, посудомойка, стиральная машина, смарт ТВ Самсунг 65 см. 1 двуспальная кровать, 2 односпальные кровати и диван-кровать. Квартира очень чистая. Сдается на длительный или короткий срок -$1100/monthԲոլորովին նոր շքեղ 2 հարկանի 2 + 1 սենյականոց բնակարան Ծաղաձորում։. Վերին հարկի համայնապատկերային տեսարան. Եվրոպական տեխնիկա, սառնարան, վառարան, աման լվացող մեքենա, լվացքի մեքենա, 65 սմ Samsung smart TV. 1 երկտեղ մահճակալ, 2 մեկտեղանոց մահճակալ և մեկ բազմոց մահճակալ։ Բնակարանը շատ մաքուր է։ Հասանելի է երկարաժամկետ կամ կարճաժամկետ: $1100/amisԿոդ SV213",Nov-24-2022_16-44,,,https://list.am/en/item/17840836
Monolith,Yes,Available,10,65 sq.m.,2,1,from 3 m,5,Open balcony,,Designer Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"$1,000 monthly",USD,Ծաղկաձորում բնակարան1 ննջարան1 հյուրասենյակԲաց պատշգամբՄանրամասների համար զանգահարելКурортный город Цахкадзор1 спальна1 гостинаяОткрытый балконКвартира полностью отремонтированаДля больше информации звонитеCaxkadzor Tsaxkadzor1 bedroom1 living roomOpen balconyFull renovationFor more information callԿոդ 2224,Nov-24-2022_16-44,,,https://list.am/en/item/17477792
Monolith,Yes,Available,5,70 sq.m.,3,1,from 3 m,4,Multiple balconies,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"20,000 ֏ daily",AMD,"Mori Plaza6th floor of an 8-storey buildingNew building, elevator, euro repaired, furnished, smart TV, refrigerator, washing machine, dishwasher, air conditioner, baxi heating system, hot-cold water, open balconyIt is possible to rent it for 1 or 2 months.Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/9315217
Monolith,Yes,Available,8,47 sq.m.,2,1,from 2.7 m,5,Open balcony,Available,Euro Renovation,"TElevision, internet, parking space","FRidge, stove, washing machine","YArd view, park view",4,Yes,No,Not included,1 month,Kotayk › Tsakhkadzor,"20,000 ֏ daily",AMD,"Квартира находится в новостройке, присутствует евроремонт, в здании есть лифт, на первом этапе есть прачечная, парковка бесплатная, во дворе дома так есть мангал, а рядом в здании Море плазы есть закрытый бассейн, в квартире присутствует телевизор, пылесос, стиральная машинка, WI-FI, постельное бельё, посуда, холодильник",Nov-24-2022_16-44,,OUtdoor parking,https://list.am/en/item/18362765
Stone,No,Not available,4,30 sq.m.,1,1,from 2.7 m,1,Not available,Available,Old Renovation,TElevision,"FRidge, stove, washing machine","YArd view, park view",1,No,No,Not included,1 month,Kotayk › Hrazdan,"120,000 ֏ monthly",AMD,"Hrazdan micro-district 15-Deposit for the first and last months: ""hot and cold water, gas tank, there is a school in front of it, a clean apartment with light, insolvent poor who lower the price"" do not call, the apartment is free from May 1, you need to book in advance direct the first month's paymentTranslated from Armenian",Nov-24-2022_16-44,,OUtdoor parking,https://list.am/en/item/17958224
Stone,Yes,Not available,1,150 sq.m.,2,2,from 3.5 m,1,Open balcony,,Designer Renovation,,,,,,,,,"Tandzaghbyuri St, Tsaghkadzor","120,000 ֏ daily",AMD,"2 roomsfireplace:BarbecueeventsAccommodation for 8 peopleTsakhkadzor, house, villa, cottage, restTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/15582694
Monolith,Yes,Available,4,110 sq.m.,3,1,from 3 m,4,Open balcony,,Designer Renovation,,,,4,Yes,No,Not included,1 month,"18th street of Khachatur Abovyan, Aring","$1,000 monthly",USD,Real estate agencyCode TTT250Translated from Armenian,Nov-24-2022_16-44,,,https://list.am/en/item/17678307
Stone,No,Not available,5,60 sq.m.,2,1,from 2.5 m,5,Not available,Available,Euro Renovation,,,,3,Yes,No,Not included,1 month,"Isahakyan street, Ծաղկաձոր","230,000 ֏ monthly",AMD,"A 2-room apartment on the 5-1st floor is for long-term rent in Tsaghkadzor, Marzabaza district. The apartment is fully renovated, furnished, equipped with household appliancesTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18074591
Stone,Yes,Available,7,47 sq.m.,2,1,from 2.75 m,5,Open balcony,,Designer Renovation,,,,3,Yes,No,Not included,By Agreement,"Khachik Muradyan Street 3, Tsaghkadzor","300,000 ֏ monthly",AMD,"The apartment is located in the newly built Alvina buildingThere is wifi, heating, kitchen electric stove (stove), refrigerator, washing machine,Smart TV, electronic lockAlso available on a daily basisCall in case of questionsTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18362126
Panels,No,Not available,5,80 sq.m.,3,1,from 2.75 m,2,Multiple balconies,,Major Renovation,,,,,,,,,Kotayk › Hankavan,"19,999 ֏ daily",AMD,"For rent:An apartment is for daily rent in Hankavan, near hot water, with all its amenities.3 rooms1 bathroomKitchen2 open balconiesAll utilities are convenientSkewer, barbecueBeautiful green viewTranslated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17872736
Panels,No,Available,9,56 sq.m.,2,1,from 3.5 m,1,Closed balcony,,Euro Renovation,,,,4,Yes,Yes,Not included,1 month,Kotayk › Jrvezh,"200,000 ֏ monthly",AMD,Сдаётся срочно на длительный срок очень чистая и уютная Банаван 16,Nov-24-2022_16-44,,,https://list.am/en/item/18280497
Monolith,Yes,Available,12,32 sq.m.,1,1,from 3 m,6,Not available,Available,Major Renovation,,,,4,Yes,No,By Agreement,2 weeks,"Олимпийская улица 8, Цахкадзор","20,000 ֏ daily",AMD,"Посуточно 20.000 др вместо 25.000 дрАрмянский Цахкадзор – среди лучших зимних курортов СНГ.В нашей уютной комнате Вы сможете отдохнуть набраться сил и прекрасно провести время.Комната находится в новом комплексе Kechi House, на 6 этаже Комплекс расположен в 3 минутах езды до центра города и в 5 минутах езды от горнолыжных подъёмников. К услугам гостей бесплатная парковка, WiFi и 20% скидка на ZipLine и ресторан Panorama. В комнате есть отопление и горячая вода. Телевизор смарт, холодильник, плита, чайник и вся необходимая кухонная посуда. Тапочки, шампунь, зубная паста и другие гигиенические принадлежности.На первом 1 этаже супермаркет.Разрешается проживание 2 их детейВремя заезда с 14:00, выезд в 12:00. Оплату необходимо внести посредством банковского перевода до приезда1 օր ամրագրելու դեպքում 2 անձի համար օրական 20.000 դր 25.000 ի փոխարեն։1 սենյակը 32 քառակուսի է, գտնվում է նորակառույց Kechi House շենքում։ Սենյակում առկա է՝երկտեղանոց մահճակալ և հավելյալ բացվող բազմոց 2 հյուրի համարհեռուստացույցսառնարանէլետրական պլիտաօդաքարշ (вытяжка)թեյնիկ, խոհանոցային անհրաժեշտպարագաներ նաև տաք ջուր, ջեռուցումՖեն, սրբիչ, հողաթափեր, ատամի մածուկ, շամպուն, օճառ, անձեռոցիկանվճար WiFi, 200 ից ավել հեռուստաալիքներ20% զեղչ Panorama restaurant ում միայն մեր համարը ամրագրելու դեպքում20% զեղչ ZipLine օգտվելու դեպքումՄանրամասներին ծանոթանալու համար կարող եք նաև զանգահարել՝ 099004000",Nov-24-2022_16-44,,,https://list.am/en/item/17208603
Stone,No,Not available,5,50 sq.m.,3,1,from 2.75 m,3,Not available,,Designer Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"280,000 ֏ monthly",AMD,"Վարձով է տրվում բնակարան Ծաղկաձորի կենտրոնում։ 5 հարկանի քարե շենքի 3րդ հարկում։ Բնակարանը, որը մենք տրամադրում ենք, գրավում է մեր հյուրերին գնի-որակի չափանիշով: Վերանորոգված է 2020 թվականին։ Ինտերիերի զուսպ երանգները բնակարանին տալիս են հանգիստ մթնոլորտ։ Հյուրասենյակը սահուն հոսում է խոհանոց, որտեղ առկա են բոլոր անհրաժեշտ պարագաներն ու տեխնիկան։ Երկու առանձին ննջասենյակ։Բնակարանն ունի կենտրոնացված ջեռուցում, լվացքի չորանոց, արդուկ, ֆեն, գազօջախ ջեռոցով, միկրոալիքային վառարան, սառնարան։ անվճար WI-FI, LED-հեռուստացույցներ (3 հատ) կաբելային հեռուստատեսությամբ։Բնակարանը գտնվում է քարե, բնակելի շենքում 3-րդ հարկում։. Сдается квартира в центре Цахкадзора. На 3 этаже 5-ти этажного каменного дома. Квартира, которую мы предоставляем, привлекает наших гостей по соотношению цены и качества. Отремонтирован в 2020 году. Сдержанные оттенки интерьера придают квартире спокойную атмосферу. Гостиная плавно перетекает в кухню, где имеется вся необходимая посуда и техника. Две отдельные спальни.В квартире есть центральное отопление, сушилка для белья, утюг, фен, газовая плита, микроволновая печь, холодильник. Бесплатный WI-FI, LED-телевизоры (3 шт.) с кабельным телевидением.Квартира расположена в каменном жилом доме на 3 этаже",Nov-24-2022_16-45,,,https://list.am/en/item/17861554
Monolith,Yes,Available,8,46 sq.m.,2,1,from 2.75 m,2,Open balcony,,Euro Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"19,000 ֏ daily",AMD,"Сдается двухкомнатная квартира в курортном г. Цахкадзор. (Мори Плаза) 8/2 этаж. Квартира обеспечена всеми удобствами- отопление, новая мебель, посуда, белье, TV, открытий балкон. Рассчитана на 4 чел.Օրավարձով է տրվում 2 սենյականոց բնակարան Ծաղկաձորում (Մորի Պլազա) : Նորակառույց շենք, 8/2 հարկ։ Ամբողջովին վերանորոգված, կահավորված, հագեցաց տեխնիկայով, սպասքով եւ սպիտակեղենով։ Էլեկտրական ջեռուցում, բաց պատշգամբ հիանալի տեսարանով։ Նախատեսված է 4 հոգու համար՝ երկտեղանի անկողին և բազմոց (բացվող) ։Сдается двухкомнатная квартира в курортном г. Цахкадзор. (Мори Плаза) 8/2 этаж. Квартира обеспечена всеми удобствами- отопление, новая мебель, посуда, белье, TV, открытий балкон. Рассчитана на 4 чел.",Nov-24-2022_16-45,,,https://list.am/en/item/16425587
Stone,Yes,Available,8,105 sq.m.,3,2,from 2.6 m,5,Open balcony,Available,Euro Renovation,,,,5,Yes,Yes,Included,Without prepayment,"Խաչիկ Մուրադյանի փողոց 11, Ծաղկաձոր","15,000 ֏ daily",AMD,"5 օր և ավել օրեր ամրագրելու դեպքում կլինեն զեղչեր---Mori Plaza: Վայելեք Ծաղկաձորյան Ձեր հանգիստը այս հարմարավետ բնակարանում: Բնակարանը գտնվում է սպորտբազայի հարևանությամբ: Ապահովված է ջեռուցումով և տաք ջրով: Բնակարանում կարող են գիշերել մինչև 6 հոգի: Առկա է սպասք, սպիտակեղեն, կենցաղային պարագաներ:  Ուրախ կլինենք ապահովել Ձեր հարմարավետ ու հաճելի հանգիստը:  Ամրագրելու համար զանգահարել. 7 օրից ավելի դեպքում 20% զեխչ։Мы предлагаем уютную квартиру в Цахкадзоре с 2-мя спальнями, большим залом, кухней и 2-мя туалетами. С мангалом во дворе. В квартире есть все удобства для комфортного отдыха и проживания (WI-FI, электрочайник, микроволновка, стиральная машинка, телевизор, постельное белье, полотенца, туал. Бумага, мыло и т. Д.)Дом находится примерно в 1 км от центра города, где расположено много кафе, ресторанов, закусочных и магазинов.Недалеко от домика есть канатная дорога с четырех уровневой горнолыжной трассой, закрытый платный бассейн, работающий в любое время года, минизаповедник с оленями.Максимальное кол-во до 7 человек.С ЖИВОТНЫМИ И КУРИТЬ НЕЛЬЗЯ.При необходимости, можем встретить и проводить в аэропорт /из аэропорта (за отдельную плату)Ответим на все ваши вопросы по телефону или по вайберу (тот же номер с кодом + 374) из сделаем ваше пребывание комфортным. Цена зависит от количества дней и проживающих.На растоянии 200 м от дома есть ZIP LINE, прыгнув с которого, можно получить незабываемый адреналин.",Nov-24-2022_16-45,,,https://list.am/en/item/17546539
Monolith,Yes,Available,12,30 sq.m.,1,1,from 3 m,3,Open balcony,Available,Euro Renovation,,,,3,Yes,Yes,Included,Without prepayment,Kotayk › Tsakhkadzor,"10,000 ֏ daily",AMD,"I offer a pleasant rest in the comfortable apartment of the newly built Kechi House complex in Tsakhkadzor.The apartment is located 1.5 km away from the center. It is a one-room beautiful loft renovated furnished apartment, which has all the amenities, including a kitchen, equipped with all the necessary utensils. The apartment is heated, it is provided with hot and cold water. It is intended for a maximum of 4 people (there is an opening sofa) It has a balcony with a beautiful forest view, a deer reserve.Nearby is the sports complex with a large swimming pool and Multi Rest House complex, the pool of which can also be used.A pleasant surprise awaits the newlyweds.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17255591
Stone,No,Not available,4,45 sq.m.,1,1,from 2.75 m,3,Open balcony,Available,Cosmetic Renovation,,,,2,No,No,Not included,2 months,"Սպանդարյան փողոց 1, Հրազդան","90,000 ֏ monthly",AMD,"A 1-room apartment on the 3rd/4th floor is for rent. First line, sunny, clean, bright. It has an open balcony. With all utilities. Comes with new furniture and appliances.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18257586
Stone,Yes,Not available,4,16 sq.m.,1,1,from 2.6 m,4,Open balcony,Available,Euro Renovation,,,,2,Yes,No,Included,6 months,"Barekamutian street, Abovyan","85,000 ֏ monthly",AMD,Bed refrigerator TVTranslated from Armenian,Nov-24-2022_16-45,,,https://list.am/en/item/14210768
Monolith,Yes,Available,11,32 sq.m.,1,1,from 3 m,4,Not available,Available,Major Renovation,,,,2,Yes,No,By Agreement,1 month,"Antarayin 1st blok 10, Tsaghkadzor","250,000 ֏ monthly",AMD,"One-room apartment is for rent in Kech House district of Charkadzor, on the 11/4 floor. Fully renovated, along with furniture and appliances.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/17773092
Monolith,Yes,Available,11,62 sq.m.,2,1,from 2.8 m,3,Open balcony,,Designer Renovation,,,,4,Yes,No,Included,Without prepayment,"Antarayin 1st blok 10, Tsaghkadzor","25,000 ֏ daily",AMD,"Կեչի նորակառույց էլիտար հյուրանոցային համալիրը գտնվում է Սպորտ բազայի հարևանությամբ: Բնակարանը տրվում է օրավարձով, կարող է քննարկվել նաև երկարաժամկետ պայմաններով:Բնակարանը վերանորոգված է դիզայներական ոճով, բնակեցված չէ: Ունի երկու սենյակ, հյուրերի քանակը՝ 4։ Կահավորված է բոլոր հարմարություններով՝ մշտական տաք և սառը ջուր, ջեռուցում, խոհանոցային պարագաներ, TV, wifi, բաց պատշգամբ, առանձին ավտոկայանատեղի և այլն։Նշված արժեքը միայն աշխատանքային օրերի համար, հանգստյան և տոն օրերին` 30.000 դրամ:Մանրամասների համար զանգահարել:Посуточная аренда гостиничная квартира в Цахкадзоре дизайнерский ремонтСдается 2х комнатная квартира в новостройке в г. Цахкадзоре, 62 кв, высокие потолки.* За ночь - 25.000 драм* Также можем обсудить вариант длительного проживания 6 месяцев или более (ежемесячная оплата 350.000 драм)* В доме могут разместиться до 4 человек на ночь. Есть раскладной диван.* есть скидки при бронировании более 3х дней.* Предпочтительное место для молодоженов* Центральное отопление* Посуда, постельное белье, холодильник* ТВ, вай-фай* открытый балкон* Клининг услуга* Паркинг",Nov-24-2022_16-45,,,https://list.am/en/item/18024947
Monolith,Yes,Available,9,48 sq.m.,2,1,from 3 m,4,Open balcony,,Euro Renovation,,,,5,Yes,Yes,Not included,By Agreement,"Khachik Muradyan Street 3, Tsaghkadzor","400,000 ֏ monthly",AMD,"Տրվում է միայն երկարաժամկետ 1ամսից սկսված երկու սենյականոց բնակարան Ծաղկաձորի Alvina Complex համալիրում։ Շենքը ունի անվտանգության համակարգ, մեծ ավտոկայանատեղի, վերելակ, մեծ ֆոյե։ Բնակարանը հագեցած է անհրաժեշտ կահույքով, տեխնիկայով և բոլոր կոմունալ հարմարություններով: Գինը նշված է 1ամսի համար, երկարատև վարձակալութունը պայմանագրային: Հասցե ՝ քաղաք Ծաղկաձոր Խաչիկ Մուրադյան 3:Only a two-room apartment beginning in a long 1-month period is provided at the Alvina Complex complex in Flower. The building has a security system, a large parking lot, an elevator, and a large foie. The apartment is equipped with the necessary furniture, technology, and all communal facilities.Только двухкомнатная квартира, начинающаяся в длительный 1-месячный период, предоставляется в комплексе Alvina Complex в Flower. В здании есть система безопасности, большая парковка, лифт и большая фуа. Квартира оборудована необходимой мебелью, техникой и всеми коммунальными удобствами.Translated from Armenian",Nov-24-2022_16-45,,,https://list.am/en/item/18249936
Panels,No,Available,9,78 sq.m.,3,1,from 2.75 m,5,Closed balcony,,Euro Renovation,,,,,,,,,Kotayk › Jrvezh,"300,000 ֏ monthly",AMD,A three-room apartment is for sale with capital renovated property with equipment 300 000 AMD and daily rent 20 000 AMDTranslated from Armenian,Nov-24-2022_16-45,,,https://list.am/en/item/18358065
Stone,Yes,Available,8,48 sq.m.,2,1,from 2.75 m,5,Multiple balconies,Available,Euro Renovation,"TElevision, air conditioner, internet, parking space","FRidge, stove, microwave, washing machine",PArk view,4,Yes,No,Not included,By Agreement,"Khachik Muradyan Street 3, Tsaghkadzor","350,000 ֏ monthly",AMD,"РусскийСдается в аренду 2-х комнатная квартира в новом пятизвёздочном гостиничном комплексе Алвина - горнолыжного курорта г. Цахкадзор расположеный по адресу ул. Хачика Мурадяна 3 (в 55км от Еревана)Описание:Все для комфортного жилья присутствует: Дизайнерский ремонт, кухня-гостиная, 1 спальня. Есть 2 барных стула и уютная лаунж зона с диваном-кроватью (двухместная), журнальный столик, витражные окна и 2 балкона (один из балконов французский), с которых открывается великолепный панорамный вид. Спальня укомплектована удобной мебелью: Двухспальная кровать, шкаф и 2 прикроватные тумбы, Ванная комната оборудована душевой кабиной. Созданы все условия для отдыха и творческой работы. Также себя здесь уютно почувствуют фрилансеры.В комплектацию апартаментов включены следующие удобства:Кухня со всеми удобствами: Холодильник, электрическая плита и электрический чайник, микроволновая печь, полный набор посуды и столовых приборов, телевизор с плоским экраном, стиральная машина, постельное белье и полотенца, скоростной интернет, централизованное отопление, горячая и холодная вода, служба безопасности 24/7, бесплатная парковка.Начиная с июля в комлексе откроются – Бассейн, СПА, Боулинг, Тренажерный зал, Рестораны, Бары, Кафэ. Работают такси, доставка и т.Расстояние от канатной дороги - 3 км, в 15 минутах ходьбы от монастырского комплекса Кечарис. Расстояние от центра города 1,5км где магазины, отличные рестораны и кафе, музей братьев Орбели.Стоимость аренды:Посуточно за 25.000 AMD, а с 25 Декабря по 13 Января 70.000 AMD - включая все коммунальные платежи и услуги350.000 AMD при долгосрочной аренды – не включая все коммунальные платежи и услугиДепозит в размере месячной арендной платы, возвратный.С нами можно также связаться по:Viber, WhatsApp",Nov-24-2022_16-45,,OUtdoor parking,https://list.am/en/item/17737157
