Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links
House,Stone,78 sq.m.,1,3,1,,,Partial Renovation,"Dprotsi street, Vanadzor","$48,000",USD,For sale with propertyTranslated from Armenian,Nov-25-2022_00-21,100 sq.m.,,,,https://list.am/en/item/18361105
House,Stone,185 sq.m.,1,8+,1,,,Old Renovation,"Գետափնյա փողոց 5, Ստեփանավան","$20,000",USD,Call for more informationTranslated from Armenian,Nov-25-2022_00-21,682 sq.m.,,,,https://list.am/en/item/17808599
House,Stone,132 sq.m.,2,5,2,,,Old Renovation,Lorri › Vanadzor,"$32,000",USD,"A 2-story stone house with all utilities is for sale at Lorva 6, Vanadzor. The house is in good condition, the area is 132 square meters. It has a garage, boiler room, basement, balcony.There are 2 rooms, a bathroom on the 1st floor, 3 rooms, a bathroom, a kitchen on the 2nd floor.For details, call the indicated phone number.Price negotiableTranslated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/18321225
House,Stone,157 sq.m.,2,5,1,,,Old Renovation,Lorri › Vanadzor,"$37,000",USD,"A 2-story stone house with all utilities is for sale at Lorva 6, Vanadzor. The house is in good condition, the area is 157 square meters. It has a garage, a boiler room, a basement, a balcony, a small plot of land. There is 1 more parking space in the yard.For details, call the indicated phone number.The price is negotiable.Translated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/18276786
House,Stone,268 sq.m.,2,5,1,Not available,1 spot,Cosmetic Renovation,Lorri › Lernantsk,"9,113,000 ֏",AMD,"The property is the Bank's collateral, which is in the BANKRUPTCY auction.Lori region, c ․ Lernantsq, 15 st. , residential house located at No. 3, 268․2 sq. M., land plot - 1100 sq. M. The building is two-storey, stone, the mezzanine is reinforced concrete, the roof is slate, the windows, the interior doors are wooden, metal-plastic, the floor is parquet, tiled, the bathroom is tiled, there is a heating system.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.! Attention!The property is encumbered with actual users, whose eviction բոլոր all necessary costs arising from the contract and actions will be performed by the successful bidder.Translated from Armenian",Nov-25-2022_00-21,1100 sq.m.,,,,https://list.am/en/item/17744653
House,Stone,139 sq.m.,2,3,1,,,Old Renovation,Lorri › Vanadzor,"$20,000",USD,"Дом двухэтажный, построен из туфа. Верхние этажи жилые со старым ремонтом, первый этаж - кухня. На территории имеется гараж, отдельная пристройка под жилую площадь, а также сад с плодовыми деревьями. Санузел находится во дворе. Вода проведена, газ проходит в 1 метре от дома. Дом располагается по адресу: Лорийская область, поселок Памбак, Первая улица, 17. В отличном месте, на первой полосе от трассы",Nov-25-2022_00-21,6 sq.m.,,,,https://list.am/en/item/18326192
,Stone,1500 sq.m.,,7,,,,,Lorri › Tashir,"$30,000",USD,"Վաճառվում է երկհարկանի տուն, ներքին հարդարման աշխատանքները անավարտ են (11,4×12) մ, մանսարդ։ Ընդհանուր հողամասը 1500 քմ։ առկա է շինանյութ օժանդակ կառույցի համար։ Հասցեն Լոռու մարզ, քաղաք Տաշիր, Բաղրամյան (Կրուպսկայա) 1 ա, հասանքը և ջրամատակարարումը առկա, գազաֆիկացված չէ, գազատարը մոտ 10մ։Տարածքը ցանկապատված է։ Շինության նախագիծում նախատեսված է բազմաֆունկցիոնալ կիրառում, բնակելի, հյուրանոց սննդի և այն ըստ նպատակի։ Տարածքը հարմար է անասնապահություն կազմակերպելու տեսանկյունից։ գինը 30000 $ սակարկելի։Հնարավորա նաև փոխանակել բնակարանի հետ Երևանում:",Nov-25-2022_00-21,,,,,https://list.am/en/item/11481665
House,Stone,70 sq.m.,1,2,1,,,Cosmetic Renovation,"Բուլղարական ավան 2-րդ թաղամաս 172, Վանաձոր","$6,000",USD,"The house is for urgent sale. It is located in Bazum district. It has an adjacent garden with productive trees. It also has a separate greenhouse in the yard. The house has electricity, gas, water. It is in good condition. The price is final.Translated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/18360497
Country House,Stone,129 sq.m.,2,3,2,,,Partial Renovation,Lorri › Pushkino,"$65,000",USD,"СРОЧНО! Продаётся 2 дачи с земельным участком. Паралейные двухэтажные здании, первая здания со всеми удобствами для проживания, вторая для гаража, второй этаж свободный можно спокойно из нее сделать комн аты /билиардный. Отлично подходит для Гостиницы/Хостела Готовы к сотрудничеству тоже!",Nov-25-2022_00-21,1700 sq.m.,,,,https://list.am/en/item/17923940
House,Bricks,132 sq.m.,2,6,1,,,Partial Renovation,"Улица Ереванян 194, Ташир","$20,000",USD,"В доме есть постоянная вода, газ, свет. Рядом находятся школа, детский сад, от центра пешком 10 минут. Можно использовать как дача, гостиница. Спокойное, тихое место.",Nov-25-2022_00-21,600 sq.m.,,,,https://list.am/en/item/18261822
House,Stone,633 sq.m.,3,8+,3+,By agreement,3 or more spots,Designer Renovation,Lorri › Vanadzor,"$150,000",USD,"Built after the earthquake, walled, has a monolithic basement, 3 bathrooms, 3 kitchens, a playroom, 6 bedrooms - all rooms have parquet floors, a built-in garage for 2 cars, a shed, wooden doors, living room, 3 balconies, windows with bars, entrance doors (3 units), there is a heating system and there is constant water.Translated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/18091810
House,Stone,90 sq.m.,2,3,1,By agreement,Not available,Cosmetic Renovation,"Erevanyan street 45, Vardenis","$20,000",USD,Utility with all amenities. Heating butter greek mailTranslated from Armenian,Nov-25-2022_00-21,1300 sq.m.,,,,https://list.am/en/item/17237547
House,Bricks,94 sq.m.,4+,4,1,,,Partial Renovation,"Meqenashinararneri district, Vanadzor","13,000,000 ֏",AMD,"The apartment is located in Taron 4 district of Vanadzor city, the building is in good condition, there are shops, a pharmacy, 2 schools, a kindergarten in the yard, the house is on the 4th floor of a 4-story building, it is in normal condition, it has 4 rooms, a total area of 94 square meters, 2 balcony, has all utilities, gas, water, electricity.The price is final, do not call for price reduction.Translated from Armenian",Nov-25-2022_00-21,94 sq.m.,,,,https://list.am/en/item/18359689
House,Stone,140 sq.m.,2,5,2,,,Old Renovation,Lorri › Lermontovo,"12,500,000 ֏",AMD,"The house has constant water, you can draw gas if you wish, it has 2 bathrooms, the stairs to the 2nd floor are from inside the house, there is also a basement inside the house.Translated from Armenian",Nov-25-2022_00-21,3124 sq.m.,,,,https://list.am/en/item/18100541
House,Stone,250 sq.m.,2,5,1,,,Cosmetic Renovation,"3rd lane 3rd street, Darpas","$46,000",USD,"A two-storey private house is for sale urgently in Darpas community near Vanadzor. The outer walls are made of tuff, two-layer. On a solid foundation, with a large yard, spacious balconies, a summer room, a garage (designed for 2 cars) A strong wall 3 meters high was built in the lower part of the house to strengthen the foundation. It is heated with individual heating system (Petersburg system), both gas and wood, there is a fireplace in the living room. With all the necessary furniture and appliances.With the house will be given arable land, 1700 sq / m, also 2000 sq / m land suitable for cattle breeding, greenhouses or other type of business.Negotiable, exchange with a car is possible.Translated from Armenian",Nov-25-2022_00-21,2000 sq.m.,,,,https://list.am/en/item/15850904
House,Stone,252 sq.m.,2,7,1,,,Old Renovation,Lorri › Spitak,"$25,000",USD,"A two-story stone house. The location of the place is very good, first line, approximately one km away from the center. The walls are thick, nothing happened to the earthquake. It is in old condition and needs major repairs.Tumanyan 39 (Shiroyan Karleni's house)Translated from Armenian",Nov-25-2022_00-21,500 sq.m.,,,,https://list.am/en/item/18359336
House,Stone,120 sq.m.,2,4,1,,,Cosmetic Renovation,Lorri › Spitak,"$24,000",USD,"Продам дом в районе Узбекакан, дом частично ремонтирован, есть вода, газ, электричество. Санузел в плитке. Ремонт в комнатах чуток устарел но жыть можно. Полы ламинат, плитка. Окна евро. За доплату оставлю мебель (в хорошем состоянии) в доме есть все необходимое для жизни. Заехать и жить без личних трат.",Nov-25-2022_00-21,600 sq.m.,,,,https://list.am/en/item/17753515
House,Stone,600 sq.m.,2,8+,2,,,No Renovation,Lorri › Stepanavan,"$5,500",USD,"A half-built two-storey house is for sale in Stepanavan. On the left bank, V Hambardzumyan str. , Is the former Ardshinbank street, the land area is 600 square meters, the floor area of the house is 120 square meters. It is marked with a yellow mark on the map.Translated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/14332279
House,Stone,200 sq.m.,2,3,2,,,Partial Renovation,"Sayat-Nova street 22, Vanadzor","$25,000",USD,"In good condition, call for questionsTranslated from Armenian",Nov-25-2022_00-21,500 sq.m.,,,,https://list.am/en/item/18314248
House,Stone,81 sq.m.,2,4,1,By agreement,1 spot,Partial Renovation,"Улица Вазгена Сарксяна, Yerevan","$50,000",USD,Two-story stone house with all utilitiesTranslated from Armenian,Nov-25-2022_00-21,1200 sq.m.,,,,https://list.am/en/item/18041950
House,Stone,137 sq.m.,1,5,1,,,Old Renovation,Lorri › Spitak,"$22,000",USD,"Продается крепкий дом 1993 года постройки из каменного туфа в селе Катнаджур ул. Первая. Крыша - металлочерепица, имеется бетонный подвал 25 кв. М, гараж в доме 21 кв. М, паровое отопление, электричество 220в, водопровод, рядом с забором проходит газопровод на расстоянии 5 метров, участок огорожен каменным туфом высотой 1,7м, на участке имеются плодотворные деревья - яблони и груши, сливы 10 шт. , имеется беседка из металлоконструкции. На окнах стоят декоративные фигурные решетки. Дом расположен в центре населенного пункта, 100м от автобусной остановки, магазины рядом, в деревне имеется школа, детский сад, деревня полностью заасфальтирована в 2021 году, в деревне проживают очень добрые люди, чистый воздух и хорошая экология, реальным покупателям торг. Переселенцам НКО хорошая скидка. Подробности по whatsup",Nov-25-2022_00-21,1300 sq.m.,,,,https://list.am/en/item/17662412
House,Stone,250 sq.m.,2,3,1,,,Old Renovation,Lorri › Stepanavan,"$7,000",USD,"A house for sale in Lori, Stepanavan region. Yagdan. The house has two floors, the first floor is used as a storage room, it can also be made residential, and the second floor is completely residential. There is a large plot of land and another building in front of the house. The price is only $7,000.Translated from Armenian",Nov-25-2022_00-21,1500 sq.m.,,,,https://list.am/en/item/18041362
House,Stone,120 sq.m.,2,5,2,,,Old Renovation,Lorri › Vanadzor,"$28,000",USD,"Private house for sale in Vanadzor,For details, please call those who really want. Part 3:Translated from Armenian",Nov-25-2022_00-21,250 sq.m.,,,,https://list.am/en/item/17906222
House,Panels,240 sq.m.,2,5,1,Not available,3 or more spots,Major Renovation,"Երևանյան խճուղի, Վանաձոր","$60,000",USD,"The house is located on the sidewalk directly in front of the Glori sewing factory. The first floor is not renovated, it is very convenient to use as a workshop, the second floor is renovated and is not inhabited and has never been. Water and electricity availableTranslated from Armenian",Nov-25-2022_00-21,500 sq.m.,,,,https://list.am/en/item/18070656
Country House,Stone,1000 sq.m.,2,4,1,Not available,Not available,No Renovation,Lorri › Stepanavan,"8,000,000 ֏",AMD,The price is negotiable in Agarak villageTranslated from Armenian,Nov-25-2022_00-21,100 sq.m.,,,,https://list.am/en/item/16939610
House,Stone,2000 sq.m.,1,3,1,,,Partial Renovation,Lorri › Arjut,"$10,000",USD,"It has a stable, a pantry, a garage, a plot of land with mature trees.Translated from Armenian",Nov-25-2022_00-21,1750 sq.m.,,,,https://list.am/en/item/18254518
House,Stone,120 sq.m.,2,8+,3+,,,No Renovation,Lorri › Stepanavan,"$15,000",USD,"Unfinished house, shop, land, city Stepanavan Charents 143Translated from Armenian",Nov-25-2022_00-21,300 sq.m.,,,,https://list.am/en/item/15969029
House,Stone,2000 sq.m.,1,2,1,Not available,1 spot,No Renovation,Lorri › Spitak,"$20,000",USD,"Վաճառվում է կիսակառույց տուն ունի մշտական ջուր խմելու և ոռոգման, լույս, գազը գտնվում է տանից ոչ հեռու։ Ունի պտղատու ծառեր և ամուր սարքած գոմ 15 խոշոր անասունի համար նախատեսած։ Ամբողջովին պարիսպապատված։",Nov-25-2022_00-21,,,,,https://list.am/en/item/17900897
House,Stone,335 sq.m.,2,6,1,,,No Renovation,Lorri › Vanadzor,"8,000,000 ֏",AMD,"A two-story private house for sale, it has all utilities, a garage, the house is located in the 3rd part, on Charentsi streetTranslated from Armenian",Nov-25-2022_00-21,53 sq.m.,,,,https://list.am/en/item/18356184
House,Wooden,53 sq.m.,1,2,1,,,Partial Renovation,Lorri › Pushkino,"$19,000",USD,"A country house with its own plot of land is for sale in Pushkino community, Lorva marz. The house is partially renovated and heated.It has a kitchen, a bedroom, a living room and a large covered terrace. The summer house has a cellar, a barn, a pantry, gardens and a vegetable garden. There is 400 square meters of land next to the summer house.The garden has tall fir trees, fruit trees, berriosas and vines.In the yard there is a barbecue, a summer kitchen, a besetka (for 20 people)Appliances, furniture and dishes are included in the price.Call only between 10:00 and 21:00. Price is negotiable for real buyers.Translated from Armenian",Nov-25-2022_00-21,2470 sq.m.,,,,https://list.am/en/item/18355799
House,Stone,200 sq.m.,1,8+,3+,,,Partial Renovation,Lorri › Vanadzor,"$40,000",USD,Private house at 5 Paronyan Street has 3 entrances to a very big houseTranslated from Armenian,Nov-25-2022_00-21,,,,,https://list.am/en/item/15958069
House,Stone,500 sq.m.,2,6,1,,,No Renovation,"Zoravar Andranik street 22, Vanadzor","$29,900",USD,Needs repairOn the sidewalk in front of the driving schoolNEGOTIABLETranslated from Armenian,Nov-25-2022_00-22,500 sq.m.,,,,https://list.am/en/item/18296086
House,Stone,400 sq.m.,3,6,2,,,No Renovation,"Իսահակյանի փողոց 2/5, Վանաձոր","20,000,000 ֏",AMD,Near the front seatfruit treesThe building was built in 1994Call for questions.Translated from Armenian,Nov-25-2022_00-22,1000 sq.m.,,,,https://list.am/en/item/17064485
House,Wooden,100 sq.m.,1,2,1,Not available,Not available,Old Renovation,"Sankt Peterburg street, Vanadzor","800,000 ֏",AMD,"URGENT: For sale or for rent. 2-room house, hallway, small kitchen, bathroom, toilet, quiet, permanent water, possibly for living, also as building material, only real buyers should call.Translated from Armenian",Nov-25-2022_00-22,150 sq.m.,,"ELectricity, water supply, sewerage",,https://list.am/en/item/18096733
Townhouse,Stone,350 sq.m.,4+,8+,3+,Not available,2 spots,No Renovation,"Հակոբյան փողոց 2/6, Վանաձոր","50,000,000 ֏",AMD,"Unfinished house with a total area of 350 m, 1st floor - garage basement. 2 floors - 3 bedrooms, living room, kitchen, 2 bathrooms. 3 floors - 3 bedrooms from 3 bathrooms, living room with open balcony. 4 floors - attic with two open balconies. , Gas light water. The land is 1200 m fenced. There is a project that can still be changed as you wish, next to the stadium. The renovation of the stadium will be completed this year. There will be a new asphalt road to the house. A large recreation complex is being built above the house. It will also be convenient as a guest house.Translated from Armenian",Nov-25-2022_00-22,800 sq.m.,,,,https://list.am/en/item/17857984
House,Stone,60 sq.m.,1,1,1,Not available,Not available,No Renovation,"Մոսկովյան փողոց 48Ա, Վանաձոր","$5,300",USD,"Urgent land for sale with a half-built building, located in the center of the city, near the bus station, negotiable to the real buyer, I will exchange it with a carTranslated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/17415201
House,Stone,211 sq.m.,2,3,1,Not available,Not available,Old Renovation,Lorri › Alaverdi,"$14,000",USD,"A two-story, 3-room detached house is for sale in the Debed (Katsotsk) district of Alaverdi city, it has land, basements, communal facilities: Water, electricity, the price is negotiable, we will also exchange it with a 2-room apartment for an additional fee, for details, call the indicated phone number.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/18075944
Country House,Stone,200 sq.m.,2,4,1,,,Partial Renovation,Lorri › Stepanavan,"$100,000",USD,"Operating guest house in Gargar village. It is equipped with all utilities. The price is final.It is also available on a daily basis, starting from AMD 30,000 per day. You can call for details.Exchange with real estate in Yerevan is possible.Translated from Armenian",Nov-25-2022_00-22,1800 sq.m.,,,,https://list.am/en/item/17136053
House,Stone,225 sq.m.,2,5,1,,,Partial Renovation,"Сottage 4th street 4, Vanadzor","$40,000",USD,"House for sale!With all utilities225 sq. M. House, garage800 square meters of land65 square meters - livestock buildingplot with fruit treesTranslated from Armenian",Nov-25-2022_00-22,800 sq.m.,,,,https://list.am/en/item/17781823
House,Monolith,120 sq.m.,3,4,2,,,Old Renovation,"Estonakan street, Yerevan","1,000 ֏",AMD,"Three-storey private house, in the Estonian district of Spitak, comfortable for living, exchange with the apartment is possible (other questions during the meeting or during the telephone conversation), there is water, electricity. There is also a garage area.Translated from Armenian",Nov-25-2022_00-22,100 sq.m.,,,,https://list.am/en/item/16582100
House,Stone,440 sq.m.,1,3,1,,,Old Renovation,"Ռոմանոս Մելիքյան փողոց, Վանաձոր","$25,000",USD,"A private house with a total area of 440 square meters is for sale, 300 meters from the Lakes of Vanadzor (land - 280 square meters, new garage - 48 square meters)Address: R. Melikyan street, house 12.Translated from Armenian",Nov-25-2022_00-22,280 sq.m.,,,,https://list.am/en/item/18173550
House,Stone,120 sq.m.,2,5,1,,,No Renovation,Lorri › Stepanavan,"$10,000",USD,"The house is located in Amrakits village of Stepsnavan community. It is a two-storey building, gas, electricity, water are availableCan be used as a summer house, has 800 square meters of land.PRICE NEGOTIABLE.Translated from Armenian",Nov-25-2022_00-22,800 sq.m.,,,,https://list.am/en/item/17438026
House,Panels,120 sq.m.,2,5,2,,,Cosmetic Renovation,Lorri › Spitak,"$30,000",USD,"The house was built after the earthquake with a special Swiss design. The doors and windows of the house are of European production, made of wood. We lived for only four years in 1995-1999. There are 14-15 trees in the land: Walnut, cherry, apple, pear.Translated from Armenian",Nov-25-2022_00-22,380 sq.m.,,,,https://list.am/en/item/17810630
House,Stone,260 sq.m.,2,5,2,,3 or more spots,Major Renovation,Lorri › Odzun,"$80,000",USD,"A two stored house is for sale in Odzun village. The living area of the house is 260 square meters (each floor is 130 square meters)On the ground floor there is a living room, a kitchen, a bathroom.On the second floor there are four bedrooms, a bathroom, a large balcony.The house is equipped with all communal facilities (water, gas, electricity, sewerage, own boiler house) and appliances.There is a house of 2000 sq. M. With seedlings, a basement of 30 sq. M., a garage of 44 sq. M. M:Translated from Armenian",Nov-25-2022_00-22,2000 sq.m.,,,,https://list.am/en/item/17504391
House,Stone,210 sq.m.,3,3,2,,,Euro Renovation,Lorri › Alaverdi,"$60,000",USD,"A 3-storey building with furniture and appliances is for sale. The 1st and 2nd floors are existing shops, the 3rd floor has 3 rooms. Apartment:The price is final.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/18353717
,Stone,1500 sq.m.,,4,,,,,"3rd lane 3rd street, Darpas","$15,000",USD,"1.5 հարկանի տուն իր 1500 քմ հողամասով։ Ունի ավտոտնակ, անասնաշենք, մշտական ջուր, գազ։ 1900 քմ վարելահող։",Nov-25-2022_00-22,,,,,https://list.am/en/item/15126779
House,Stone,300 sq.m.,2,8+,2,,,Partial Renovation,"Միչուրինի փողոց 22, Վանաձոր","$160,000",USD,"Two-storey stone house in Vanadzor. 6 rooms, garage and large plot.It has several large balconies, 2 bathrooms, parking for 4-5 cars.The total area is 700 square meters. M.:A wonderful opportunity to have your home, summer house or guest house to create a relaxing and comfortable environment.For details, please call the indicated phone number.Translated from Armenian",Nov-25-2022_00-22,300 sq.m.,,,,https://list.am/en/item/16532040
House,Stone,72 sq.m.,2,3,1,,,Old Renovation,"Debet district, Alaverdi","$12,000",USD,Двух этажное каждый этаж 72км,Nov-25-2022_00-22,,,,,https://list.am/en/item/17226022
House,Stone,80 sq.m.,2,2,1,,,No Renovation,"Սանահին Սարահարթ թաղամաս 3/2, Ալավերդի","$15,000",USD,"Sanahin district (village) 3rd street house 22, total area 1600 sq. M. It is a meter, there are 2 barns, it has water and և gas possibility, the area is spacious, it is also suitable for building a guest houseTranslated from Armenian",Nov-25-2022_00-22,1600 sq.m.,,,,https://list.am/en/item/17268549
House,Stone,365 sq.m.,3,7,2,Available,1 spot,Partial Renovation,"Agayan street 68, Vanadzor","$50,000",USD,"Three-storey private house, has a garage, a plot of land, for sale together with furniture.Translated from Armenian",Nov-25-2022_00-22,,,,,https://list.am/en/item/7379520
House,Stone,351 sq.m.,3,7,1,,,Major Renovation,"Բարեկամության փողոց 2Գ, Վանաձոր","$120,000",USD,"URGENT եռ A three-storey private house is for sale, together with the property. Can serve as a hostel. Price is negotiable.For more information, call the numbers belowTranslated from Armenian",Nov-25-2022_00-22,400 sq.m.,,,,https://list.am/en/item/17359366
House,Wooden,151 sq.m.,2,6,1,Not available,1 spot,Old Renovation,"Ակադեմիկոս Գևորգ Բ. Ջահուկյանի փողոց, Տաշիր","$16,000",USD,"A house for sale at Pushkini 111 (in front of the Police station, the website does not allow you to choose the correct address) 1st floor, basement (half-bathroom), where there is a bathroom. 6 rooms on the 2nd floor. There is a half-built garage and a boiler room on the plot.Translated from Armenian",Nov-25-2022_00-22,740 sq.m.,,,,https://list.am/en/item/18244300
House,Stone,63 sq.m.,2,3,1,Not available,3 or more spots,Old Renovation,"Tumanyan street, Alaverdi","$30,000",USD,"A house is for sale in Artsatsag village, Lori region, the holiday is two-storey, there are 3 basements on the first floor and a 3-room house with a balcony above. The house is located in the beginning of the village, close to Artsatsag gorge.Translated from Armenian",Nov-25-2022_00-22,60 sq.m.,,,,https://list.am/en/item/16706589
Country House,Cassette,51 sq.m.,1,2,1,,,Old Renovation,Lorri › Darpas,"10,000,000 ֏",AMD,"In the Darpas Yugoslav district of Vanadzor enlarged community.Address: Darpas 2 piholots, 3 lane, house 78/1.For sale: A 2-room Yugoslav cottage with a separate kitchen and bathroom, the total area is 50.4 square meters, it has water supply and electricity supply.Attached metal garage with box 23.6 square meters, next to the house 191 square meters.Livestock farm 40.8 square meters with 370 square meters orchard.Translated from Armenian",Nov-25-2022_00-22,191 sq.m.,,,,https://list.am/en/item/18147903
House,Stone,105 sq.m.,1,4,1,Not available,Not available,Old Renovation,Lorri › Stepanavan,"$9,500",USD,Дом находится село агарак. 5 минут из гораду. Расстояние из Степанавана 7км. Удобно для дачи и для жильё. Большой огород фруктовые деревья. Вада свет. Можно сделать газификация 10 мет расстояние. На вопросы позвоните. Можно и на WhatsApp,Nov-25-2022_00-22,2000 sq.m.,,,,https://list.am/en/item/15865435
House,Stone,100 sq.m.,1,5,1,Not available,1 spot,Partial Renovation,"Улица Максима Горького 1, Степанаван","6,700,000 ֏",AMD,Дом находится село Свердлов 9 км из города 5-8мн. Дорога асфальтированная до деревья. Очень удобное место рядом речка есть. Тихие соседи. Можно иИспользуется для дачи. Есть огород фруктовые деревья. Вода. Газ. Свет. Wi-fi. Гараж. Плюс 3 гектар пастбище это отдельная цена. Канализация. Для вопроса позвоните.Можно и на WhatsApp. Торг на месте,Nov-25-2022_00-22,1800 sq.m.,,,,https://list.am/en/item/15660980
House,Stone,1000 sq.m.,1,5,1,,,Euro Renovation,"Tavros 6-th street 1st lane, Vanadzor","$120,000",USD,"Վաճառվում է երկու սեփական առանձնատուն միևնույն տարածքում։Մեկը բնակելի բոլոր հարմարություններով, մյուսը կարելի է օգտագործել ցանկացած նպատակներով (խանութ, գեղեցկության սրահ և այլն) : Ունի մրգատու ծառերով հողատարածք և կից կառույց։Շինությունը գտնվում է ճանապարհի բանուկ հատվածում։Ունի երկու քարե մեծ ավտոտնակ։",Nov-25-2022_00-22,,,,,https://list.am/en/item/15729677
House,Stone,200 sq.m.,2,8+,1,,,No Renovation,Lorri › Gyulagarak,"11,000,000 ֏",AMD,It is very convenient to turn into a guest house. It needs cosmetic repairs. There is gas. Water. Percent. Sewer: . It is 20 meters away from the asphalt.Translated from Armenian,Nov-25-2022_00-22,1500 sq.m.,,,,https://list.am/en/item/17970867
House,Stone,700 sq.m.,2,4,1,By agreement,2 spots,Major Renovation,Lorri › Vanadzor,"$41,000",USD,"A two-story stone house is for sale. With. 700 sq. M area, of which 222 sq. M house area, 480 sq. M land area.Chemists 2nd street (Khimzavod)It has a corridor, living room, kitchen, 3 bedrooms, bathroom + toilet.The main entrance door is made of heavy iron.The kitchen and bathroom are tiled, the floor of the house is laminate.The windows are euro. Interior doors: New.The house is bright. 2 rooms on the 1st floor. 2 garages.It has internet, gas, electricity, hot and cold water.There is a bus, the stop is near the house. Write or call for details.Translated from Armenian",Nov-25-2022_00-22,700 sq.m.,,,,https://list.am/en/item/17560650
House,Stone,200 sq.m.,2,4,1,Not available,1 spot,Partial Renovation,Lorri › Margahovit,"$30,000",USD,"Partially renovated, has gas, water, electricity.Final price: $30,000Translated from Armenian",Nov-25-2022_00-22,5000 sq.m.,,,,https://list.am/en/item/17669192
House,Stone,120 sq.m.,1,3,1,,,Euro Renovation,"Խնկոյան փողոց 5, Սպիտակ","$40,000",USD,"《《《URGENT》》》 3-room apartment for sale, with all its amenities + land, call for detailsAddress: K. White50:00 p. MTranslated from Armenian",Nov-25-2022_00-22,1500 sq.m.,,,,https://list.am/en/item/18331282
Country House,Stone,156 sq.m.,2,5,1,Not available,Not available,No Renovation,"Աշոտաբերդի փողոց 19, Ստեփանավան","$19,000",USD,"A plot of land with a beautiful forest view is for sale in the upper part of Ashotaberd district. It has an asphalted road from the central road. A two-story building is built on it, the 1st floor is made of concrete and the 2nd floor is made of plywood. Provided with drinking water and electricity. For details, call the specified number. Owned.Translated from Armenian",Nov-25-2022_00-22,1600 sq.m.,,,,https://list.am/en/item/18074517
House,Stone,80 sq.m.,1,2,2,,,Old Renovation,Lorri › Alaverdi,"$10,000",USD,"It is located near the ""Russian school"". There is a room to add a room next to the house.It has an adjoining building, one with a bathroom (old but functioning)The second bathroom is completely new. There is a sewer.There is a gas plan, old gas pipes. You just have to apply again to connect.The house is for sale with property.EXCHANGE IS POSSIBLE WITH 1-ROOM APARTMENT IN ALAVERDI. DETAILS WILL BE DISCUSSEDTranslated from Armenian",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/16750345
House,Stone,"10,000 sq.m.",2,3,1,,,Partial Renovation,Lorri › Akhtala,"$15,000",USD,"Constant water, constant electricity, gas is documented, it remains to be connected.The church of St. Mariam Astvatsatsin in Akhtala is visible from the balcony of the house.The garden is fruitful.Details by call.Price is negotiable.Translated from Armenian",Nov-25-2022_00-22,1600 sq.m.,,,,https://list.am/en/item/17740469
House,Stone,126 sq.m.,2,4,1,,,Old Renovation,"Улица Прошяна 34, Степанаван","$45,000",USD,"A detached house with a living area of 126 square meters / one living room, three bedrooms, kitchen, dining room, bathroom and toilet / and a 600 square meter garden in the city of Stepanavan / one kilometer away from the forest/ is for sale or exchange. In the basement there is a garage, a functioning boiler room and a pantry. The house is gasified, water is available 24/7.Translated from Armenian",Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/16274545
House,Stone,15 sq.m.,1,5,1,,,Partial Renovation,Lorri › Vanadzor,"$25,000",USD,A 5-room private house is urgently for sale in Vanachor.The price is negotiable.Translated from Armenian,Nov-25-2022_00-22,2 sq.m.,,,,https://list.am/en/item/18253672
Country House,Wooden,400 sq.m.,1,2,1,Not available,Not available,Old Renovation,"3rd lane 3rd street, Darpas","4,000,000 ֏",AMD,"The cottage is located in the 5th row of cottages in Vanadzor Gate community. The cottage has 2 rooms, has communal facilities, kitchen (+ кладовка), bathroom. There is a concrete pantry, bisetka, productive trees on the plot.Translated from Armenian",Nov-25-2022_00-22,400 sq.m.,,,,https://list.am/en/item/18238793
House,Stone,60 sq.m.,1,3,1,,,No Renovation,Lorri › Tumanyan,"$5,000",USD,The house is located in the city of Dzaghidzor. The land area is very large. There are many fruit trees without repairs. I cannot post a picture because I am not in Armenia.Translated from Armenian,Nov-25-2022_00-22,600 sq.m.,,,,https://list.am/en/item/18332702
House,Stone,95 sq.m.,1,4,1,Not available,Not available,Old Renovation,Lorri › Gugark,"$14,000",USD,"Hassen village, Gugark 14 street, house 45. The house has fruit trees and a 20 m barn.Translated from Armenian",Nov-25-2022_00-22,2300 sq.m.,,,,https://list.am/en/item/18182123
